ocid,id,parties/0/id,parties/0/memberOf/0/id,parties/0/memberOf/0/name
ocds-lcuori-DRWQ0L-HONDUCOR DC-0490-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0490-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-Zr56vL-40961-1,ocds-lcuori-Zr56vL-40961-1/3,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-2LAzdG-ADQ-305-2014-1,ocds-lcuori-2LAzdG-ADQ-305-2014-1/3,2LAzdG-DRW5Lg,DRW5Lg,"Secretaria de Recursos Naturales, Ambiente y Minas"
ocds-lcuori-DRWQ0L-HONDUCOR DC-0491-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0491-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-grxy3L-37-2014-1,ocds-lcuori-grxy3L-37-2014-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DRWQ0L-HONDUCOR DC-0492-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0492-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-orvDGM-LPN-SANAA-DM-12-2014-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-12-2014-2/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-Zr56vL-40813-1,ocds-lcuori-Zr56vL-40813-1/3,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-DRWQ0L-HONDUCOR DC-0493-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0493-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-PR847R-ICF-SCS-74-2014-1,ocds-lcuori-PR847R-ICF-SCS-74-2014-1/3,PR847R-JL7A7R,JL7A7R,"Instituto de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre"
ocds-lcuori-DL9kwR-CC-5426-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5426-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DRWQ0L-HONDUCOR DC-0494-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0494-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-vGZVoG-SS-PICSC-CP-127-2014-1,ocds-lcuori-vGZVoG-SS-PICSC-CP-127-2014-1/3,vGZVoG-MrMgGe,MrMgGe,Secretaría de Seguridad
ocds-lcuori-orvovL-UNAH-SEAF-OC-0631-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0631-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-0rwm9G-C-20140055-1,ocds-lcuori-0rwm9G-C-20140055-1/3,0rwm9G-WRzEbG,WRzEbG,Banco Nacional de Desarrollo Agrícola
ocds-lcuori-0rwm9G-C-20140056-1,ocds-lcuori-0rwm9G-C-20140056-1/3,0rwm9G-WRzEbG,WRzEbG,Banco Nacional de Desarrollo Agrícola
ocds-lcuori-grxy3L-41-2014-1,ocds-lcuori-grxy3L-41-2014-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-2LAzdG-ADQ-308-2014-1,ocds-lcuori-2LAzdG-ADQ-308-2014-1/3,2LAzdG-DRW5Lg,DRW5Lg,"Secretaria de Recursos Naturales, Ambiente y Minas"
ocds-lcuori-MrMPYR-208-2014-1,ocds-lcuori-MrMPYR-208-2014-1/3,MrMPYR-grxELe,grxELe,Comisión Nacional de Bancos y Seguros
ocds-lcuori-grxy3L-42-2014-1,ocds-lcuori-grxy3L-42-2014-1/3,grxy3L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-MrMPYR-209-2014-1,ocds-lcuori-MrMPYR-209-2014-1/3,MrMPYR-grxELe,grxELe,Comisión Nacional de Bancos y Seguros
ocds-lcuori-2LAzdG-ADQ-304-2014-1,ocds-lcuori-2LAzdG-ADQ-304-2014-1/3,2LAzdG-DRW5Lg,DRW5Lg,"Secretaria de Recursos Naturales, Ambiente y Minas"
ocds-lcuori-2LAzdG-ADQ-300-32014-1,ocds-lcuori-2LAzdG-ADQ-300-32014-1/4,2LAzdG-DRW5Lg,DRW5Lg,"Secretaria de Recursos Naturales, Ambiente y Minas"
ocds-lcuori-orvDGM-006-14-1,ocds-lcuori-orvDGM-006-14-1/3,orvDGM-jRDVLk,jRDVLk,Servicio Autónomo Nacional de Acueductos y Alcantarillados
ocds-lcuori-MrMPYR-138-2014-1,ocds-lcuori-MrMPYR-138-2014-1/3,MrMPYR-grxELe,grxELe,Comisión Nacional de Bancos y Seguros
ocds-lcuori-XRbOkr-CS-CSJ-2014-1231-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1231-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-wrV3LP-LPR-FHIS-16-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-16-2014-2/3,wrV3LP-orvDGM,orvDGM,Fondo Hondureño de Inversión Social
ocds-lcuori-orvOoL-Pedido No 1237-2014 Materiales-1,ocds-lcuori-orvOoL-Pedido No 1237-2014 Materiales-1/3,orvOoL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-wrV3LP-COT-FHIS-23-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-23-2014-2/3,wrV3LP-orvDGM,orvDGM,Fondo Hondureño de Inversión Social
ocds-lcuori-7GX4eG-072/2014-1,ocds-lcuori-7GX4eG-072/2014-1/3,7GX4eG-4LOWLg,4LOWLg,Instituto Nacional de Estadística
ocds-lcuori-XRbOkr-CS-CSJ-2014-0916-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0916-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0917-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0917-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-KLgDwG-CM-IHT-162-2014-1,ocds-lcuori-KLgDwG-CM-IHT-162-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-wrVA9R-CPC-012-2014-EDU-1,ocds-lcuori-wrVA9R-CPC-012-2014-EDU-1/3,wrVA9R-PR85r9,PR85r9,Instituto de Crédito Educativo
ocds-lcuori-XRbOkr-CS-CSJ-2014-1233-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1233-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-kR2paL-10-32-2014-1,ocds-lcuori-kR2paL-10-32-2014-1/3,kR2paL-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-XRbOkr-CS-CSJ-2014-1234-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1234-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-1235-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1235-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-1238-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1238-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-KLgDwG-CM-IHT-164-2014-1,ocds-lcuori-KLgDwG-CM-IHT-164-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-XRbOkr-CS-CSJ-2014-0919-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0919-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0920-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0920-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0921-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0921-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0922-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0922-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvovL-UNAH-SEAF-OC-0633-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0633-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-XRbOkr-CS-CSJ-2014-0924-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0924-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-wrVA9R-CPC-013-2014-EDU-1,ocds-lcuori-wrVA9R-CPC-013-2014-EDU-1/3,wrVA9R-PR85r9,PR85r9,Instituto de Crédito Educativo
ocds-lcuori-vGZWNR-40000864-1,ocds-lcuori-vGZWNR-40000864-1/3,vGZWNR-orvxDG,orvxDG,Instituto Hondureño de Seguridad Social
ocds-lcuori-ZGqW9r-CM-045-IPM-2014-1,ocds-lcuori-ZGqW9r-CM-045-IPM-2014-1/3,ZGqW9r-WRzOdr,WRzOdr,Instituto de Previsión Militar
ocds-lcuori-KLgDwG-CM-IHT-166-2014-1,ocds-lcuori-KLgDwG-CM-IHT-166-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-XRbOkr-CS-CSJ-2014-0926-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0926-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-ZGqW9r-CM-046-IPM-2014-1,ocds-lcuori-ZGqW9r-CM-046-IPM-2014-1/3,ZGqW9r-WRzOdr,WRzOdr,Instituto de Previsión Militar
ocds-lcuori-XRbOkr-CS-CSJ-2014-0927-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0927-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0930-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0930-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0931-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0931-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0932-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0932-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0933-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0933-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0934-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0934-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0935-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0935-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-KLgDwG-CM-IHT-167-2014-1,ocds-lcuori-KLgDwG-CM-IHT-167-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-XRbOkr-CS-CSJ-2014-0938-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0938-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0940-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0940-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0941-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0941-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-KLgDwG-CM-IHT-168-2014-1,ocds-lcuori-KLgDwG-CM-IHT-168-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-XRbOkr-CS-CSJ-2014-0942-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0942-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0943-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0943-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0944-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0944-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0946-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0946-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0948-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0948-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-XRbOkr-CS-CSJ-2014-0950-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0950-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-orvPDG-LP-026-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-026-ONCAE-2014-2/3,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-KLgDwG-CM-IHT-169-2014-1,ocds-lcuori-KLgDwG-CM-IHT-169-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-grxXor-LIC-025-HAME-2014-2,ocds-lcuori-grxXor-LIC-025-HAME-2014-2/3,grxXor-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-JLKQxR-LP. 016-14-2,ocds-lcuori-JLKQxR-LP. 016-14-2/3,JLKQxR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-lRojQG-032-14-1,ocds-lcuori-lRojQG-032-14-1/3,lRojQG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-vGZWNR-40000861-1,ocds-lcuori-vGZWNR-40000861-1/3,vGZWNR-orvxDG,orvxDG,Instituto Hondureño de Seguridad Social
ocds-lcuori-grxq2L-CM-232-2014-1,ocds-lcuori-grxq2L-CM-232-2014-1/3,grxq2L-grxEyL,grxEyL,Direccion Ejecutiva de Ingresos
ocds-lcuori-PGJPBr-146-2014-1,ocds-lcuori-PGJPBr-146-2014-1/3,PGJPBr-2Lmz0G,2Lmz0G,Programa de Administración de Tierras de Honduras
ocds-lcuori-KLgDwG-CM-IHT-095-2014-1,ocds-lcuori-KLgDwG-CM-IHT-095-2014-1/3,KLgDwG-2LmVGK,2LmVGK,Secretaria de Turismo
ocds-lcuori-2LmXXr-CM-0006-IHCIETI-2014-1,ocds-lcuori-2LmXXr-CM-0006-IHCIETI-2014-1/3,2LmXXr-DL9wKR,DL9wKR,"Instituto Hondureño de Ciencias, Tecnologia y la Innovaciòn"
ocds-lcuori-Er65BR-068-2014-1,ocds-lcuori-Er65BR-068-2014-1/3,Er65BR-MrMYQr,MrMYQr,Instituto de Acceso a la Información Pública
ocds-lcuori-grxq2L-CM-233-2014-1,ocds-lcuori-grxq2L-CM-233-2014-1/3,grxq2L-grxEyL,grxEyL,Direccion Ejecutiva de Ingresos
ocds-lcuori-grxq2L-CM-234-2014-1,ocds-lcuori-grxq2L-CM-234-2014-1/3,grxq2L-grxEyL,grxEyL,Direccion Ejecutiva de Ingresos
ocds-lcuori-Er65BR-069-2014-1,ocds-lcuori-Er65BR-069-2014-1/3,Er65BR-MrMYQr,MrMYQr,Instituto de Acceso a la Información Pública
ocds-lcuori-NLPAVG-INAM-FN-013-2014-1,ocds-lcuori-NLPAVG-INAM-FN-013-2014-1/3,NLPAVG-ERpqPr,ERpqPr,Instituto Nacional de la Mujer
ocds-lcuori-Zr5B9L-C-0409-2014 PE-0346-2014-1,ocds-lcuori-Zr5B9L-C-0409-2014 PE-0346-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-gRNDyL-045-03-2014-1,ocds-lcuori-gRNDyL-045-03-2014-1/3,gRNDyL-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-jRDA5r-solicitud 764-1,ocds-lcuori-jRDA5r-solicitud 764-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-Zr5B9L-C-0406-2014 PE-0343-2014-1,ocds-lcuori-Zr5B9L-C-0406-2014 PE-0343-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Zr5B9L-C-0389-2014  PE-0326-2014-1,ocds-lcuori-Zr5B9L-C-0389-2014  PE-0326-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DRWQ0L-HONDUCOR-DC-0616-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-0616-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-jRDA5r-solicitud 759-1,ocds-lcuori-jRDA5r-solicitud 759-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-DL9kwR-CC-5197-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5197-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-Er65BR-IAIP-CE-08-2014-1,ocds-lcuori-Er65BR-IAIP-CE-08-2014-1/3,Er65BR-MrMYQr,MrMYQr,Instituto de Acceso a la Información Pública
ocds-lcuori-DL9kwR-CC-5199-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5199-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5200-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5200-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-DL9kwR-CC-5201-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5201-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-0636-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0636-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-DL9kwR-CC-5428-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5428-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-orvovL-UNAH-SEAF-OC-0982-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0982-2014-1/3,orvovL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-KLg9wR-093-14-1,ocds-lcuori-KLg9wR-093-14-1/3,KLg9wR-8L4pPL,8L4pPL,Instituto Nacional de Jubilaciones y Pensiones de los Empleados Públicos
ocds-lcuori-KLg9wR-132-14-1,ocds-lcuori-KLg9wR-132-14-1/3,KLg9wR-8L4pPL,8L4pPL,Instituto Nacional de Jubilaciones y Pensiones de los Empleados Públicos
ocds-lcuori-JLKbbr-129-2014-1,ocds-lcuori-JLKbbr-129-2014-1/3,JLKbbr-gLnqr0,gLnqr0,Secretaría de Trabajo y Seguridad Social
ocds-lcuori-7rBxpG-BCH-T3935-25-1,ocds-lcuori-7rBxpG-BCH-T3935-25-1/3,7rBxpG-vGZwRM,vGZwRM,Banco Central de Honduras
ocds-lcuori-Zr5B9L-C-0413-2014 PE-0350-2014-1,ocds-lcuori-Zr5B9L-C-0413-2014 PE-0350-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Zr5B9L-C-0411-2014  PE-0348-2014-1,ocds-lcuori-Zr5B9L-C-0411-2014  PE-0348-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-vGZWNR-30005953-3-1,ocds-lcuori-vGZWNR-30005953-3-1/3,vGZWNR-orvxDG,orvxDG,Instituto Hondureño de Seguridad Social
ocds-lcuori-Zr5B9L-C-0412-2014 PE-0349-2014-1,ocds-lcuori-Zr5B9L-C-0412-2014 PE-0349-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-DL9b4G-CP-PCQ-0027/2014-1,ocds-lcuori-DL9b4G-CP-PCQ-0027/2014-1/3,DL9b4G-lRo2G5,lRo2G5,Secretaría de Estado del Despacho Presidencial
ocds-lcuori-DL9kwR-CC-5203-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5203-TSC-2014-1/3,DL9kwR-yRlaDr,yRlaDr,Tribunal Superior de Cuentas
ocds-lcuori-Zr5B9L-C-0408-2014  PE-0345-2014-1,ocds-lcuori-Zr5B9L-C-0408-2014  PE-0345-2014-1/3,Zr5B9L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-jRDA5r-solicitud 882-1,ocds-lcuori-jRDA5r-solicitud 882-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-WRzw3r-CM-132-2014-1,ocds-lcuori-WRzw3r-CM-132-2014-1/3,WRzw3r-DRWlNr,DRWlNr,"Secretaría de Derechos Humanos, Justicia, Gobernación y Descentralización"
ocds-lcuori-XRbOkr-CS-CSJ-2014-0951-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0951-1/3,XRbOkr-gRNyG6,gRNyG6,Poder Judicial
ocds-lcuori-DRWQ0L-HONDUCOR DC-0495-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0495-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
ocds-lcuori-jRDA5r-solicitud 970-1,ocds-lcuori-jRDA5r-solicitud 970-1/3,jRDA5r-MLQ77R,MLQ77R,Heroico y Benemérito Cuerpo de Bomberos de Honduras
ocds-lcuori-DRWQ0L-HONDUCOR DC-0497-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0497-2014-1/3,DRWQ0L-kR2lqL,kR2lqL,Empresa Nacional de Correos de Honduras
