ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxq2L-LP-DEI-DA-001-2014-2,ocds-lcuori-grxq2L-LP-DEI-DA-001-2014-2/3,grxq2L-LP-DEI-DA-001-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-No.2-2014-LAB-GENETICOS-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-No.2-2014-LAB-GENETICOS-2/4,orvovL-LPN-UNAH-SEAPI-No.2-2014-LAB-GENETICOS-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR- LP-020-2014-2,ocds-lcuori-PLe6mG-HSR- LP-020-2014-2/3,PLe6mG-HSR- LP-020-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR- LP-022-2014-2,ocds-lcuori-PLe6mG-HSR- LP-022-2014-2/3,PLe6mG-HSR- LP-022-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR- LP-021-2014-2,ocds-lcuori-PLe6mG-HSR- LP-021-2014-2/3,PLe6mG-HSR- LP-021-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L4j7R-CP-O-02-2014-2,ocds-lcuori-8L4j7R-CP-O-02-2014-2/3,8L4j7R-CP-O-02-2014-2,2.0-FMLQALQ,Donación,FMLQALQ,BID
ocds-lcuori-1RaMPR-RFP-ACS-USAID-QCBS-01-2014-2,ocds-lcuori-1RaMPR-RFP-ACS-USAID-QCBS-01-2014-2/3,1RaMPR-RFP-ACS-USAID-QCBS-01-2014-2,2.0-FZr59rk,Donación,FZr59rk,USAID
ocds-lcuori-wrV3LP-CP-FHIS-30-2014-2,ocds-lcuori-wrV3LP-CP-FHIS-30-2014-2/3,wrV3LP-CP-FHIS-30-2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-2LAakL-50-2014-2,ocds-lcuori-2LAakL-50-2014-2/3,2LAakL-50-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-57-2014-2,ocds-lcuori-ERpaPr-57-2014-2/3,ERpaPr-57-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-CI 006 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 006 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 006 SSIS PRAF BM 4774 2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-yRl6pL-CI 007 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 007 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 007 SSIS PRAF BM 4774 2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-WRzbRe-LPR-040-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-LPR-040-DGC-UATSV-2014-2/3,WRzbRe-LPR-040-DGC-UATSV-2014-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-WRzbRe-LPR-045-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-LPR-045-DGC-UATSV-2014-2/3,WRzbRe-LPR-045-DGC-UATSV-2014-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-WRzbRe-LPR-047-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-LPR-047-DGC-UATSV-2014-2/3,WRzbRe-LPR-047-DGC-UATSV-2014-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-WRzbRe-CPR-010-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-CPR-010-DGC-UATSV-2014-2/3,WRzbRe-CPR-010-DGC-UATSV-2014-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-lRo92L-45-2,ocds-lcuori-lRo92L-45-2/3,lRo92L-45-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-59-2014-2,ocds-lcuori-ERpaPr-59-2014-2/3,ERpaPr-59-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-60-2014-2,ocds-lcuori-ERpaPr-60-2014-2/3,ERpaPr-60-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7rBxpG-Lprivada No.05-2014-2,ocds-lcuori-7rBxpG-Lprivada No.05-2014-2/3,7rBxpG-Lprivada No.05-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvDGM-LPN-SANAA-PAPSAC-004-2014-2,ocds-lcuori-orvDGM-LPN-SANAA-PAPSAC-004-2014-2/3,orvDGM-LPN-SANAA-PAPSAC-004-2014-2,2.0-FNLPKrv,Donación,FNLPKrv,Unión Europea
ocds-lcuori-yRlaDr-09.-2014-2,ocds-lcuori-yRlaDr-09.-2014-2/3,yRlaDr-09.-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlaDr-10-2014-2,ocds-lcuori-yRlaDr-10-2014-2/3,yRlaDr-10-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvDGM-CP-SANAA-PROSAGUA-02-2014-2,ocds-lcuori-orvDGM-CP-SANAA-PROSAGUA-02-2014-2/3,orvDGM-CP-SANAA-PROSAGUA-02-2014-2,3.0-FjRDVLk,Prestamo,FjRDVLk,BCIE
ocds-lcuori-yRlaDr-12-2014-2,ocds-lcuori-yRlaDr-12-2014-2/3,yRlaDr-12-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlaDr-17-2014-2,ocds-lcuori-yRlaDr-17-2014-2/3,yRlaDr-17-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-468-2014-2,ocds-lcuori-jRDkQG-HMCR-468-2014-2/4,jRDkQG-HMCR-468-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-61-2014-2,ocds-lcuori-ERpaPr-61-2014-2/3,ERpaPr-61-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orveZR-LP-00004-2014-2,ocds-lcuori-orveZR-LP-00004-2014-2/3,orveZR-LP-00004-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaEMR-Licitacion Privada  N° 0028-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada  N° 0028-2014-2/3,1RaEMR-Licitacion Privada  N° 0028-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-CI 008 SSIS PRAF BM 4774 2014-2,ocds-lcuori-yRl6pL-CI 008 SSIS PRAF BM 4774 2014-2/3,yRl6pL-CI 008 SSIS PRAF BM 4774 2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-7GX7XL-Gesalud-377-3CV-CI Linea-PEP-1059-2,ocds-lcuori-7GX7XL-Gesalud-377-3CV-CI Linea-PEP-1059-2/3,7GX7XL-Gesalud-377-3CV-CI Linea-PEP-1059-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-7GX7XL-Gesalud-378-3CV-CI-Linea-PEP-1092-2,ocds-lcuori-7GX7XL-Gesalud-378-3CV-CI-Linea-PEP-1092-2/3,7GX7XL-Gesalud-378-3CV-CI-Linea-PEP-1092-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-7GX7XL-Gesalud-378-3CV-CI-Linea-PEP-1048-2,ocds-lcuori-7GX7XL-Gesalud-378-3CV-CI-Linea-PEP-1048-2/3,7GX7XL-Gesalud-378-3CV-CI-Linea-PEP-1048-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-4LOxWG-LICITACION PRIVADA NO. 17-2015-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA NO. 17-2015-2/3,4LOxWG-LICITACION PRIVADA NO. 17-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-LICITACION PRIVADA NO. 24-2015-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA NO. 24-2015-2/3,4LOxWG-LICITACION PRIVADA NO. 24-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-47-2,ocds-lcuori-lRo92L-47-2/3,lRo92L-47-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaElR-lp-013-2014-hsbi-2,ocds-lcuori-1RaElR-lp-013-2014-hsbi-2/3,1RaElR-lp-013-2014-hsbi-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-COT-FHIS-23-2014-2do-2,ocds-lcuori-wrV3LP-COT-FHIS-23-2014-2do-2/3,wrV3LP-COT-FHIS-23-2014-2do-2,2.0-FEr6JrN,Donación,FEr6JrN,Suecia
ocds-lcuori-8L47Pr-L-P 052-2014-2,ocds-lcuori-8L47Pr-L-P 052-2014-2/3,8L47Pr-L-P 052-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-LPR-FHIS-16-2014_2do-2,ocds-lcuori-wrV3LP-LPR-FHIS-16-2014_2do-2/3,wrV3LP-LPR-FHIS-16-2014_2do-2,2.0-FoLj6LM,Donación,FoLj6LM,Suiza
ocds-lcuori-JL7b2r-013-UAP-SREIC-BID-2014-2,ocds-lcuori-JL7b2r-013-UAP-SREIC-BID-2014-2/3,JL7b2r-013-UAP-SREIC-BID-2014-2,2.0-FMLQALQ,Donación,FMLQALQ,BID
ocds-lcuori-orvovL-PCDE-UNAH-SEAPI-1-2014-ESTUDIO-GEOTECNICO-C3-2,ocds-lcuori-orvovL-PCDE-UNAH-SEAPI-1-2014-ESTUDIO-GEOTECNICO-C3-2/3,orvovL-PCDE-UNAH-SEAPI-1-2014-ESTUDIO-GEOTECNICO-C3-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Er65BR-LPN-001/IAIP-CE/2014-2,ocds-lcuori-Er65BR-LPN-001/IAIP-CE/2014-2/3,Er65BR-LPN-001/IAIP-CE/2014-2,2.0-FNLPKrv,Donación,FNLPKrv,Unión Europea
ocds-lcuori-wrV3LP-CP-FHIS-31-2014-2,ocds-lcuori-wrV3LP-CP-FHIS-31-2014-2/3,wrV3LP-CP-FHIS-31-2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-7G3Myr-lp-022-1238-hsp-2014-2,ocds-lcuori-7G3Myr-lp-022-1238-hsp-2014-2/3,7G3Myr-lp-022-1238-hsp-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3oBG-LP-009-2014-2,ocds-lcuori-7G3oBG-LP-009-2014-2/3,7G3oBG-LP-009-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3Myr-LP-023-1239-HSP-2014-2,ocds-lcuori-7G3Myr-LP-023-1239-HSP-2014-2/3,7G3Myr-LP-023-1239-HSP-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 191-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 191-2014-2/3,4LOxWG-LICITACION PRIVADA No. 191-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-CPR-012-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-CPR-012-DGC-UATSV-2014-2/3,WRzbRe-CPR-012-DGC-UATSV-2014-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-MrM1xr-HND-014-B-17/2014-2,ocds-lcuori-MrM1xr-HND-014-B-17/2014-2/3,MrM1xr-HND-014-B-17/2014-2,2.0-F7G3yrQ,Donación,F7G3yrQ,España
ocds-lcuori-7rBxpG-LPública No.22-2014-2,ocds-lcuori-7rBxpG-LPública No.22-2014-2/3,7rBxpG-LPública No.22-2014-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2/3,wrV3LP-COT-FHIS-24-2014-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 197-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 197-2014-2/3,4LOxWG-LICITACION PRIVADA No. 197-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 201-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 201-2014-2/3,4LOxWG-LICITACION PRIVADA No. 201-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2,ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2/3,1Ra2Pr-CP-CRA-001-2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-MLQmwL-00005-2014-2,ocds-lcuori-MLQmwL-00005-2014-2/3,MLQmwL-00005-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2,ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2/3,WRzw3r-C-SDHJGD-006-2014-2,2.0-F7G3yrQ,Donación,F7G3yrQ,España
ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2,ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2/3,mrY1dr-LPN-SEDS-005-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP-38-HSI-2014-2,ocds-lcuori-wrVn3r-LP-38-HSI-2014-2/3,wrVn3r-LP-38-HSI-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2/3,1RaEMR-Licitacion Privada 0025-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kG1ger-CONC 01-2014-2,ocds-lcuori-kG1ger-CONC 01-2014-2/3,kG1ger-CONC 01-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kG1ger-conc 02-2014-2,ocds-lcuori-kG1ger-conc 02-2014-2/3,kG1ger-conc 02-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,2.0-FMLQALQ,Donación,FMLQALQ,BID
ocds-lcuori-MrMPYR-LPN- CNBS-05-2014-2,ocds-lcuori-MrMPYR-LPN- CNBS-05-2014-2/3,MrMPYR-LPN- CNBS-05-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 205-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 205-2014-2/3,4LOxWG-LICITACION PRIVADA No. 205-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzw3r-CM-081-2014-2,ocds-lcuori-WRzw3r-CM-081-2014-2/3,WRzw3r-CM-081-2014-2,2.0-F4LOWLg,Donación,F4LOWLg,UNICEF
ocds-lcuori-WRzw3r-CM-082-2014-2,ocds-lcuori-WRzw3r-CM-082-2014-2/3,WRzw3r-CM-082-2014-2,2.0-F4LOWLg,Donación,F4LOWLg,UNICEF
ocds-lcuori-kR0qDr-LPN-04-2014-2,ocds-lcuori-kR0qDr-LPN-04-2014-2/3,kR0qDr-LPN-04-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR0qDr-LPN-05-2014-2,ocds-lcuori-kR0qDr-LPN-05-2014-2/3,kR0qDr-LPN-05-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-COT-FHIS-18-2014 2°-2,ocds-lcuori-wrV3LP-COT-FHIS-18-2014 2°-2/3,wrV3LP-COT-FHIS-18-2014 2°-2,1.0-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-NLP4qL-LPN 012 2014-2,ocds-lcuori-NLP4qL-LPN 012 2014-2/4,NLP4qL-LPN 012 2014-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-grxq2L-LP-DEI-DA-004-2014-2,ocds-lcuori-grxq2L-LP-DEI-DA-004-2014-2/3,grxq2L-LP-DEI-DA-004-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLnXkR-LPR-AMFI-03-2014-2,ocds-lcuori-gLnXkR-LPR-AMFI-03-2014-2/3,gLnXkR-LPR-AMFI-03-2014-2,3.0-FjRDVLk,Prestamo,FjRDVLk,BCIE
ocds-lcuori-wrV3LP-CP-FHIS-36-2014-2,ocds-lcuori-wrV3LP-CP-FHIS-36-2014-2/3,wrV3LP-CP-FHIS-36-2014-2,2.0-FoLj6LM,Donación,FoLj6LM,Suiza
ocds-lcuori-7GXmzR-LP-003-2014 CCIVS-2,ocds-lcuori-7GXmzR-LP-003-2014 CCIVS-2/4,7GXmzR-LP-003-2014 CCIVS-2,1.0-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-WRzw3r-SDHJGD LPN No. 001-201-2,ocds-lcuori-WRzw3r-SDHJGD LPN No. 001-201-2/3,WRzw3r-SDHJGD LPN No. 001-201-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-341-2014-2,ocds-lcuori-jRDkQG-HMCR-341-2014-2/3,jRDkQG-HMCR-341-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-345-2014-2,ocds-lcuori-jRDkQG-HMCR-345-2014-2/3,jRDkQG-HMCR-345-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaDr-LP 43-14-2,ocds-lcuori-ERpaDr-LP 43-14-2/3,ERpaDr-LP 43-14-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-347-2014-2,ocds-lcuori-jRDkQG-HMCR-347-2014-2/3,jRDkQG-HMCR-347-2014-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
