ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-DL9YoL-LPI-001-2014-FAHM-2,ocds-lcuori-DL9YoL-LPI-001-2014-FAHM-2/3,DL9YoL-LPI-001-2014-FAHM-2,DL9YoL-LPI-001-2014-FAHM-2,1.0,document
ocds-lcuori-orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2,ocds-lcuori-orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2/4,orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2,orvovL-LPN-No.09-2014-SEAF-UNAH-SERVICIOS-IMPRENTA-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-03-FM-06-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-06-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-06-AMDC-2014-2,2LmqDL-LPrNO-03-FM-06-AMDC-2014-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-02-FM-05-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-02-FM-05-AMDC-2014-2/3,2LmqDL-LPrNO-02-FM-05-AMDC-2014-2,2LmqDL-LPrNO-02-FM-05-AMDC-2014-2,1.0,document
ocds-lcuori-7rBxpG-LPublica No.02-2014-2,ocds-lcuori-7rBxpG-LPublica No.02-2014-2/3,7rBxpG-LPublica No.02-2014-2,7rBxpG-LPublica No.02-2014-2,1200.0,document
ocds-lcuori-2LmqDL-LPuNBS-02-FM-04-AMDC-2014-2,ocds-lcuori-2LmqDL-LPuNBS-02-FM-04-AMDC-2014-2/3,2LmqDL-LPuNBS-02-FM-04-AMDC-2014-2,2LmqDL-LPuNBS-02-FM-04-AMDC-2014-2,1.0,document
ocds-lcuori-Er65BR-CP-IAIP-AECID-01-2014-2,ocds-lcuori-Er65BR-CP-IAIP-AECID-01-2014-2/3,Er65BR-CP-IAIP-AECID-01-2014-2,Er65BR-CP-IAIP-AECID-01-2014-2,102.0,document
ocds-lcuori-1RaEMR-licitacion 2121-2014-2,ocds-lcuori-1RaEMR-licitacion 2121-2014-2/3,1RaEMR-licitacion 2121-2014-2,1RaEMR-licitacion 2121-2014-2,150.0,document
ocds-lcuori-mGEMGM-SEFIN LPN-001-2014-2,ocds-lcuori-mGEMGM-SEFIN LPN-001-2014-2/3,mGEMGM-SEFIN LPN-001-2014-2,mGEMGM-SEFIN LPN-001-2014-2,500.0,document
ocds-lcuori-mGEMGM-SEFIN LPN-002-2014-2,ocds-lcuori-mGEMGM-SEFIN LPN-002-2014-2/3,mGEMGM-SEFIN LPN-002-2014-2,mGEMGM-SEFIN LPN-002-2014-2,500.0,document
ocds-lcuori-orvOoL-LNP  N° 07-2014-HE-SH-2,ocds-lcuori-orvOoL-LNP  N° 07-2014-HE-SH-2/3,orvOoL-LNP  N° 07-2014-HE-SH-2,orvOoL-LNP  N° 07-2014-HE-SH-2,1000.0,document
ocds-lcuori-orvOoL-LPN N° 02-2014-HE-MQ-2,ocds-lcuori-orvOoL-LPN N° 02-2014-HE-MQ-2/3,orvOoL-LPN N° 02-2014-HE-MQ-2,orvOoL-LPN N° 02-2014-HE-MQ-2,1000.0,document
ocds-lcuori-orvOoL-LPN N° 05-2014-HE-MS-2,ocds-lcuori-orvOoL-LPN N° 05-2014-HE-MS-2/3,orvOoL-LPN N° 05-2014-HE-MS-2,orvOoL-LPN N° 05-2014-HE-MS-2,1000.0,document
ocds-lcuori-orvOoL-LNP N° 01-2014-HE-CM-2,ocds-lcuori-orvOoL-LNP N° 01-2014-HE-CM-2/3,orvOoL-LNP N° 01-2014-HE-CM-2,orvOoL-LNP N° 01-2014-HE-CM-2,1000.0,document
ocds-lcuori-orvOoL-LPN N° 06-2014-HE-SP-2,ocds-lcuori-orvOoL-LPN N° 06-2014-HE-SP-2/3,orvOoL-LPN N° 06-2014-HE-SP-2,orvOoL-LPN N° 06-2014-HE-SP-2,1000.0,document
ocds-lcuori-JLKAbR-001-2014-2,ocds-lcuori-JLKAbR-001-2014-2/3,JLKAbR-001-2014-2,JLKAbR-001-2014-2,3000.0,document
ocds-lcuori-7GXmzR-LPN-001-2014 CCIVS-2,ocds-lcuori-7GXmzR-LPN-001-2014 CCIVS-2/4,7GXmzR-LPN-001-2014 CCIVS-2,7GXmzR-LPN-001-2014 CCIVS-2,1000.0,document
ocds-lcuori-orvovL-LPN-15-2013-SEAF-UNIFORMES-2,ocds-lcuori-orvovL-LPN-15-2013-SEAF-UNIFORMES-2/3,orvovL-LPN-15-2013-SEAF-UNIFORMES-2,orvovL-LPN-15-2013-SEAF-UNIFORMES-2,500.0,document
ocds-lcuori-MLQW8R-03-2014-2,ocds-lcuori-MLQW8R-03-2014-2/3,MLQW8R-03-2014-2,MLQW8R-03-2014-2,5000.0,document
ocds-lcuori-NLP4qL-SEFIN-UAP-LPI-005-2013-2,ocds-lcuori-NLP4qL-SEFIN-UAP-LPI-005-2013-2/3,NLP4qL-SEFIN-UAP-LPI-005-2013-2,NLP4qL-SEFIN-UAP-LPI-005-2013-2,500.0,document
ocds-lcuori-orvOoL-LPN N° 04-2014-HE-AV-2,ocds-lcuori-orvOoL-LPN N° 04-2014-HE-AV-2/3,orvOoL-LPN N° 04-2014-HE-AV-2,orvOoL-LPN N° 04-2014-HE-AV-2,1000.0,document
ocds-lcuori-WRzbRe-No.LPI-DGC-001-UEBM-2014-2,ocds-lcuori-WRzbRe-No.LPI-DGC-001-UEBM-2014-2/3,WRzbRe-No.LPI-DGC-001-UEBM-2014-2,WRzbRe-No.LPI-DGC-001-UEBM-2014-2,823.6,document
ocds-lcuori-orvOoL-LNPN° 03-2014-HE-LC-2,ocds-lcuori-orvOoL-LNPN° 03-2014-HE-LC-2/3,orvOoL-LNPN° 03-2014-HE-LC-2,orvOoL-LNPN° 03-2014-HE-LC-2,1000.0,document
ocds-lcuori-orvovL-LPN-SEAF-06-2014-SISTEMA-TELEFONIA-IP-2,ocds-lcuori-orvovL-LPN-SEAF-06-2014-SISTEMA-TELEFONIA-IP-2/3,orvovL-LPN-SEAF-06-2014-SISTEMA-TELEFONIA-IP-2,orvovL-LPN-SEAF-06-2014-SISTEMA-TELEFONIA-IP-2,500.0,document
ocds-lcuori-0rwYG8-LPN No. DARMH-002-2014-2,ocds-lcuori-0rwYG8-LPN No. DARMH-002-2014-2/3,0rwYG8-LPN No. DARMH-002-2014-2,0rwYG8-LPN No. DARMH-002-2014-2,50.0,document
ocds-lcuori-1RaEMR-licitacion privada   0011-2014-2,ocds-lcuori-1RaEMR-licitacion privada   0011-2014-2/3,1RaEMR-licitacion privada   0011-2014-2,1RaEMR-licitacion privada   0011-2014-2,150.0,document
ocds-lcuori-1RaEMR-licitacion privada 008-2014-2,ocds-lcuori-1RaEMR-licitacion privada 008-2014-2/4,1RaEMR-licitacion privada 008-2014-2,1RaEMR-licitacion privada 008-2014-2,150.0,document
ocds-lcuori-1RaEMR-licitacion privada 0010-2014-2,ocds-lcuori-1RaEMR-licitacion privada 0010-2014-2/3,1RaEMR-licitacion privada 0010-2014-2,1RaEMR-licitacion privada 0010-2014-2,150.0,document
ocds-lcuori-grxXor-LP- 009-HAME2014-2,ocds-lcuori-grxXor-LP- 009-HAME2014-2/3,grxXor-LP- 009-HAME2014-2,grxXor-LP- 009-HAME2014-2,387600.0,document
ocds-lcuori-WRz5vG-01-2014 Seguro de Vehiculos-2,ocds-lcuori-WRz5vG-01-2014 Seguro de Vehiculos-2/3,WRz5vG-01-2014 Seguro de Vehiculos-2,WRz5vG-01-2014 Seguro de Vehiculos-2,1000.0,document
ocds-lcuori-1RaEMR-licitacion privada 0012-2014-2,ocds-lcuori-1RaEMR-licitacion privada 0012-2014-2/3,1RaEMR-licitacion privada 0012-2014-2,1RaEMR-licitacion privada 0012-2014-2,150.0,document
ocds-lcuori-orvovL-LPN-01-2014-SEAF-AGENCIA-VIAJES-2,ocds-lcuori-orvovL-LPN-01-2014-SEAF-AGENCIA-VIAJES-2/3,orvovL-LPN-01-2014-SEAF-AGENCIA-VIAJES-2,orvovL-LPN-01-2014-SEAF-AGENCIA-VIAJES-2,500.0,document
ocds-lcuori-1RaEMR-licitacion privada N° 0013-2,ocds-lcuori-1RaEMR-licitacion privada N° 0013-2/3,1RaEMR-licitacion privada N° 0013-2,1RaEMR-licitacion privada N° 0013-2,150.0,document
ocds-lcuori-orvovL-LPN-2-2014-SEAF-EQUIPO-ACADEMICO-DEPORTIVO-2,ocds-lcuori-orvovL-LPN-2-2014-SEAF-EQUIPO-ACADEMICO-DEPORTIVO-2/3,orvovL-LPN-2-2014-SEAF-EQUIPO-ACADEMICO-DEPORTIVO-2,orvovL-LPN-2-2014-SEAF-EQUIPO-ACADEMICO-DEPORTIVO-2,500.0,document
ocds-lcuori-orvovL-LPN-3-2014-SEAF-UNIFORMES-DEPORTIVOS-2,ocds-lcuori-orvovL-LPN-3-2014-SEAF-UNIFORMES-DEPORTIVOS-2/3,orvovL-LPN-3-2014-SEAF-UNIFORMES-DEPORTIVOS-2,orvovL-LPN-3-2014-SEAF-UNIFORMES-DEPORTIVOS-2,500.0,document
ocds-lcuori-1RaEMR-licitacion privada N° 0014-2,ocds-lcuori-1RaEMR-licitacion privada N° 0014-2/3,1RaEMR-licitacion privada N° 0014-2,1RaEMR-licitacion privada N° 0014-2,150.0,document
ocds-lcuori-1RaEMR-licitacion privada 0017/2014-2,ocds-lcuori-1RaEMR-licitacion privada 0017/2014-2/3,1RaEMR-licitacion privada 0017/2014-2,1RaEMR-licitacion privada 0017/2014-2,150.0,document
ocds-lcuori-7GXmzR-LP-001-2014 CCIVS-2,ocds-lcuori-7GXmzR-LP-001-2014 CCIVS-2/4,7GXmzR-LP-001-2014 CCIVS-2,7GXmzR-LP-001-2014 CCIVS-2,1000.0,document
ocds-lcuori-Er6g8L-LPN 01-2014-JA-2,ocds-lcuori-Er6g8L-LPN 01-2014-JA-2/4,Er6g8L-LPN 01-2014-JA-2,Er6g8L-LPN 01-2014-JA-2,100.0,document
ocds-lcuori-1RaEMR-LIicitacion Privada -0016-2014-2,ocds-lcuori-1RaEMR-LIicitacion Privada -0016-2014-2/3,1RaEMR-LIicitacion Privada -0016-2014-2,1RaEMR-LIicitacion Privada -0016-2014-2,150.0,document
ocds-lcuori-1RaEMR-Licitacion Privada 0017-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 0017-2014-2/3,1RaEMR-Licitacion Privada 0017-2014-2,1RaEMR-Licitacion Privada 0017-2014-2,150.0,document
ocds-lcuori-2LmqDL-LPrNO.077-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO.077-AMDC-2013-2/3,2LmqDL-LPrNO.077-AMDC-2013-2,2LmqDL-LPrNO.077-AMDC-2013-2,100.0,document
ocds-lcuori-2LmqDL-LPrNO.98-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO.98-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO.98-FBCIE-AMDC-2013-2,2LmqDL-LPrNO.98-FBCIE-AMDC-2013-2,100.0,document
ocds-lcuori-2LmqDL-LPrNO.88-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO.88-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO.88-FBCIE-AMDC-2013-2,2LmqDL-LPrNO.88-FBCIE-AMDC-2013-2,100.0,document
ocds-lcuori-2LmqDL-LPrNO-81-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO-81-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO-81-FBCIE-AMDC-2013-2,2LmqDL-LPrNO-81-FBCIE-AMDC-2013-2,10000.0,document
ocds-lcuori-2LmqDL-LPrNO.079-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO.079-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO.079-FBCIE-AMDC-2013-2,2LmqDL-LPrNO.079-FBCIE-AMDC-2013-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-90-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO-90-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO-90-FBCIE-AMDC-2013-2,2LmqDL-LPrNO-90-FBCIE-AMDC-2013-2,100.0,document
ocds-lcuori-Er6g8L-CPN-01-2014-JA-2,ocds-lcuori-Er6g8L-CPN-01-2014-JA-2/4,Er6g8L-CPN-01-2014-JA-2,Er6g8L-CPN-01-2014-JA-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-89-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO-89-AMDC-2013-2/3,2LmqDL-LPrNO-89-AMDC-2013-2,2LmqDL-LPrNO-89-AMDC-2013-2,10000.0,document
ocds-lcuori-2LmqDL-LPrNO-91-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO-91-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO-91-FBCIE-AMDC-2013-2,2LmqDL-LPrNO-91-FBCIE-AMDC-2013-2,100.0,document
ocds-lcuori-2LmqDL-LPrNO-80-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO-80-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO-80-FBCIE-AMDC-2013-2,2LmqDL-LPrNO-80-FBCIE-AMDC-2013-2,1000.0,document
ocds-lcuori-2LmqDL-CCS-14-BCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-CCS-14-BCIE-AMDC-2013-2/3,2LmqDL-CCS-14-BCIE-AMDC-2013-2,2LmqDL-CCS-14-BCIE-AMDC-2013-2,10000.0,document
ocds-lcuori-2LmqDL-LPrNO-85-FBCIE-AMDC-2013-2,ocds-lcuori-2LmqDL-LPrNO-85-FBCIE-AMDC-2013-2/3,2LmqDL-LPrNO-85-FBCIE-AMDC-2013-2,2LmqDL-LPrNO-85-FBCIE-AMDC-2013-2,1000.0,document
ocds-lcuori-2LmqDL-LPuNO-006-022-AMDC-2013-2,ocds-lcuori-2LmqDL-LPuNO-006-022-AMDC-2013-2/4,2LmqDL-LPuNO-006-022-AMDC-2013-2,2LmqDL-LPuNO-006-022-AMDC-2013-2,1500.0,document
ocds-lcuori-1RaEMR-Licitacion Privada 2107/2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 2107/2014-2/3,1RaEMR-Licitacion Privada 2107/2014-2,1RaEMR-Licitacion Privada 2107/2014-2,15.0,document
ocds-lcuori-PR847R-ICF-SGM-001-2014-2,ocds-lcuori-PR847R-ICF-SGM-001-2014-2/3,PR847R-ICF-SGM-001-2014-2,PR847R-ICF-SGM-001-2014-2,800.0,document
ocds-lcuori-4LOY7R-LP-01-RDSEP-2,ocds-lcuori-4LOY7R-LP-01-RDSEP-2/3,4LOY7R-LP-01-RDSEP-2,4LOY7R-LP-01-RDSEP-2,5000.0,document
ocds-lcuori-4LOY7R-LP-02-RDSEP-2,ocds-lcuori-4LOY7R-LP-02-RDSEP-2/3,4LOY7R-LP-02-RDSEP-2,4LOY7R-LP-02-RDSEP-2,5000.0,document
ocds-lcuori-1RaEMR-licitacion privada 005-2014-2,ocds-lcuori-1RaEMR-licitacion privada 005-2014-2/3,1RaEMR-licitacion privada 005-2014-2,1RaEMR-licitacion privada 005-2014-2,15000.0,document
ocds-lcuori-1RaEMR-Licitacion Privada 2101/2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 2101/2014-2/3,1RaEMR-Licitacion Privada 2101/2014-2,1RaEMR-Licitacion Privada 2101/2014-2,15.0,document
ocds-lcuori-1RaEMR-licitacion privada 003-2014-2,ocds-lcuori-1RaEMR-licitacion privada 003-2014-2/3,1RaEMR-licitacion privada 003-2014-2,1RaEMR-licitacion privada 003-2014-2,150.0,document
ocds-lcuori-1RaEMR-licitacion privada 004-2014-2,ocds-lcuori-1RaEMR-licitacion privada 004-2014-2/3,1RaEMR-licitacion privada 004-2014-2,1RaEMR-licitacion privada 004-2014-2,150.0,document
ocds-lcuori-orvPDG-LPN-904-HA-2014-2,ocds-lcuori-orvPDG-LPN-904-HA-2014-2/4,orvPDG-LPN-904-HA-2014-2,orvPDG-LPN-904-HA-2014-2,449920.0,document
ocds-lcuori-JL7qER-Lic. Pub. MP-001-2014-2,ocds-lcuori-JL7qER-Lic. Pub. MP-001-2014-2/3,JL7qER-Lic. Pub. MP-001-2014-2,JL7qER-Lic. Pub. MP-001-2014-2,50.0,document
ocds-lcuori-7GXmzR-LPN-002-2014 CCIVS-2,ocds-lcuori-7GXmzR-LPN-002-2014 CCIVS-2/4,7GXmzR-LPN-002-2014 CCIVS-2,7GXmzR-LPN-002-2014 CCIVS-2,1000.0,document
ocds-lcuori-orvovL-LPN-No.08-2014-SEAF-UNAH-ASEO-LIMPIEZA-2,ocds-lcuori-orvovL-LPN-No.08-2014-SEAF-UNAH-ASEO-LIMPIEZA-2/3,orvovL-LPN-No.08-2014-SEAF-UNAH-ASEO-LIMPIEZA-2,orvovL-LPN-No.08-2014-SEAF-UNAH-ASEO-LIMPIEZA-2,500.0,document
ocds-lcuori-2LmqDL-CPrN-01-FM01-AMDC-2014-2,ocds-lcuori-2LmqDL-CPrN-01-FM01-AMDC-2014-2/3,2LmqDL-CPrN-01-FM01-AMDC-2014-2,2LmqDL-CPrN-01-FM01-AMDC-2014-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-01-FM-02-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-01-FM-02-AMDC-2014-2/3,2LmqDL-LPrNO-01-FM-02-AMDC-2014-2,2LmqDL-LPrNO-01-FM-02-AMDC-2014-2,1000.0,document
ocds-lcuori-2LmqDL-LPIBS-01-AMDC-BCIE-2014-2,ocds-lcuori-2LmqDL-LPIBS-01-AMDC-BCIE-2014-2/3,2LmqDL-LPIBS-01-AMDC-BCIE-2014-2,2LmqDL-LPIBS-01-AMDC-BCIE-2014-2,1500.0,document
ocds-lcuori-grxXor-LP-007-HAME-2014-2,ocds-lcuori-grxXor-LP-007-HAME-2014-2/3,grxXor-LP-007-HAME-2014-2,grxXor-LP-007-HAME-2014-2,287339.0,document
ocds-lcuori-2LmqDL-LPrNO-05-FM-08-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-05-FM-08-AMDC-2014-2/4,2LmqDL-LPrNO-05-FM-08-AMDC-2014-2,2LmqDL-LPrNO-05-FM-08-AMDC-2014-2,1000.0,document
ocds-lcuori-orvovL-LPN-4-2014-SEAF-SEGUROS-VEHICULOS-2,ocds-lcuori-orvovL-LPN-4-2014-SEAF-SEGUROS-VEHICULOS-2/4,orvovL-LPN-4-2014-SEAF-SEGUROS-VEHICULOS-2,orvovL-LPN-4-2014-SEAF-SEGUROS-VEHICULOS-2,50000.0,document
