ocid,id,awards/0/id,awards/0/value/amount,awards/0/value/currency,awards/0/description
ocds-lcuori-171653,ocds-lcuori-171653/3-contract,171653,1533.41,HNL,CUBO DE NOTAS ADHESIVAS CUATRO COLORES DE 400 PAGINAS RESALTADORES FLUORESCENTES PUNTA FINA AMARILLO CAJA DE 12 UNIDADES RESALTADORES FLUORESCENTES PUNTA FINA ROSADO CAJA DE 12 UNIDADES SOBRES DE PAPEL BOND BASE 20 TAMA?O OFICIO COLOR PAQUETE DE 100 UNIDADES CERA PARA CONTAR DE 52 ML BANDERILLAS AUTOADHESIVAS 4 COLORES 140 HOJITAS  PARA USO DE LA DIRECCION GENERAL DE INSTITUCIONES DESCENTRALIZADAS
ocds-lcuori-171654,ocds-lcuori-171654/3-contract,171654,35635.5725,HNL,MATERIAL DE OFICINA DIPOL SOLPED 11300 ENTREGAR EN ALMACEN DE LA UNIDAD ADMINISTRATIVA ADJUNTAR A FACTURA COPIA DE ESTA OC Y CONSTANCIA SOLVENCIA FISCAL VIGENTE ORDEN DE COMPRA VALIDA POR 30 DIAS DESPUES DE RECIBIDA POR EL PROVEEDOR
ocds-lcuori-171655,ocds-lcuori-171655/3-contract,171655,675.2915,HNL,BORRADOR PARA LAPIZ GRAFITO QUE NO MACHE DIMENSIONES MINIMAS DE 3 CM POR 1 CM PAQUETE DE 12 UNIDADES SOBRES DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO PAQUETE DE 100 UNIDADES CERA PARA CONTAR DE 15 ML CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA RESMA 100 UNIDADES PARA USO DE LA DIRECCION GENERAL DE INSTITUCIONES DESCENTRALIZADAS
ocds-lcuori-171657,ocds-lcuori-171657/3-contract,171657,1035.375,HNL,COMPRA DE REFERESCOS Y CHURROS
ocds-lcuori-171658,ocds-lcuori-171658/3-contract,171658,16087.44,HNL,PARA USO DEL DECANATO DE LA FACULTAD DE CIENCIAS ECONOMICAS
ocds-lcuori-171663,ocds-lcuori-171663/3-contract,171663,282.90000000000003,HNL,SUMINISTRO DE LAPIZ PORTAMINAS CON CUERPO DE METAL PARA USO DE LA DIRECCION GENERAL DE INSTITUCIONES DESCENTRALIZADAS
ocds-lcuori-171664,ocds-lcuori-171664/3-contract,171664,26099.825,HNL,MATERIAL DE OFICINA DIPOL SOLPED 11300 ENTREGAR EN ALMACEN DE LA UNIDAD ADMINISTRATIVA ADJUNTAR A FACTURA COPIA DE ESTA OC Y CONSTANCIA SOLVENCIA FISCAL VIGENTE ORDEN DE COMPRA VALIDA POR 30 DIAS DESPUES DE RECIBIDA POR EL PROVEEDOR
ocds-lcuori-171666,ocds-lcuori-171666/3-contract,171666,,,COMPRA DE TINTAS PARA SER UTILIZADOS EN LAS DIFERENTES OFICINAS DE LA REGION DE SALUD DE COPAN
ocds-lcuori-171668,ocds-lcuori-171668/3-contract,171668,89532.56,HNL,PARA SER UTILIZADO EN LAS COMPUTADORAS DE LAS DIFERENTES UNIDADES DEPARTAMENTOS Y DIRECCIONES DEL CUARTEL GENERAL DE TEGUCIGALPA
ocds-lcuori-172649,ocds-lcuori-172649/3-contract,172649,3468.4,HNL,COMPRA DE REPUESTOS Y ACCESORIOS TINTAS TONER MOUSE TECLADO MEMORIAS USB QUE SERAN DISTRIBUIDOS EN LAS DIFERENTES UNIDADES DE SALUD CORRESPONDIENTE A LA REGION DEPARTAMENTAL DE CORTES N5 2019
ocds-lcuori-171670,ocds-lcuori-171670/3-contract,171670,600.0125,HNL,COMPRA DE REFRESCOS
ocds-lcuori-171672,ocds-lcuori-171672/3-contract,171672,68358.3,HNL,COMPRA DE TINTAS PARA SER UTILIZADOS EN LAS DIFERENTES OFICINAS DE LA REGION DE SALUD DE COPAN
ocds-lcuori-171673,ocds-lcuori-171673/4-contract,171673,1054.55,HNL,COMPRA PARA LA DIRECCION DE EXTENSION DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-171675,ocds-lcuori-171675/3-contract,171675,49801.5,HNL,GALLETAS MARIA DE 252 GR PAQUETE 12 UNIDADES ALTA CALIDAD 
ocds-lcuori-171677,ocds-lcuori-171677/3-contract,171677,131599.8605,HNL,COMPRA DE MATERIALES DE OFICINA PARA SER UTILIZADO EN LOS DIFERENTES ESTABLECIMIENTOS DE SALUD DE LA REGION DE SALUD DE ATLANTIDA
ocds-lcuori-171680,ocds-lcuori-171680/3-contract,171680,42103.8,HNL,SUMINISTRO DE LLANTAS PARA SER UTILIZADA EN LOS DIFERENTES VEHICULOS ASIGNADOS A LA BASE AEREA CNEL HERNAN ACOSTA MEJIA 
ocds-lcuori-171681,ocds-lcuori-171681/3-contract,171681,1916.8945,HNL,UTILES DE OFICINA DECA
ocds-lcuori-171682,ocds-lcuori-171682/4-contract,171682,9392.272500000001,HNL,PARA USAR EN ACTIVIDADES EN DEFOLOP
ocds-lcuori-171685,ocds-lcuori-171685/3-contract,171685,600.3000000000001,HNL,PARA SER UTILIZADOS EN LA DIRECCION SECTORIAL DE INFORMATICA Y UNIDADES DEPARTAMENTOS Y OTRAS DIRECCIONES DEL CUARTEL GENERAL DE TEGUCIGALPA
ocds-lcuori-171689,ocds-lcuori-171689/3-contract,171689,118148.7,HNL,11 SUMINISTRO DE LLANTAS PARA USO EN LOS DIFERENTES VEHICULOS DEL ESTADO MAYOR GENERAL DEL EJERCITO
ocds-lcuori-172650,ocds-lcuori-172650/3-contract,172650,299997.72000000003,HNL,Compra de Agua Purificada para pacientes y empleados del Hospital
ocds-lcuori-171691,ocds-lcuori-171691/3-contract,171691,74.474,HNL,MATERIAL DE OFICINA PARA SER UTILIZADA EN LA DIRECCION SECTORIAL ACADEMICA
ocds-lcuori-171692,ocds-lcuori-171692/3-contract,171692,380.834,HNL,MATERIAL DE OFICINA PARA SER UTILIZADA EN LA DIRECCION SECTORIAL ACADEMICA
ocds-lcuori-171695,ocds-lcuori-171695/3-contract,171695,1506.96,HNL,COMPRA PARA EDUCACION COMERCIAL DEL CUED DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-172652,ocds-lcuori-172652/3-contract,172652,118343.1125,HNL,UTILES DE ESCRITORIO Y PARA LA ENSE?ANZA
ocds-lcuori-171697,ocds-lcuori-171697/3-contract,171697,8888.35,HNL,SE SOLICITA ESTE MATERIAL EN VISTA QUE NO HAY EXISTENCIA EN ALMACEN GENERAL
ocds-lcuori-171698,ocds-lcuori-171698/3-contract,171698,1769.365,HNL,PARA SER UTILIZADO EN LAS REUNIONES DE LA COMANDANCIA GENERAL
ocds-lcuori-172653,ocds-lcuori-172653/3-contract,172653,9568.0,HNL,COMPRA 4 LLANTAS 225 70R14 SOLICITADOS POR DIRECCION DE TRANSMISION CS 
ocds-lcuori-171701,ocds-lcuori-171701/3-contract,171701,129507.7905,HNL,ADQUISICION DE TINTAS Y TONER SOLICITADAS POR LOS DEPARTAMENTOS DE AUDITORIA TECNICA CIPF SUBDIRECCION DE DESARROLLO FORESTAL PROTECCION FORESTAL SECRETARIA GENERAL SUBDIRECCION DE AREAS PROTEGIDAS  CUENCAS HIDROGRAFICAS SANIDAD FORESTAL PROGRAMA NACIONAL DE REFORESTACION CON REQUISICIONES No DAT 07 2019 CIPF No 004 2019 ICF PNR RC 005 2019 ICF SDDF 07 2019 DPF No 020 2019 SG ICF 003 2019 ICF SDAPVS 002 2019 DCHA ICF 005 2019 DSSF 007 2019
ocds-lcuori-171702,ocds-lcuori-171702/3-contract,171702,519.8,HNL,Compra de papel opalina para imprimir los diplomas de los talleres que se imparten en el CAC UNAH
ocds-lcuori-171703,ocds-lcuori-171703/3-contract,171703,1516.068,HNL,BOMBEROS CHOLUTECA COMPRA SE?ALADORES INHALAMBRICOS PARA BRINDAR CAPACITACIONES
ocds-lcuori-171704,ocds-lcuori-171704/3-contract,171704,29054.172,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 12
ocds-lcuori-171705,ocds-lcuori-171705/3-contract,171705,94117.15000000001,HNL,Compra 27 llanta No 16 para Vehiculos de la region de atlantida y 5 llantas para vehiculo de la Metropolitana No 15 para el A?o 2019
ocds-lcuori-171706,ocds-lcuori-171706/4-contract,171706,1930.7525,HNL,Material de Oficina
ocds-lcuori-171707,ocds-lcuori-171707/3-contract,171707,53478.289,HNL,POR SUMINISTRO DE MATERIALES DE OFICINA QUE SERA UTILIZADOS EN LOS DIFERENTES TALLERES Y OFICINAS DE LA BASE AEREA CNEL HERNAN ACOSTA MEJIA
ocds-lcuori-171709,ocds-lcuori-171709/3-contract,171709,2240.0,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 12
ocds-lcuori-171710,ocds-lcuori-171710/3-contract,171710,897.0,HNL,Compra de 40 tableros para el departamento de ventas
ocds-lcuori-171711,ocds-lcuori-171711/3-contract,171711,28834.295,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 12
ocds-lcuori-171712,ocds-lcuori-171712/3-contract,171712,820.96,HNL,SUMINISTRO DE AGUA REFRESCOS Y GALLETAS SOLICITADOS POR LA DIRECCION DE COOPERACION EXTERNA PARA ATENCIONES
ocds-lcuori-172655,ocds-lcuori-172655/3-contract,172655,7355.400000000001,HNL,COMPRA DE 4 LLANTAS 225 70 R14 SOLICITADAS POR LA DIRECCION DE TRANSMISION CS
ocds-lcuori-171714,ocds-lcuori-171714/3-contract,171714,44205.494,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 12
ocds-lcuori-171715,ocds-lcuori-171715/3-contract,171715,23464.025,HNL,Compra de 180 resmas de papel carta y 110 resmas de papel oficio para departamentos de Programas Sociales y Control de Ingresos
ocds-lcuori-171716,ocds-lcuori-171716/3-contract,171716,25131.3,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 12
ocds-lcuori-171717,ocds-lcuori-171717/3-contract,171717,45253.4545,HNL,compra de varios producto de tintas 
ocds-lcuori-171718,ocds-lcuori-171718/3-contract,171718,28418.8,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 12
ocds-lcuori-171719,ocds-lcuori-171719/3-contract,171719,146.6425,HNL,COMPRA DE INSUMOS PARA LA CAPACITACION A LA IMPLEMENTACION DEL NUEVO CORE FINANCIERO AL MODULO DE BIENES 
ocds-lcuori-172656,ocds-lcuori-172656/3-contract,172656,8395.0,HNL,COMPRA DE 4 LLANTAS 225 70R15 SOLICITADAS POR LA DIRECCION DE TRANSMISION C S
ocds-lcuori-171721,ocds-lcuori-171721/3-contract,171721,327.1,HNL,COMPRA DE INSUMOS PARA DAR CUMPLIMIENTO A LA IMPLEMENTACION DEL NUEVO CORE FINANCIERO AL MODULO DE BIENES
ocds-lcuori-171723,ocds-lcuori-171723/4-contract,171723,3035.146,HNL,SE SOLICITA MATERIAL ESTE MATERIAL EN VISTA QUE NO HAY EN EXISTENCIA  EN EL ALMACEN GENERAL DE HONDUTEL
ocds-lcuori-171724,ocds-lcuori-171724/3-contract,171724,4711.55,HNL,COMPRAS PARA LA DIRECCION DE TECNOLOGIA DE INFORMACION DE LA UPNFM SEGUN SOLICITUD DE COMPRAS
ocds-lcuori-172657,ocds-lcuori-172657/3-contract,172657,593.6525,HNL,COMPRA DE SUMINISTROS DE ALIMENTOS Y BEBIDAS PARA LA DPMF
ocds-lcuori-171726,ocds-lcuori-171726/3-contract,171726,7390.5935,HNL,COMPRA MATERIALES DE OFICINA PARA ESTA MUNICIPALIDAD DE ESPARTA
ocds-lcuori-172658,ocds-lcuori-172658/3-contract,172658,8395.0,HNL,COMPRA DE 4 LLANTAS 225 70R15 SOLICITADAS POR LA DIRECCION DE TRANSMISION
ocds-lcuori-172660,ocds-lcuori-172660/3-contract,172660,12017.5,HNL,PACASA HULES
ocds-lcuori-172661,ocds-lcuori-172661/3-contract,172661,3074.9555,HNL,COMPRA DE SUMNISTROS DE ALIMENTOS Y BEBIDAS PARA LA DPMF
ocds-lcuori-171728,ocds-lcuori-171728/3-contract,171728,6576.0,HNL,COMPRA DE INSUMOS PARA LA OPERATIVA NORMAL DE LA DIRECCION DE TESORERIA
ocds-lcuori-172662,ocds-lcuori-172662/3-contract,172662,10097.0,HNL,PAPELERIA HONDURAS HULES
ocds-lcuori-172663,ocds-lcuori-172663/3-contract,172663,33093.2315,HNL,UTILES DE ESCRITORIO Y PARA LA ENSE?ANZA
ocds-lcuori-172664,ocds-lcuori-172664/3-contract,172664,,,VALENCIA PAPEL BOND CARTA
ocds-lcuori-172666,ocds-lcuori-172666/3-contract,172666,2638.4155,HNL,COMPRA DE SUMINISTROS DE ALIMENTOS Y BEBIDA PARA LA DPMF
ocds-lcuori-171730,ocds-lcuori-171730/3-contract,171730,2332.2000000000003,HNL,SE SOLICITA MATERIAL ESTE MATERIAL EN VISTA QUE NO HAY EN EXISTENCIA  EN EL ALMACEN GENERAL DE HONDUTEL
ocds-lcuori-172669,ocds-lcuori-172669/3-contract,172669,1552.5,HNL,CMA 067 B 2019 COMPRA DE LIQUIDO HIDRAULICO  PARA EL MANTENIMIENTO DE LA FLOTA VEHICULAR DEL FHIS SEGUN MEMORANDUM  DAF UT FHIS 079 2019 EL PRODUCTO DEBERA SER ENTREGADO A LA UNIDAD DE TRANSPORTE DEL FHIS FONDOS NACIONALES 
ocds-lcuori-172670,ocds-lcuori-172670/3-contract,172670,8600.86,HNL,se solicita compra de materiales de oficina para uso de la Secretaria de Consejo Universitario 
ocds-lcuori-172671,ocds-lcuori-172671/3-contract,172671,3431.2250000000004,HNL,COMPRA DE ALIMENTOS PARA USO DE LA DPMF
ocds-lcuori-171733,ocds-lcuori-171733/3-contract,171733,145.1875,HNL,SUMINISTRO DE UN PAQUETE DE ZAMBOS CON SAL SOLICITADOS POR LA DIRECCION DE COOPERACION EXTERNA PARA REALIZAR ATENCIONES
ocds-lcuori-171734,ocds-lcuori-171734/3-contract,171734,6286.196,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 04
ocds-lcuori-171735,ocds-lcuori-171735/3-contract,171735,10120.0,HNL,PARA SER UTILIZADO EN LA COMANDANCIA LOCAL Y METROPOLITANA EN REUNIONES CON OFICIALES Y PERSONAL DE LAS TRES COMPA?IAS
ocds-lcuori-171738,ocds-lcuori-171738/3-contract,171738,3365.268,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 04
ocds-lcuori-172674,ocds-lcuori-172674/4-contract,172674,2692.585,HNL,COMPRA DE SUMNSTROS DE ALIMENTOS Y BEBIDAS PARA USO DE LA DPMF
ocds-lcuori-171739,ocds-lcuori-171739/3-contract,171739,1398.4,HNL,SUMINISTRO DE CARPETAS ARCHIVADORAS TAMA?O CARTA TIPO LEITZ SOLICITADAS POR LA DIRECCION DE COOPERACION EXTERNA 
ocds-lcuori-172676,ocds-lcuori-172676/4-contract,172676,182.4245,HNL,COMPRA DE FOLDER PARA USO DE LA DPMF
ocds-lcuori-171740,ocds-lcuori-171740/3-contract,171740,5957.352,HNL,Adquisicion de Materiales varios de Oficina solicitado por la Direccion General de Desarrollo Profecional de la Secretaria de Educacion actividad 04
ocds-lcuori-171741,ocds-lcuori-171741/3-contract,171741,7390.5935,HNL,COMPRA MATERIALES OFICINA PARA OFICINA PRINCIPAL Y OFICINAS AUXILIARES
ocds-lcuori-172677,ocds-lcuori-172677/3-contract,172677,689.3675000000001,HNL,COMPRA DE SOBRES MANLA PARA USO DE LA DPMF
ocds-lcuori-171742,ocds-lcuori-171742/3-contract,171742,2409.2000000000003,HNL,cd y mouse
ocds-lcuori-171743,ocds-lcuori-171743/4-contract,171743,28175.0,HNL,BOMBEROS CHOLUTECA COMPRA UNA COMPUTADORA DE ESCRITORIO Y CUTRO UPS PARA OFICINAS ADMINISTRATIVAS
ocds-lcuori-172687,ocds-lcuori-172687/3-contract,172687,6428.053,HNL,compra de materiales para stock de almacen
ocds-lcuori-172688,ocds-lcuori-172688/3-contract,172688,218.5,HNL,COMPRA DE MATERIAL DE OFICINA PARA SER UTILIZADO EN LOS DIFERENTES CENTROS PENALES DEL PAIS
ocds-lcuori-172690,ocds-lcuori-172690/4-contract,172690,5888.4025,HNL,COMPRA QUE SERA PAGADA CON FONDOS RECUPERADOS DE PLATOS DE PLATOS Y VASOS
ocds-lcuori-171745,ocds-lcuori-171745/3-contract,171745,20327.5,HNL,PARA USO EN ESTA DEPENDENCIA
ocds-lcuori-172692,ocds-lcuori-172692/3-contract,172692,51781.878,HNL,COMPRA DE MATERIAL DE OFICINA PARA SER UTILIZADO EN LOS DIFERENTES CENTROS PENALES DEL PAIS
ocds-lcuori-171750,ocds-lcuori-171750/3-contract,171750,480.8,HNL,COMPRA DE UN PAQUETE DE REFRESCO COCA COLA 3 LITROS PAQUETE DE 6 UNIDADES Y 4 PAQUETES DE GALLETAS OREO PARA SER  UTILIZADOS EN EL TALLER DE ESCRITURA Y NARRATIVA FACE I ACTIVIDAD EN CONJUNTO CON LA SUB DIRECCION DEL LIBRO Y EL DOCUMENTO EN LA ULTIMA SEMANA DEL PRESENTE MES Y A?O   
ocds-lcuori-171751,ocds-lcuori-171751/3-contract,171751,3745.688,HNL,Tintas a utilizarse en area tecnica y aadministrativa
ocds-lcuori-172699,ocds-lcuori-172699/3-contract,172699,4388.400000000001,HNL,12 Sellos Foliadores para uso en Secretaria General
ocds-lcuori-172704,ocds-lcuori-172704/3-contract,172704,46488.75,HNL,Para usar en Tractor de Terminales Terberg Inv 051630952
ocds-lcuori-171757,ocds-lcuori-171757/3-contract,171757,7945.4075,HNL,COMPRA DE REPUESTOS Y ACCESORIOS
ocds-lcuori-172706,ocds-lcuori-172706/3-contract,172706,6666.34,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA ATENCION A REUNIONES DIARIAS DURANTE EL MES DE JUNIO CON LAS DIFERENTES DEPENDENCIAS DE LA INSTITUCION PARA IMPLEMENTAR EL SISTEMA DOCUMENTAL   
ocds-lcuori-171759,ocds-lcuori-171759/3-contract,171759,11670.261,HNL,COMPRA MATERIALES DE OFICINA Y ASEO PARA LA OFICINAS PRINCIPAL Y OFICINAS AUXILIARES 
ocds-lcuori-172708,ocds-lcuori-172708/3-contract,172708,394.8,HNL,CENFA LA PAZ ACT 6103 
ocds-lcuori-172712,ocds-lcuori-172712/3-contract,172712,56299.4,HNL, SE COMPRA 4 CPU PROCESADOR  MULTI LECTORAS MEMORIAS CAPACIDAD DE ALACENAMIENTO  
ocds-lcuori-172713,ocds-lcuori-172713/3-contract,172713,18743.0,HNL,CENFA LA PAZ ACT 6103
ocds-lcuori-172715,ocds-lcuori-172715/3-contract,172715,163.94400000000002,HNL,CENFA LA PAZ ACT 6103
ocds-lcuori-171763,ocds-lcuori-171763/3-contract,171763,71587.5,HNL,COMPRA DE TONERS MARCA RICOH SOLICITADO POR VARIAS DEPENDENCIAS DEL BCH TGU
ocds-lcuori-171764,ocds-lcuori-171764/3-contract,171764,446.2,HNL,SUMINISTRO DE TABLEROS Y MEMORIAS SOLICITADAS POR LA SEGURIDAD INTERNA DE LA SECRETARIA DE FINANZAS
ocds-lcuori-171765,ocds-lcuori-171765/3-contract,171765,20424.0,HNL,SUMINISTRO DE LLANTAS PARA USO EN LOS VEHICULOS ASIGNADOS AL DECIMO SEGUNDO BATALLON DE INFANTERIA
ocds-lcuori-172716,ocds-lcuori-172716/3-contract,172716,,,CENFA LA PAZ ACT 6103
ocds-lcuori-171766,ocds-lcuori-171766/3-contract,171766,71065.615,HNL,11 SUMINISTRO DE MATERIALES DE OFICINA PARA USO EN LOS DIFERENTES DEPARTAMENTOS DEL ESTADO MAYOR GENERAL DEL EJERCITO
ocds-lcuori-171767,ocds-lcuori-171767/3-contract,171767,33115.011,HNL,11 SUMINISTRO DE MATERIALES DE OFICINA PARA USO EN LOS DIFERENTES DEPARTAMENTOS DEL ESTADO MAYOR GENERAL DEL EJERCITO
ocds-lcuori-171769,ocds-lcuori-171769/3-contract,171769,57385.0,HNL,11 SUMINISTRO DE LLANTAS PARA USO EN LOS VEHICULOS DEL ESTADO MAYOR GENERAL DEL EJERCITO
ocds-lcuori-172720,ocds-lcuori-172720/3-contract,172720,46488.75,HNL,Para usar en Tractor de Terminal Terberg Inv 051630978
ocds-lcuori-172721,ocds-lcuori-172721/3-contract,172721,11035.4,HNL,ESTAS SERAN UTILIZADAS EN EL VEHICULO TOYOTA HILUX 3 0 PLACA N 10004 AIGNADO A LA UDEIP SEGUN EXPEDIENTE OS01 246 2019  
ocds-lcuori-172722,ocds-lcuori-172722/3-contract,172722,10971.0,HNL,ESTAS SERAN UTILIZADAS EN EL VEHICULO MITSUBISHI PLACA N 03104 AIGNADO A SEGURIDAD INTERNA SEGUN EXPEDIENTE OS01 344 2019  
ocds-lcuori-172723,ocds-lcuori-172723/3-contract,172723,9200.0,HNL,ESTAS SERAN UTILIZADAS EN EL VEHICULO TOYOTA HILUX PLACA N 10004 ASIGNADO A LA UDEIP SEGUN EXPEDIENTE OS01 246 2019  
ocds-lcuori-172724,ocds-lcuori-172724/3-contract,172724,9177.0,HNL,ADQUISICION DE DESTRUCTORA DE PAPEL PARA SER UTILIZADA EN EL PROGRAMA CLIFOR ICF
