ocid,id,awards/0/id,awards/0/value/amount,awards/0/value/currency,awards/0/description
ocds-lcuori-234392,ocds-lcuori-234392/1-contract,234392,484035.0,HNL,para consumo del primer trimestre del a?o 2020
ocds-lcuori-234393,ocds-lcuori-234393/1-contract,234393,420900.0,HNL,CORPORACION MEDICA GUANTE 7 5
ocds-lcuori-234394,ocds-lcuori-234394/1-contract,234394,315811.252,HNL,Compra de Insumos en CATALOGO ELECTRONICO DE EMERGENCIA segun PCM 005 2020 y PCM 025 2020 COVID 19 y Dengue para prevencion y atencion de estudiantes y personal docente y administrativo de la UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-234395,ocds-lcuori-234395/1-contract,234395,18857.47,HNL,Compra de Insumos en CATALOGO ELECTRONICO DE EMERGENCIA segun PCM 005 2020 y PCM 025 2020 COVID 19 y Dengue para prevencion del personal administrativo de la UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-234396,ocds-lcuori-234396/1-contract,234396,230000.0,HNL,L
ocds-lcuori-234397,ocds-lcuori-234397/1-contract,234397,,,Compra de Insumos en CATALOGO ELECTRONICO DE EMERGENCIA segun PCM 005 2020 y PCM 025 2020 COVID 19 y Dengue para prevencion de administrativo de la UNIVERSIDAD NACIONAL DE AGRICULTURA
ocds-lcuori-234398,ocds-lcuori-234398/1-contract,234398,168474.154,HNL,SUMINISTRO A SER ADQUIRIDO POR EMERGENCIA DE COVID 19
ocds-lcuori-234399,ocds-lcuori-234399/1-contract,234399,343337.5,HNL,MATERIAL MEDICO QUIRURGICO MENOR 
ocds-lcuori-234400,ocds-lcuori-234400/1-contract,234400,410000.0,HNL,ADQUISICION DE VENDAJE PARA FRACTURAS Y OTROS 
ocds-lcuori-234401,ocds-lcuori-234401/1-contract,234401,40800.0,HNL,ADQUISICION DE MASCARILLAS DESCARTABLES PARA ABASTECER AL PERSONAL UBICADO EN LOS CUATRO AEROPUERTOS DEL PAIS Y ASI PODER TOMAS LAS PREVENCIONES CORRESPODIENTES ANTE EL COVID 1
ocds-lcuori-234402,ocds-lcuori-234402/1-contract,234402,,,ADQUISICION DE MASCARILLAS DESCARTABLES PARA ABASTECER AL PERSONAL UBICADO EN LOS CUATRO AEROPUERTOS DEL PAIS Y ASI PODER TOMAS LAS PREVENCIONES CORRESPODIENTES ANTE EL COVID 19
ocds-lcuori-234403,ocds-lcuori-234403/1-contract,234403,4140.0,HNL,ADQUISICION DE GUANTES DESCARTABLE TALLA L PARA ABASTECER AL DIFERENTE PERSONAL UBICADO EN LOS CUATRO AEROPUERTOS DEL PAIS Y ASI TOMAR LA MEDIDAS CORRESPONDIENTES ANTE EL COVID 19
ocds-lcuori-234404,ocds-lcuori-234404/1-contract,234404,46290.0,HNL,COMPRA DE INSUMOS MEDICOS PARA EMERGENCIA DE CORONAVIRUS
ocds-lcuori-234409,ocds-lcuori-234409/1-contract,234409,56436.25,HNL,PARA USO DE LOS INSPECTORES DELEGADOS Y SUB DELEGACIONES DEL INM A NIVEL NACIONAL 
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,234420,130543.95,HNL,insumos para adultos emergencia coranovirus
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,4673.301,HNL,para uso en reuniones de los comisionados
ocds-lcuori-234421,ocds-lcuori-234421/1-contract,234421,,,insumos adultos para emergencia coronavirus
ocds-lcuori-234536,ocds-lcuori-234536/2-contract,234536,6273.25,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,77504.1,HNL,insumos adultos para emergencia coranovirus
ocds-lcuori-234423,ocds-lcuori-234423/1-contract,234423,50023.3,HNL,insumos adultos para emergencia de coranovirus
ocds-lcuori-234537,ocds-lcuori-234537/1-contract,234537,3000.0,HNL,Agua purificada para Bomberos Nacaome 
ocds-lcuori-234424,ocds-lcuori-234424/1-contract,234424,,,insumos adultos por emergencia coranovirus
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,4265.601000000001,HNL,para uso en reuniones de los comisionados
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,191757.5,HNL,insumos adultos para emergencia coranovirus
ocds-lcuori-234426,ocds-lcuori-234426/1-contract,234426,,,INSUMOS ADULTOS PARA EMERGENCIA DE CORONAVIRUS
ocds-lcuori-234431,ocds-lcuori-234431/1-contract,234431,72800.0,HNL,INSUMOS ADULTOS PARA EMERGENCIA CORANOVIRUS
ocds-lcuori-234432,ocds-lcuori-234432/1-contract,234432,,,INSUMOS ADULTOS PARA EMERGENCIA DE CORONAVIRUS 
ocds-lcuori-234433,ocds-lcuori-234433/1-contract,234433,543.375,HNL,INSUMOS ADULTOS PARA EMERGENCIA CORONAVIRUS
ocds-lcuori-234434,ocds-lcuori-234434/1-contract,234434,13776.0,HNL,INSUMOS ADULTOS EMERGENCIA CORONAVIRUS
ocds-lcuori-234539,ocds-lcuori-234539/1-contract,234539,291200.0,HNL,FRIJOLES 
ocds-lcuori-234435,ocds-lcuori-234435/1-contract,234435,2100.0,HNL,INSUMOS ADULTOS PARA EMERGENCIA CORONAVIRUS
ocds-lcuori-234540,ocds-lcuori-234540/1-contract,234540,13204.875,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,234436,502500.0,HNL,HEALTHCARE JERINGAS
ocds-lcuori-234541,ocds-lcuori-234541/1-contract,234541,57300.0,HNL,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 35270 AL PROVEEDOR NIPRO
ocds-lcuori-234437,ocds-lcuori-234437/1-contract,234437,95600.0,HNL,NIPRO JERINGAS
ocds-lcuori-234542,ocds-lcuori-234542/1-contract,234542,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 39540 AL PROVEEDOR AGENCIA MATAMOROS
ocds-lcuori-234438,ocds-lcuori-234438/1-contract,234438,46230.0,HNL,SUMINISTRO DE 300 GUANTE DESCARTABLE TALLA L CAJA ZONA 1
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,234543,2872.7000000000003,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234439,ocds-lcuori-234439/1-contract,234439,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 39540 AL PROVEEDOR AGENCIA MATAMOROS
ocds-lcuori-234544,ocds-lcuori-234544/1-contract,234544,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 39540 AL PROVEEDOR AGENCIA MATAMAOROS
ocds-lcuori-234545,ocds-lcuori-234545/1-contract,234545,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 39540 AL PROVEEDOR AGENCIA MATAMOROS
ocds-lcuori-234440,ocds-lcuori-234440/1-contract,234440,1370.7425,HNL,VINAGRE
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,234546,1048.1445,HNL,para uso en reuniones de los comisionados
ocds-lcuori-234441,ocds-lcuori-234441/1-contract,234441,85.905,HNL,para uso de empleados en los Centros Penales
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,234547,928.3545,HNL,para uso en reuniones de los comisionados
ocds-lcuori-234442,ocds-lcuori-234442/1-contract,234442,2334.96,HNL,para uso del personal que visita los Centros Penales
ocds-lcuori-234548,ocds-lcuori-234548/1-contract,234548,600645.0,HNL,ADQUISICION DE INSUMOS MEDICO QUIRURGICO PARA EL HOSPITAL SAN LORENZO
ocds-lcuori-234443,ocds-lcuori-234443/1-contract,234443,234449.625,HNL,COMPRA DE INSUMOS Y MATERIAL DE ASEO QUE SERA UTILIZADO POR EL PERSONAL DEL INSTITUTO DE LA PROPIEDAD 
ocds-lcuori-234549,ocds-lcuori-234549/1-contract,234549,424350.0,HNL,ADQUISICION DE INSUMOS MEDICO QUIRURGICO PARA EL HOSPITAL SAN LORENZO
ocds-lcuori-234444,ocds-lcuori-234444/1-contract,234444,296.7,HNL,para uso del personal que visita los Centros Penales
ocds-lcuori-234550,ocds-lcuori-234550/1-contract,234550,5520.0,HNL,COMPRA DE AGUA APURIFICACA PARA CONSUMO EN LA ESTACION CENTRAL Y LAS SEIS SUB ESTACIONES DEL CUERPO DE BOMBEROS DE SAN PEDRO SULA
ocds-lcuori-234445,ocds-lcuori-234445/1-contract,234445,234600.0,HNL,ADQUISICION DE MATERIAL MEDICO QUIRURGICO MENOR 
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,6573.9175000000005,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234446,ocds-lcuori-234446/1-contract,234446,32200.0,HNL,PARA USO DE DELEGACIONES A NIVEL NACIONAL
ocds-lcuori-234552,ocds-lcuori-234552/2-contract,234552,1533.3525,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234447,ocds-lcuori-234447/1-contract,234447,15174.25,HNL,COMPRA DE 7 UPS BASICO TIPO 2 PARA USO EN LAS OFICINAS ADMINISTRATIVAS DE LA DIRECCION NACIONAL DE PARQUES Y RECREACION DE ACUERDO A LAS ADQUISICIONES PROGRAMADAS EN EL PLAN ANUAL DE COMPRAS Y CONTRATACIONES PACC
ocds-lcuori-234553,ocds-lcuori-234553/1-contract,234553,105038.7,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA PERSONAS
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,234554,69647.27,HNL,COMPRA DE ALIMENTOS Y BEBIDAS PARA PERSONAS
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,234555,111185.15000000001,HNL,COMPRA DE ALIMENTOS 
ocds-lcuori-234449,ocds-lcuori-234449/1-contract,234449,1148600.0,HNL,MATERIAL MEDICO QUIRURGICO QUE SERA UTILIZADO EN LA EMERGENCIA DE COVID 19
ocds-lcuori-234556,ocds-lcuori-234556/2-contract,234556,11923.1,HNL,ALIMENTOS Y BEBIDAS PERSONAL 
ocds-lcuori-234450,ocds-lcuori-234450/1-contract,234450,332500.0,HNL,MEDITEC GASA HOSPITALARIA
ocds-lcuori-234451,ocds-lcuori-234451/2-contract,234451,278967.805,HNL,ADQUISICION DE GEL MASCARILLAS GUANTES Y DISPENSADORES
ocds-lcuori-234452,ocds-lcuori-234452/1-contract,234452,136140.0,HNL,ADQUISICION DE MATERIAL QUIRURGICO
ocds-lcuori-234453,ocds-lcuori-234453/2-contract,234453,71967.805,HNL,ADQUISICION DE GEL MASCARILLAS GUANTES Y DISPENSADORES
ocds-lcuori-234454,ocds-lcuori-234454/1-contract,234454,120750.0,HNL,PARA USO EN LAS DELEGACIONES DEL INSTITUTO NACIONAL DE MIGRACION 
ocds-lcuori-234455,ocds-lcuori-234455/1-contract,234455,93337.95,HNL,mascarillas 
ocds-lcuori-234456,ocds-lcuori-234456/1-contract,234456,15300.0,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORNZO
ocds-lcuori-234457,ocds-lcuori-234457/1-contract,234457,6900.0,HNL,ADQUISICION DE ALIMENTOS Y BEBIDAS PARA LOS PACIENTES Y EMPLEADOS DEL HOSPITAL SAN LORNZO
ocds-lcuori-234458,ocds-lcuori-234458/1-contract,234458,36650.0,HNL,INSUMOS ADULTOS PARA EMERGENCIA DE CORONAVIRUS
ocds-lcuori-234459,ocds-lcuori-234459/1-contract,234459,52900.0,HNL,INSUMOS ADULTOS PARA EMERGENCIA CORONAVIRUS
ocds-lcuori-234460,ocds-lcuori-234460/1-contract,234460,,,INSUMOS ADULTO PARA EMERGENCIA CORONAVIRUS
ocds-lcuori-234461,ocds-lcuori-234461/1-contract,234461,20685.625,HNL,ADQUISICION DE PRODUCTOS DE MATERIAL PLASTICO PARA LA DISPENSACION DE ALIMENTOS A LOS PACIENTES DEL HOSPITAL SAN LORENZO
ocds-lcuori-234462,ocds-lcuori-234462/1-contract,234462,25846.940000000002,HNL,ADQUISICION DE PRODUCTOS DE MATERIAL PLASTICO PARA LA DISPENSACION DE ALIMENTOS A LOS PACIENTES DEL HOSPITAL SAN LORENZO
ocds-lcuori-234557,ocds-lcuori-234557/1-contract,234557,167340.0,HNL,ADQUISICION DE DE INSUMOS PARA LA PROTECCION DEL PERSONAL UBICADO EN LOS CUATRO AEROPUERTO PARA EVITAR EL CONTAGIO DEL COVID19
ocds-lcuori-234558,ocds-lcuori-234558/1-contract,234558,40342.0,HNL,COMPRA DE REPUESTOS Y ACCESORIOS TONNER PARA FOTOCOPIADORAS E IMPRESORAS PARA EL TIRAJE DE PAPELERIA PARA ABASTECER A LAS UNIDADES DE SALUD DE ESTA REGION DEPARTAMENTAL DE SALUD
ocds-lcuori-234559,ocds-lcuori-234559/1-contract,234559,462.07,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234560,ocds-lcuori-234560/1-contract,234560,510.25500000000005,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234561,ocds-lcuori-234561/1-contract,234561,4803.366,HNL,prueba
ocds-lcuori-234562,ocds-lcuori-234562/2-contract,234562,15819.2,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234563,ocds-lcuori-234563/1-contract,234563,509234.4,HNL,COMPRA DE INSUMOS Y MATERIAL DE ASEO QUE SERAN UTILIZADOS POR EL PERSONAL DEL INSTITUTO DE LA PROPIEDAD
ocds-lcuori-234564,ocds-lcuori-234564/1-contract,234564,12876.7175,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234565,ocds-lcuori-234565/1-contract,234565,8705.914,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234566,ocds-lcuori-234566/1-contract,234566,6529.24,HNL,PARA USO EN LA UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234567,ocds-lcuori-234567/1-contract,234567,,,OTRO INSTRUMENTAL MEDICO 
ocds-lcuori-234568,ocds-lcuori-234568/1-contract,234568,5100.0,HNL,EMERGENCIA DE COVID REUNIONES 
ocds-lcuori-234569,ocds-lcuori-234569/1-contract,234569,,,MATERIAL MEDICO 
ocds-lcuori-234570,ocds-lcuori-234570/1-contract,234570,24890.12,HNL,EMERGENCIA POR COVID19 
ocds-lcuori-234571,ocds-lcuori-234571/1-contract,234571,59340.0,HNL,valor por la compra de llantas para la unidad nissan ud tipo cisterna del cuerpo de bomberos catacamas
ocds-lcuori-234464,ocds-lcuori-234464/1-contract,234464,260337.0,HNL,COMPRA DE 12 LAPTOPS
ocds-lcuori-234572,ocds-lcuori-234572/1-contract,234572,345000.0,HNL,MATERIAL MEDICO
ocds-lcuori-234465,ocds-lcuori-234465/1-contract,234465,136040.0,HNL,COMPRA DE AGUA PURIFICADA QUE SERA UTILIZADA EN LAS DIFERENTES SALAS  Y DEPTOS DEL HGST DURANTE EL 2020 SEGUN ORDEN DE COMPRA INTERNA NO 20 004
ocds-lcuori-234573,ocds-lcuori-234573/1-contract,234573,1779.5,HNL,EMERGENCIA POR COVID 19 SEGURIDAD EMPlEADOS
ocds-lcuori-234466,ocds-lcuori-234466/1-contract,234466,,,Este producto sera utilizado en las diferentes salas del hospital Tela
ocds-lcuori-234467,ocds-lcuori-234467/1-contract,234467,,,Este producto sera utilizado en las diferentes salas del hospital tela
ocds-lcuori-234468,ocds-lcuori-234468/1-contract,234468,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 39540 AL PROVEEDOR AGENCIA MATAMOROS
ocds-lcuori-234574,ocds-lcuori-234574/1-contract,234574,,,SE REALIZA ORDEN DE COMPRA DE OTRO INSTRUMENTAL Y MATERIAL MEDICO A USARSE EN ATENCION DE PACIENTES EN LAS DIFERENTES SALAS DEL HOSPITAL DR SALVADOR PAREDES DURANTE EL I TRIMESTRE DEL A?O 2020
ocds-lcuori-234469,ocds-lcuori-234469/1-contract,234469,18690.600000000002,HNL,INSUMOS ADULTO EMERGENCIA CORONAVIRUS
ocds-lcuori-234575,ocds-lcuori-234575/1-contract,234575,,,MATERIAL MEDICO
ocds-lcuori-234470,ocds-lcuori-234470/1-contract,234470,4380.0,HNL,INSUMOS ADULTOS EMERGENCIA CORONAVIRUS
ocds-lcuori-234576,ocds-lcuori-234576/1-contract,234576,116645.765,HNL,CM 001 PAGADURIA EMEC 2020 ABARROTERIA PARA USO EN LA SUB JEFATURA DEL EMC INSPECTORIA GENERAL DE LAS FUERZAS ARMADAS CORRESPONDIENTE AL I TRIMESTRE DEL A?O 2020
ocds-lcuori-234471,ocds-lcuori-234471/1-contract,234471,1797.1000000000001,HNL,INSUMOS ADULTOS EMERGENCIA CORONAVIRUS
ocds-lcuori-234577,ocds-lcuori-234577/1-contract,234577,,,CM 001 PAGADURIA EMC 2020 ABARROTERIA PARA USO EN LA SUB JEFATURA DEL EMC INSPECTORIA GENERAL DE LAS FUERZAS ARMADAS CORRESPONDIENTE AL I TRIMESTRE DEL A?O 2020
ocds-lcuori-234472,ocds-lcuori-234472/1-contract,234472,60.95,HNL,INSUMOS ADULTOS EMERGENCIA CORONAVIRUS
ocds-lcuori-234578,ocds-lcuori-234578/1-contract,234578,84831.297,HNL,CM 002 PAGADURIA EMC 2020 ABARROTERIA PARA USO DE LA JEFATURA DEL ESTADO MAYOR CONJUNTO 
ocds-lcuori-234473,ocds-lcuori-234473/1-contract,234473,1743.95,HNL,INSUMOS ADULTOS EMERGENCIA CORONAVIRUS
ocds-lcuori-234579,ocds-lcuori-234579/1-contract,234579,103500.0,HNL,MATERIAL MEDICO
ocds-lcuori-234474,ocds-lcuori-234474/1-contract,234474,126270.0,HNL,compra de guantes
ocds-lcuori-234475,ocds-lcuori-234475/1-contract,234475,317400.0,HNL,COMPRA DE EQUIPO MEDICO PARA USO EN PACIENTES 
ocds-lcuori-234476,ocds-lcuori-234476/2-contract,234476,3149.275,HNL,GUANTES Y MASCARILLAS
ocds-lcuori-234477,ocds-lcuori-234477/1-contract,234477,3201.17,HNL,mascarillas y guantes
ocds-lcuori-234478,ocds-lcuori-234478/1-contract,234478,9650.800000000001,HNL,ADQUISICION DE LLANTAS PARA LA AMBULANCIA DEL HOSPITAL SAN LORENZO MARCA NISSAN
ocds-lcuori-234448,ocds-lcuori-234448/2-contract,234448,,,COMPRA DE 7 UPS BASICO TIPO 2 PARA USO EN LAS OFICINAS ADMINISTRATIVAS DE LA DIRECCION NACIONAL DE PARQUES Y RECREACION DE ACUERDO A LAS ADQUISICIONES PROGRAMADAS EN EL PLAN ANUAL DE COMPRAS Y CONTRATACIONES PACC SEGUN SOLICITUD No CAF DNPR 100 2020
ocds-lcuori-234486,ocds-lcuori-234486/1-contract,234486,136040.0,HNL,4000 BOTELLONES DE AGUA PURIFICADA DE 5 GALONES PARA SER UTILIZADA POR EL CUERPO DE BOMBEROS EN LOS DEPARTAMENTOS ADMINISTRATIVOS LA ESTACION CENTRAL Y LAS 7 SUB ESTACIONES
ocds-lcuori-234487,ocds-lcuori-234487/1-contract,234487,13699.95,HNL,COMPRA DE MASCARILLAS DESCARTABLES
ocds-lcuori-234488,ocds-lcuori-234488/1-contract,234488,15174.25,HNL,COMPRA DE 7 UPS BASICO TIPO 2 PARA USO EN LAS OFICINAS ADMINISTRATIVAS DE LA DIRECCION NACIONAL DE PARQUES Y RECREACION DE ACUERDO A LAS ADQUISICIONES PROGRAMADAS EN EL PLAN ANUAL DE COMPRAS Y CONTRATACIONES PACC SEGUN SOLICITUD No CAF DNPR 100 2020
ocds-lcuori-234489,ocds-lcuori-234489/1-contract,234489,227240.0,HNL,ADQUSICION DE TERMOMETROS
ocds-lcuori-234490,ocds-lcuori-234490/1-contract,234490,11913.0,HNL,MASCARILLA DESCARTABLE
ocds-lcuori-234491,ocds-lcuori-234491/1-contract,234491,39780.0,HNL,espaguetis
ocds-lcuori-234492,ocds-lcuori-234492/1-contract,234492,250379.15,HNL,ACITE VEGETAL
ocds-lcuori-234493,ocds-lcuori-234493/1-contract,234493,85025.0,HNL,SUMINISTRO DE AGUA PURIFICADA PARA LAS OFICINAS DE SEDIS DEL EDIFICIO HALCONES
ocds-lcuori-234494,ocds-lcuori-234494/1-contract,234494,51015.0,HNL,ADQUSICION DE BOTELLONES CON AGUA PURIFICADA PARA OFICINAS DE SEDIS DEL EDIFICIO TEPEYAC
ocds-lcuori-234495,ocds-lcuori-234495/1-contract,234495,36000.0,HNL,SUMINISTRO DE AGUA PURIFICADA EN BOTELLONES PARA OFICINAS DE SEDIS DEL EDIFICIO PANI
ocds-lcuori-234496,ocds-lcuori-234496/1-contract,234496,36000.0,HNL,COMPRA DE BOTELLONES CON AGUA PURIFICADA PARA INSTALACIONES DE SEDIS DEL BARRIO LA BOLSA
ocds-lcuori-234497,ocds-lcuori-234497/1-contract,234497,,,COMPRA QUE SERA PAGADA CON FONDOS NACIONALES SEGUN OBJETO DE GASTO 39540 AL PROVEEDOR AGENCIA MATAMOROS
ocds-lcuori-234498,ocds-lcuori-234498/1-contract,234498,3050.697,HNL,COMPRA DE INSUMOS Y UTILES DE OFICINA PARA USO EN LA DIRECCION NACIONAL DE PARQUES Y RECREACION SEGUN SOLICITUD NoCAF DNPR 099 2020
ocds-lcuori-234499,ocds-lcuori-234499/1-contract,234499,196.39600000000002,HNL,COMPRA DE INSUMOS Y UTILES DE OFICINA PARA LA DIRECCION NACIONAL DE PARQUES Y RECREACION SEGUN SOLICITUD NoCAF DNPR 099 2020
ocds-lcuori-234500,ocds-lcuori-234500/1-contract,234500,1322.57,HNL,COMPRA DE INSUMOS Y UTILES DE OFICINA PARA LA DIRECCION NACIONAL DE PARQUES Y RECREACION SEGUN SOLICITUD NoCAF DNPR 099 2020
ocds-lcuori-234501,ocds-lcuori-234501/1-contract,234501,27707.635000000002,HNL,SUMINISTROS DE REFRESCO Y GALLETAS
ocds-lcuori-234502,ocds-lcuori-234502/1-contract,234502,27986.75,HNL,SUMINISTROS DE AGUA Y GALLETA
ocds-lcuori-234503,ocds-lcuori-234503/1-contract,234503,1174.75,HNL,SUMINISTRO DE GALLETA 
ocds-lcuori-234504,ocds-lcuori-234504/1-contract,234504,1081.2875000000001,HNL,SUMINISTRO DE GALLETA
ocds-lcuori-234505,ocds-lcuori-234505/1-contract,234505,343275.0,HNL,SE HACE ORDEN DE COMPRA DE OTRO INSTRUMENTAL ACCESORIOS Y MATERIAL MEDICO PARA SER UTILIZADOS EN LAS DIFERENTES SALES DEL HOSPITAL SAN ISIDRO DE TOCOA COLON DEL PRIMER TRIMESTRE DEL A?O 2020
ocds-lcuori-234506,ocds-lcuori-234506/1-contract,234506,65550.0,HNL,SE HACE ORDEN DE COMPRA DE MATERIAL MEDICO QUIRURGICO MENOR PARA SER UTILIZADOS EN LOS DIFERENTES SALAS DEL HOSPITAL SAN ISIDRO DE TOCOA COLON DEL PRIMER TRIMESTRE DEL A?O 2020
ocds-lcuori-234507,ocds-lcuori-234507/1-contract,234507,109250.0,HNL,SE HACE ORDEN DE COMPRA DE MATERIAL MEDICO QUIRURGICO MENOR PARA SER UTILIZADOS EN LAS DIFERENTES SALES DEL HOSPITAL SAN ISIDRO DE TOCOA COLON DEL PRIMER TRIMESTRE DEL A?O 2020
ocds-lcuori-234508,ocds-lcuori-234508/1-contract,234508,,,SE HACE ORDEN DE COMPRA DE MATERIAL MEDICO QUIRURGICO MENOR PARA SER UTILIZADOS EN LAS DIFERENTES SALES DEL HOSPITAL SAN ISIDRO DE TOCOA COLON DEL PRIMER TRIMESTRE DEL A?O 2020
ocds-lcuori-234509,ocds-lcuori-234509/1-contract,234509,109250.0,HNL,SE HACE ORDEN DE COMPRA DE MATERIAL MEDICO QUIRURGICO MENOR PARA SER UTILIZADA EN LAS DIFERENTES SALAS DEL HOSPITAL SAN ISIDRO DE TOCOA COLON DEL PRIMER TRIMESTRE DEL A?O 2020
ocds-lcuori-234510,ocds-lcuori-234510/1-contract,234510,4571.25,HNL,SUMINISTRO DE DISCO DURO 
ocds-lcuori-234511,ocds-lcuori-234511/1-contract,234511,3788.606,HNL,SUMINISTRO DE ENCUADERNADORA 
ocds-lcuori-234512,ocds-lcuori-234512/1-contract,234512,10000.0,HNL,Mascarillas para Empleados
ocds-lcuori-234513,ocds-lcuori-234513/1-contract,234513,1900.0,HNL,Guantes para empleados
