ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/attributes/0/id,contracts/0/items/0/attributes/0/name,contracts/0/items/0/attributes/0/value
ocds-lcuori-234409,ocds-lcuori-234409/1-contract,234409,541299,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,234420,541318,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,234420,541319,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,234420,541320,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,234420,541321,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541542,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541543,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541544,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541545,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541546,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541547,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,234535,541548,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234536,ocds-lcuori-234536/2-contract,234536,541549,670,Convenio Marco,BIENES INFORMATICOS 2018
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541322,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541323,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541324,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541325,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541326,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541327,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541328,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541329,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,234422,541330,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234537,ocds-lcuori-234537/1-contract,234537,541550,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541551,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541552,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541553,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541554,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541555,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541556,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,234538,541557,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541335,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541336,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541337,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541338,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541339,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541340,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541341,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,234425,541342,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234431,ocds-lcuori-234431/1-contract,234431,541358,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234431,ocds-lcuori-234431/1-contract,234431,541359,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234433,ocds-lcuori-234433/1-contract,234433,541360,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234434,ocds-lcuori-234434/1-contract,234434,541361,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234434,ocds-lcuori-234434/1-contract,234434,541362,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234539,ocds-lcuori-234539/1-contract,234539,541558,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234435,ocds-lcuori-234435/1-contract,234435,541363,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234540,ocds-lcuori-234540/1-contract,234540,541559,750,Convenio Marco,Convenio Marco Consumibles Tintas y Toner 2019.
ocds-lcuori-234540,ocds-lcuori-234540/1-contract,234540,541560,750,Convenio Marco,Convenio Marco Consumibles Tintas y Toner 2019.
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,234436,541364,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,234436,541365,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,234436,541366,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,234436,541367,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234541,ocds-lcuori-234541/1-contract,234541,541561,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234437,ocds-lcuori-234437/1-contract,234437,541368,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234437,ocds-lcuori-234437/1-contract,234437,541369,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234438,ocds-lcuori-234438/1-contract,234438,541370,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,234543,541562,750,Convenio Marco,Convenio Marco Consumibles Tintas y Toner 2019.
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,234543,541563,750,Convenio Marco,Convenio Marco Consumibles Tintas y Toner 2019.
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,234543,541564,750,Convenio Marco,Convenio Marco Consumibles Tintas y Toner 2019.
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,234543,541565,750,Convenio Marco,Convenio Marco Consumibles Tintas y Toner 2019.
ocds-lcuori-234440,ocds-lcuori-234440/1-contract,234440,541371,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,234546,541566,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,234546,541567,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,234546,541568,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,234546,541569,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234441,ocds-lcuori-234441/1-contract,234441,541372,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,234547,541570,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,234547,541571,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,234547,541572,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,234547,541573,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234442,ocds-lcuori-234442/1-contract,234442,541373,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234442,ocds-lcuori-234442/1-contract,234442,541374,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234442,ocds-lcuori-234442/1-contract,234442,541375,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234548,ocds-lcuori-234548/1-contract,234548,541574,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234548,ocds-lcuori-234548/1-contract,234548,541575,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234443,ocds-lcuori-234443/1-contract,234443,541376,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234443,ocds-lcuori-234443/1-contract,234443,541377,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234443,ocds-lcuori-234443/1-contract,234443,541378,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234549,ocds-lcuori-234549/1-contract,234549,541576,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234549,ocds-lcuori-234549/1-contract,234549,541577,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234444,ocds-lcuori-234444/1-contract,234444,541379,610,Convenio Marco,CONVENIO MARCO DE MATERIAL MEDICO QUIRURGICO
ocds-lcuori-234550,ocds-lcuori-234550/1-contract,234550,541578,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234445,ocds-lcuori-234445/1-contract,234445,541380,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541579,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541580,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541581,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541582,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541583,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541584,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541585,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541586,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541587,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,234551,541588,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234446,ocds-lcuori-234446/1-contract,234446,541381,830,Convenio Marco,CATALOGO ELECTRONICO DE EMERGENCIA-PCM-005-2020 
ocds-lcuori-234552,ocds-lcuori-234552/2-contract,234552,541589,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234447,ocds-lcuori-234447/1-contract,234447,541382,670,Convenio Marco,BIENES INFORMATICOS 2018
ocds-lcuori-234553,ocds-lcuori-234553/1-contract,234553,541590,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234553,ocds-lcuori-234553/1-contract,234553,541591,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234553,ocds-lcuori-234553/1-contract,234553,541592,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,234554,541593,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,234554,541594,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,234554,541595,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,234554,541596,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,234554,541597,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,234555,541598,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,234555,541599,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,234555,541600,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,234555,541601,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,234555,541602,650,Convenio Marco,ALIMENTOS Y BEBIDAS 2018
