ocid,id,awards/0/id,awards/0/value/currency,awards/0/value/amount,awards/0/description
ocds-lcuori-113407,ocds-lcuori-113407/3-contract,113407,HNL,572.0,compra de refresco para el consumo de la subgerencia de estudios economicos 
ocds-lcuori-113408,ocds-lcuori-113408/3-contract,113408,HNL,5240.0,PARA ABASTECER EL ALMACEN
ocds-lcuori-113412,ocds-lcuori-113412/3-contract,113412,,,ABASTECER EL ALMACEN
ocds-lcuori-113415,ocds-lcuori-113415/3-contract,113415,HNL,9918.75,archivadores tipo leitz
ocds-lcuori-113417,ocds-lcuori-113417/3-contract,113417,HNL,2449.27,COMPRA DE MATERIAL DE ASEO
ocds-lcuori-113418,ocds-lcuori-113418/3-contract,113418,HNL,16625.849000000002,COMPRA DE MATERIAL DE ASEO OFICINA PRINCIPAL
ocds-lcuori-113414,ocds-lcuori-113414/3-contract,113414,HNL,1.8,Prueba de Sistema
ocds-lcuori-113416,ocds-lcuori-113416/3-contract,113416,HNL,23842.007,compra de 07 toners para recursos humanos
ocds-lcuori-113421,ocds-lcuori-113421/3-contract,113421,HNL,3737.5,COMPRA DE MATERIAL DE ASEO OFICINA PRINCIPAL
ocds-lcuori-113419,ocds-lcuori-113419/3-contract,113419,HNL,5698.71,COMPRA DE MATERIAL DE ASEO OFICINA PRINCIPAL
ocds-lcuori-113432,ocds-lcuori-113432/3-contract,113432,HNL,360.18,Solicitado por la Abogada Alma Guzman Magistrada de la Corte Suprema de Justicia 
ocds-lcuori-113433,ocds-lcuori-113433/3-contract,113433,HNL,138.0,Solicitado por la Abogada Alma Guzman Magistrada de la Corte Suprema de Justicia 
ocds-lcuori-113431,ocds-lcuori-113431/3-contract,113431,HNL,4160.0,PARA ABASTECER EL ALMACEN
ocds-lcuori-113443,ocds-lcuori-113443/3-contract,113443,HNL,227.70000000000002,clips peque?o
ocds-lcuori-113444,ocds-lcuori-113444/3-contract,113444,HNL,546.48,marcador punta gruesa corlor negro
ocds-lcuori-113435,ocds-lcuori-113435/3-contract,113435,HNL,917.562,Solicitado por la Abogada Alma Guzman Magistrada de la Corte Suprema de Justicia 
ocds-lcuori-113447,ocds-lcuori-113447/3-contract,113447,HNL,2656.5,folder tama?o carta
ocds-lcuori-113446,ocds-lcuori-113446/3-contract,113446,HNL,10.2925,prueba sistema
ocds-lcuori-113448,ocds-lcuori-113448/3-contract,113448,HNL,10.2925,prueba sistema
ocds-lcuori-113452,ocds-lcuori-113452/3-contract,113452,HNL,10.2925,Prueba de Sistema
ocds-lcuori-113455,ocds-lcuori-113455/3-contract,113455,HNL,227.24,prueba
ocds-lcuori-113454,ocds-lcuori-113454/3-contract,113454,HNL,809.6,PRODUCTOS REQUERIDO POR BCH SUCURSAL CHOLUTECA ZONA 5 EL CUAL SERA ENTREGADO EN BCH TEGUCIGALPA ZONA 1
ocds-lcuori-113456,ocds-lcuori-113456/3-contract,113456,HNL,1135.05,grapas estandar
ocds-lcuori-113459,ocds-lcuori-113459/3-contract,113459,HNL,465.75,quita grapas
ocds-lcuori-113460,ocds-lcuori-113460/3-contract,113460,HNL,1000.5,CAMBIO DE ACEITE PARA VEHICULO MI5314
ocds-lcuori-113458,ocds-lcuori-113458/3-contract,113458,HNL,10327.0,Solicitado por Unidadn de Supervision de la Defensa Publica
ocds-lcuori-113462,ocds-lcuori-113462/3-contract,113462,HNL,4709.25,COMPRA PAGADA POR FONDOS DEL HOSPITAL DE GUANTES No 8 
ocds-lcuori-113463,ocds-lcuori-113463/3-contract,113463,HNL,4798.6050000000005,COMPRA PARA ABASTECER AL ALMACEN
ocds-lcuori-113461,ocds-lcuori-113461/3-contract,113461,HNL,15861.5,COMPRA PAGADA POR FONDOS DEL HOSPITAL DE SONDAS DE ORINA PARA ADULTO GUANTES No 7 Y 7 Y MEDIO 
ocds-lcuori-113464,ocds-lcuori-113464/3-contract,113464,HNL,3278.88,COMPRA PARA ABASTECER EL ALMACEN
ocds-lcuori-113466,ocds-lcuori-113466/3-contract,113466,HNL,1610.0,COMPRA PARA ABASTECER EL ALMACEN
ocds-lcuori-113467,ocds-lcuori-113467/3-contract,113467,HNL,3220.0,COMPRA CON FONDOS DEL HOSPITAL DE GUANTES TALLA M
ocds-lcuori-113465,ocds-lcuori-113465/3-contract,113465,HNL,7507.2,TONER RICOH 4500A SOLICITADOS POR EL ABOGADO JOSE OLIVIO RODRIGUEZ VASQUEZ MAGISTRADO COORDINADOR SALA DE LO PENAL DE LA CORTE SUPREMA DE JUSTICIA
ocds-lcuori-113471,ocds-lcuori-113471/3-contract,113471,HNL,20570.625,COMPRA PARA ABASTECER EL ALMACEN
ocds-lcuori-113473,ocds-lcuori-113473/3-contract,113473,HNL,18999.725,Agua embotellada 
ocds-lcuori-113470,ocds-lcuori-113470/3-contract,113470,HNL,1141.95,grapadoras has 25 paginas
ocds-lcuori-113476,ocds-lcuori-113476/3-contract,113476,HNL,5135.0,aceite solictado por el departamento de Transporte 
ocds-lcuori-113477,ocds-lcuori-113477/3-contract,113477,HNL,36368.75,PARA CENTROS DE VENTA
ocds-lcuori-113480,ocds-lcuori-113480/3-contract,113480,HNL,733.125,2 Foliadores para uso Auditorias Sector Seguridad y Justicia
ocds-lcuori-113481,ocds-lcuori-113481/3-contract,113481,HNL,2415.0,250 DVD para uso de Tecnologia
ocds-lcuori-113479,ocds-lcuori-113479/3-contract,113479,HNL,24455.5,Libretas de taquigrafia 
ocds-lcuori-113484,ocds-lcuori-113484/3-contract,113484,HNL,4325.15,compra de alimentos para atenciones y eventos varios de la administracion
ocds-lcuori-113485,ocds-lcuori-113485/3-contract,113485,HNL,1546.75,UPS BASICO
ocds-lcuori-113488,ocds-lcuori-113488/3-contract,113488,HNL,5262.400000000001,Para uso en la Escuela Judicial
ocds-lcuori-113489,ocds-lcuori-113489/3-contract,113489,HNL,150.07500000000002,Solicitado por la Oficina de Protocolo y Eventos Especiales
ocds-lcuori-113490,ocds-lcuori-113490/3-contract,113490,HNL,1035.0,Para uso en el Juzgado de Paz de lo Civil de Guaimaca
ocds-lcuori-113487,ocds-lcuori-113487/3-contract,113487,HNL,76994.8,Para uso en la Escuela Judicial
ocds-lcuori-113492,ocds-lcuori-113492/3-contract,113492,HNL,35612.49,insumos curso de legislacion forestal impartido por el coamndo del 15 al 26 01 de 2017
ocds-lcuori-113493,ocds-lcuori-113493/3-contract,113493,HNL,863.4,COMPRA DE CAFE PARA ATENCIONES Y REUNIONES EN LA DIRECCION GENERAL DE ADMINISTRACION PARA EL MES DE ENERO DE 2018
ocds-lcuori-113495,ocds-lcuori-113495/3-contract,113495,HNL,2997.3140000000003,material y utiles de oficina para uso exclusivo en las oficinas del INADI 
ocds-lcuori-113496,ocds-lcuori-113496/3-contract,113496,HNL,2847.561,material de oficina para inadi
ocds-lcuori-113497,ocds-lcuori-113497/3-contract,113497,HNL,60000.0,COMPRA DE 3000 PAQUETES DE AGUA PARA SER UTILIZADO EN LOS PRIVADOS DE LIBERTAD DEL CENTRO PENAL DE SIRIA EL PORVENIR FRANCISCO MORAZA
ocds-lcuori-113501,ocds-lcuori-113501/3-contract,113501,HNL,34.5,PRUEBA ONCAE
ocds-lcuori-113509,ocds-lcuori-113509/3-contract,113509,HNL,1625.0,prueva
ocds-lcuori-113510,ocds-lcuori-113510/3-contract,113510,HNL,1546.75,COMPRA SOLICITADA POR EL DEPARTAMENTO DE ADMINISTRACION
ocds-lcuori-113513,ocds-lcuori-113513/3-contract,113513,HNL,5100.0,COMPRA DE AGUA PURIFICADA EN ENVASE DE 5 GALONES PARA CONSUMO DE LA INSTITUCION
ocds-lcuori-113512,ocds-lcuori-113512/3-contract,113512,HNL,5692.5,COMPRA DE 5000 PLIEGOS DE PAPEL BOND 20 BLANCO 22X34 PARA USO DEL DEPARTAMENTO DE GIE 
ocds-lcuori-113514,ocds-lcuori-113514/3-contract,113514,HNL,1513.4,compra de Cintas para glucometro que seran utilizadas en varias salas de este centro Hospitalario
ocds-lcuori-113517,ocds-lcuori-113517/3-contract,113517,HNL,8715.735,PRODUCTO SOLICITADO POR DPTO DE ALMACEN
ocds-lcuori-113519,ocds-lcuori-113519/3-contract,113519,HNL,3801.44,PRODUCTO SOLICITADO POR EL DEPTO DE ALMACEN
ocds-lcuori-113520,ocds-lcuori-113520/3-contract,113520,HNL,575.0,dfdfd
ocds-lcuori-113518,ocds-lcuori-113518/3-contract,113518,HNL,1694.5595,COMPRA DE 01 DISCO DURO PARA OFICINAS DE AYUDA HUMANITARIA
ocds-lcuori-113523,ocds-lcuori-113523/3-contract,113523,HNL,23322.0,COMPRA DE MATERIAL DIDACTICO
ocds-lcuori-113522,ocds-lcuori-113522/3-contract,113522,HNL,4140.0,PRODUCTO SOLICITADO POR EL DEPTO DE ALMACEN
ocds-lcuori-113524,ocds-lcuori-113524/3-contract,113524,HNL,13200.0,COMPRA DE MATERIAL DIDACTICO 
ocds-lcuori-113527,ocds-lcuori-113527/3-contract,113527,HNL,517.6725,PRODUCTOS REQUERIDOS POR BCH SUCURSAL CHOLUTECA ZONA 5 LOS CUALES SERAN ENTREGADOS EN BCH TEGICIGALPA ZONA 1
ocds-lcuori-113528,ocds-lcuori-113528/3-contract,113528,HNL,661.089,PRODUCTOS REQUERIDOS POR BCH SUCURSAL CHOLUTECA ZONA 5 LOS CUALES SERAN ENTREGADOS EN BCH TEGUCIGALPA ZONA 1
ocds-lcuori-113531,ocds-lcuori-113531/3-contract,113531,HNL,6196.2,Compra de llantas para bus marca MITSUBISHI con placa n08218 en oficinas centrales IHAH
ocds-lcuori-113532,ocds-lcuori-113532/3-contract,113532,HNL,2715.15,Para diferentes celebraciones que se realizen en el a?o 2018
ocds-lcuori-113530,ocds-lcuori-113530/3-contract,113530,HNL,396.75,Para celebracion de cumplea?eros del mes de Enero de 2018
ocds-lcuori-113533,ocds-lcuori-113533/3-contract,113533,HNL,3857.1,Compra de 60 resmas de papel bond carta para departamento de tesoreria
ocds-lcuori-113534,ocds-lcuori-113534/3-contract,113534,HNL,586.5,Para diferentes celebraciones que se realizen en el a?o 2018
ocds-lcuori-113538,ocds-lcuori-113538/3-contract,113538,HNL,21090.0,Compra de agua purificada 
ocds-lcuori-113541,ocds-lcuori-113541/3-contract,113541,HNL,15778.0,PARA SER UTILIZADA POR UNA DE LAS SECRETARIAS DE LA SUB DIRECCION 
ocds-lcuori-113542,ocds-lcuori-113542/3-contract,113542,HNL,651.36,PRODUCTO REQUERIDO POR BCH SUCURSAL CHOLUTECA ZONA 5 EL CUAL SERA ENTREGADO EN BCH TEGUCIGALPA ZONA 1
ocds-lcuori-113540,ocds-lcuori-113540/3-contract,113540,HNL,2311.5,PARA SER UTILIZADO POR UNA DE LAS SECRETARIAS DE LA SUB DIRECCION DEL INSTITUTO NACIONAL PENITENCIARIO 
ocds-lcuori-113544,ocds-lcuori-113544/3-contract,113544,HNL,1149.425,COMPRA DE PAPEL HIGIENICO PARA SER UTILIZADO EN GERENCIA DE SUCURSAL CHOLUTECA
ocds-lcuori-113545,ocds-lcuori-113545/3-contract,113545,HNL,18688.938000000002,COMPRA COMPRA DE MATERIAL DE ASEO DE ALIMENTOS Y BEBIDAS PARA EL PRIMER TRIMESTRE PARA ABASTECIMIENTO DE LA INSTITUCION 2018
ocds-lcuori-113546,ocds-lcuori-113546/3-contract,113546,HNL,839.5,COMPRA DE JABON PARA LAVAR PLATOS DEL PERSONAL DE BCH SUCURSAL CHOLUTECA
ocds-lcuori-113547,ocds-lcuori-113547/3-contract,113547,HNL,1983.75,SE SOLICITA LA ADQUISICION DE CARPETAS ARCHIVADORAS QUE SERAN UTILIZADAS POR LAS DIFERENTES AREAS Y PROGRAMAS DE LA VICERRECTORIA DE ORIENTACION Y ASUNTOS ESTUDIANTILES
ocds-lcuori-113548,ocds-lcuori-113548/3-contract,113548,HNL,1745.305,COMPRA DE ALIMENTOS Y BEBIDAS PARA ATENCION DE REUNIONES DE LA SUBPROCURADURIA CORRESPONDIENTE AL MES DE ENERO 2018
ocds-lcuori-113551,ocds-lcuori-113551/3-contract,113551,,,PAPEL HIGIENICO JUMBO ROLL PARA DISPENSADOR
ocds-lcuori-113552,ocds-lcuori-113552/3-contract,113552,HNL,6707.305,CAFE AZUCAR Y DETERGENTE
ocds-lcuori-113555,ocds-lcuori-113555/3-contract,113555,,,PAPEL JUMBO ROLL
ocds-lcuori-113556,ocds-lcuori-113556/3-contract,113556,HNL,39560.0,Impresora multifuncional para uso de la Sub Direccion Nacional Clinica Medica y Planillas 
ocds-lcuori-113560,ocds-lcuori-113560/3-contract,113560,,,papel higienico
ocds-lcuori-113564,ocds-lcuori-113564/3-contract,113564,,,PAPEL HIGIENICO
ocds-lcuori-113568,ocds-lcuori-113568/3-contract,113568,HNL,55566.195,Suministro de Almacen de la Direccion Nacional para visita de personal externo al SNE911
ocds-lcuori-113570,ocds-lcuori-113570/3-contract,113570,HNL,1040.0,COMPRA DE BOTELLONES CON AGUA PARA LA DNPR A?O 2018
ocds-lcuori-113566,ocds-lcuori-113566/3-contract,113566,HNL,54868.47,Suministro del Almacen de la Direccion Nacional para visitas externas al SNE911
ocds-lcuori-113573,ocds-lcuori-113573/3-contract,113573,HNL,12857.0,ADQUISICION DE PAPEL BOND PARA USO DE LAS SALAS Y SERVICIOS DEL HOSPITAL SAN LORENZO
ocds-lcuori-113574,ocds-lcuori-113574/3-contract,113574,HNL,26662.96,COMPRA DE TONER PARA IMPRESORA Y FOTOCOPIADORA PARA ABASTECIMIENTO DE LA INSTITUCION I TRIMESTRE A?O 2018
ocds-lcuori-113578,ocds-lcuori-113578/3-contract,113578,HNL,8682.0285,Para usar en Impresora Ubicada en el departamento de Contabilidad
ocds-lcuori-113581,ocds-lcuori-113581/3-contract,113581,HNL,55.0,qedAF
ocds-lcuori-113582,ocds-lcuori-113582/3-contract,113582,HNL,184.0,adda
ocds-lcuori-113580,ocds-lcuori-113580/3-contract,113580,HNL,317736.632,YIP ABARROTERIA 1er TRIMESTRE 2018
ocds-lcuori-113583,ocds-lcuori-113583/3-contract,113583,HNL,8684.202000000001,BOMBEROS CHOLUTECA REALIZA LA COMPRA DE PAPELERIA Y MATERIAL PARA OFICINA
ocds-lcuori-113584,ocds-lcuori-113584/3-contract,113584,HNL,3397.7095000000004,BOMBEROS CHOLUTECA COMPRA MATERIAL PARA OFICINA PAPELERIA Y UTILES
ocds-lcuori-113588,ocds-lcuori-113588/3-contract,113588,HNL,4186.0,COMPRAS DE INSUMOS PARA ABASTECER AL ALMACEN
ocds-lcuori-113590,ocds-lcuori-113590/3-contract,113590,HNL,4588.5,material de aseo
ocds-lcuori-113593,ocds-lcuori-113593/3-contract,113593,HNL,1056.392,COMPRA DE MATERIALES DE LIMPIEZA PARA SER UTILIZADOS EN EL CENTRO DE SALUD DEL CONFITE DE LA REGION DE SALUD DE ATLANTIDA
ocds-lcuori-113592,ocds-lcuori-113592/3-contract,113592,HNL,4053.75,PAPEL HIGIENICO
ocds-lcuori-113594,ocds-lcuori-113594/3-contract,113594,,,COMPRA DE MATERIALES DE LIMPIEZA PARA SER UTILIZADOS EN EL CENTRO DE SALUD DEL CONFITE DE LA REGION DE SALUD DE ATLANTIDA
ocds-lcuori-113599,ocds-lcuori-113599/3-contract,113599,,,DESINFECTANTE EN GALON PARA SER UTILIZADO EN EL CENTRO DE SALUD DEL CONFITE DE LA REGION DE SALUD DE ATLANTIDA
ocds-lcuori-113602,ocds-lcuori-113602/3-contract,113602,HNL,7273.75,Compra de agua purificada para uso en oficinas de CONEANFO
ocds-lcuori-113601,ocds-lcuori-113601/3-contract,113601,HNL,2702.5,Compra de papel higienco para uso en oficinas de CONEANFO
ocds-lcuori-113603,ocds-lcuori-113603/3-contract,113603,HNL,6325.0,Compra de agua purificada para uso en oficinas de CONEANFO
ocds-lcuori-113606,ocds-lcuori-113606/3-contract,113606,HNL,1350.0,Suministros de Limpieza
ocds-lcuori-113607,ocds-lcuori-113607/3-contract,113607,HNL,2849.5,SUMINISTRO DE 20 BOLSAS DE AZUCAR BLANCA 1 KG Y 30 BOLSAS DE CAFE EXPRESSO AMERICANO DE 12 ONZAS SOLICITADO POR LA PROVEEDURIA INTERNA PARA LUEGO SER SACADOS MEDIANTE REQUISICION POR LOS DIFERENTES DEPARTAMENTOS DE LA SEFIN
ocds-lcuori-113604,ocds-lcuori-113604/3-contract,113604,HNL,1293.9,PARA ATENCIONES EN LA RECTORIA
ocds-lcuori-113608,ocds-lcuori-113608/3-contract,113608,HNL,672.6,PRODUCTO SOLICITADO POR GERENCIA GENERAL
ocds-lcuori-113610,ocds-lcuori-113610/3-contract,113610,HNL,10005.0,LLANTAS 
ocds-lcuori-113617,ocds-lcuori-113617/3-contract,113617,HNL,551.448,MEMORIA USB 
ocds-lcuori-113618,ocds-lcuori-113618/3-contract,113618,HNL,4960.87,Suministros de Limpieza
ocds-lcuori-113614,ocds-lcuori-113614/3-contract,113614,HNL,19498.0315,Suministros de Limpieza
ocds-lcuori-113622,ocds-lcuori-113622/3-contract,113622,HNL,10712.25,Suministros de Limpieza
ocds-lcuori-113623,ocds-lcuori-113623/3-contract,113623,HNL,24667.5,Suministros para almacen 
ocds-lcuori-113627,ocds-lcuori-113627/3-contract,113627,HNL,216200.0,NIPRO CINTAS DE GLUCOMETRO 1er TRIMESTRE 2018
ocds-lcuori-113628,ocds-lcuori-113628/3-contract,113628,HNL,1530.3395,COMPRA DE MATERIALES DE OFICINA PARA SER UTILIZADOS EN EL ESTABLECIMIENTO DE SALUD DEL CONFITE DE LA REGION DE SALUD DE ATLANTIDA
ocds-lcuori-113625,ocds-lcuori-113625/3-contract,113625,HNL,8370.435000000001,PRODUCTO SOLICITADO POR ALMACEN
ocds-lcuori-113629,ocds-lcuori-113629/3-contract,113629,HNL,6430.8,Suministros a ser utilizados en el vehiculo marca Tiguan Wolkswagen tipo camioneta color gris a?o 2012 placa PDS4550 el cual esta Asignado a la Direccion de Fortalecimiento Municipal
ocds-lcuori-113631,ocds-lcuori-113631/3-contract,113631,HNL,29477.493000000002,OC 008 2018
ocds-lcuori-113633,ocds-lcuori-113633/3-contract,113633,,,OC 008 2018
ocds-lcuori-113630,ocds-lcuori-113630/3-contract,113630,HNL,4950.0,compra de cloro para usos de las diferentes salas y departamentos de este centro Hospitalario en vista de la urgencia y por no contar con presupuesto aprobado
ocds-lcuori-113638,ocds-lcuori-113638/3-contract,113638,HNL,244901.0,solicitado pra su posterior distribucion a nivel nacional
ocds-lcuori-113637,ocds-lcuori-113637/3-contract,113637,HNL,847.6650000000001,antivirus
ocds-lcuori-113639,ocds-lcuori-113639/3-contract,113639,HNL,11277.475,COMPRA PARA ABASTESER EL ALMACEN
ocds-lcuori-113640,ocds-lcuori-113640/3-contract,113640,HNL,62100.0,Solicitado por Almacen Central del Poder Judicial para su posterior distribucion
ocds-lcuori-113643,ocds-lcuori-113643/3-contract,113643,HNL,6000.0,Solicitado para su posterior distribucion
ocds-lcuori-113644,ocds-lcuori-113644/3-contract,113644,HNL,7912.0,SE SOLICITA LA ADQUISICION DE IMPRESORA MULTIFUNCIONAL PARA USO DE LA DIRECCION DE LA VICERRECTORIA DE ORIENTACION Y ASUNTOS ESTUDIANTILES VOAE
ocds-lcuori-113647,ocds-lcuori-113647/3-contract,113647,HNL,749.9955,COMPA DE CANASTA GOURMET
ocds-lcuori-113652,ocds-lcuori-113652/3-contract,113652,HNL,795.8000000000001,producto solicitado por almacen
ocds-lcuori-113654,ocds-lcuori-113654/3-contract,113654,HNL,7588.21,COMPRA DE MATERIALES DE CONSUMO
ocds-lcuori-113655,ocds-lcuori-113655/3-contract,113655,HNL,5451.0,COMPRA DE MATERIALES DE CONSUMO
ocds-lcuori-113657,ocds-lcuori-113657/3-contract,113657,HNL,30000.188,COMPRA DE TINTAS Y TONERS PARA ABASTECIMIENTO DE LA INSTITUCION PRIMER TRIMESTRE 2018
ocds-lcuori-113658,ocds-lcuori-113658/3-contract,113658,HNL,386.0205,COMPRA DE MATERIALES DE CONSUMO
