ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-02-2018-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-02-2018-2/3,mGE4eL-COT-IDECOAS-FHIS-02-2018-2,mGE4eL-COT-IDECOAS-FHIS-02-2018-2,200.0,document
ocds-lcuori-jRDMPr-LPN-MUNI TAULABE-001-2018-2,ocds-lcuori-jRDMPr-LPN-MUNI TAULABE-001-2018-2/3,jRDMPr-LPN-MUNI TAULABE-001-2018-2,jRDMPr-LPN-MUNI TAULABE-001-2018-2,505.0,document
ocds-lcuori-orvkNL-LPN 12-2017-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN 12-2017-SEAF-UNAH-2/3,orvkNL-LPN 12-2017-SEAF-UNAH-2,orvkNL-LPN 12-2017-SEAF-UNAH-2,500.0,document
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-01-2018-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-01-2018-2/3,mGE4eL-LPR-IDECOAS-FHIS-01-2018-2,mGE4eL-LPR-IDECOAS-FHIS-01-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-01-AMDC-01-2018-2,ocds-lcuori-2LmqDL-LPrNO-01-AMDC-01-2018-2/3,2LmqDL-LPrNO-01-AMDC-01-2018-2,2LmqDL-LPrNO-01-AMDC-01-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-04-AMDC-04-2018-2,ocds-lcuori-2LmqDL-LPrNO-04-AMDC-04-2018-2/3,2LmqDL-LPrNO-04-AMDC-04-2018-2,2LmqDL-LPrNO-04-AMDC-04-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-03-AMDC-03-2018-2,ocds-lcuori-2LmqDL-LPrNO-03-AMDC-03-2018-2/3,2LmqDL-LPrNO-03-AMDC-03-2018-2,2LmqDL-LPrNO-03-AMDC-03-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-05-AMDC-05-2018-2,ocds-lcuori-2LmqDL-LPrNO-05-AMDC-05-2018-2/3,2LmqDL-LPrNO-05-AMDC-05-2018-2,2LmqDL-LPrNO-05-AMDC-05-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-07-AMDC-07-2018-2,ocds-lcuori-2LmqDL-LPrNO-07-AMDC-07-2018-2/3,2LmqDL-LPrNO-07-AMDC-07-2018-2,2LmqDL-LPrNO-07-AMDC-07-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-08-AMDC-08-2018-2,ocds-lcuori-2LmqDL-LPrNO-08-AMDC-08-2018-2/3,2LmqDL-LPrNO-08-AMDC-08-2018-2,2LmqDL-LPrNO-08-AMDC-08-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-09-AMDC-09-2018-2,ocds-lcuori-2LmqDL-LPrNO-09-AMDC-09-2018-2/3,2LmqDL-LPrNO-09-AMDC-09-2018-2,2LmqDL-LPrNO-09-AMDC-09-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-10-AMDC-10-2018-2,ocds-lcuori-2LmqDL-LPrNO-10-AMDC-10-2018-2/3,2LmqDL-LPrNO-10-AMDC-10-2018-2,2LmqDL-LPrNO-10-AMDC-10-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-11-AMDC-11-2018-2,ocds-lcuori-2LmqDL-LPrNO-11-AMDC-11-2018-2/3,2LmqDL-LPrNO-11-AMDC-11-2018-2,2LmqDL-LPrNO-11-AMDC-11-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-12-AMDC-12-2018-2,ocds-lcuori-2LmqDL-LPrNO-12-AMDC-12-2018-2/3,2LmqDL-LPrNO-12-AMDC-12-2018-2,2LmqDL-LPrNO-12-AMDC-12-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-13-AMDC-13-2018-2,ocds-lcuori-2LmqDL-LPrNO-13-AMDC-13-2018-2/3,2LmqDL-LPrNO-13-AMDC-13-2018-2,2LmqDL-LPrNO-13-AMDC-13-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-14-AMDC-14-2018-2,ocds-lcuori-2LmqDL-LPrNO-14-AMDC-14-2018-2/3,2LmqDL-LPrNO-14-AMDC-14-2018-2,2LmqDL-LPrNO-14-AMDC-14-2018-2,200.0,document
ocds-lcuori-WRz0xL-LPN-SAR-001-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-001-2018-2/3,WRz0xL-LPN-SAR-001-2018-2,WRz0xL-LPN-SAR-001-2018-2,500.0,document
ocds-lcuori-gLkXWG-LPI-PIH-001-2018-2,ocds-lcuori-gLkXWG-LPI-PIH-001-2018-2/3,gLkXWG-LPI-PIH-001-2018-2,gLkXWG-LPI-PIH-001-2018-2,300000.0,document
ocds-lcuori-2LmqDL-CPNAE-02-AMDC-BCIE-2017-2,ocds-lcuori-2LmqDL-CPNAE-02-AMDC-BCIE-2017-2/3,2LmqDL-CPNAE-02-AMDC-BCIE-2017-2,2LmqDL-CPNAE-02-AMDC-BCIE-2017-2,300.0,document
ocds-lcuori-PGJALo-LPN-100-004-2018-2,ocds-lcuori-PGJALo-LPN-100-004-2018-2/3,PGJALo-LPN-100-004-2018-2,PGJALo-LPN-100-004-2018-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-02-AMDC-02-2018-2,ocds-lcuori-2LmqDL-LPrNO-02-AMDC-02-2018-2/3,2LmqDL-LPrNO-02-AMDC-02-2018-2,2LmqDL-LPrNO-02-AMDC-02-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-61-AMDC-64-2018-2,ocds-lcuori-2LmqDL-LPrNO-61-AMDC-64-2018-2/3,2LmqDL-LPrNO-61-AMDC-64-2018-2,2LmqDL-LPrNO-61-AMDC-64-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-44-AMDC-46-2018-2,ocds-lcuori-2LmqDL-LPrNO-44-AMDC-46-2018-2/3,2LmqDL-LPrNO-44-AMDC-46-2018-2,2LmqDL-LPrNO-44-AMDC-46-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-49-AMDC-51-2018-2,ocds-lcuori-2LmqDL-LPrNO-49-AMDC-51-2018-2/3,2LmqDL-LPrNO-49-AMDC-51-2018-2,2LmqDL-LPrNO-49-AMDC-51-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-50-AMDC-52-2018-2,ocds-lcuori-2LmqDL-LPrNO-50-AMDC-52-2018-2/3,2LmqDL-LPrNO-50-AMDC-52-2018-2,2LmqDL-LPrNO-50-AMDC-52-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-51-AMDC-53-2018-2,ocds-lcuori-2LmqDL-LPrNO-51-AMDC-53-2018-2/3,2LmqDL-LPrNO-51-AMDC-53-2018-2,2LmqDL-LPrNO-51-AMDC-53-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-52-AMDC-54-2018-2,ocds-lcuori-2LmqDL-LPrNO-52-AMDC-54-2018-2/3,2LmqDL-LPrNO-52-AMDC-54-2018-2,2LmqDL-LPrNO-52-AMDC-54-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-53-AMDC-55-2018-2,ocds-lcuori-2LmqDL-LPrNO-53-AMDC-55-2018-2/3,2LmqDL-LPrNO-53-AMDC-55-2018-2,2LmqDL-LPrNO-53-AMDC-55-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-54-AMDC-56-2018-2,ocds-lcuori-2LmqDL-LPrNO-54-AMDC-56-2018-2/3,2LmqDL-LPrNO-54-AMDC-56-2018-2,2LmqDL-LPrNO-54-AMDC-56-2018-2,200.0,document
ocds-lcuori-7rBxpG-CPrivado No.01-2018-2,ocds-lcuori-7rBxpG-CPrivado No.01-2018-2/3,7rBxpG-CPrivado No.01-2018-2,7rBxpG-CPrivado No.01-2018-2,200.0,document
ocds-lcuori-gRN9jG-LPN SS-FAHSL-001-2018-2,ocds-lcuori-gRN9jG-LPN SS-FAHSL-001-2018-2/3,gRN9jG-LPN SS-FAHSL-001-2018-2,gRN9jG-LPN SS-FAHSL-001-2018-2,300.0,document
ocds-lcuori-mGEMGM-LPN-002-2018-2,ocds-lcuori-mGEMGM-LPN-002-2018-2/3,mGEMGM-LPN-002-2018-2,mGEMGM-LPN-002-2018-2,200.0,document
ocds-lcuori-7rBxpG-CPúblico No.01-2018-2,ocds-lcuori-7rBxpG-CPúblico No.01-2018-2/3,7rBxpG-CPúblico No.01-2018-2,7rBxpG-CPúblico No.01-2018-2,200.0,document
ocds-lcuori-kG1ger-21-2017-2,ocds-lcuori-kG1ger-21-2017-2/3,kG1ger-21-2017-2,kG1ger-21-2017-2,500.0,document
ocds-lcuori-XRb4KL-001-2018 OMOA -2,ocds-lcuori-XRb4KL-001-2018 OMOA -2/3,XRb4KL-001-2018 OMOA -2,XRb4KL-001-2018 OMOA -2,1.0,document
ocds-lcuori-WRz0xL-LPN-SAR-007-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-007-2018-2/3,WRz0xL-LPN-SAR-007-2018-2,WRz0xL-LPN-SAR-007-2018-2,500.0,document
ocds-lcuori-ZGqbBR-LPN-GT-004-2016-2,ocds-lcuori-ZGqbBR-LPN-GT-004-2016-2/3,ZGqbBR-LPN-GT-004-2016-2,ZGqbBR-LPN-GT-004-2016-2,500.0,document
ocds-lcuori-MLQ18L-LPN-HBCBH-001-2018-2,ocds-lcuori-MLQ18L-LPN-HBCBH-001-2018-2/3,MLQ18L-LPN-HBCBH-001-2018-2,MLQ18L-LPN-HBCBH-001-2018-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-15-AMDC-15-2018-2,ocds-lcuori-2LmqDL-LPrNO-15-AMDC-15-2018-2/3,2LmqDL-LPrNO-15-AMDC-15-2018-2,2LmqDL-LPrNO-15-AMDC-15-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-16-AMDC-16-2018-2,ocds-lcuori-2LmqDL-LPrNO-16-AMDC-16-2018-2/3,2LmqDL-LPrNO-16-AMDC-16-2018-2,2LmqDL-LPrNO-16-AMDC-16-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-17-AMDC-17-2018-2,ocds-lcuori-2LmqDL-LPrNO-17-AMDC-17-2018-2/3,2LmqDL-LPrNO-17-AMDC-17-2018-2,2LmqDL-LPrNO-17-AMDC-17-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-18-AMDC-18-2018-2,ocds-lcuori-2LmqDL-LPrNO-18-AMDC-18-2018-2/3,2LmqDL-LPrNO-18-AMDC-18-2018-2,2LmqDL-LPrNO-18-AMDC-18-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-19-AMDC-19-2018-2,ocds-lcuori-2LmqDL-LPrNO-19-AMDC-19-2018-2/3,2LmqDL-LPrNO-19-AMDC-19-2018-2,2LmqDL-LPrNO-19-AMDC-19-2018-2,200.0,document
ocds-lcuori-2LmqDL-COT-01-AMDC-20-2018-2,ocds-lcuori-2LmqDL-COT-01-AMDC-20-2018-2/3,2LmqDL-COT-01-AMDC-20-2018-2,2LmqDL-COT-01-AMDC-20-2018-2,200.0,document
ocds-lcuori-2LmqDL-COT-02-AMDC-21-2018-2,ocds-lcuori-2LmqDL-COT-02-AMDC-21-2018-2/3,2LmqDL-COT-02-AMDC-21-2018-2,2LmqDL-COT-02-AMDC-21-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-20-AMDC-22-2018-2,ocds-lcuori-2LmqDL-LPrNO-20-AMDC-22-2018-2/3,2LmqDL-LPrNO-20-AMDC-22-2018-2,2LmqDL-LPrNO-20-AMDC-22-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-21-AMDC-23-2018-2,ocds-lcuori-2LmqDL-LPrNO-21-AMDC-23-2018-2/3,2LmqDL-LPrNO-21-AMDC-23-2018-2,2LmqDL-LPrNO-21-AMDC-23-2018-2,200.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-02-2018-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-02-2018-2/3,orvDGM-LPN-SANAA-DM-02-2018-2,orvDGM-LPN-SANAA-DM-02-2018-2,800.0,document
ocds-lcuori-orvkNL-LPN No.04-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.04-2018-SEAF-UNAH-2/3,orvkNL-LPN No.04-2018-SEAF-UNAH-2,orvkNL-LPN No.04-2018-SEAF-UNAH-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-22-AMDC-24-2018-2,ocds-lcuori-2LmqDL-LPrNO-22-AMDC-24-2018-2/3,2LmqDL-LPrNO-22-AMDC-24-2018-2,2LmqDL-LPrNO-22-AMDC-24-2018-2,200.0,document
ocds-lcuori-WRz0xL-LPN-SAR-005-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-005-2018-2/3,WRz0xL-LPN-SAR-005-2018-2,WRz0xL-LPN-SAR-005-2018-2,500.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-04-2018-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-04-2018-2/3,orvDGM-LPN-SANAA-DM-04-2018-2,orvDGM-LPN-SANAA-DM-04-2018-2,800.0,document
ocds-lcuori-4LOV1r-DICTA-LPN-001-2018-2,ocds-lcuori-4LOV1r-DICTA-LPN-001-2018-2/4,4LOV1r-DICTA-LPN-001-2018-2,4LOV1r-DICTA-LPN-001-2018-2,200.0,document
ocds-lcuori-2Lm85r-LPN-01-2018-2,ocds-lcuori-2Lm85r-LPN-01-2018-2/3,2Lm85r-LPN-01-2018-2,2Lm85r-LPN-01-2018-2,500.0,document
ocds-lcuori-7rBxpG-LPrivada No.01-2018-2,ocds-lcuori-7rBxpG-LPrivada No.01-2018-2/3,7rBxpG-LPrivada No.01-2018-2,7rBxpG-LPrivada No.01-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-23-AMDC-25-2018-2,ocds-lcuori-2LmqDL-LPrNO-23-AMDC-25-2018-2/3,2LmqDL-LPrNO-23-AMDC-25-2018-2,2LmqDL-LPrNO-23-AMDC-25-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-24-AMDC-26-2018-2,ocds-lcuori-2LmqDL-LPrNO-24-AMDC-26-2018-2/3,2LmqDL-LPrNO-24-AMDC-26-2018-2,2LmqDL-LPrNO-24-AMDC-26-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-25-AMDC-27-2018-2,ocds-lcuori-2LmqDL-LPrNO-25-AMDC-27-2018-2/3,2LmqDL-LPrNO-25-AMDC-27-2018-2,2LmqDL-LPrNO-25-AMDC-27-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-26-AMDC-28-2018-2,ocds-lcuori-2LmqDL-LPrNO-26-AMDC-28-2018-2/3,2LmqDL-LPrNO-26-AMDC-28-2018-2,2LmqDL-LPrNO-26-AMDC-28-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-27-AMDC-29-2018-2,ocds-lcuori-2LmqDL-LPrNO-27-AMDC-29-2018-2/3,2LmqDL-LPrNO-27-AMDC-29-2018-2,2LmqDL-LPrNO-27-AMDC-29-2018-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-28-AMDC-30-2018-2,ocds-lcuori-2LmqDL-LPrNO-28-AMDC-30-2018-2/3,2LmqDL-LPrNO-28-AMDC-30-2018-2,2LmqDL-LPrNO-28-AMDC-30-2018-2,200.0,document
