ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/url,awards/0/documents/0/documentType,awards/0/documents/0/format,awards/0/documents/0/description,awards/0/documents/0/title,awards/0/documents/0/datePublished
ocds-lcuori-orveZR-LP02-RDC-18-2,ocds-lcuori-orveZR-LP02-RDC-18-2/3,orveZR-LP02-RDC-18-2,113213,http://h1.honducompras.gob.hn/Docs/Lic607LP02-RDC-18803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-22T12:03:42.997000-06:00
ocds-lcuori-orveZR-LP05-RDC-18-2,ocds-lcuori-orveZR-LP05-RDC-18-2/3,orveZR-LP05-RDC-18-2,113217,http://h1.honducompras.gob.hn/Docs/Lic607LP05-RDC-18803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-22T12:15:48.353000-06:00
ocds-lcuori-WRzdbL-LP-002-2018-HT-2,ocds-lcuori-WRzdbL-LP-002-2018-HT-2/3,WRzdbL-LP-002-2018-HT-2,114585,http://h1.honducompras.gob.hn/Docs/Lic98LP-002-2018-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-24T11:41:56.120000-06:00
ocds-lcuori-JL7OdL-LP 002-2018 FHLM-2,ocds-lcuori-JL7OdL-LP 002-2018 FHLM-2/3,JL7OdL-LP 002-2018 FHLM-2,116214,http://h1.honducompras.gob.hn/Docs/Lic1043LP%20002-2018%20FHLM803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-28T10:29:39.500000-06:00
ocds-lcuori-JL7OdL-LPN 005-2018 FHLM-2,ocds-lcuori-JL7OdL-LPN 005-2018 FHLM-2/3,JL7OdL-LPN 005-2018 FHLM-2,116229,http://h1.honducompras.gob.hn/Docs/Lic1043LPN%20005-2018%20FHLM804-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-28T11:55:32.903000-06:00
ocds-lcuori-JL7OdL-LPN 005-2018 FHLM-2,ocds-lcuori-JL7OdL-LPN 005-2018 FHLM-2/3,JL7OdL-LPN 005-2018 FHLM-2,116230,http://h1.honducompras.gob.hn/Docs/Lic1043LPN%20005-2018%20FHLM804-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-28T11:55:38.750000-06:00
ocds-lcuori-jRDkQG-CM-163-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-163-2018-HNMCR-2/3,jRDkQG-CM-163-2018-HNMCR-2,114692,http://h1.honducompras.gob.hn/Docs/Lic104CM-163-2018-HNMCR803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-25T14:05:57.560000-06:00
ocds-lcuori-gRNDyL-003-03-2018-2,ocds-lcuori-gRNDyL-003-03-2018-2/3,gRNDyL-003-03-2018-2,113123,http://h1.honducompras.gob.hn/Docs/Lic74003-03-2018803-ResoluciondelaAdjudicacion.xlsx,awardNotice,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-20T14:54:04.277000-06:00
ocds-lcuori-7G3MNr-LPRI 042018-2,ocds-lcuori-7G3MNr-LPRI 042018-2/3,7G3MNr-LPRI 042018-2,115331,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%20042018803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-08T11:42:17.230000-06:00
ocds-lcuori-grxXEr-L.P. 013-2018-2,ocds-lcuori-grxXEr-L.P. 013-2018-2/3,grxXEr-L.P. 013-2018-2,114192,http://h1.honducompras.gob.hn/Docs/Lic97L.P.%20013-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-17T11:19:56.773000-06:00
ocds-lcuori-MLQPmr-LPrN No. 03-2018-2,ocds-lcuori-MLQPmr-LPrN No. 03-2018-2/3,MLQPmr-LPrN No. 03-2018-2,127697,http://h1.honducompras.gob.hn/Docs/Lic149LPrN%20No.%2003-2018803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-01-09T11:46:01.873000-06:00
ocds-lcuori-jRDkQG-CM-221-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-221-2018-HNMCR-2/3,jRDkQG-CM-221-2018-HNMCR-2,115419,http://h1.honducompras.gob.hn/Docs/Lic104CM-221-2018-HNMCR802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-10T08:52:35.593000-06:00
ocds-lcuori-jRDkQG-CM-222-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-222-2018-HNMCR-2/3,jRDkQG-CM-222-2018-HNMCR-2,115239,http://h1.honducompras.gob.hn/Docs/Lic104CM-222-2018-HNMCR803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-07T09:44:49.563000-06:00
ocds-lcuori-jRDkQG-CM-223-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-223-2018-HNMCR-2/3,jRDkQG-CM-223-2018-HNMCR-2,114885,http://h1.honducompras.gob.hn/Docs/Lic104CM-223-2018-HNMCR802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-30T15:01:20.017000-06:00
ocds-lcuori-jRDkQG-CM-226-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-226-2018-HNMCR-2/3,jRDkQG-CM-226-2018-HNMCR-2,114877,http://h1.honducompras.gob.hn/Docs/Lic104CM-226-2018-HNMCR802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-30T13:26:57.150000-06:00
ocds-lcuori-WRzbRe-LPR No. 021-DGC-UATSV-2018 -2,ocds-lcuori-WRzbRe-LPR No. 021-DGC-UATSV-2018 -2/3,WRzbRe-LPR No. 021-DGC-UATSV-2018 -2,118343,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.%20021-DGC-UATSV-2018%20803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-07-06T11:09:13.583000-06:00
ocds-lcuori-MrMagr-LP-008-2018-2,ocds-lcuori-MrMagr-LP-008-2018-2/3,MrMagr-LP-008-2018-2,114363,http://h1.honducompras.gob.hn/Docs/Lic84LP-008-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-20T11:26:15.027000-06:00
ocds-lcuori-Er6jdr-PGRD-05-LPN-O-2018-2,ocds-lcuori-Er6jdr-PGRD-05-LPN-O-2018-2/3,Er6jdr-PGRD-05-LPN-O-2018-2,118986,http://h1.honducompras.gob.hn/Docs/Lic719PGRD-05-LPN-O-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-07-20T08:15:06.923000-06:00
ocds-lcuori-jRDVyL-Licitación Privada 001-2018-2,ocds-lcuori-jRDVyL-Licitación Privada 001-2018-2/3,jRDVyL-Licitación Privada 001-2018-2,118514,http://h1.honducompras.gob.hn/Docs/Lic204Licitaci%C3%B3n%20Privada%20001-2018803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-07-11T12:16:39.520000-06:00
ocds-lcuori-orvkNL-LPN No.11-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.11-2018-SEAF-UNAH-2/3,orvkNL-LPN No.11-2018-SEAF-UNAH-2,120525,http://h1.honducompras.gob.hn/Docs/Lic907LPN%20No.11-2018-SEAF-UNAH803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-08-17T09:30:04.270000-06:00
ocds-lcuori-2LmqDL-LPrNO-75-AMDC-80-2018-2,ocds-lcuori-2LmqDL-LPrNO-75-AMDC-80-2018-2/3,2LmqDL-LPrNO-75-AMDC-80-2018-2,116137,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-75-AMDC-80-2018805-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-25T08:17:39.160000-06:00
ocds-lcuori-WRzbRe-LPR No.038-DGC-UATSV-2018 -2,ocds-lcuori-WRzbRe-LPR No.038-DGC-UATSV-2018 -2/3,WRzbRe-LPR No.038-DGC-UATSV-2018 -2,121698,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.038-DGC-UATSV-2018%20803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-09-07T10:35:18.417000-06:00
ocds-lcuori-8L47Pr-L-P HO 008-2018-2,ocds-lcuori-8L47Pr-L-P HO 008-2018-2/3,8L47Pr-L-P HO 008-2018-2,115728,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20HO%20008-2018802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-16T10:52:03.977000-06:00
ocds-lcuori-8L47Pr-L-P HO 010-2018-2,ocds-lcuori-8L47Pr-L-P HO 010-2018-2/3,8L47Pr-L-P HO 010-2018-2,115731,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20HO%20010-2018802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-16T11:02:47.227000-06:00
ocds-lcuori-7G3oBG-LP-004-2018-2,ocds-lcuori-7G3oBG-LP-004-2018-2/3,7G3oBG-LP-004-2018-2,115524,http://h1.honducompras.gob.hn/Docs/Lic608LP-004-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-11T16:01:15.390000-06:00
ocds-lcuori-jRDkQG-CM-268-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-268-2018-HNMCR-2/3,jRDkQG-CM-268-2018-HNMCR-2,116124,http://h1.honducompras.gob.hn/Docs/Lic104CM-268-2018-HNMCR802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-24T15:21:45.343000-06:00
ocds-lcuori-jRDkQG-CM-272-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-272-2018-HNMCR-2/3,jRDkQG-CM-272-2018-HNMCR-2,114804,http://h1.honducompras.gob.hn/Docs/Lic104CM-272-2018-HNMCR803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-27T08:14:04.530000-06:00
ocds-lcuori-WRzbRe-LPR No. 046-DGC-UATSV-2018 -2,ocds-lcuori-WRzbRe-LPR No. 046-DGC-UATSV-2018 -2/3,WRzbRe-LPR No. 046-DGC-UATSV-2018 -2,121703,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.%20046-DGC-UATSV-2018%20803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-09-07T11:00:39.350000-06:00
ocds-lcuori-JLKQxR-LP. 010-2018-2,ocds-lcuori-JLKQxR-LP. 010-2018-2/3,JLKQxR-LP. 010-2018-2,115455,http://h1.honducompras.gob.hn/Docs/Lic79LP.%20010-2018803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-10T13:43:08.450000-06:00
ocds-lcuori-WRzbRe-LPR No. 057-DGC-UATSV-2018 -2,ocds-lcuori-WRzbRe-LPR No. 057-DGC-UATSV-2018 -2/3,WRzbRe-LPR No. 057-DGC-UATSV-2018 -2,121706,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.%20057-DGC-UATSV-2018%20803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-09-07T11:09:52.923000-06:00
ocds-lcuori-grxELe-LP-001-2017-2,ocds-lcuori-grxELe-LP-001-2017-2/3,grxELe-LP-001-2017-2,114551,http://h1.honducompras.gob.hn/Docs/Lic9LP-001-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-23T19:04:07.243000-06:00
ocds-lcuori-grxELe-CD-074-2017-2,ocds-lcuori-grxELe-CD-074-2017-2/3,grxELe-CD-074-2017-2,114583,http://h1.honducompras.gob.hn/Docs/Lic9CD-074-2017803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-24T11:24:54.720000-06:00
ocds-lcuori-4LOQbR-LPN-ARVN-MIAMBIENTE-001-2018-2,ocds-lcuori-4LOQbR-LPN-ARVN-MIAMBIENTE-001-2018-2/3,4LOQbR-LPN-ARVN-MIAMBIENTE-001-2018-2,120412,http://h1.honducompras.gob.hn/Docs/Lic139LPN-ARVN-MIAMBIENTE-001-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-08-15T12:25:49.943000-06:00
ocds-lcuori-2LmqDL-CPrN-02-AMDC-154-2018-2,ocds-lcuori-2LmqDL-CPrN-02-AMDC-154-2018-2/3,2LmqDL-CPrN-02-AMDC-154-2018-2,124013,http://h1.honducompras.gob.hn/Docs/Lic221CPrN-02-AMDC-154-2018803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-10-23T11:41:32.020000-06:00
ocds-lcuori-PGJALo-LPN-100-013-2018-2,ocds-lcuori-PGJALo-LPN-100-013-2018-2/4,PGJALo-LPN-100-013-2018-2,135362,http://h1.honducompras.gob.hn/Docs/Lic33LPN-100-013-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-06-21T09:00:35.063000-06:00
ocds-lcuori-PGJALo-LP100-021-2018-2,ocds-lcuori-PGJALo-LP100-021-2018-2/4,PGJALo-LP100-021-2018-2,135361,http://h1.honducompras.gob.hn/Docs/Lic33LP100-021-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-06-21T08:54:05.383000-06:00
ocds-lcuori-4LOxWG-167-2018-2,ocds-lcuori-4LOxWG-167-2018-2/4,4LOxWG-167-2018-2,143245,http://h1.honducompras.gob.hn/Docs/Lic83167-2018803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-11-27T13:41:10.090000-06:00
ocds-lcuori-7rBxpG-LPública No.31-2018-2,ocds-lcuori-7rBxpG-LPública No.31-2018-2/5,7rBxpG-LPública No.31-2018-2,136133,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.31-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-07-08T14:59:29.330000-06:00
ocds-lcuori-7rBxpG-LPública No.31-2018-2,ocds-lcuori-7rBxpG-LPública No.31-2018-2/5,7rBxpG-LPública No.31-2018-2,136134,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.31-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-07-08T15:00:07.653000-06:00
ocds-lcuori-4LOxWG-05-2019-2,ocds-lcuori-4LOxWG-05-2019-2/4,4LOxWG-05-2019-2,143275,http://h1.honducompras.gob.hn/Docs/Lic8305-2019802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-11-27T14:55:12.667000-06:00
ocds-lcuori-7rBxpG-CPúblico No.03-2018-2,ocds-lcuori-7rBxpG-CPúblico No.03-2018-2/5,7rBxpG-CPúblico No.03-2018-2,136170,http://h1.honducompras.gob.hn/Docs/Lic123CP%C3%BAblico%20No.03-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-07-09T12:59:44.290000-06:00
ocds-lcuori-kG1ger-CONC02-2018-2,ocds-lcuori-kG1ger-CONC02-2018-2/4,kG1ger-CONC02-2018-2,135859,http://h1.honducompras.gob.hn/Docs/Lic170CONC02-2018807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-07-03T11:02:33.207000-06:00
ocds-lcuori-vGZWNR-CD-IHSS-10005730-2,ocds-lcuori-vGZWNR-CD-IHSS-10005730-2/3,vGZWNR-CD-IHSS-10005730-2,113876,http://h1.honducompras.gob.hn/Docs/Lic117CD-IHSS-10005730804-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-10T09:35:23.330000-06:00
ocds-lcuori-7G3MNr-LPRI 012018-2,ocds-lcuori-7G3MNr-LPRI 012018-2/4,7G3MNr-LPRI 012018-2,115337,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%20012018803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-08T12:03:04.540000-06:00
ocds-lcuori-lRo92L-L-01-2,ocds-lcuori-lRo92L-L-01-2/3,lRo92L-L-01-2,112290,http://h1.honducompras.gob.hn/Docs/Lic89L-01803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-03-07T11:50:18.797000-06:00
ocds-lcuori-orvkNL-LPr. No.01-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPr. No.01-2018-SEAF-UNAH-2/3,orvkNL-LPr. No.01-2018-SEAF-UNAH-2,116554,http://h1.honducompras.gob.hn/Docs/Lic907LPr.%20No.01-2018-SEAF-UNAH803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-06-04T09:01:21.110000-06:00
ocds-lcuori-WRz5vG-Obra Menor 16 2017 Santa Maria la Paz-2,ocds-lcuori-WRz5vG-Obra Menor 16 2017 Santa Maria la Paz-2/5,WRz5vG-Obra Menor 16 2017 Santa Maria la Paz-2,143724,http://h1.honducompras.gob.hn/Docs/Lic654Obra%20Menor%2016%202017%20Santa%20Maria%20la%20Paz803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2019-12-13T08:23:03.780000-06:00
ocds-lcuori-KLg9wR-LPN-002-2017-DA-2,ocds-lcuori-KLg9wR-LPN-002-2017-DA-2/3,KLg9wR-LPN-002-2017-DA-2,113551,http://h1.honducompras.gob.hn/Docs/Lic175LPN-002-2017-DA804-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-04T07:57:29.427000-06:00
ocds-lcuori-KLg9wR-LPN-003-2017-DA-2,ocds-lcuori-KLg9wR-LPN-003-2017-DA-2/3,KLg9wR-LPN-003-2017-DA-2,113554,http://h1.honducompras.gob.hn/Docs/Lic175LPN-003-2017-DA805-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-04T08:06:44.713000-06:00
ocds-lcuori-2Lmz0G-LPN-005-2018-2,ocds-lcuori-2Lmz0G-LPN-005-2018-2/3,2Lmz0G-LPN-005-2018-2,115684,http://h1.honducompras.gob.hn/Docs/Lic165LPN-005-2018803-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-15T15:57:42.573000-06:00
ocds-lcuori-4LOxWG-10-2018-2,ocds-lcuori-4LOxWG-10-2018-2/3,4LOxWG-10-2018-2,114902,http://h1.honducompras.gob.hn/Docs/Lic8310-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-05-02T13:46:53.593000-06:00
ocds-lcuori-4LOxWG-11-2018-2,ocds-lcuori-4LOxWG-11-2018-2/3,4LOxWG-11-2018-2,114731,http://h1.honducompras.gob.hn/Docs/Lic8311-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-04-26T08:48:43.647000-06:00
ocds-lcuori-2LmqDL-LPrNO-42-AMDC-44-2018-2,ocds-lcuori-2LmqDL-LPrNO-42-AMDC-44-2018-2/3,2LmqDL-LPrNO-42-AMDC-44-2018-2,123253,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-42-AMDC-44-2018805-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-10-12T10:15:11.450000-06:00
ocds-lcuori-4LOxWG-12-2018-2,ocds-lcuori-4LOxWG-12-2018-2/3,4LOxWG-12-2018-2,111411,http://h1.honducompras.gob.hn/Docs/Lic8312-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-02-12T14:25:38.507000-06:00
ocds-lcuori-4LOxWG-12-2018-2,ocds-lcuori-4LOxWG-12-2018-2/3,4LOxWG-12-2018-2,111412,http://h1.honducompras.gob.hn/Docs/Lic8312-2018802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2018-02-12T14:26:05.907000-06:00
