ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-PLe6mG-HSR-LP-010-2020-2,ocds-lcuori-PLe6mG-HSR-LP-010-2020-2/2,PLe6mG-HSR-LP-010-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLkVEr-CD-CONADEH-003-2020-2,ocds-lcuori-gLkVEr-CD-CONADEH-003-2020-2/2,gLkVEr-CD-CONADEH-003-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10006546-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006546-IHSS-SPS-1/3,vGZWNR-10006546-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjYzr-CM-038-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-038-MSFYC-2020-1/4,oLjYzr-CM-038-MSFYC-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-DRW55L-03-CM-SETUR-2020-1,ocds-lcuori-DRW55L-03-CM-SETUR-2020-1/3,DRW55L-03-CM-SETUR-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P.008-2020-2,ocds-lcuori-grxXEr-L.P.008-2020-2/2,grxXEr-L.P.008-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8Q5r-54-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-54-CM-IHT-2020-1/3,PR8Q5r-54-CM-IHT-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47ar-LP-HSMO-01-2020-2,ocds-lcuori-8L47ar-LP-HSMO-01-2020-2/2,8L47ar-LP-HSMO-01-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjYzr-CM-043-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-043-MSFYC-2020-1/3,oLjYzr-CM-043-MSFYC-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-003-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-003-2020-1/2,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-003-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47ar-LP-HSMO-24-06-2020-2,ocds-lcuori-8L47ar-LP-HSMO-24-06-2020-2/2,8L47ar-LP-HSMO-24-06-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-027-2020-2,ocds-lcuori-MrMagr-LP-027-2020-2/2,MrMagr-LP-027-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-030-2020-2,ocds-lcuori-MrMagr-LP-030-2020-2/2,MrMagr-LP-030-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-034-2020-2,ocds-lcuori-MrMagr-LP-034-2020-2/2,MrMagr-LP-034-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-039-2020-2,ocds-lcuori-MrMagr-LP-039-2020-2/2,MrMagr-LP-039-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaB9r-CM-02-UNAH-DCUROC-2020-1,ocds-lcuori-1RaB9r-CM-02-UNAH-DCUROC-2020-1/2,1RaB9r-CM-02-UNAH-DCUROC-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8Q5r-64-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-64-CM-IHT-2020-1/4,PR8Q5r-64-CM-IHT-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaMPR-CD-BID-3815-01-2020-2,ocds-lcuori-1RaMPR-CD-BID-3815-01-2020-2/3,1RaMPR-CD-BID-3815-01-2020-2,3-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-2LmqDL-CPuNO-09-AMDC-120-2019-2,ocds-lcuori-2LmqDL-CPuNO-09-AMDC-120-2019-2/2,2LmqDL-CPuNO-09-AMDC-120-2019-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPuNBS-04-AMDC-11-2020-2,ocds-lcuori-2LmqDL-LPuNBS-04-AMDC-11-2020-2/2,2LmqDL-LPuNBS-04-AMDC-11-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-040-2020-2,ocds-lcuori-MrMagr-LP-040-2020-2/2,MrMagr-LP-040-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-044-2020-2,ocds-lcuori-MrMagr-LP-044-2020-2/2,MrMagr-LP-044-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-SDO-001-SSIS-BM-6401-2020-2,ocds-lcuori-yRl6pL-SDO-001-SSIS-BM-6401-2020-2/5,yRl6pL-SDO-001-SSIS-BM-6401-2020-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-0rwyzG-MSPS-GI-04-2020-2,ocds-lcuori-0rwyzG-MSPS-GI-04-2020-2/3,0rwyzG-MSPS-GI-04-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-LPN 002 2020-2,ocds-lcuori-gRN9jG-LPN 002 2020-2/2,gRN9jG-LPN 002 2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-021-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-021-2020-1/3,4LOV1r-DICTA FUENTE 11-CM-MD-021-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P. HSF-017-2020-2,ocds-lcuori-grxXEr-L.P. HSF-017-2020-2/2,grxXEr-L.P. HSF-017-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOV1r-DICTA FUENTE 12-CM-MD-001-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 12-CM-MD-001-2020-1/2,4LOV1r-DICTA FUENTE 12-CM-MD-001-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-15-01-2020-2,ocds-lcuori-wrVn3r-15-01-2020-2/2,wrVn3r-15-01-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-15-02-2020-2,ocds-lcuori-wrVn3r-15-02-2020-2/2,wrVn3r-15-02-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-15-04-2020-2,ocds-lcuori-wrVn3r-15-04-2020-2/2,wrVn3r-15-04-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-15-05-2020-2,ocds-lcuori-wrVn3r-15-05-2020-2/2,wrVn3r-15-05-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P-HSF-020-2020-2,ocds-lcuori-grxXEr-L.P-HSF-020-2020-2/1,grxXEr-L.P-HSF-020-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ZGqW9r-LPN-IPM-05-2020-2,ocds-lcuori-ZGqW9r-LPN-IPM-05-2020-2/2,ZGqW9r-LPN-IPM-05-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLj5br-LPN-2020-001-2,ocds-lcuori-oLj5br-LPN-2020-001-2/1,oLj5br-LPN-2020-001-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P-HSF-021-2020-2,ocds-lcuori-grxXEr-L.P-HSF-021-2020-2/1,grxXEr-L.P-HSF-021-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P-HSF-022-2020-2,ocds-lcuori-grxXEr-L.P-HSF-022-2020-2/1,grxXEr-L.P-HSF-022-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L42ZR-L.P 01-2020-2,ocds-lcuori-8L42ZR-L.P 01-2020-2/2,8L42ZR-L.P 01-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEvMR-HMM-C 04-2020-1,ocds-lcuori-mGEvMR-HMM-C 04-2020-1/2,mGEvMR-HMM-C 04-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEvMR-HMM-C 05-2020-1,ocds-lcuori-mGEvMR-HMM-C 05-2020-1/3,mGEvMR-HMM-C 05-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 004-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 004-2020-2/1,7GX7XL-GESALUD-BID 4619-EI 004-2020-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-mGEvMR-HMM-C 07-2020-1,ocds-lcuori-mGEvMR-HMM-C 07-2020-1/4,mGEvMR-HMM-C 07-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEvMR-HMM-C 09-2020-1,ocds-lcuori-mGEvMR-HMM-C 09-2020-1/3,mGEvMR-HMM-C 09-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLn2nL-LPR-CP-001-2020-2,ocds-lcuori-gLn2nL-LPR-CP-001-2020-2/3,gLn2nL-LPR-CP-001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQnAG-LP- Nº002-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº002-HGS-2020-2/1,MLQnAG-LP- Nº002-HGS-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQnAG-LP- Nº003-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº003-HGS-2020-2/1,MLQnAG-LP- Nº003-HGS-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-57-2020-2,ocds-lcuori-4LOxWG-57-2020-2/1,4LOxWG-57-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-58-2020-2,ocds-lcuori-4LOxWG-58-2020-2/1,4LOxWG-58-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P-HSF-023-2020-2,ocds-lcuori-grxXEr-L.P-HSF-023-2020-2/1,grxXEr-L.P-HSF-023-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P-HSF-024-2020-2,ocds-lcuori-grxXEr-L.P-HSF-024-2020-2/1,grxXEr-L.P-HSF-024-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLnAqr-LPN NO. 03-2020-2,ocds-lcuori-gLnAqr-LPN NO. 03-2020-2/1,gLnAqr-LPN NO. 03-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLnAqr-LPN  02-2020-2,ocds-lcuori-gLnAqr-LPN  02-2020-2/1,gLnAqr-LPN  02-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzJbR-LPN-ADUANAS-003-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-003-2020-2/1,WRzJbR-LPN-ADUANAS-003-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzJbR-LPN-ADUANAS-004-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-004-2020-2/1,WRzJbR-LPN-ADUANAS-004-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzJbR-LPN-ADUANAS-005-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-005-2020-2/1,WRzJbR-LPN-ADUANAS-005-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzJbR-LP-ADUANAS-001-2020-2,ocds-lcuori-WRzJbR-LP-ADUANAS-001-2020-2/1,WRzJbR-LP-ADUANAS-001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzJbR-LPN-ADUANAS-002-2020-2,ocds-lcuori-WRzJbR-LPN-ADUANAS-002-2020-2/1,WRzJbR-LPN-ADUANAS-002-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orveZR-LP-RDC-02-2020-2,ocds-lcuori-orveZR-LP-RDC-02-2020-2/1,orveZR-LP-RDC-02-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-LPN-002-2020-2,ocds-lcuori-vGZWNR-LPN-002-2020-2/1,vGZWNR-LPN-002-2020-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-MLQnAG-LP- Nº004-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº004-HGS-2020-2/1,MLQnAG-LP- Nº004-HGS-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQnAG-LP- Nº005-HGS-2020-2,ocds-lcuori-MLQnAG-LP- Nº005-HGS-2020-2/1,MLQnAG-LP- Nº005-HGS-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.31-2019-SEAF-UNAH-2/2,orvkNL-LPN No.31-2019-SEAF-UNAH-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-15-08-2020-2,ocds-lcuori-wrVn3r-15-08-2020-2/1,wrVn3r-15-08-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-15-09-2020-2,ocds-lcuori-wrVn3r-15-09-2020-2/1,wrVn3r-15-09-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 001-2020-HO-2,ocds-lcuori-8L47Pr-L-P 001-2020-HO-2/2,8L47Pr-L-P 001-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-LP-002-2020-HO-2,ocds-lcuori-8L47Pr-LP-002-2020-HO-2/2,8L47Pr-LP-002-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 003-2020-HO-2,ocds-lcuori-8L47Pr-L-P 003-2020-HO-2/2,8L47Pr-L-P 003-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-CD-002-2020-HO-1,ocds-lcuori-8L47Pr-CD-002-2020-HO-1/2,8L47Pr-CD-002-2020-HO-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-LP-006-2020-HO-2,ocds-lcuori-8L47Pr-LP-006-2020-HO-2/2,8L47Pr-LP-006-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-CD-003-2020-HO-1,ocds-lcuori-8L47Pr-CD-003-2020-HO-1/2,8L47Pr-CD-003-2020-HO-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-CD-004-2020-HO-1,ocds-lcuori-8L47Pr-CD-004-2020-HO-1/2,8L47Pr-CD-004-2020-HO-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-CD-005-2020-HO-1,ocds-lcuori-8L47Pr-CD-005-2020-HO-1/2,8L47Pr-CD-005-2020-HO-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 009-2020-HO-2,ocds-lcuori-8L47Pr-L-P 009-2020-HO-2/2,8L47Pr-L-P 009-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-CD-006-2020-HO-1,ocds-lcuori-8L47Pr-CD-006-2020-HO-1/2,8L47Pr-CD-006-2020-HO-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-LP-010-2020-HO-2,ocds-lcuori-8L47Pr-LP-010-2020-HO-2/3,8L47Pr-LP-010-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRNDyL-005-03-2020-2,ocds-lcuori-gRNDyL-005-03-2020-2/1,gRNDyL-005-03-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRNDyL-006-03-2020-2,ocds-lcuori-gRNDyL-006-03-2020-2/1,gRNDyL-006-03-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-LP-011-2020-HO-2,ocds-lcuori-8L47Pr-LP-011-2020-HO-2/1,8L47Pr-LP-011-2020-HO-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-LP-012-2020-HO-2,ocds-lcuori-8L47Pr-LP-012-2020-HO-2/1,8L47Pr-LP-012-2020-HO-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLg9wR-CPR-001-2020-DA-2,ocds-lcuori-KLg9wR-CPR-001-2020-DA-2/1,KLg9wR-CPR-001-2020-DA-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2,ocds-lcuori-JLKbbr-STSS-LPN-001-2020-2/2,JLKbbr-STSS-LPN-001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEvMR-HMM-C 11-2020-1,ocds-lcuori-mGEvMR-HMM-C 11-2020-1/3,mGEvMR-HMM-C 11-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7rBxpG-LPública No.08-2020-2,ocds-lcuori-7rBxpG-LPública No.08-2020-2/3,7rBxpG-LPública No.08-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2/3,7GX7XL-GESALUD-BID 4619-EI FIRMAS 001-2020-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-JLKQxR-LP 001-2020-2,ocds-lcuori-JLKQxR-LP 001-2020-2/3,JLKQxR-LP 001-2020-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQ18L-HBCBH-01-2020-2,ocds-lcuori-MLQ18L-HBCBH-01-2020-2/1,MLQ18L-HBCBH-01-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXor-LIC -HAME -022-2020-2,ocds-lcuori-grxXor-LIC -HAME -022-2020-2/3,grxXor-LIC -HAME -022-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXor-LIC -HAME023-2020-2,ocds-lcuori-grxXor-LIC -HAME023-2020-2/3,grxXor-LIC -HAME023-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXor-LIC -023-HAME-2020-2,ocds-lcuori-grxXor-LIC -023-HAME-2020-2/3,grxXor-LIC -023-HAME-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLP5KG-CI 014 2020-2,ocds-lcuori-NLP5KG-CI 014 2020-2/1,NLP5KG-CI 014 2020-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-JL7W2L-1601-2020-1,ocds-lcuori-JL7W2L-1601-2020-1/3,JL7W2L-1601-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 005-2020-HO-2,ocds-lcuori-8L47Pr-L-P 005-2020-HO-2/2,8L47Pr-L-P 005-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PGJpAr-008-2020-2,ocds-lcuori-PGJpAr-008-2020-2/2,PGJpAr-008-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PGJpAr-009-2020-2,ocds-lcuori-PGJpAr-009-2020-2/2,PGJpAr-009-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOpdG-LPN-NO.008-2020-RNP-2,ocds-lcuori-4LOpdG-LPN-NO.008-2020-RNP-2/1,4LOpdG-LPN-NO.008-2020-RNP-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOpdG-LPN-NO.009-2020-RNP-2,ocds-lcuori-4LOpdG-LPN-NO.009-2020-RNP-2/1,4LOpdG-LPN-NO.009-2020-RNP-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 019-2020-HO-2,ocds-lcuori-8L47Pr-L-P 019-2020-HO-2/1,8L47Pr-L-P 019-2020-HO-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpngL-001-2020-2,ocds-lcuori-ERpngL-001-2020-2/3,ERpngL-001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpngL-LP-002-2020-2,ocds-lcuori-ERpngL-LP-002-2020-2/3,ERpngL-LP-002-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDVyL-Licitación Pública 003-2020-2,ocds-lcuori-jRDVyL-Licitación Pública 003-2020-2/3,jRDVyL-Licitación Pública 003-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-LP-007-2020-HO-2,ocds-lcuori-8L47Pr-LP-007-2020-HO-2/2,8L47Pr-LP-007-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 005-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 005-2020-2/1,7GX7XL-GESALUD-BID 4619-EI 005-2020-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-jRDkQG-CM-047-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-047-2020-HNMCR-2/1,jRDkQG-CM-047-2020-HNMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-048-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-048-2020-HNMCR-2/1,jRDkQG-CM-048-2020-HNMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 020-2020-HO-2,ocds-lcuori-8L47Pr-L-P 020-2020-HO-2/1,8L47Pr-L-P 020-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-049-2020-HMCR-2,ocds-lcuori-jRDkQG-CM-049-2020-HMCR-2/1,jRDkQG-CM-049-2020-HMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-050-2020-HMCR-2,ocds-lcuori-jRDkQG-CM-050-2020-HMCR-2/1,jRDkQG-CM-050-2020-HMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRz5vG-LPN. 17.2019 SALAMÁ-2,ocds-lcuori-WRz5vG-LPN. 17.2019 SALAMÁ-2/1,WRz5vG-LPN. 17.2019 SALAMÁ-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-LPN No.010-2019-ss-2,ocds-lcuori-Zr5B9L-LPN No.010-2019-ss-2/5,Zr5B9L-LPN No.010-2019-ss-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JL7OdL-LP 007-2020 FHLMV-2,ocds-lcuori-JL7OdL-LP 007-2020 FHLMV-2/2,JL7OdL-LP 007-2020 FHLMV-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-CI-010-SSIS-BM-6401-2020-2,ocds-lcuori-yRl6pL-CI-010-SSIS-BM-6401-2020-2/2,yRl6pL-CI-010-SSIS-BM-6401-2020-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-mGEvMR-HMM-C 06-2020-1,ocds-lcuori-mGEvMR-HMM-C 06-2020-1/3,mGEvMR-HMM-C 06-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEvMR-HMM-C 10-2020-1,ocds-lcuori-mGEvMR-HMM-C 10-2020-1/3,mGEvMR-HMM-C 10-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-L-P 004-2020-HO-2,ocds-lcuori-8L47Pr-L-P 004-2020-HO-2/2,8L47Pr-L-P 004-2020-HO-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Er6jdr-PGRD-04-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-04-LPN-B-2020-2/2,Er6jdr-PGRD-04-LPN-B-2020-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-vGZWNR-CPCPT-001-2020-IHSS-2,ocds-lcuori-vGZWNR-CPCPT-001-2020-IHSS-2/2,vGZWNR-CPCPT-001-2020-IHSS-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-vGZWNR-CD-IHSS-020-2020-2,ocds-lcuori-vGZWNR-CD-IHSS-020-2020-2/1,vGZWNR-CD-IHSS-020-2020-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-NLP5KG-CI 016 2020-2,ocds-lcuori-NLP5KG-CI 016 2020-2/1,NLP5KG-CI 016 2020-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
