ocid,id,parties/0/id,parties/0/memberOf/0/id,parties/0/memberOf/0/name
ocds-lcuori-7GXEMR-SENPRENDE-CM-0017-2020-1,ocds-lcuori-7GXEMR-SENPRENDE-CM-0017-2020-1/1,7GXEMR-7G31vr,7G31vr,Servicio Nacional de Emprendimiento y Pequeños Negocios
ocds-lcuori-gGyD4L-CM-109-MAT-HE-2020-B-1,ocds-lcuori-gGyD4L-CM-109-MAT-HE-2020-B-1/1,gGyD4L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Zr56vL-Cot.000097-2020-1,ocds-lcuori-Zr56vL-Cot.000097-2020-1/1,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-gRN9jG-LPN SS FAHSL 003 2020-2,ocds-lcuori-gRN9jG-LPN SS FAHSL 003 2020-2/1,gRN9jG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-Zr56vL-Cot.000098-2020-1,ocds-lcuori-Zr56vL-Cot.000098-2020-1/1,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-Zr56vL-Cot.000100-2020-1,ocds-lcuori-Zr56vL-Cot.000100-2020-1/2,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-Zr56vL-Cot.0000101-2020-1,ocds-lcuori-Zr56vL-Cot.0000101-2020-1/1,Zr56vL-jRDdVR,jRDdVR,Instituto Nacional de Formación Profesional
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-002-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-002-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
"ocds-lcuori-ERpWgG-COTIZACION No,SRECI-081-2020-1","ocds-lcuori-ERpWgG-COTIZACION No,SRECI-081-2020-1/1",ERpWgG-Er6JrN,Er6JrN,Secretaría de Relaciones Exteriores y Cooperación Internacional
ocds-lcuori-gGyD4L-CM-91-2020-MQ-HE-1,ocds-lcuori-gGyD4L-CM-91-2020-MQ-HE-1/1,gGyD4L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-grxobR-CM-03-UNAH-UNAH-FQF-2020-1,ocds-lcuori-grxobR-CM-03-UNAH-UNAH-FQF-2020-1/1,grxobR-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-kG1ger-CM-022-ENP-2020-1,ocds-lcuori-kG1ger-CM-022-ENP-2020-1/1,kG1ger-1Ra6lr,1Ra6lr,Empresa Nacional Portuaria
ocds-lcuori-grxobR-CM-04-UNAH-FQF-2020-1,ocds-lcuori-grxobR-CM-04-UNAH-FQF-2020-1/1,grxobR-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-JLKQxR-COT 001-2020-1,ocds-lcuori-JLKQxR-COT 001-2020-1/1,JLKQxR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-MLQnAG-LP-Nº006-HGS-2020-2,ocds-lcuori-MLQnAG-LP-Nº006-HGS-2020-2/1,MLQnAG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-101-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-101-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-MLQnAG-CM-Nº14-2020-HGS-1,ocds-lcuori-MLQnAG-CM-Nº14-2020-HGS-1/1,MLQnAG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-102-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-102-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-2LmqDL-CMA-0109-2020-1,ocds-lcuori-2LmqDL-CMA-0109-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-kG1ger-SM-010-ENP-2020-1,ocds-lcuori-kG1ger-SM-010-ENP-2020-1/1,kG1ger-1Ra6lr,1Ra6lr,Empresa Nacional Portuaria
ocds-lcuori-MrMPYR-059-2020-1,ocds-lcuori-MrMPYR-059-2020-1/1,MrMPYR-grxELe,grxELe,Comisión Nacional de Bancos y Seguros
ocds-lcuori-7rBMpR-CM-003-FCNH-2020-1,ocds-lcuori-7rBMpR-CM-003-FCNH-2020-1/1,7rBMpR-lRo22G,lRo22G,Ferrocarril Nacional de Honduras
ocds-lcuori-jRDVyL-BANHP_093_2020-1,ocds-lcuori-jRDVyL-BANHP_093_2020-1/1,jRDVyL-kG1ADG,kG1ADG,Banco Hondureño para la Producción y la Vivienda
ocds-lcuori-8L47Pr-CD-011-2020-HO-1,ocds-lcuori-8L47Pr-CD-011-2020-HO-1/1,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvPDG-CM-018-HGA-2020-1,ocds-lcuori-orvPDG-CM-018-HGA-2020-1/1,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-103-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-103-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-orvPDG-CM-019-HGA-2020-1,ocds-lcuori-orvPDG-CM-019-HGA-2020-1/1,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvPDG-CM-020-HGA-2020-1,ocds-lcuori-orvPDG-CM-020-HGA-2020-1/1,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-gGyD4L-CM-PED-110-2020-MQ-HE-1,ocds-lcuori-gGyD4L-CM-PED-110-2020-MQ-HE-1/1,gGyD4L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-KLg9wR-CM-INJUPEMP-RP-076-2020-1,ocds-lcuori-KLg9wR-CM-INJUPEMP-RP-076-2020-1/1,KLg9wR-8L4pPL,8L4pPL,Instituto Nacional de Jubilaciones y Pensiones de los Empleados Públicos
ocds-lcuori-2LmqDL-CMA-031-A-2020-1,ocds-lcuori-2LmqDL-CMA-031-A-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-gGyD4L-CM-99-2020-MQ-HE-1,ocds-lcuori-gGyD4L-CM-99-2020-MQ-HE-1/1,gGyD4L-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-orvPDG-CM-021-HGA-2020-1,ocds-lcuori-orvPDG-CM-021-HGA-2020-1/1,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-2LmqDL-CMA-031-B-2020-1,ocds-lcuori-2LmqDL-CMA-031-B-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-8L47Pr-CD-012-2020-HO-1,ocds-lcuori-8L47Pr-CD-012-2020-HO-1/1,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-2LmqDL-CMA-0144-2020-1,ocds-lcuori-2LmqDL-CMA-0144-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0159-2020-1,ocds-lcuori-2LmqDL-CMA-0159-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0172-2020-1,ocds-lcuori-2LmqDL-CMA-0172-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-8L47Pr-CD-013-2020-HO-1,ocds-lcuori-8L47Pr-CD-013-2020-HO-1/1,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-2LmqDL-CMA-0157-2020-1,ocds-lcuori-2LmqDL-CMA-0157-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-8L47Pr-CD-014-2020-HO-1,ocds-lcuori-8L47Pr-CD-014-2020-HO-1/1,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-104-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-104-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-2LmqDL-CMA-0142-2020-1,ocds-lcuori-2LmqDL-CMA-0142-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-105-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-105-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-orvPDG-CM-022-HGA-2020-1,ocds-lcuori-orvPDG-CM-022-HGA-2020-1/1,orvPDG-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-003-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-003-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-004-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-004-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-005-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-005-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-006-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-006-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-007-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-007-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-008-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-008-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-106-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-106-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-8L47Pr-COT. 015-2020-HO-1,ocds-lcuori-8L47Pr-COT. 015-2020-HO-1/1,8L47Pr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-009-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-009-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-010-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-010-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-011-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-011-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-7GX4eG-024-2020-1,ocds-lcuori-7GX4eG-024-2020-1/1,7GX4eG-4LOWLg,4LOWLg,Instituto Nacional de Estadística
ocds-lcuori-ZGqbBR-AMPC-GAF-SP-012-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-SP-012-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-107-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-107-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-108-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-108-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-7GX4eG-025-2020-1,ocds-lcuori-7GX4eG-025-2020-1/1,7GX4eG-4LOWLg,4LOWLg,Instituto Nacional de Estadística
ocds-lcuori-ZGqbBR-AMPC-GAF-CM-109-2020-1,ocds-lcuori-ZGqbBR-AMPC-GAF-CM-109-2020-1/1,ZGqbBR-wrVA9R,wrVA9R,Alcaldía Municipal de Puerto Cortes
ocds-lcuori-1RaElR-024-2020-1,ocds-lcuori-1RaElR-024-2020-1/2,1RaElR-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-2LmqDL-CMA-0158-2020-1,ocds-lcuori-2LmqDL-CMA-0158-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0156-2020-1,ocds-lcuori-2LmqDL-CMA-0156-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0125-2020-1,ocds-lcuori-2LmqDL-CMA-0125-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0126-2020-1,ocds-lcuori-2LmqDL-CMA-0126-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0111-B-2020-1,ocds-lcuori-2LmqDL-CMA-0111-B-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0235-2020-1,ocds-lcuori-2LmqDL-CMA-0235-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-050-2020-1,ocds-lcuori-2LmqDL-CMA-050-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-092-2020-1,ocds-lcuori-2LmqDL-CMA-092-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0203-2020-1,ocds-lcuori-2LmqDL-CMA-0203-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-0168-2020-1,ocds-lcuori-2LmqDL-CMA-0168-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-071-2020-1,ocds-lcuori-2LmqDL-CMA-071-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-orvkNL-LPN No.11-2020-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.11-2020-SEAF-UNAH-2/2,orvkNL-PGJALo,PGJALo,Universidad Nacional Autónoma de Honduras
ocds-lcuori-Er6jdr-PGRD-02-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-02-LPN-B-2020-2/3,Er6jdr-wrV3LP,wrV3LP,Comisión Permanente de Contingencias
ocds-lcuori-Er6jdr-PGRD-03-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-03-LPN-B-2020-2/3,Er6jdr-wrV3LP,wrV3LP,Comisión Permanente de Contingencias
ocds-lcuori-Er6jdr-PGRD-05-LPN-B-2020-2,ocds-lcuori-Er6jdr-PGRD-05-LPN-B-2020-2/3,Er6jdr-wrV3LP,wrV3LP,Comisión Permanente de Contingencias
ocds-lcuori-7GXbbr-CM-MCH-0068-0020-1,ocds-lcuori-7GXbbr-CM-MCH-0068-0020-1/1,7GXbbr-orvovL,orvovL,Alcaldía Municipal de Choloma
ocds-lcuori-oLjYzr-CM-056-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-056-MSFYC-2020-1/2,oLjYzr-NrdZlG,NrdZlG,Alcaldía Municipal de San Francisco de Yojoa
ocds-lcuori-8L4YaG-CM-0014-INA-2020-1,ocds-lcuori-8L4YaG-CM-0014-INA-2020-1/1,8L4YaG-KLgNr8,KLgNr8,Instituto Nacional Agrario
ocds-lcuori-8L4YaG-CM-0015-INA-2020-1,ocds-lcuori-8L4YaG-CM-0015-INA-2020-1/1,8L4YaG-KLgNr8,KLgNr8,Instituto Nacional Agrario
ocds-lcuori-yRl6pL-CP-005-SSIS-BID-37233-2020-1,ocds-lcuori-yRl6pL-CP-005-SSIS-BID-37233-2020-1/1,yRl6pL-kR05rP,kR05rP,Programa de Asignación Familiar
ocds-lcuori-MLQqoL-comp 18-1,ocds-lcuori-MLQqoL-comp 18-1/1,MLQqoL-DL9pqr,DL9pqr,Alcaldía Municipal de Marcovia
ocds-lcuori-MLQqoL-comp 19-1,ocds-lcuori-MLQqoL-comp 19-1/1,MLQqoL-DL9pqr,DL9pqr,Alcaldía Municipal de Marcovia
ocds-lcuori-MLQqoL-comp 20-1,ocds-lcuori-MLQqoL-comp 20-1/1,MLQqoL-DL9pqr,DL9pqr,Alcaldía Municipal de Marcovia
ocds-lcuori-MLQqoL-comp 21-1,ocds-lcuori-MLQqoL-comp 21-1/1,MLQqoL-DL9pqr,DL9pqr,Alcaldía Municipal de Marcovia
ocds-lcuori-PLe00r-CM-CONEANFO-PROELEM-04-2020 A-1,ocds-lcuori-PLe00r-CM-CONEANFO-PROELEM-04-2020 A-1/1,PLe00r-PR8P5R,PR8P5R,Comisión Nacional de Educación Alternativa No Formal
ocds-lcuori-PR8Q5r-02-LP-IHT-2020-2,ocds-lcuori-PR8Q5r-02-LP-IHT-2020-2/1,PR8Q5r-MLQa7L,MLQa7L,Instituto Hondureño de Turismo
ocds-lcuori-2LmqDL-CMA-022-A-2020-1,ocds-lcuori-2LmqDL-CMA-022-A-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-2LmqDL-CMA-022-B-2020-1,ocds-lcuori-2LmqDL-CMA-022-B-2020-1/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-oLjYzr-CM-057-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-057-MSFYC-2020-1/1,oLjYzr-NrdZlG,NrdZlG,Alcaldía Municipal de San Francisco de Yojoa
ocds-lcuori-oLjYzr-CM-058-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-058-MSFYC-2020-1/1,oLjYzr-NrdZlG,NrdZlG,Alcaldía Municipal de San Francisco de Yojoa
ocds-lcuori-oLjYzr-CM-059-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-059-MSFYC-2020-1/1,oLjYzr-NrdZlG,NrdZlG,Alcaldía Municipal de San Francisco de Yojoa
ocds-lcuori-MrMagr-CT-150-2020-1,ocds-lcuori-MrMagr-CT-150-2020-1/1,MrMagr-mrYzL9,mrYzL9,Secretaria de Salud Pública
ocds-lcuori-7GXEMR-SENPRENDE-CM-0018-2020-1,ocds-lcuori-7GXEMR-SENPRENDE-CM-0018-2020-1/1,7GXEMR-7G31vr,7G31vr,Servicio Nacional de Emprendimiento y Pequeños Negocios
ocds-lcuori-7GXEMR-SENPRENDE-CM-0019-2020-1,ocds-lcuori-7GXEMR-SENPRENDE-CM-0019-2020-1/1,7GXEMR-7G31vr,7G31vr,Servicio Nacional de Emprendimiento y Pequeños Negocios
ocds-lcuori-7GXEMR-SENPRENDE-CM-0020-2020-1,ocds-lcuori-7GXEMR-SENPRENDE-CM-0020-2020-1/1,7GXEMR-7G31vr,7G31vr,Servicio Nacional de Emprendimiento y Pequeños Negocios
ocds-lcuori-2LmqDL-CPuNO-08-AMDC-15-2020-2,ocds-lcuori-2LmqDL-CPuNO-08-AMDC-15-2020-2/1,2LmqDL-DL9QxL,DL9QxL,Alcaldía Municipal del Distrito Central
ocds-lcuori-PLeQ0L-CON-MEP-001-20-1,ocds-lcuori-PLeQ0L-CON-MEP-001-20-1/1,PLeQ0L-yRlxYR,yRlxYR,Alcaldía Municipal de El Progreso 
