ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/type,tender/participationFees/0/value/amount
ocds-lcuori-mGEMGM-LPN-SEFIN-013-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-013-2019-2/2,mGEMGM-LPN-SEFIN-013-2019-2,mGEMGM-LPN-SEFIN-013-2019-2,document,200.0
ocds-lcuori-0rwm9G-LPN-01-2020-2,ocds-lcuori-0rwm9G-LPN-01-2020-2/2,0rwm9G-LPN-01-2020-2,0rwm9G-LPN-01-2020-2,document,300.0
ocds-lcuori-vGZ5wL-001-PPBH20/20-ICE/2020-2,ocds-lcuori-vGZ5wL-001-PPBH20/20-ICE/2020-2/2,vGZ5wL-001-PPBH20/20-ICE/2020-2,vGZ5wL-001-PPBH20/20-ICE/2020-2,document,300.0
"ocds-lcuori-vGZ5wL-001-PPBH2020-ICE-2020, -2","ocds-lcuori-vGZ5wL-001-PPBH2020-ICE-2020, -2/6","vGZ5wL-001-PPBH2020-ICE-2020, -2","vGZ5wL-001-PPBH2020-ICE-2020, -2",document,300.0
"ocds-lcuori-vGZ5wL-. 002-PPBH2020-ICE2020, -2","ocds-lcuori-vGZ5wL-. 002-PPBH2020-ICE2020, -2/5","vGZ5wL-. 002-PPBH2020-ICE2020, -2","vGZ5wL-. 002-PPBH2020-ICE2020, -2",document,500.0
ocds-lcuori-XRb4KL-UAP-IP-001-2020-2,ocds-lcuori-XRb4KL-UAP-IP-001-2020-2/4,XRb4KL-UAP-IP-001-2020-2,XRb4KL-UAP-IP-001-2020-2,document,1000.0
ocds-lcuori-vGZWNR-LPN-011-2020-2,ocds-lcuori-vGZWNR-LPN-011-2020-2/2,vGZWNR-LPN-011-2020-2,vGZWNR-LPN-011-2020-2,document,300.0
ocds-lcuori-7rBxpG-LPública No.06-2020-2,ocds-lcuori-7rBxpG-LPública No.06-2020-2/5,7rBxpG-LPública No.06-2020-2,7rBxpG-LPública No.06-2020-2,document,200.0
ocds-lcuori-4LOpdG-LPN-NO.01-2020-RNP-2,ocds-lcuori-4LOpdG-LPN-NO.01-2020-RNP-2/4,4LOpdG-LPN-NO.01-2020-RNP-2,4LOpdG-LPN-NO.01-2020-RNP-2,document,200.0
ocds-lcuori-ZGqbBR-LPN-MPC-GT-03-2020-2,ocds-lcuori-ZGqbBR-LPN-MPC-GT-03-2020-2/5,ZGqbBR-LPN-MPC-GT-03-2020-2,ZGqbBR-LPN-MPC-GT-03-2020-2,document,500.0
ocds-lcuori-2LmqDL-CPuN-01-AMDC-UMAPS-01-2020-2,ocds-lcuori-2LmqDL-CPuN-01-AMDC-UMAPS-01-2020-2/2,2LmqDL-CPuN-01-AMDC-UMAPS-01-2020-2,2LmqDL-CPuN-01-AMDC-UMAPS-01-2020-2,document,500.0
ocds-lcuori-lRo92L-LP-SESAL-HGST-001-2020-2,ocds-lcuori-lRo92L-LP-SESAL-HGST-001-2020-2/3,lRo92L-LP-SESAL-HGST-001-2020-2,lRo92L-LP-SESAL-HGST-001-2020-2,document,609999.0
ocds-lcuori-1RaEMR-LP-HJMG-009-2020-2,ocds-lcuori-1RaEMR-LP-HJMG-009-2020-2/3,1RaEMR-LP-HJMG-009-2020-2,1RaEMR-LP-HJMG-009-2020-2,document,500.0
ocds-lcuori-orvkNL-LPN No.13-2020-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.13-2020-SEAF-UNAH-2/3,orvkNL-LPN No.13-2020-SEAF-UNAH-2,orvkNL-LPN No.13-2020-SEAF-UNAH-2,document,500.0
ocds-lcuori-gRN9jG-LPN 001 2020-2,ocds-lcuori-gRN9jG-LPN 001 2020-2/2,gRN9jG-LPN 001 2020-2,gRN9jG-LPN 001 2020-2,document,300.0
ocds-lcuori-2LmqDL-LPuNBS-02-AMDC-04-2020-2,ocds-lcuori-2LmqDL-LPuNBS-02-AMDC-04-2020-2/2,2LmqDL-LPuNBS-02-AMDC-04-2020-2,2LmqDL-LPuNBS-02-AMDC-04-2020-2,document,500.0
ocds-lcuori-2LmqDL-CPuNO-02-AMDC-05-2020-2,ocds-lcuori-2LmqDL-CPuNO-02-AMDC-05-2020-2/3,2LmqDL-CPuNO-02-AMDC-05-2020-2,2LmqDL-CPuNO-02-AMDC-05-2020-2,document,500.0
ocds-lcuori-2LmqDL-LPuNBS-03-AMDC-10-2020-2,ocds-lcuori-2LmqDL-LPuNBS-03-AMDC-10-2020-2/2,2LmqDL-LPuNBS-03-AMDC-10-2020-2,2LmqDL-LPuNBS-03-AMDC-10-2020-2,document,500.0
ocds-lcuori-vGZWNR-LPN-008-2020-2,ocds-lcuori-vGZWNR-LPN-008-2020-2/4,vGZWNR-LPN-008-2020-2,vGZWNR-LPN-008-2020-2,document,300.0
ocds-lcuori-2LmqDL-LPrNO-02-AMDC-06-2020-2,ocds-lcuori-2LmqDL-LPrNO-02-AMDC-06-2020-2/3,2LmqDL-LPrNO-02-AMDC-06-2020-2,2LmqDL-LPrNO-02-AMDC-06-2020-2,document,200.0
ocds-lcuori-7rBxpG-LPública No.03-2020-2,ocds-lcuori-7rBxpG-LPública No.03-2020-2/6,7rBxpG-LPública No.03-2020-2,7rBxpG-LPública No.03-2020-2,document,200.0
ocds-lcuori-vGZWNR-LPN-001-2020-2,ocds-lcuori-vGZWNR-LPN-001-2020-2/3,vGZWNR-LPN-001-2020-2,vGZWNR-LPN-001-2020-2,document,300.0
ocds-lcuori-mrY1dr-LPN-DNVT-001-2020-2,ocds-lcuori-mrY1dr-LPN-DNVT-001-2020-2/2,mrY1dr-LPN-DNVT-001-2020-2,mrY1dr-LPN-DNVT-001-2020-2,document,300.0
ocds-lcuori-7rBxpG-CPúblico No.01-2020-2,ocds-lcuori-7rBxpG-CPúblico No.01-2020-2/4,7rBxpG-CPúblico No.01-2020-2,7rBxpG-CPúblico No.01-2020-2,document,200.0
ocds-lcuori-orvkNL-LPN No.03-2020-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.03-2020-SEAF-UNAH-2/4,orvkNL-LPN No.03-2020-SEAF-UNAH-2,orvkNL-LPN No.03-2020-SEAF-UNAH-2,document,500.0
