ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/url,awards/0/documents/0/documentType,awards/0/documents/0/format,awards/0/documents/0/description,awards/0/documents/0/title,awards/0/documents/0/datePublished
ocds-lcuori-mGE36r-LPN-GUAL-01-2015-2,ocds-lcuori-mGE36r-LPN-GUAL-01-2015-2/3,mGE36r-LPN-GUAL-01-2015-2,57759,http://h1.honducompras.gob.hn/Docs/Lic442LPN-GUAL-01-2015806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-05T11:21:15.530000-06:00
ocds-lcuori-7rBxpG-CDirecta No.23-2014-2,ocds-lcuori-7rBxpG-CDirecta No.23-2014-2/3,7rBxpG-CDirecta No.23-2014-2,56047,http://h1.honducompras.gob.hn/Docs/Lic123CDirecta%20No.23-2014803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-01-27T16:21:10.830000-06:00
ocds-lcuori-7GX7XL-SS-FM-010-2014-2,ocds-lcuori-7GX7XL-SS-FM-010-2014-2/3,7GX7XL-SS-FM-010-2014-2,62778,http://h1.honducompras.gob.hn/Docs/Lic559SS-FM-010-2014806-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-06-30T14:39:30.937000-06:00
ocds-lcuori-mGEvMR-LPRIV 01-2015-2,ocds-lcuori-mGEvMR-LPRIV 01-2015-2/3,mGEvMR-LPRIV 01-2015-2,57921,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV%2001-2015802-ResoluciondelaAdjudicacion.JPG,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-09T10:21:41.693000-06:00
ocds-lcuori-2LmqDL-CPuNO-01-AMDC-01-2015-2,ocds-lcuori-2LmqDL-CPuNO-01-AMDC-01-2015-2/4,2LmqDL-CPuNO-01-AMDC-01-2015-2,82527,http://h1.honducompras.gob.hn/Docs/Lic221CPuNO-01-AMDC-01-2015807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-08-01T16:55:56.623000-06:00
ocds-lcuori-JL7W2L-LP 001-2015-2,ocds-lcuori-JL7W2L-LP 001-2015-2/3,JL7W2L-LP 001-2015-2,57002,http://h1.honducompras.gob.hn/Docs/Lic643LP%20001-2015803-ResoluciondelaAdjudicacion.doc,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-19T14:10:02.443000-06:00
ocds-lcuori-2LmqDL-COT-04-AMDC-2014-2,ocds-lcuori-2LmqDL-COT-04-AMDC-2014-2/3,2LmqDL-COT-04-AMDC-2014-2,55818,http://h1.honducompras.gob.hn/Docs/Lic221COT-04-AMDC-2014803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-01-16T09:13:08.053000-06:00
ocds-lcuori-jRDkVG-LP-02-2015-2,ocds-lcuori-jRDkVG-LP-02-2015-2/3,jRDkVG-LP-02-2015-2,55947,http://h1.honducompras.gob.hn/Docs/Lic92LP-02-2015803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-01-23T10:36:05.910000-06:00
ocds-lcuori-WRzdbL-LP-006-2015-HT-2,ocds-lcuori-WRzdbL-LP-006-2015-HT-2/3,WRzdbL-LP-006-2015-HT-2,60579,http://h1.honducompras.gob.hn/Docs/Lic98LP-006-2015-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-05-15T14:53:49.317000-06:00
ocds-lcuori-kR2qdG-LP-14-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-14-HRSC-2015-2/3,kR2qdG-LP-14-HRSC-2015-2,62716,http://h1.honducompras.gob.hn/Docs/Lic102LP-14-HRSC-2015802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-06-30T08:35:50.377000-06:00
ocds-lcuori-MrMagr-LP-003-2015-2,ocds-lcuori-MrMagr-LP-003-2015-2/3,MrMagr-LP-003-2015-2,59164,http://h1.honducompras.gob.hn/Docs/Lic84LP-003-2015802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-04-09T14:55:43.503000-06:00
ocds-lcuori-7GX7XL-AEIFirmas2743BLHO0012015-2,ocds-lcuori-7GX7XL-AEIFirmas2743BLHO0012015-2/3,7GX7XL-AEIFirmas2743BLHO0012015-2,71494,http://h1.honducompras.gob.hn/Docs/Lic559AEIFirmas2743BLHO0012015802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-02-09T12:07:21.300000-06:00
ocds-lcuori-JLKAbR-001-2015 IHAH- Embajada de Japon-2,ocds-lcuori-JLKAbR-001-2015 IHAH- Embajada de Japon-2/3,JLKAbR-001-2015 IHAH- Embajada de Japon-2,59377,http://h1.honducompras.gob.hn/Docs/Lic179001-2015%20IHAH-%20Embajada%20de%20Japon803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-04-16T13:04:52.043000-06:00
ocds-lcuori-lRo92L-06-2,ocds-lcuori-lRo92L-06-2/3,lRo92L-06-2,59614,http://h1.honducompras.gob.hn/Docs/Lic8906803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-04-21T14:06:52.680000-06:00
ocds-lcuori-orvPDG-LP-035-ONCAE-2015-2,ocds-lcuori-orvPDG-LP-035-ONCAE-2015-2/3,orvPDG-LP-035-ONCAE-2015-2,60816,http://h1.honducompras.gob.hn/Docs/Lic95LP-035-ONCAE-2015803-ResoluciondelaAdjudicacion.tif,awardNotice,image/tiff,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-05-21T15:07:44.593000-06:00
ocds-lcuori-jRDkQG-HMCR-003-2015-2,ocds-lcuori-jRDkQG-HMCR-003-2015-2/3,jRDkQG-HMCR-003-2015-2,57243,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-003-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-24T10:20:30.430000-06:00
ocds-lcuori-jRDkQG-HMCR-006-2015-2,ocds-lcuori-jRDkQG-HMCR-006-2015-2/3,jRDkQG-HMCR-006-2015-2,57236,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-006-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-24T10:16:34.213000-06:00
ocds-lcuori-jRDkQG-HMCR-011-2015-2,ocds-lcuori-jRDkQG-HMCR-011-2015-2/3,jRDkQG-HMCR-011-2015-2,57641,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-011-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-03T09:57:48.983000-06:00
ocds-lcuori-jRDkQG-HMCR-018-2015-2,ocds-lcuori-jRDkQG-HMCR-018-2015-2/3,jRDkQG-HMCR-018-2015-2,57633,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-018-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-03T09:52:30.270000-06:00
ocds-lcuori-jRDkQG-HMCR-021-2015-2,ocds-lcuori-jRDkQG-HMCR-021-2015-2/3,jRDkQG-HMCR-021-2015-2,57222,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-021-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-24T10:04:23.003000-06:00
ocds-lcuori-jRDkQG-HMCR-023-2015-2,ocds-lcuori-jRDkQG-HMCR-023-2015-2/3,jRDkQG-HMCR-023-2015-2,57218,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-023-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-24T09:57:32.530000-06:00
ocds-lcuori-ZGqW9r-LPN-001-IPM-2015-2,ocds-lcuori-ZGqW9r-LPN-001-IPM-2015-2/3,ZGqW9r-LPN-001-IPM-2015-2,59394,http://h1.honducompras.gob.hn/Docs/Lic662LPN-001-IPM-2015802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-04-16T15:18:10.353000-06:00
ocds-lcuori-2LmqDL-LPrNO-01-AMDC-01-2015-2-2,ocds-lcuori-2LmqDL-LPrNO-01-AMDC-01-2015-2-2/4,2LmqDL-LPrNO-01-AMDC-01-2015-2-2,56972,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-01-AMDC-01-2015-2804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-19T10:31:59.157000-06:00
ocds-lcuori-ZGqW9r-LPP-002-IPM-2015-2,ocds-lcuori-ZGqW9r-LPP-002-IPM-2015-2/3,ZGqW9r-LPP-002-IPM-2015-2,67310,http://h1.honducompras.gob.hn/Docs/Lic662LPP-002-IPM-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-10-20T11:39:38.027000-06:00
ocds-lcuori-wrV3LP-LPR-FHIS-26-2014 3er-2,ocds-lcuori-wrV3LP-LPR-FHIS-26-2014 3er-2/3,wrV3LP-LPR-FHIS-26-2014 3er-2,71176,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-26-2014%203er803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-01-26T11:12:53.090000-06:00
ocds-lcuori-0rwm9G-LP 001-2015-2,ocds-lcuori-0rwm9G-LP 001-2015-2/3,0rwm9G-LP 001-2015-2,59092,http://h1.honducompras.gob.hn/Docs/Lic178LP%20001-2015804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-04-08T11:42:56.197000-06:00
ocds-lcuori-wrVn3r-LP-01-HSI-2015-2,ocds-lcuori-wrVn3r-LP-01-HSI-2015-2/3,wrVn3r-LP-01-HSI-2015-2,56699,http://h1.honducompras.gob.hn/Docs/Lic99LP-01-HSI-2015803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-12T22:56:51.557000-06:00
ocds-lcuori-jRDkQG-HMCR-037-2015-2,ocds-lcuori-jRDkQG-HMCR-037-2015-2/4,jRDkQG-HMCR-037-2015-2,57621,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-037-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-03T09:39:44.860000-06:00
ocds-lcuori-jRDkQG-HMCR-038-2015-2,ocds-lcuori-jRDkQG-HMCR-038-2015-2/4,jRDkQG-HMCR-038-2015-2,57749,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-038-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-05T08:10:36.787000-06:00
ocds-lcuori-lRo9xL-LP-3-2015-2,ocds-lcuori-lRo9xL-LP-3-2015-2/3,lRo9xL-LP-3-2015-2,57469,http://h1.honducompras.gob.hn/Docs/Lic101LP-3-2015802-ResoluciondelaAdjudicacion.doc,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-26T14:23:43.460000-06:00
ocds-lcuori-lRo9xL-LP-8-2015-2,ocds-lcuori-lRo9xL-LP-8-2015-2/3,lRo9xL-LP-8-2015-2,56747,http://h1.honducompras.gob.hn/Docs/Lic101LP-8-2015802-ResoluciondelaAdjudicacion.doc,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-14T17:02:09.890000-06:00
ocds-lcuori-jRDkQG-HMCR-049-2015-2,ocds-lcuori-jRDkQG-HMCR-049-2015-2/4,jRDkQG-HMCR-049-2015-2,58111,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-049-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-11T09:27:34.697000-06:00
ocds-lcuori-jRDkQG-HMCR-050-2015-2,ocds-lcuori-jRDkQG-HMCR-050-2015-2/4,jRDkQG-HMCR-050-2015-2,57743,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-050-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-05T08:06:11.737000-06:00
ocds-lcuori-jRDkQG-HMCR-051-2015-2,ocds-lcuori-jRDkQG-HMCR-051-2015-2/4,jRDkQG-HMCR-051-2015-2,57741,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-051-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-05T08:04:53.407000-06:00
ocds-lcuori-jRDkQG-HMCR-052-2015-2,ocds-lcuori-jRDkQG-HMCR-052-2015-2/4,jRDkQG-HMCR-052-2015-2,58008,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-052-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-10T10:00:32.413000-06:00
ocds-lcuori-jRDkQG-HMCR-057-2015-2,ocds-lcuori-jRDkQG-HMCR-057-2015-2/4,jRDkQG-HMCR-057-2015-2,58396,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-057-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-17T09:33:08.607000-06:00
ocds-lcuori-jRDkQG-HMCR-060-2015-2,ocds-lcuori-jRDkQG-HMCR-060-2015-2/3,jRDkQG-HMCR-060-2015-2,58003,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-060-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-10T09:57:09.810000-06:00
ocds-lcuori-jRDkQG-HMCR-064-2015-2,ocds-lcuori-jRDkQG-HMCR-064-2015-2/4,jRDkQG-HMCR-064-2015-2,57999,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-064-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-10T09:54:53.380000-06:00
ocds-lcuori-jRDkQG-HMCR-068-2015-2,ocds-lcuori-jRDkQG-HMCR-068-2015-2/4,jRDkQG-HMCR-068-2015-2,57611,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-068-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-03T09:34:18.320000-06:00
ocds-lcuori-2LAdQr-CPN-FV-RVP-01-2015-2,ocds-lcuori-2LAdQr-CPN-FV-RVP-01-2015-2/4,2LAdQr-CPN-FV-RVP-01-2015-2,60938,http://h1.honducompras.gob.hn/Docs/Lic237CPN-FV-RVP-01-2015804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-05-25T13:26:24.610000-06:00
ocds-lcuori-jRDkQG-HMCR-078-2015-2,ocds-lcuori-jRDkQG-HMCR-078-2015-2/4,jRDkQG-HMCR-078-2015-2,57990,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-078-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-10T09:50:23.223000-06:00
ocds-lcuori-lRo9xL-LP-13-2015-2,ocds-lcuori-lRo9xL-LP-13-2015-2/3,lRo9xL-LP-13-2015-2,56751,http://h1.honducompras.gob.hn/Docs/Lic101LP-13-2015802-ResoluciondelaAdjudicacion.doc,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-14T17:59:46.820000-06:00
ocds-lcuori-grxXEr-LP. 014-15-2,ocds-lcuori-grxXEr-LP. 014-15-2/3,grxXEr-LP. 014-15-2,57244,http://h1.honducompras.gob.hn/Docs/Lic97LP.%20014-15802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-24T10:22:36.057000-06:00
ocds-lcuori-WRzdbL-LP-002-2015-HT-2,ocds-lcuori-WRzdbL-LP-002-2015-HT-2/3,WRzdbL-LP-002-2015-HT-2,56789,http://h1.honducompras.gob.hn/Docs/Lic98LP-002-2015-HT802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-16T13:19:49.637000-06:00
ocds-lcuori-gGy6qR-LPN-CHORTI-01-2015-2,ocds-lcuori-gGy6qR-LPN-CHORTI-01-2015-2/3,gGy6qR-LPN-CHORTI-01-2015-2,59928,http://h1.honducompras.gob.hn/Docs/Lic782LPN-CHORTI-01-2015807-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-04-30T08:58:39.970000-06:00
ocds-lcuori-wrVn3r-LP-24-HSI-2015-2,ocds-lcuori-wrVn3r-LP-24-HSI-2015-2/3,wrVn3r-LP-24-HSI-2015-2,58095,http://h1.honducompras.gob.hn/Docs/Lic99LP-24-HSI-2015803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-10T23:27:22.610000-06:00
ocds-lcuori-lRo9xL-LP-11-2015-2,ocds-lcuori-lRo9xL-LP-11-2015-2/4,lRo9xL-LP-11-2015-2,56938,http://h1.honducompras.gob.hn/Docs/Lic101LP-11-2015802-ResoluciondelaAdjudicacion.doc,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-18T14:47:08.733000-06:00
ocds-lcuori-ERpngL-LP-001-2015-2,ocds-lcuori-ERpngL-LP-001-2015-2/3,ERpngL-LP-001-2015-2,56927,http://h1.honducompras.gob.hn/Docs/Lic644LP-001-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-18T13:28:37.803000-06:00
ocds-lcuori-kR2qqG-HLMV005-15-2,ocds-lcuori-kR2qqG-HLMV005-15-2/3,kR2qqG-HLMV005-15-2,57032,http://h1.honducompras.gob.hn/Docs/Lic90HLMV005-15802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-20T10:46:54.717000-06:00
ocds-lcuori-kR2qqG-HLMV 022-2015-2,ocds-lcuori-kR2qqG-HLMV 022-2015-2/3,kR2qqG-HLMV 022-2015-2,57093,http://h1.honducompras.gob.hn/Docs/Lic90HLMV%20022-2015803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-20T13:58:18.057000-06:00
ocds-lcuori-kR2qqG-HLMV10-2015-2,ocds-lcuori-kR2qqG-HLMV10-2015-2/3,kR2qqG-HLMV10-2015-2,57057,http://h1.honducompras.gob.hn/Docs/Lic90HLMV10-2015802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-20T11:17:38.980000-06:00
ocds-lcuori-8L42ZR-04-2015-2,ocds-lcuori-8L42ZR-04-2015-2/3,8L42ZR-04-2015-2,56958,http://h1.honducompras.gob.hn/Docs/Lic60604-2015803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-18T16:41:37.813000-06:00
ocds-lcuori-ERpaPr-08-2015-2,ocds-lcuori-ERpaPr-08-2015-2/3,ERpaPr-08-2015-2,70152,http://h1.honducompras.gob.hn/Docs/Lic8808-2015802-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-12-15T12:01:50.970000-06:00
ocds-lcuori-8L47Pr-L-P 002-2015-2,ocds-lcuori-8L47Pr-L-P 002-2015-2/4,8L47Pr-L-P 002-2015-2,57511,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20002-2015802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-27T12:29:08.137000-06:00
ocds-lcuori-8L47Pr-L-P 006-2015-2,ocds-lcuori-8L47Pr-L-P 006-2015-2/3,8L47Pr-L-P 006-2015-2,57479,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20006-2015802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-02-26T15:04:52.373000-06:00
ocds-lcuori-8L47Pr-L-P 009-2015-2,ocds-lcuori-8L47Pr-L-P 009-2015-2/4,8L47Pr-L-P 009-2015-2,57580,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20009-2015802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-03-02T09:58:11.873000-06:00
ocds-lcuori-ERpaPr-16-2015-2,ocds-lcuori-ERpaPr-16-2015-2/3,ERpaPr-16-2015-2,70231,http://h1.honducompras.gob.hn/Docs/Lic8816-2015802-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-12-16T15:40:39.173000-06:00
ocds-lcuori-MrMagr-LP-024-2015-2,ocds-lcuori-MrMagr-LP-024-2015-2/3,MrMagr-LP-024-2015-2,60670,http://h1.honducompras.gob.hn/Docs/Lic84LP-024-2015802-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2015-05-18T12:18:45.900000-06:00
