ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-MrMbdL-LPN-GUISAYOTE-04-2015-2,ocds-lcuori-MrMbdL-LPN-GUISAYOTE-04-2015-2/3,MrMbdL-LPN-GUISAYOTE-04-2015-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-kR0qDr-Concurso Privado No.002-2015-2,ocds-lcuori-kR0qDr-Concurso Privado No.002-2015-2/3,kR0qDr-Concurso Privado No.002-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-220-2015-2,ocds-lcuori-jRDkQG-220-2015-2/3,jRDkQG-220-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-67-AMDC-97-2015-2-2,ocds-lcuori-2LmqDL-LPrNO-67-AMDC-97-2015-2-2/3,2LmqDL-LPrNO-67-AMDC-97-2015-2-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-221-2015-2,ocds-lcuori-jRDkQG-221-2015-2/3,jRDkQG-221-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQ18L-HBCBH-001-2015-2,ocds-lcuori-MLQ18L-HBCBH-001-2015-2/3,MLQ18L-HBCBH-001-2015-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-222-2015-2,ocds-lcuori-jRDkQG-222-2015-2/3,jRDkQG-222-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-01-2,ocds-lcuori-lRo92L-01-2/3,lRo92L-01-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvwoL-CPN-02-CONSULTORIA-UNA-PINPROS-2015 -2,ocds-lcuori-orvwoL-CPN-02-CONSULTORIA-UNA-PINPROS-2015 -2/3,orvwoL-CPN-02-CONSULTORIA-UNA-PINPROS-2015 -2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-223-2015-2,ocds-lcuori-jRDkQG-223-2015-2/3,jRDkQG-223-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-02-2,ocds-lcuori-lRo92L-02-2/3,lRo92L-02-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-03-2,ocds-lcuori-lRo92L-03-2/3,lRo92L-03-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-224-2015-2,ocds-lcuori-jRDkQG-224-2015-2/3,jRDkQG-224-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-04-2,ocds-lcuori-lRo92L-04-2/3,lRo92L-04-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-225-2015-2,ocds-lcuori-jRDkQG-225-2015-2/3,jRDkQG-225-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-05-2,ocds-lcuori-lRo92L-05-2/3,lRo92L-05-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-CPNS-10-AMDC-BCIE-2015-2,ocds-lcuori-2LmqDL-CPNS-10-AMDC-BCIE-2015-2/4,2LmqDL-CPNS-10-AMDC-BCIE-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-CPNS-11-AMDC-BCIE-2015-2,ocds-lcuori-2LmqDL-CPNS-11-AMDC-BCIE-2015-2/4,2LmqDL-CPNS-11-AMDC-BCIE-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-226-2015-2,ocds-lcuori-jRDkQG-226-2015-2/3,jRDkQG-226-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-227-2015-2,ocds-lcuori-jRDkQG-227-2015-2/3,jRDkQG-227-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-07-2,ocds-lcuori-lRo92L-07-2/3,lRo92L-07-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-228-2015-2,ocds-lcuori-jRDkQG-228-2015-2/3,jRDkQG-228-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-08-2,ocds-lcuori-lRo92L-08-2/3,lRo92L-08-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZVoG-ss-PICSC-EI-049-2015-2,ocds-lcuori-vGZVoG-ss-PICSC-EI-049-2015-2/4,vGZVoG-ss-PICSC-EI-049-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-jRDkQG-229-2015-2,ocds-lcuori-jRDkQG-229-2015-2/3,jRDkQG-229-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LApxr-EI-MITIGAR-16-2018-2,ocds-lcuori-2LApxr-EI-MITIGAR-16-2018-2/3,2LApxr-EI-MITIGAR-16-2018-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-wrV3LP-LPN-IDECOAS-FHIS-13-2015-2,ocds-lcuori-wrV3LP-LPN-IDECOAS-FHIS-13-2015-2/3,wrV3LP-LPN-IDECOAS-FHIS-13-2015-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-jRDkQG-230-2015-2,ocds-lcuori-jRDkQG-230-2015-2/3,jRDkQG-230-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-059-ONCAE-2015-2,ocds-lcuori-orvPDG-LP-059-ONCAE-2015-2/3,orvPDG-LP-059-ONCAE-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LApxr-EI-MITIGAR-14-2015-2,ocds-lcuori-2LApxr-EI-MITIGAR-14-2015-2/3,2LApxr-EI-MITIGAR-14-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-2LmqDL-LPN-08-AMDC-BCIE-2014-2,ocds-lcuori-2LmqDL-LPN-08-AMDC-BCIE-2014-2/4,2LmqDL-LPN-08-AMDC-BCIE-2014-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LApxr-EI-MITIGAR-18-2015-2,ocds-lcuori-2LApxr-EI-MITIGAR-18-2015-2/3,2LApxr-EI-MITIGAR-18-2015-2,3.0-FjRDVLk,Prestamo,FjRDVLk,BCIE
ocds-lcuori-lRo92L-09-2,ocds-lcuori-lRo92L-09-2/3,lRo92L-09-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvovL-LPN-SEAFF-5-2015-ALIMENTO-CURLA-2,ocds-lcuori-orvovL-LPN-SEAFF-5-2015-ALIMENTO-CURLA-2/3,orvovL-LPN-SEAFF-5-2015-ALIMENTO-CURLA-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-231-2015-2,ocds-lcuori-jRDkQG-231-2015-2/3,jRDkQG-231-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-10A-2,ocds-lcuori-lRo92L-10A-2/3,lRo92L-10A-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-232-2015-2,ocds-lcuori-jRDkQG-232-2015-2/3,jRDkQG-232-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-233-2015-2,ocds-lcuori-jRDkQG-233-2015-2/3,jRDkQG-233-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-11A-2,ocds-lcuori-lRo92L-11A-2/3,lRo92L-11A-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L P. 044-15-2,ocds-lcuori-grxXEr-L P. 044-15-2/3,grxXEr-L P. 044-15-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-234-2015-2,ocds-lcuori-jRDkQG-234-2015-2/3,jRDkQG-234-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-12A-2,ocds-lcuori-lRo92L-12A-2/3,lRo92L-12A-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-235-2015-2,ocds-lcuori-jRDkQG-235-2015-2/3,jRDkQG-235-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-13A-2,ocds-lcuori-lRo92L-13A-2/3,lRo92L-13A-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzw3r-CON-003-2015-2,ocds-lcuori-WRzw3r-CON-003-2015-2/3,WRzw3r-CON-003-2015-2,2.0-F7G3yrQ,Donación,F7G3yrQ,España
ocds-lcuori-lRo92L-14A-2,ocds-lcuori-lRo92L-14A-2/3,lRo92L-14A-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQW8R-03-2015-2,ocds-lcuori-MLQW8R-03-2015-2/3,MLQW8R-03-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-15A-2,ocds-lcuori-lRo92L-15A-2/3,lRo92L-15A-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-236-2015-2,ocds-lcuori-jRDkQG-236-2015-2/3,jRDkQG-236-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-237-2015-2,ocds-lcuori-jRDkQG-237-2015-2/3,jRDkQG-237-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVJ9r-LPN-002-2015-2,ocds-lcuori-wrVJ9r-LPN-002-2015-2/3,wrVJ9r-LPN-002-2015-2,2.0-FDL9xra,Donación,FDL9xra,Taiwan
ocds-lcuori-ERpngL-LP-024-2015-2,ocds-lcuori-ERpngL-LP-024-2015-2/3,ERpngL-LP-024-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1Ra2Pr-LPN-CRA-04-2015-2,ocds-lcuori-1Ra2Pr-LPN-CRA-04-2015-2/4,1Ra2Pr-LPN-CRA-04-2015-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-jRDkQG-238-2015-2,ocds-lcuori-jRDkQG-238-2015-2/3,jRDkQG-238-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L P. 045-15-2,ocds-lcuori-grxXEr-L P. 045-15-2/3,grxXEr-L P. 045-15-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-EI-002-SSIS-PRAF-BID-2737-2015-2,ocds-lcuori-yRl6pL-EI-002-SSIS-PRAF-BID-2737-2015-2/3,yRl6pL-EI-002-SSIS-PRAF-BID-2737-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-jRDkQG-239-2015-2,ocds-lcuori-jRDkQG-239-2015-2/3,jRDkQG-239-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L P. 046-15-2,ocds-lcuori-grxXEr-L P. 046-15-2/3,grxXEr-L P. 046-15-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 5294 2015-2,ocds-lcuori-yRl6pL-CI 002 SSIS PRAF BM 5294 2015-2/3,yRl6pL-CI 002 SSIS PRAF BM 5294 2015-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-7G3Myr-lp-035-1249-2015-2,ocds-lcuori-7G3Myr-lp-035-1249-2015-2/3,7G3Myr-lp-035-1249-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-240-2015-2,ocds-lcuori-jRDkQG-240-2015-2/3,jRDkQG-240-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-CPR-003-DGC-UATSV-2015-2,ocds-lcuori-WRzbRe-CPR-003-DGC-UATSV-2015-2/3,WRzbRe-CPR-003-DGC-UATSV-2015-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-orvPDG-LP-060-ONCAE-2015-2,ocds-lcuori-orvPDG-LP-060-ONCAE-2015-2/3,orvPDG-LP-060-ONCAE-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-241-2015-2,ocds-lcuori-jRDkQG-241-2015-2/3,jRDkQG-241-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-242-2015-2,ocds-lcuori-jRDkQG-242-2015-2/3,jRDkQG-242-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-243-2015-2,ocds-lcuori-jRDkQG-243-2015-2/3,jRDkQG-243-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-244-2015-2,ocds-lcuori-jRDkQG-244-2015-2/3,jRDkQG-244-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX7XL-CP-003-2743-2015-UAFCE-2,ocds-lcuori-7GX7XL-CP-003-2743-2015-UAFCE-2/3,7GX7XL-CP-003-2743-2015-UAFCE-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-jRDkQG-245-2015-2,ocds-lcuori-jRDkQG-245-2015-2/3,jRDkQG-245-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-246-2015-2,ocds-lcuori-jRDkQG-246-2015-2/3,jRDkQG-246-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7rBxpG-LPrivada No.05-2015-2,ocds-lcuori-7rBxpG-LPrivada No.05-2015-2/3,7rBxpG-LPrivada No.05-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-247-2015-2,ocds-lcuori-jRDkQG-247-2015-2/3,jRDkQG-247-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-248-2015-2,ocds-lcuori-jRDkQG-248-2015-2/3,jRDkQG-248-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2,ocds-lcuori-2LmqDL-LPrNO-83-AMDC-115-2015-2-2/3,2LmqDL-LPrNO-83-AMDC-115-2015-2-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3Myr-LP-037-1252-HSP-2015-2,ocds-lcuori-7G3Myr-LP-037-1252-HSP-2015-2/3,7G3Myr-LP-037-1252-HSP-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAakL-61-2015-2,ocds-lcuori-2LAakL-61-2015-2/3,2LAakL-61-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2,ocds-lcuori-MrMmdr-DEI-UEP-LPN-031-2014-2/4,MrMmdr-DEI-UEP-LPN-031-2014-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-vGZWNR-LP-002-2015-2,ocds-lcuori-vGZWNR-LP-002-2015-2/3,vGZWNR-LP-002-2015-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2,ocds-lcuori-2LApxr-LPN-MITIGAR-BIENES-02-2015-2/3,2LApxr-LPN-MITIGAR-BIENES-02-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-yRlm9r-CD-01-2015-2,ocds-lcuori-yRlm9r-CD-01-2015-2/3,yRlm9r-CD-01-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlm9r-CD-02-2015-2,ocds-lcuori-yRlm9r-CD-02-2015-2/3,yRlm9r-CD-02-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2,ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2/3,wrV3LP-CPN-IDECOAS-FHIS-DIM-CARSI-001-2015-2,2.0-FZr59rk,Donación,FZr59rk,USAID
ocds-lcuori-lRojQG-18001-2,ocds-lcuori-lRojQG-18001-2/3,lRojQG-18001-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2qdG-LP-16-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-16-HRSC-2015-2/3,kR2qdG-LP-16-HRSC-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 001 SSIS PRAF BID 2937 2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2,ocds-lcuori-yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2/3,yRl6pL-EI 002 SSIS PRAF BID 2937 2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-2LAakL-46-2015-2,ocds-lcuori-2LAakL-46-2015-2/3,2LAakL-46-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRojQG-18002-2,ocds-lcuori-lRojQG-18002-2/3,lRojQG-18002-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2qdG-LP-17-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-17-HRSC-2015-2/3,kR2qdG-LP-17-HRSC-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRojQG-18005-2,ocds-lcuori-lRojQG-18005-2/3,lRojQG-18005-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR080R-LPN-CAFEG-03-2015-2,ocds-lcuori-kR080R-LPN-CAFEG-03-2015-2/3,kR080R-LPN-CAFEG-03-2015-2,3.0-FjRDVLk,Prestamo,FjRDVLk,BCIE
ocds-lcuori-MLQmwL-CP-011-2015-2,ocds-lcuori-MLQmwL-CP-011-2015-2/3,MLQmwL-CP-011-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2qdG-LP-18-HRSC-2015-2,ocds-lcuori-kR2qdG-LP-18-HRSC-2015-2/3,kR2qdG-LP-18-HRSC-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LApxr-EI-MITIGAR-15-2015-2,ocds-lcuori-2LApxr-EI-MITIGAR-15-2015-2/3,2LApxr-EI-MITIGAR-15-2015-2,1.0-FMLQALQ,Recursos Nacionales,FMLQALQ,BID
ocds-lcuori-Er6dMG-CPI-FN-005-2015-2,ocds-lcuori-Er6dMG-CPI-FN-005-2015-2/3,Er6dMG-CPI-FN-005-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-40-2015-2,ocds-lcuori-ERpaPr-40-2015-2/3,ERpaPr-40-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-41-2015-2,ocds-lcuori-ERpaPr-41-2015-2/3,ERpaPr-41-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDlzR-LPN-MAMCEPAZ-06-2015-2,ocds-lcuori-jRDlzR-LPN-MAMCEPAZ-06-2015-2/4,jRDlzR-LPN-MAMCEPAZ-06-2015-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-lRojQG-18019-2,ocds-lcuori-lRojQG-18019-2/3,lRojQG-18019-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LA2EG-SE-D-CD-002-2014 -2,ocds-lcuori-2LA2EG-SE-D-CD-002-2014 -2/3,2LA2EG-SE-D-CD-002-2014 -2,2.0-F1RalG6,Donación,F1RalG6,Banco Mundial
ocds-lcuori-jRDlzR-LPN-MAMCEPAZ-07-2015-2,ocds-lcuori-jRDlzR-LPN-MAMCEPAZ-07-2015-2/4,jRDlzR-LPN-MAMCEPAZ-07-2015-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-7G3Myr-019-1219-HSP2015-2,ocds-lcuori-7G3Myr-019-1219-HSP2015-2/3,7G3Myr-019-1219-HSP2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR0qDr-SC-06-2015-2,ocds-lcuori-kR0qDr-SC-06-2015-2/4,kR0qDr-SC-06-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLPAVG-2015-189-FN-INAM-1,ocds-lcuori-NLPAVG-2015-189-FN-INAM-1/3,NLPAVG-2015-189-FN-INAM-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZVoG-SS-PICSC-LPI-040-2015-2,ocds-lcuori-vGZVoG-SS-PICSC-LPI-040-2015-2/3,vGZVoG-SS-PICSC-LPI-040-2015-2,2.0-FoLj6LM,Donación,FoLj6LM,Suiza
ocds-lcuori-yRlm9r-OC-03-2015-2,ocds-lcuori-yRlm9r-OC-03-2015-2/3,yRlm9r-OC-03-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-04-2015 -2,ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-04-2015 -2/3,wrV3LP-CP-IDECOAS-FHIS-04-2015 -2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-7G3Myr-020-1220 HSP 2015-2,ocds-lcuori-7G3Myr-020-1220 HSP 2015-2/3,7G3Myr-020-1220 HSP 2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3Myr-021-1221 HSP 2015-2,ocds-lcuori-7G3Myr-021-1221 HSP 2015-2/3,7G3Myr-021-1221 HSP 2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-05-2015-2,ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-05-2015-2/3,wrV3LP-CP-IDECOAS-FHIS-05-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-mrY1dr-LPN-SEDS-005-2015-2,ocds-lcuori-mrY1dr-LPN-SEDS-005-2015-2/3,mrY1dr-LPN-SEDS-005-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3Myr-022-1222 HSP 2015-2,ocds-lcuori-7G3Myr-022-1222 HSP 2015-2/3,7G3Myr-022-1222 HSP 2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-06-2015-2,ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-06-2015-2/3,wrV3LP-CP-IDECOAS-FHIS-06-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-KLg9wR-LPN-005-2015-DA-2,ocds-lcuori-KLg9wR-LPN-005-2015-DA-2/3,KLg9wR-LPN-005-2015-DA-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-07-2015-2,ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-07-2015-2/3,wrV3LP-CP-IDECOAS-FHIS-07-2015-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-7GXmzR-CD-002-2015 CCIVS-2,ocds-lcuori-7GXmzR-CD-002-2015 CCIVS-2/3,7GXmzR-CD-002-2015 CCIVS-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLg9wR-LPN-006-2015-DA-2,ocds-lcuori-KLg9wR-LPN-006-2015-DA-2/3,KLg9wR-LPN-006-2015-DA-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GXmzR-CD-003-2015 CCIVS -2,ocds-lcuori-7GXmzR-CD-003-2015 CCIVS -2/3,7GXmzR-CD-003-2015 CCIVS -2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLg9wR-LPN-007-2015-DA-2,ocds-lcuori-KLg9wR-LPN-007-2015-DA-2/3,KLg9wR-LPN-007-2015-DA-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GXmzR-CD-004-2015 CCIVS-2,ocds-lcuori-7GXmzR-CD-004-2015 CCIVS-2/3,7GXmzR-CD-004-2015 CCIVS-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLeQ0L-LPNS-MEP-001-2015-2,ocds-lcuori-PLeQ0L-LPNS-MEP-001-2015-2/3,PLeQ0L-LPNS-MEP-001-2015-2,3-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-ERpaPr-44-2015-2,ocds-lcuori-ERpaPr-44-2015-2/3,ERpaPr-44-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GXmzR-CD-005-2015 CCIVS -2,ocds-lcuori-7GXmzR-CD-005-2015 CCIVS -2/3,7GXmzR-CD-005-2015 CCIVS -2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-45-2015-2,ocds-lcuori-ERpaPr-45-2015-2/3,ERpaPr-45-2015-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
