ocid,id,awards/0/id
ocds-lcuori-8L4YaG-CC-273-2015-INA-1,ocds-lcuori-8L4YaG-CC-273-2015-INA-1/3,8L4YaG-CC-273-2015-INA-1
ocds-lcuori-MLQPmr-CM-047-2015-1,ocds-lcuori-MLQPmr-CM-047-2015-1/3,MLQPmr-CM-047-2015-1
ocds-lcuori-4LOxWG-COTIZACION NO. 230-2015-1,ocds-lcuori-4LOxWG-COTIZACION NO. 230-2015-1/3,4LOxWG-COTIZACION NO. 230-2015-1
ocds-lcuori-MLQmwL-CM-003-2015-1,ocds-lcuori-MLQmwL-CM-003-2015-1/3,MLQmwL-CM-003-2015-1
ocds-lcuori-MLQmwL-CM-002-2015-1,ocds-lcuori-MLQmwL-CM-002-2015-1/3,MLQmwL-CM-002-2015-1
ocds-lcuori-jRDA5r- solicitud 78 A-1,ocds-lcuori-jRDA5r- solicitud 78 A-1/3,jRDA5r- solicitud 78 A-1
ocds-lcuori-NLPmjG-GSCRE-003-2015-1,ocds-lcuori-NLPmjG-GSCRE-003-2015-1/3,NLPmjG-GSCRE-003-2015-1
ocds-lcuori-KLgDwG-CM-IHT-056-2015-1,ocds-lcuori-KLgDwG-CM-IHT-056-2015-1/3,KLgDwG-CM-IHT-056-2015-1
ocds-lcuori-4LOk7L-PACPV/SIEHH 014-2015-1,ocds-lcuori-4LOk7L-PACPV/SIEHH 014-2015-1/3,4LOk7L-PACPV/SIEHH 014-2015-1
ocds-lcuori-DL9kwR-CC-5487-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5487-TSC-2015-1/3,DL9kwR-CC-5487-TSC-2015-1
ocds-lcuori-DL9kwR-CC-5488-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5488-TSC-2015-1/3,DL9kwR-CC-5488-TSC-2015-1
ocds-lcuori-DL9kwR-CC-5489-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5489-TSC-2015-1/3,DL9kwR-CC-5489-TSC-2015-1
ocds-lcuori-DL9kwR-CC-5490-TSC-2015-1,ocds-lcuori-DL9kwR-CC-5490-TSC-2015-1/3,DL9kwR-CC-5490-TSC-2015-1
ocds-lcuori-mrY67L-3909-2015RSGD-1,ocds-lcuori-mrY67L-3909-2015RSGD-1/3,mrY67L-3909-2015RSGD-1
ocds-lcuori-MrMPYR-004-2015-1,ocds-lcuori-MrMPYR-004-2015-1/3,MrMPYR-004-2015-1
ocds-lcuori-mGEMGM-DCS-01-2015-1,ocds-lcuori-mGEMGM-DCS-01-2015-1/3,mGEMGM-DCS-01-2015-1
ocds-lcuori-8L4YaG-CC-140-2015-INA-1,ocds-lcuori-8L4YaG-CC-140-2015-INA-1/3,8L4YaG-CC-140-2015-INA-1
ocds-lcuori-jRDA5r-solicitud 82 A -1,ocds-lcuori-jRDA5r-solicitud 82 A -1/3,jRDA5r-solicitud 82 A -1
ocds-lcuori-mGEvMR-HPMM 03-2015-1,ocds-lcuori-mGEvMR-HPMM 03-2015-1/3,mGEvMR-HPMM 03-2015-1
ocds-lcuori-mGEvMR-HPMM 09-2015-1,ocds-lcuori-mGEvMR-HPMM 09-2015-1/3,mGEvMR-HPMM 09-2015-1
ocds-lcuori-mGEvMR-LPRIV 01-2015-2,ocds-lcuori-mGEvMR-LPRIV 01-2015-2/3,mGEvMR-LPRIV 01-2015-2
ocds-lcuori-orvovL-UNAH-SEAF-OC-1878-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1878-2015-1/3,orvovL-UNAH-SEAF-OC-1878-2015-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1884-2015-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1884-2015-1/3,orvovL-UNAH-SEAF-OC-1884-2015-1
ocds-lcuori-mGEvMR-HPMM 21-2015-1,ocds-lcuori-mGEvMR-HPMM 21-2015-1/3,mGEvMR-HPMM 21-2015-1
ocds-lcuori-mGEvMR-HPMM 22-2015-1,ocds-lcuori-mGEvMR-HPMM 22-2015-1/3,mGEvMR-HPMM 22-2015-1
ocds-lcuori-PGJPBr-067-2015 4641-hn-1,ocds-lcuori-PGJPBr-067-2015 4641-hn-1/3,PGJPBr-067-2015 4641-hn-1
ocds-lcuori-mGEvMR-HPMM 34-2015-1,ocds-lcuori-mGEvMR-HPMM 34-2015-1/3,mGEvMR-HPMM 34-2015-1
ocds-lcuori-7rBxpG-BCH-T5597-08-1,ocds-lcuori-7rBxpG-BCH-T5597-08-1/3,7rBxpG-BCH-T5597-08-1
ocds-lcuori-jRDYor-CM-001-SEDIS-2015-1,ocds-lcuori-jRDYor-CM-001-SEDIS-2015-1/3,jRDYor-CM-001-SEDIS-2015-1
ocds-lcuori-jRDYor-CM-004-SEDIS-2014-1,ocds-lcuori-jRDYor-CM-004-SEDIS-2014-1/3,jRDYor-CM-004-SEDIS-2014-1
ocds-lcuori-gLkVEr-N 004-2015-1,ocds-lcuori-gLkVEr-N 004-2015-1/3,gLkVEr-N 004-2015-1
ocds-lcuori-gLkVEr-N 016-2015-1,ocds-lcuori-gLkVEr-N 016-2015-1/4,gLkVEr-N 016-2015-1
ocds-lcuori-gLkVEr-N 013-2015-1,ocds-lcuori-gLkVEr-N 013-2015-1/3,gLkVEr-N 013-2015-1
ocds-lcuori-gLkVEr-N 014-2015-1,ocds-lcuori-gLkVEr-N 014-2015-1/3,gLkVEr-N 014-2015-1
ocds-lcuori-PR8ooG-CM-02-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-02-CONAPID-2015-1/3,PR8ooG-CM-02-CONAPID-2015-1
ocds-lcuori-PR8dYR-7-1,ocds-lcuori-PR8dYR-7-1/4,PR8dYR-7-1
ocds-lcuori-PR8dYR-008-1,ocds-lcuori-PR8dYR-008-1/3,PR8dYR-008-1
ocds-lcuori-2LmqDL-CPuNO-01-AMDC-01-2015-2,ocds-lcuori-2LmqDL-CPuNO-01-AMDC-01-2015-2/4,2LmqDL-CPuNO-01-AMDC-01-2015-2
ocds-lcuori-MLQmwL-CM-2015-1,ocds-lcuori-MLQmwL-CM-2015-1/3,MLQmwL-CM-2015-1
ocds-lcuori-JL7W2L-LP 001-2015-2,ocds-lcuori-JL7W2L-LP 001-2015-2/3,JL7W2L-LP 001-2015-2
ocds-lcuori-JL7W2L-1602-2015-1,ocds-lcuori-JL7W2L-1602-2015-1/3,JL7W2L-1602-2015-1
ocds-lcuori-jRDA5r-solicitud 109 A-1,ocds-lcuori-jRDA5r-solicitud 109 A-1/3,jRDA5r-solicitud 109 A-1
ocds-lcuori-Er65BR-IAIP-001-2014-1,ocds-lcuori-Er65BR-IAIP-001-2014-1/3,Er65BR-IAIP-001-2014-1
ocds-lcuori-jRDA5r-solicitud 385 A-1,ocds-lcuori-jRDA5r-solicitud 385 A-1/3,jRDA5r-solicitud 385 A-1
ocds-lcuori-jRDA5r-solicitud 213 A-1,ocds-lcuori-jRDA5r-solicitud 213 A-1/3,jRDA5r-solicitud 213 A-1
ocds-lcuori-XRbOkr-CS-CSJ-2015-0006-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0006-1/3,XRbOkr-CS-CSJ-2015-0006-1
ocds-lcuori-jRDA5r-solicitud 97 A -1,ocds-lcuori-jRDA5r-solicitud 97 A -1/3,jRDA5r-solicitud 97 A -1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00031-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00031-2015-1/3,DRWQ0L-HONDUCOR-DC-00031-2015-1
ocds-lcuori-jRDA5r-solicitud 74 A -1,ocds-lcuori-jRDA5r-solicitud 74 A -1/3,jRDA5r-solicitud 74 A -1
ocds-lcuori-jRDA5r-solicitud 306 A-1,ocds-lcuori-jRDA5r-solicitud 306 A-1/3,jRDA5r-solicitud 306 A-1
ocds-lcuori-jRDkVG-08-006-2015-1,ocds-lcuori-jRDkVG-08-006-2015-1/3,jRDkVG-08-006-2015-1
ocds-lcuori-jRDkVG-08-008-2015-1,ocds-lcuori-jRDkVG-08-008-2015-1/3,jRDkVG-08-008-2015-1
ocds-lcuori-MrMPYR-005-2015-1,ocds-lcuori-MrMPYR-005-2015-1/3,MrMPYR-005-2015-1
ocds-lcuori-jRDA5r-solicitud 384 A -1,ocds-lcuori-jRDA5r-solicitud 384 A -1/3,jRDA5r-solicitud 384 A -1
ocds-lcuori-jRDA5r-solictud 336 A-1,ocds-lcuori-jRDA5r-solictud 336 A-1/4,jRDA5r-solictud 336 A-1
ocds-lcuori-PR8dYR-104-2015-1,ocds-lcuori-PR8dYR-104-2015-1/3,PR8dYR-104-2015-1
ocds-lcuori-1RaMnR-023-2015-1,ocds-lcuori-1RaMnR-023-2015-1/3,1RaMnR-023-2015-1
ocds-lcuori-2LmqDL-COT-04-AMDC-2014-2,ocds-lcuori-2LmqDL-COT-04-AMDC-2014-2/3,2LmqDL-COT-04-AMDC-2014-2
ocds-lcuori-jRDkVG-08-022-2015-1,ocds-lcuori-jRDkVG-08-022-2015-1/3,jRDkVG-08-022-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00042-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00042-2015-1/3,DRWQ0L-HONDUCOR-DC-00042-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00043-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00043-2015-1/3,DRWQ0L-HONDUCOR-DC-00043-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00044-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00044-2015-1/3,DRWQ0L-HONDUCOR-DC-00044-2015-1
ocds-lcuori-JLKbbr-031-2015-1,ocds-lcuori-JLKbbr-031-2015-1/3,JLKbbr-031-2015-1
ocds-lcuori-jRDkVG-LP-02-2015-2,ocds-lcuori-jRDkVG-LP-02-2015-2/3,jRDkVG-LP-02-2015-2
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00046-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00046-2015-1/3,DRWQ0L-HONDUCOR-DC-00046-2015-1
ocds-lcuori-MLQmwL-CM-115-2015-1,ocds-lcuori-MLQmwL-CM-115-2015-1/3,MLQmwL-CM-115-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00047-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00047-2015-1/3,DRWQ0L-HONDUCOR-DC-00047-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00048-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00048-2015-1/3,DRWQ0L-HONDUCOR-DC-00048-2015-1
ocds-lcuori-PLeAqL-COPECO-CM-02-01-2015-1,ocds-lcuori-PLeAqL-COPECO-CM-02-01-2015-1/3,PLeAqL-COPECO-CM-02-01-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00049-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00049-2015-1/3,DRWQ0L-HONDUCOR-DC-00049-2015-1
ocds-lcuori-PLeAqL-COPECO-CM-03-01-2015-1,ocds-lcuori-PLeAqL-COPECO-CM-03-01-2015-1/3,PLeAqL-COPECO-CM-03-01-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00050-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00050-2015-1/3,DRWQ0L-HONDUCOR-DC-00050-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00051-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00051-2015-1/3,DRWQ0L-HONDUCOR-DC-00051-2015-1
ocds-lcuori-yRlaDr-001-2015-1,ocds-lcuori-yRlaDr-001-2015-1/3,yRlaDr-001-2015-1
ocds-lcuori-Zr5B9L-C-0338-2015-PE-0242-2015-1,ocds-lcuori-Zr5B9L-C-0338-2015-PE-0242-2015-1/3,Zr5B9L-C-0338-2015-PE-0242-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00052-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00052-2015-1/3,DRWQ0L-HONDUCOR-DC-00052-2015-1
ocds-lcuori-yRl6pL-CP 013 SSIS PRAF BID 2937 2015-1,ocds-lcuori-yRl6pL-CP 013 SSIS PRAF BID 2937 2015-1/3,yRl6pL-CP 013 SSIS PRAF BID 2937 2015-1
ocds-lcuori-yRlaDr-005-2015-1,ocds-lcuori-yRlaDr-005-2015-1/3,yRlaDr-005-2015-1
ocds-lcuori-8L458G-CM-004-PNP-15-1,ocds-lcuori-8L458G-CM-004-PNP-15-1/3,8L458G-CM-004-PNP-15-1
ocds-lcuori-JLKQxR-COT.050-15-1,ocds-lcuori-JLKQxR-COT.050-15-1/3,JLKQxR-COT.050-15-1
ocds-lcuori-WRzdbL-LP-006-2015-HT-2,ocds-lcuori-WRzdbL-LP-006-2015-HT-2/3,WRzdbL-LP-006-2015-HT-2
ocds-lcuori-0rwm9G-C-2015003-1,ocds-lcuori-0rwm9G-C-2015003-1/3,0rwm9G-C-2015003-1
ocds-lcuori-MLQmwL-CM-019-2015-1,ocds-lcuori-MLQmwL-CM-019-2015-1/3,MLQmwL-CM-019-2015-1
ocds-lcuori-MLQmwL-CM-018-2015-1,ocds-lcuori-MLQmwL-CM-018-2015-1/3,MLQmwL-CM-018-2015-1
ocds-lcuori-8L47ar-CC-HSMO-37-2015-1,ocds-lcuori-8L47ar-CC-HSMO-37-2015-1/4,8L47ar-CC-HSMO-37-2015-1
ocds-lcuori-MLQmwL-CM-020-2015-1,ocds-lcuori-MLQmwL-CM-020-2015-1/3,MLQmwL-CM-020-2015-1
ocds-lcuori-JLKX2G-CM-003-GSDE-2015-1,ocds-lcuori-JLKX2G-CM-003-GSDE-2015-1/3,JLKX2G-CM-003-GSDE-2015-1
ocds-lcuori-DRWQ0L-HONDUCOR-DC-00054-2015-1,ocds-lcuori-DRWQ0L-HONDUCOR-DC-00054-2015-1/3,DRWQ0L-HONDUCOR-DC-00054-2015-1
ocds-lcuori-8L47ar-CC-HSMO-42-2015-1,ocds-lcuori-8L47ar-CC-HSMO-42-2015-1/4,8L47ar-CC-HSMO-42-2015-1
ocds-lcuori-8L47ar-CC-HSMO-43-2015-1,ocds-lcuori-8L47ar-CC-HSMO-43-2015-1/4,8L47ar-CC-HSMO-43-2015-1
ocds-lcuori-yRlZYL-SEP-PROVICCSOL-03-2015-1,ocds-lcuori-yRlZYL-SEP-PROVICCSOL-03-2015-1/3,yRlZYL-SEP-PROVICCSOL-03-2015-1
ocds-lcuori-XRbOkr-CS-CSJ-2015-0010-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0010-1/3,XRbOkr-CS-CSJ-2015-0010-1
ocds-lcuori-jRDA5r-solicitud 407A-1,ocds-lcuori-jRDA5r-solicitud 407A-1/3,jRDA5r-solicitud 407A-1
ocds-lcuori-mGEMGM-DCS-05-2015-1,ocds-lcuori-mGEMGM-DCS-05-2015-1/3,mGEMGM-DCS-05-2015-1
ocds-lcuori-PR8dYR-015-1,ocds-lcuori-PR8dYR-015-1/3,PR8dYR-015-1
ocds-lcuori-PR8dYR-016-1,ocds-lcuori-PR8dYR-016-1/3,PR8dYR-016-1
ocds-lcuori-PR8dYR-017-1,ocds-lcuori-PR8dYR-017-1/4,PR8dYR-017-1
ocds-lcuori-jRDA5r-solicitud 355 A -1,ocds-lcuori-jRDA5r-solicitud 355 A -1/3,jRDA5r-solicitud 355 A -1
ocds-lcuori-XRbOkr-CS-CSJ-2015-0011-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0011-1/3,XRbOkr-CS-CSJ-2015-0011-1
ocds-lcuori-XRbOkr-CS-CSJ-2015-0012-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-0012-1/3,XRbOkr-CS-CSJ-2015-0012-1
