ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-2LmqDL-LPrNO-70-AMDC-77-2017-2,ocds-lcuori-2LmqDL-LPrNO-70-AMDC-77-2017-2/3,2LmqDL-LPrNO-70-AMDC-77-2017-2,2LmqDL-LPrNO-70-AMDC-77-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-71-AMDC-78-2017-2,ocds-lcuori-2LmqDL-LPrNO-71-AMDC-78-2017-2/3,2LmqDL-LPrNO-71-AMDC-78-2017-2,2LmqDL-LPrNO-71-AMDC-78-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPuNO-02-AMDC-81-2017-2,ocds-lcuori-2LmqDL-LPuNO-02-AMDC-81-2017-2/3,2LmqDL-LPuNO-02-AMDC-81-2017-2,2LmqDL-LPuNO-02-AMDC-81-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-72-AMDC-79-2017-2,ocds-lcuori-2LmqDL-LPrNO-72-AMDC-79-2017-2/3,2LmqDL-LPrNO-72-AMDC-79-2017-2,2LmqDL-LPrNO-72-AMDC-79-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-73-AMDC-80-2017-2,ocds-lcuori-2LmqDL-LPrNO-73-AMDC-80-2017-2/3,2LmqDL-LPrNO-73-AMDC-80-2017-2,2LmqDL-LPrNO-73-AMDC-80-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-74-AMDC-82-2017-2,ocds-lcuori-2LmqDL-LPrNO-74-AMDC-82-2017-2/3,2LmqDL-LPrNO-74-AMDC-82-2017-2,2LmqDL-LPrNO-74-AMDC-82-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPrNO-01-AMDC-36-2017-2,ocds-lcuori-2LmqDL-CPrNO-01-AMDC-36-2017-2/3,2LmqDL-CPrNO-01-AMDC-36-2017-2,2LmqDL-CPrNO-01-AMDC-36-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-003-AMDC-083-2017-2,ocds-lcuori-2LmqDL-CPuNO-003-AMDC-083-2017-2/3,2LmqDL-CPuNO-003-AMDC-083-2017-2,2LmqDL-CPuNO-003-AMDC-083-2017-2,250.0,document
ocds-lcuori-kG1ger-18-2016-2,ocds-lcuori-kG1ger-18-2016-2/3,kG1ger-18-2016-2,kG1ger-18-2016-2,1000.0,document
ocds-lcuori-7G3n9L-LPN-FGSHEAC-2017-2,ocds-lcuori-7G3n9L-LPN-FGSHEAC-2017-2/3,7G3n9L-LPN-FGSHEAC-2017-2,7G3n9L-LPN-FGSHEAC-2017-2,100.0,document
ocds-lcuori-2LmqDL-CPrNBS-01-AMDC-37-2017-2,ocds-lcuori-2LmqDL-CPrNBS-01-AMDC-37-2017-2/3,2LmqDL-CPrNBS-01-AMDC-37-2017-2,2LmqDL-CPrNBS-01-AMDC-37-2017-2,200.0,document
ocds-lcuori-DL9YoL-LPN-01-2017-FAHM-2,ocds-lcuori-DL9YoL-LPN-01-2017-FAHM-2/3,DL9YoL-LPN-01-2017-FAHM-2,DL9YoL-LPN-01-2017-FAHM-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-53-AMDC-60-2017-2,ocds-lcuori-2LmqDL-LPrNO-53-AMDC-60-2017-2/3,2LmqDL-LPrNO-53-AMDC-60-2017-2,2LmqDL-LPrNO-53-AMDC-60-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-54-AMDC-61-2017-2,ocds-lcuori-2LmqDL-LPrNO-54-AMDC-61-2017-2/3,2LmqDL-LPrNO-54-AMDC-61-2017-2,2LmqDL-LPrNO-54-AMDC-61-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-55-AMDC-62-2017-2,ocds-lcuori-2LmqDL-LPrNO-55-AMDC-62-2017-2/3,2LmqDL-LPrNO-55-AMDC-62-2017-2,2LmqDL-LPrNO-55-AMDC-62-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-56-AMDC-63-2017-2,ocds-lcuori-2LmqDL-LPrNO-56-AMDC-63-2017-2/3,2LmqDL-LPrNO-56-AMDC-63-2017-2,2LmqDL-LPrNO-56-AMDC-63-2017-2,200.0,document
ocds-lcuori-orvkNL-LPN No.01-2017-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.01-2017-SEAF-UNAH-2/4,orvkNL-LPN No.01-2017-SEAF-UNAH-2,orvkNL-LPN No.01-2017-SEAF-UNAH-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-34-AMDC-38-2017-2,ocds-lcuori-2LmqDL-LPrNO-34-AMDC-38-2017-2/3,2LmqDL-LPrNO-34-AMDC-38-2017-2,2LmqDL-LPrNO-34-AMDC-38-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-35-AMDC-39-2017-2,ocds-lcuori-2LmqDL-LPrNO-35-AMDC-39-2017-2/3,2LmqDL-LPrNO-35-AMDC-39-2017-2,2LmqDL-LPrNO-35-AMDC-39-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-36-AMDC-40-2017-2,ocds-lcuori-2LmqDL-LPrNO-36-AMDC-40-2017-2/3,2LmqDL-LPrNO-36-AMDC-40-2017-2,2LmqDL-LPrNO-36-AMDC-40-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-38-AMDC-42-2017-2,ocds-lcuori-2LmqDL-LPrNO-38-AMDC-42-2017-2/3,2LmqDL-LPrNO-38-AMDC-42-2017-2,2LmqDL-LPrNO-38-AMDC-42-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-39-AMDC-43-2017-2,ocds-lcuori-2LmqDL-LPrNO-39-AMDC-43-2017-2/3,2LmqDL-LPrNO-39-AMDC-43-2017-2,2LmqDL-LPrNO-39-AMDC-43-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-40-AMDC-44-2017-2,ocds-lcuori-2LmqDL-LPrNO-40-AMDC-44-2017-2/3,2LmqDL-LPrNO-40-AMDC-44-2017-2,2LmqDL-LPrNO-40-AMDC-44-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-41-AMDC-45-2017-2,ocds-lcuori-2LmqDL-LPrNO-41-AMDC-45-2017-2/3,2LmqDL-LPrNO-41-AMDC-45-2017-2,2LmqDL-LPrNO-41-AMDC-45-2017-2,200.0,document
ocds-lcuori-orvOoL-LNP No. 11-2017-HEU-AUR-2,ocds-lcuori-orvOoL-LNP No. 11-2017-HEU-AUR-2/3,orvOoL-LNP No. 11-2017-HEU-AUR-2,orvOoL-LNP No. 11-2017-HEU-AUR-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-37-AMDC-41-2017-2,ocds-lcuori-2LmqDL-LPrNO-37-AMDC-41-2017-2/3,2LmqDL-LPrNO-37-AMDC-41-2017-2,2LmqDL-LPrNO-37-AMDC-41-2017-2,200.0,document
ocds-lcuori-1RaEMR-ADCV-HJMG-LPN-001-2017-2,ocds-lcuori-1RaEMR-ADCV-HJMG-LPN-001-2017-2/3,1RaEMR-ADCV-HJMG-LPN-001-2017-2,1RaEMR-ADCV-HJMG-LPN-001-2017-2,1000.0,document
ocds-lcuori-1RaEMR-ADCV-HJMG-LPN-002-2017-2,ocds-lcuori-1RaEMR-ADCV-HJMG-LPN-002-2017-2/3,1RaEMR-ADCV-HJMG-LPN-002-2017-2,1RaEMR-ADCV-HJMG-LPN-002-2017-2,1000.0,document
ocds-lcuori-0rwyzG-MSPS-GI-01-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-01-2017-2/3,0rwyzG-MSPS-GI-01-2017-2,0rwyzG-MSPS-GI-01-2017-2,2500.0,document
ocds-lcuori-0rwyzG-MSPS-GI-02-2017-2,ocds-lcuori-0rwyzG-MSPS-GI-02-2017-2/3,0rwyzG-MSPS-GI-02-2017-2,0rwyzG-MSPS-GI-02-2017-2,2500.0,document
ocds-lcuori-vGZWNR-LPN-003-2017-2,ocds-lcuori-vGZWNR-LPN-003-2017-2/3,vGZWNR-LPN-003-2017-2,vGZWNR-LPN-003-2017-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-60-AMDC-67-2017-2,ocds-lcuori-2LmqDL-LPrNO-60-AMDC-67-2017-2/3,2LmqDL-LPrNO-60-AMDC-67-2017-2,2LmqDL-LPrNO-60-AMDC-67-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-57-AMDC-64-2017-2,ocds-lcuori-2LmqDL-LPrNO-57-AMDC-64-2017-2/3,2LmqDL-LPrNO-57-AMDC-64-2017-2,2LmqDL-LPrNO-57-AMDC-64-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-58-AMDC-65-2017-2,ocds-lcuori-2LmqDL-LPrNO-58-AMDC-65-2017-2/3,2LmqDL-LPrNO-58-AMDC-65-2017-2,2LmqDL-LPrNO-58-AMDC-65-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-59-AMDC-66-2017-2,ocds-lcuori-2LmqDL-LPrNO-59-AMDC-66-2017-2/3,2LmqDL-LPrNO-59-AMDC-66-2017-2,2LmqDL-LPrNO-59-AMDC-66-2017-2,200.0,document
ocds-lcuori-wrV3LP-LPN-IDECOAS-FHIS-02-2017-2,ocds-lcuori-wrV3LP-LPN-IDECOAS-FHIS-02-2017-2/3,wrV3LP-LPN-IDECOAS-FHIS-02-2017-2,wrV3LP-LPN-IDECOAS-FHIS-02-2017-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-42-AMDC-46-2017-2,ocds-lcuori-2LmqDL-LPrNO-42-AMDC-46-2017-2/3,2LmqDL-LPrNO-42-AMDC-46-2017-2,2LmqDL-LPrNO-42-AMDC-46-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-43-AMDC-47-2017-2,ocds-lcuori-2LmqDL-LPrNO-43-AMDC-47-2017-2/3,2LmqDL-LPrNO-43-AMDC-47-2017-2,2LmqDL-LPrNO-43-AMDC-47-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-44-AMDC-48-2017-2,ocds-lcuori-2LmqDL-LPrNO-44-AMDC-48-2017-2/3,2LmqDL-LPrNO-44-AMDC-48-2017-2,2LmqDL-LPrNO-44-AMDC-48-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-45-AMDC-49-2017-2,ocds-lcuori-2LmqDL-LPrNO-45-AMDC-49-2017-2/3,2LmqDL-LPrNO-45-AMDC-49-2017-2,2LmqDL-LPrNO-45-AMDC-49-2017-2,200.0,document
ocds-lcuori-orvOoL-LPN- 10-2017-HEU-ASPEC-2,ocds-lcuori-orvOoL-LPN- 10-2017-HEU-ASPEC-2/3,orvOoL-LPN- 10-2017-HEU-ASPEC-2,orvOoL-LPN- 10-2017-HEU-ASPEC-2,500.0,document
ocds-lcuori-kG1ger-lpub-01-2017-2,ocds-lcuori-kG1ger-lpub-01-2017-2/3,kG1ger-lpub-01-2017-2,kG1ger-lpub-01-2017-2,1000.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-02-2017-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-02-2017-2/3,orvDGM-LPN-SANAA-DM-02-2017-2,orvDGM-LPN-SANAA-DM-02-2017-2,800.0,document
ocds-lcuori-2LmqDL-LPrNO-46-AMDC-50-2017-2,ocds-lcuori-2LmqDL-LPrNO-46-AMDC-50-2017-2/3,2LmqDL-LPrNO-46-AMDC-50-2017-2,2LmqDL-LPrNO-46-AMDC-50-2017-2,200.0,document
ocds-lcuori-mrY32G-LPN-TAMBLA-01-2017-2,ocds-lcuori-mrY32G-LPN-TAMBLA-01-2017-2/3,mrY32G-LPN-TAMBLA-01-2017-2,mrY32G-LPN-TAMBLA-01-2017-2,500.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-03-2017-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-03-2017-2/3,wrV3LP-COT-IDECOAS-FHIS-03-2017-2,wrV3LP-COT-IDECOAS-FHIS-03-2017-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-14-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-14-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-14-2017-2,wrV3LP-LPR-IDECOAS-FHIS-14-2017-2,300.0,document
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-13-2017-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-13-2017-2/3,mGE4eL-LPR-IDECOAS-FHIS-13-2017-2,mGE4eL-LPR-IDECOAS-FHIS-13-2017-2,300.0,document
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-16-2017-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-16-2017-2/3,mGE4eL-LPR-IDECOAS-FHIS-16-2017-2,mGE4eL-LPR-IDECOAS-FHIS-16-2017-2,300.0,document
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-15-2017-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-15-2017-2/3,mGE4eL-LPN-IDECOAS-FHIS-15-2017-2,mGE4eL-LPN-IDECOAS-FHIS-15-2017-2,300.0,document
ocds-lcuori-orvDGM-LPN-SANAA-DM-03-2017-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-03-2017-2/3,orvDGM-LPN-SANAA-DM-03-2017-2,orvDGM-LPN-SANAA-DM-03-2017-2,800.0,document
ocds-lcuori-gRN9jG-LPN No. SS-FAHSL-001-2017-2,ocds-lcuori-gRN9jG-LPN No. SS-FAHSL-001-2017-2/3,gRN9jG-LPN No. SS-FAHSL-001-2017-2,gRN9jG-LPN No. SS-FAHSL-001-2017-2,300.0,document
ocds-lcuori-gRN9jG-LPN SS-FAHSL-002-2017-2,ocds-lcuori-gRN9jG-LPN SS-FAHSL-002-2017-2/3,gRN9jG-LPN SS-FAHSL-002-2017-2,gRN9jG-LPN SS-FAHSL-002-2017-2,300.0,document
ocds-lcuori-ZGqbBR-CPN-GT-MPC-01-2017-2,ocds-lcuori-ZGqbBR-CPN-GT-MPC-01-2017-2/3,ZGqbBR-CPN-GT-MPC-01-2017-2,ZGqbBR-CPN-GT-MPC-01-2017-2,2000.0,document
ocds-lcuori-mrY1dr-SEDS No.016-2016-2,ocds-lcuori-mrY1dr-SEDS No.016-2016-2/3,mrY1dr-SEDS No.016-2016-2,mrY1dr-SEDS No.016-2016-2,2000.0,document
ocds-lcuori-mrY1dr-LPN-SEDS No.017-2016-2,ocds-lcuori-mrY1dr-LPN-SEDS No.017-2016-2/3,mrY1dr-LPN-SEDS No.017-2016-2,mrY1dr-LPN-SEDS No.017-2016-2,2000.0,document
ocds-lcuori-mrY1dr-LPN-SEDS No.018-2016-2,ocds-lcuori-mrY1dr-LPN-SEDS No.018-2016-2/3,mrY1dr-LPN-SEDS No.018-2016-2,mrY1dr-LPN-SEDS No.018-2016-2,2000.0,document
ocds-lcuori-mrY1dr-LPN-SEDS No.019-2016-2,ocds-lcuori-mrY1dr-LPN-SEDS No.019-2016-2/3,mrY1dr-LPN-SEDS No.019-2016-2,mrY1dr-LPN-SEDS No.019-2016-2,2000.0,document
ocds-lcuori-2LmqDL-LPrNO-01-AMDC-01-2017-2,ocds-lcuori-2LmqDL-LPrNO-01-AMDC-01-2017-2/3,2LmqDL-LPrNO-01-AMDC-01-2017-2,2LmqDL-LPrNO-01-AMDC-01-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-02-AMDC-02-2017-2,ocds-lcuori-2LmqDL-LPrNO-02-AMDC-02-2017-2/3,2LmqDL-LPrNO-02-AMDC-02-2017-2,2LmqDL-LPrNO-02-AMDC-02-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-03-AMDC-03-2017-2,ocds-lcuori-2LmqDL-LPrNO-03-AMDC-03-2017-2/3,2LmqDL-LPrNO-03-AMDC-03-2017-2,2LmqDL-LPrNO-03-AMDC-03-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-04-AMDC-04-2017-2,ocds-lcuori-2LmqDL-LPrNO-04-AMDC-04-2017-2/3,2LmqDL-LPrNO-04-AMDC-04-2017-2,2LmqDL-LPrNO-04-AMDC-04-2017-2,200.0,document
ocds-lcuori-7rBxpG-LPública No.47-2016-2,ocds-lcuori-7rBxpG-LPública No.47-2016-2/3,7rBxpG-LPública No.47-2016-2,7rBxpG-LPública No.47-2016-2,1200.0,document
ocds-lcuori-mGEMGM-SEFIN-LPN-026-2016-2,ocds-lcuori-mGEMGM-SEFIN-LPN-026-2016-2/3,mGEMGM-SEFIN-LPN-026-2016-2,mGEMGM-SEFIN-LPN-026-2016-2,200.0,document
ocds-lcuori-oLj7mG-“ADQUISICION DE CAMION RECOLECTOR DE BASURA PARA L-2,ocds-lcuori-oLj7mG-“ADQUISICION DE CAMION RECOLECTOR DE BASURA PARA L-2/3,oLj7mG-“ADQUISICION DE CAMION RECOLECTOR DE BASURA PARA L-2,oLj7mG-“ADQUISICION DE CAMION RECOLECTOR DE BASURA PARA L-2,500.0,document
ocds-lcuori-2LmqDL-LPuNO-01-AMDC-58-2017-2,ocds-lcuori-2LmqDL-LPuNO-01-AMDC-58-2017-2/3,2LmqDL-LPuNO-01-AMDC-58-2017-2,2LmqDL-LPuNO-01-AMDC-58-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-05-AMDC-06-2017-2,ocds-lcuori-2LmqDL-LPrNO-05-AMDC-06-2017-2/3,2LmqDL-LPrNO-05-AMDC-06-2017-2,2LmqDL-LPrNO-05-AMDC-06-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-06-AMDC-07-2017-2,ocds-lcuori-2LmqDL-LPrNO-06-AMDC-07-2017-2/3,2LmqDL-LPrNO-06-AMDC-07-2017-2,2LmqDL-LPrNO-06-AMDC-07-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-07-AMDC-08-2017-2,ocds-lcuori-2LmqDL-LPrNO-07-AMDC-08-2017-2/3,2LmqDL-LPrNO-07-AMDC-08-2017-2,2LmqDL-LPrNO-07-AMDC-08-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-08-AMDC-09-2017-2,ocds-lcuori-2LmqDL-LPrNO-08-AMDC-09-2017-2/3,2LmqDL-LPrNO-08-AMDC-09-2017-2,2LmqDL-LPrNO-08-AMDC-09-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-09-AMDC-10-2017-2,ocds-lcuori-2LmqDL-LPrNO-09-AMDC-10-2017-2/3,2LmqDL-LPrNO-09-AMDC-10-2017-2,2LmqDL-LPrNO-09-AMDC-10-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-001-AMDC-005-2017-2,ocds-lcuori-2LmqDL-CPuNO-001-AMDC-005-2017-2/3,2LmqDL-CPuNO-001-AMDC-005-2017-2,2LmqDL-CPuNO-001-AMDC-005-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-61-AMDC-68-2017-2,ocds-lcuori-2LmqDL-LPrNO-61-AMDC-68-2017-2/3,2LmqDL-LPrNO-61-AMDC-68-2017-2,2LmqDL-LPrNO-61-AMDC-68-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-62-AMDC-69-2017-2,ocds-lcuori-2LmqDL-LPrNO-62-AMDC-69-2017-2/3,2LmqDL-LPrNO-62-AMDC-69-2017-2,2LmqDL-LPrNO-62-AMDC-69-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-63-AMDC-70-2017-2,ocds-lcuori-2LmqDL-LPrNO-63-AMDC-70-2017-2/3,2LmqDL-LPrNO-63-AMDC-70-2017-2,2LmqDL-LPrNO-63-AMDC-70-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-64-AMDC-71-2017-2,ocds-lcuori-2LmqDL-LPrNO-64-AMDC-71-2017-2/3,2LmqDL-LPrNO-64-AMDC-71-2017-2,2LmqDL-LPrNO-64-AMDC-71-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-65-AMDC-72-2017-2,ocds-lcuori-2LmqDL-LPrNO-65-AMDC-72-2017-2/3,2LmqDL-LPrNO-65-AMDC-72-2017-2,2LmqDL-LPrNO-65-AMDC-72-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-66-AMDC-73-2017-2,ocds-lcuori-2LmqDL-LPrNO-66-AMDC-73-2017-2/3,2LmqDL-LPrNO-66-AMDC-73-2017-2,2LmqDL-LPrNO-66-AMDC-73-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-10-AMDC-11-2017-2,ocds-lcuori-2LmqDL-LPrNO-10-AMDC-11-2017-2/3,2LmqDL-LPrNO-10-AMDC-11-2017-2,2LmqDL-LPrNO-10-AMDC-11-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-11-AMDC-12-2017-2,ocds-lcuori-2LmqDL-LPrNO-11-AMDC-12-2017-2/3,2LmqDL-LPrNO-11-AMDC-12-2017-2,2LmqDL-LPrNO-11-AMDC-12-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-13-AMDC-14-2017-2,ocds-lcuori-2LmqDL-LPrNO-13-AMDC-14-2017-2/3,2LmqDL-LPrNO-13-AMDC-14-2017-2,2LmqDL-LPrNO-13-AMDC-14-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-14-AMDC-15-2017-2,ocds-lcuori-2LmqDL-LPrNO-14-AMDC-15-2017-2/3,2LmqDL-LPrNO-14-AMDC-15-2017-2,2LmqDL-LPrNO-14-AMDC-15-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-12-AMDC-13-2017-2,ocds-lcuori-2LmqDL-LPrNO-12-AMDC-13-2017-2/3,2LmqDL-LPrNO-12-AMDC-13-2017-2,2LmqDL-LPrNO-12-AMDC-13-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-502-AMDC-565-2017-2,ocds-lcuori-2LmqDL-LPrNO-502-AMDC-565-2017-2/3,2LmqDL-LPrNO-502-AMDC-565-2017-2,2LmqDL-LPrNO-502-AMDC-565-2017-2,200.0,document
ocds-lcuori-2LmqDL-COT-6-AMDC-567-2017-2,ocds-lcuori-2LmqDL-COT-6-AMDC-567-2017-2/3,2LmqDL-COT-6-AMDC-567-2017-2,2LmqDL-COT-6-AMDC-567-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-014-AMDC-285-2017-2,ocds-lcuori-2LmqDL-CPuNO-014-AMDC-285-2017-2/3,2LmqDL-CPuNO-014-AMDC-285-2017-2,2LmqDL-CPuNO-014-AMDC-285-2017-2,250.0,document
ocds-lcuori-7rBxpG-LPN-BCH-008-2017-2,ocds-lcuori-7rBxpG-LPN-BCH-008-2017-2/3,7rBxpG-LPN-BCH-008-2017-2,7rBxpG-LPN-BCH-008-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-126-AMDC-158-2017-2,ocds-lcuori-2LmqDL-LPrNO-126-AMDC-158-2017-2/3,2LmqDL-LPrNO-126-AMDC-158-2017-2,2LmqDL-LPrNO-126-AMDC-158-2017-2,200.0,document
ocds-lcuori-2LmqDL-CPuNO-013-AMDC-283-2017-2,ocds-lcuori-2LmqDL-CPuNO-013-AMDC-283-2017-2/3,2LmqDL-CPuNO-013-AMDC-283-2017-2,2LmqDL-CPuNO-013-AMDC-283-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-114-AMDC-138-2017-2,ocds-lcuori-2LmqDL-LPrNO-114-AMDC-138-2017-2/3,2LmqDL-LPrNO-114-AMDC-138-2017-2,2LmqDL-LPrNO-114-AMDC-138-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-177-AMDC-211-2017-2,ocds-lcuori-2LmqDL-LPrNO-177-AMDC-211-2017-2/3,2LmqDL-LPrNO-177-AMDC-211-2017-2,2LmqDL-LPrNO-177-AMDC-211-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPuNO-17-AMDC-307-2017-2,ocds-lcuori-2LmqDL-LPuNO-17-AMDC-307-2017-2/3,2LmqDL-LPuNO-17-AMDC-307-2017-2,2LmqDL-LPuNO-17-AMDC-307-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-178-AMDC-212-2017-2,ocds-lcuori-2LmqDL-LPrNO-178-AMDC-212-2017-2/3,2LmqDL-LPrNO-178-AMDC-212-2017-2,2LmqDL-LPrNO-178-AMDC-212-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-179-AMDC-213-2017-2,ocds-lcuori-2LmqDL-LPrNO-179-AMDC-213-2017-2/3,2LmqDL-LPrNO-179-AMDC-213-2017-2,2LmqDL-LPrNO-179-AMDC-213-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-180-AMDC-214-2017-2,ocds-lcuori-2LmqDL-LPrNO-180-AMDC-214-2017-2/3,2LmqDL-LPrNO-180-AMDC-214-2017-2,2LmqDL-LPrNO-180-AMDC-214-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-181-AMDC-215-2017-2,ocds-lcuori-2LmqDL-LPrNO-181-AMDC-215-2017-2/3,2LmqDL-LPrNO-181-AMDC-215-2017-2,2LmqDL-LPrNO-181-AMDC-215-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-183-AMDC-217-2017-2,ocds-lcuori-2LmqDL-LPrNO-183-AMDC-217-2017-2/3,2LmqDL-LPrNO-183-AMDC-217-2017-2,2LmqDL-LPrNO-183-AMDC-217-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-184-AMDC-218-2017-2,ocds-lcuori-2LmqDL-LPrNO-184-AMDC-218-2017-2/3,2LmqDL-LPrNO-184-AMDC-218-2017-2,2LmqDL-LPrNO-184-AMDC-218-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-309-AMDC-363-2017-2,ocds-lcuori-2LmqDL-LPrNO-309-AMDC-363-2017-2/3,2LmqDL-LPrNO-309-AMDC-363-2017-2,2LmqDL-LPrNO-309-AMDC-363-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-310-AMDC-364-2017-2,ocds-lcuori-2LmqDL-LPrNO-310-AMDC-364-2017-2/3,2LmqDL-LPrNO-310-AMDC-364-2017-2,2LmqDL-LPrNO-310-AMDC-364-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-311-AMDC-365-2017-2,ocds-lcuori-2LmqDL-LPrNO-311-AMDC-365-2017-2/3,2LmqDL-LPrNO-311-AMDC-365-2017-2,2LmqDL-LPrNO-311-AMDC-365-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-312-AMDC-366-2017-2,ocds-lcuori-2LmqDL-LPrNO-312-AMDC-366-2017-2/3,2LmqDL-LPrNO-312-AMDC-366-2017-2,2LmqDL-LPrNO-312-AMDC-366-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-216-AMDC-251-2017-2,ocds-lcuori-2LmqDL-LPrNO-216-AMDC-251-2017-2/3,2LmqDL-LPrNO-216-AMDC-251-2017-2,2LmqDL-LPrNO-216-AMDC-251-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPuNo-19-AMDC-308-2017-2,ocds-lcuori-2LmqDL-LPuNo-19-AMDC-308-2017-2/3,2LmqDL-LPuNo-19-AMDC-308-2017-2,2LmqDL-LPuNo-19-AMDC-308-2017-2,250.0,document
ocds-lcuori-2LmqDL-LPrNO-313-AMDC-367-2017-2,ocds-lcuori-2LmqDL-LPrNO-313-AMDC-367-2017-2/3,2LmqDL-LPrNO-313-AMDC-367-2017-2,2LmqDL-LPrNO-313-AMDC-367-2017-2,200.0,document
