ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-4LOxWG-66-2017-2,ocds-lcuori-4LOxWG-66-2017-2/3,4LOxWG-66-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G36NL-LPN-001-UNA-2017-2,ocds-lcuori-7G36NL-LPN-001-UNA-2017-2/3,7G36NL-LPN-001-UNA-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-06-2017-2,ocds-lcuori-wrV3LP-CP-IDECOAS-FHIS-06-2017-2/3,wrV3LP-CP-IDECOAS-FHIS-06-2017-2,3.0-FkR2qGv,Prestamo,FkR2qGv,Alemania
ocds-lcuori-PLe6mG-HSR-LP-002-2017-2,ocds-lcuori-PLe6mG-HSR-LP-002-2017-2/3,PLe6mG-HSR-LP-002-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZVoG-SS-PICSC-CP-07-2017-1,ocds-lcuori-vGZVoG-SS-PICSC-CP-07-2017-1/3,vGZVoG-SS-PICSC-CP-07-2017-1,3-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-mGEMGM-DCS-048-2017-1,ocds-lcuori-mGEMGM-DCS-048-2017-1/3,mGEMGM-DCS-048-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxELe-12-2017-SAG-1,ocds-lcuori-grxELe-12-2017-SAG-1/3,grxELe-12-2017-SAG-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE COTIZACION No.091-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.091-2017-1/3,ERpWgG-SRE COTIZACION No.091-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaaPR-11-1,ocds-lcuori-1RaaPR-11-1/3,1RaaPR-11-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLeAqL-LP-COPECO-01-2017-2,ocds-lcuori-PLeAqL-LP-COPECO-01-2017-2/3,PLeAqL-LP-COPECO-01-2017-2,1.0-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-PLeAqL-LP-COPECO-04-2017-2,ocds-lcuori-PLeAqL-LP-COPECO-04-2017-2/3,PLeAqL-LP-COPECO-04-2017-2,1.0-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-gRNDyL-001-03-2017-2,ocds-lcuori-gRNDyL-001-03-2017-2/3,gRNDyL-001-03-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwm9G-LPN-002-2017_CONTRATAR_SERVICIOS_DE_TRASLADO_DE_C-2,ocds-lcuori-0rwm9G-LPN-002-2017_CONTRATAR_SERVICIOS_DE_TRASLADO_DE_C-2/3,0rwm9G-LPN-002-2017_CONTRATAR_SERVICIOS_DE_TRASLADO_DE_C-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-78-2017-2,ocds-lcuori-4LOxWG-78-2017-2/3,4LOxWG-78-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwm9G-LP BANADESA-001-2017 CONTRATAR EL SERVICIO DE TRAS-2,ocds-lcuori-0rwm9G-LP BANADESA-001-2017 CONTRATAR EL SERVICIO DE TRAS-2/3,0rwm9G-LP BANADESA-001-2017 CONTRATAR EL SERVICIO DE TRAS-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDA5r-SOLICITUD 103-1,ocds-lcuori-jRDA5r-SOLICITUD 103-1/3,jRDA5r-SOLICITUD 103-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CC-170-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-170-HBCBHSPS-2017-1/3,7G3mOr-CC-170-HBCBHSPS-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR No. 071-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 071-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 071-DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-gRNDyL-006-03-2017-2,ocds-lcuori-gRNDyL-006-03-2017-2/3,gRNDyL-006-03-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE COTIZACION No.096-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.096-2017-1/3,ERpWgG-SRE COTIZACION No.096-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvkNL-LPN No.02-2017-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.02-2017-SEAF-UNAH-2/3,orvkNL-LPN No.02-2017-SEAF-UNAH-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR No. 066-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 066-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 066-DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-22-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-22-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-22-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DCS-051-2017-1,ocds-lcuori-mGEMGM-DCS-051-2017-1/3,mGEMGM-DCS-051-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JL7qER-1012096164-1,ocds-lcuori-JL7qER-1012096164-1/3,JL7qER-1012096164-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CC-177-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-177-HBCBHSPS-2017-1/3,7G3mOr-CC-177-HBCBHSPS-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CC-178-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-178-HBCBHSPS-2017-1/3,7G3mOr-CC-178-HBCBHSPS-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CC-181-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-181-HBCBHSPS-2017-1/3,7G3mOr-CC-181-HBCBHSPS-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE COTIZACION No.088-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.088-2017-1/4,ERpWgG-SRE COTIZACION No.088-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAdQr-COT-FV-SI-01-2017-2,ocds-lcuori-2LAdQr-COT-FV-SI-01-2017-2/4,2LAdQr-COT-FV-SI-01-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR No. 068-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 068-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 068-DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-WRzbRe-LPR No. 069-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 069-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 069-DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-mrYvzL-N° - 005-2017-1,ocds-lcuori-mrYvzL-N° - 005-2017-1/3,mrYvzL-N° - 005-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvwnL-CM-005-INP-2017-1,ocds-lcuori-orvwnL-CM-005-INP-2017-1/3,orvwnL-CM-005-INP-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDgWG-CM-445-CBC-2017-1,ocds-lcuori-jRDgWG-CM-445-CBC-2017-1/3,jRDgWG-CM-445-CBC-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDgWG-CM-446-CBC-2017-1,ocds-lcuori-jRDgWG-CM-446-CBC-2017-1/3,jRDgWG-CM-446-CBC-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBC-171-2017-1,ocds-lcuori-PLewkR-HBCBC-171-2017-1/4,PLewkR-HBCBC-171-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1Ra0dG-PC-CONV-FF-011-2017-1,ocds-lcuori-1Ra0dG-PC-CONV-FF-011-2017-1/3,1Ra0dG-PC-CONV-FF-011-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0115-2017-PE-0092-2017-1,ocds-lcuori-Zr5B9L-C-0115-2017-PE-0092-2017-1/3,Zr5B9L-C-0115-2017-PE-0092-2017-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-kR0Q0r-CM-ENAG-786-2016-1,ocds-lcuori-kR0Q0r-CM-ENAG-786-2016-1/3,kR0Q0r-CM-ENAG-786-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-50003114-1,ocds-lcuori-0rwYG8-SOLPED-50003114-1/4,0rwYG8-SOLPED-50003114-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-083-2017-1,ocds-lcuori-PR8dYR-083-2017-1/3,PR8dYR-083-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10005390-TEG-1,ocds-lcuori-vGZWNR-10005390-TEG-1/3,vGZWNR-10005390-TEG-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-JL7W2L-LP 002-2017-2,ocds-lcuori-JL7W2L-LP 002-2017-2/3,JL7W2L-LP 002-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8M9r-CM-047-IP-2017-1,ocds-lcuori-PR8M9r-CM-047-IP-2017-1/3,PR8M9r-CM-047-IP-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-088-2017-1,ocds-lcuori-MLQmwL-CM-088-2017-1/4,MLQmwL-CM-088-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVggL-CM-27-CHOLBOMB-2017-1,ocds-lcuori-wrVggL-CM-27-CHOLBOMB-2017-1/3,wrVggL-CM-27-CHOLBOMB-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DCS-022-2017-UR-1,ocds-lcuori-mGEMGM-DCS-022-2017-UR-1/3,mGEMGM-DCS-022-2017-UR-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE COTIZACION No.118-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.118-2017-1/3,ERpWgG-SRE COTIZACION No.118-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRNjoR-CM-020-HBCBH-2017-1,ocds-lcuori-gRNjoR-CM-020-HBCBH-2017-1/4,gRNjoR-CM-020-HBCBH-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-091-2017-1,ocds-lcuori-MLQmwL-CM-091-2017-1/3,MLQmwL-CM-091-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE COTIZACION No.122-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.122-2017-1/3,ERpWgG-SRE COTIZACION No.122-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-093-2017-1,ocds-lcuori-MLQmwL-CM-093-2017-1/4,MLQmwL-CM-093-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CC-197-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-197-HBCBHSPS-2017-1/4,7G3mOr-CC-197-HBCBHSPS-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rw34r-AMPC-CBM-CM-017-2017-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-017-2017-1/4,0rw34r-AMPC-CBM-CM-017-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQW8R-02-2017-2,ocds-lcuori-MLQW8R-02-2017-2/3,MLQW8R-02-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlZYL-SEP-DGSC-01-2017-1,ocds-lcuori-yRlZYL-SEP-DGSC-01-2017-1/3,yRlZYL-SEP-DGSC-01-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-LP-04-2,ocds-lcuori-lRo92L-LP-04-2/3,lRo92L-LP-04-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo92L-17-13-1,ocds-lcuori-lRo92L-17-13-1/3,lRo92L-17-13-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-002-ONCAE-2017-2,ocds-lcuori-orvPDG-LP-002-ONCAE-2017-2/3,orvPDG-LP-002-ONCAE-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLn2nL-Subasta Pública-DNBE-CP-001-2017-2,ocds-lcuori-gLn2nL-Subasta Pública-DNBE-CP-001-2017-2/3,gLn2nL-Subasta Pública-DNBE-CP-001-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-50003164-1-1,ocds-lcuori-0rwYG8-SOLPED-50003164-1-1/3,0rwYG8-SOLPED-50003164-1-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvwnL-CM-013-INP-2017-1,ocds-lcuori-orvwnL-CM-013-INP-2017-1/3,orvwnL-CM-013-INP-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-01-2017-2,ocds-lcuori-ERpaPr-01-2017-2/3,ERpaPr-01-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-15-2017-2,ocds-lcuori-ERpaPr-15-2017-2/3,ERpaPr-15-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CMA-060-2017-1,ocds-lcuori-wrV3LP-CMA-060-2017-1/3,wrV3LP-CMA-060-2017-1,1-FjRDVLk,Recursos Nacionales,FjRDVLk,BCIE
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-19-2017-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-19-2017-1/4,MrM6zL-CM-CONEANFO-UAF-19-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2Lm85r-007-2017-SENASA-1,ocds-lcuori-2Lm85r-007-2017-SENASA-1/4,2Lm85r-007-2017-SENASA-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-101-AMDC-125-2017-2,ocds-lcuori-2LmqDL-LPrNO-101-AMDC-125-2017-2/3,2LmqDL-LPrNO-101-AMDC-125-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRz0xL-CM-SAR-087-2017-1,ocds-lcuori-WRz0xL-CM-SAR-087-2017-1/3,WRz0xL-CM-SAR-087-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-LP No. SS-FAHSL-001-2017-2,ocds-lcuori-gRN9jG-LP No. SS-FAHSL-001-2017-2/3,gRN9jG-LP No. SS-FAHSL-001-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-LP No. SS-FAHSL-003 -2017-2,ocds-lcuori-gRN9jG-LP No. SS-FAHSL-003 -2017-2/3,gRN9jG-LP No. SS-FAHSL-003 -2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8M9r-CM-050-IP-2017-1,ocds-lcuori-PR8M9r-CM-050-IP-2017-1/3,PR8M9r-CM-050-IP-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRop5r-HBCBH-006-2017-1,ocds-lcuori-lRop5r-HBCBH-006-2017-1/4,lRop5r-HBCBH-006-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE COTIZACION No.138-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.138-2017-1/3,ERpWgG-SRE COTIZACION No.138-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-CP 003 SSIS BID 3371 2017-1,ocds-lcuori-yRl6pL-CP 003 SSIS BID 3371 2017-1/3,yRl6pL-CP 003 SSIS BID 3371 2017-1,3-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-WRzbRe-LPR No.144- DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No.144- DGC-UATSV-2017 -2/3,WRzbRe-LPR No.144- DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-yRlaDr-LP. 004-2017-RSDCH-2,ocds-lcuori-yRlaDr-LP. 004-2017-RSDCH-2/3,yRlaDr-LP. 004-2017-RSDCH-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-108-AMDC-132-2017-2,ocds-lcuori-2LmqDL-LPrNO-108-AMDC-132-2017-2/3,2LmqDL-LPrNO-108-AMDC-132-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-109-AMDC-133-2017-2,ocds-lcuori-2LmqDL-LPrNO-109-AMDC-133-2017-2/3,2LmqDL-LPrNO-109-AMDC-133-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8ooG-CM-46-CONAPID-2017-1,ocds-lcuori-PR8ooG-CM-46-CONAPID-2017-1/3,PR8ooG-CM-46-CONAPID-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-111-AMDC-135-2017-2,ocds-lcuori-2LmqDL-LPrNO-111-AMDC-135-2017-2/3,2LmqDL-LPrNO-111-AMDC-135-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe00r-CM-CONEANFO-PROELEM-18-2017C-1,ocds-lcuori-PLe00r-CM-CONEANFO-PROELEM-18-2017C-1/4,PLe00r-CM-CONEANFO-PROELEM-18-2017C-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ZGqbBR-LPN No MPC-GAF-04-2017-2,ocds-lcuori-ZGqbBR-LPN No MPC-GAF-04-2017-2/3,ZGqbBR-LPN No MPC-GAF-04-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDgWG-CM-470-CBC-2017-1,ocds-lcuori-jRDgWG-CM-470-CBC-2017-1/4,jRDgWG-CM-470-CBC-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVggL-CM-31-CHOLBOMB-2017-1,ocds-lcuori-wrVggL-CM-31-CHOLBOMB-2017-1/3,wrVggL-CM-31-CHOLBOMB-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rw34r-AMPC-CBM-CM-019-2017-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-019-2017-1/3,0rw34r-AMPC-CBM-CM-019-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-06-LPN-IHT-2017-2,ocds-lcuori-KLgDwG-06-LPN-IHT-2017-2/3,KLgDwG-06-LPN-IHT-2017-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-111-2017-1,ocds-lcuori-PR8dYR-111-2017-1/3,PR8dYR-111-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-120000221-TEG-1,ocds-lcuori-vGZWNR-120000221-TEG-1/3,vGZWNR-120000221-TEG-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-DL9YoL-LPN 03-2017-FAHM-2,ocds-lcuori-DL9YoL-LPN 03-2017-FAHM-2/3,DL9YoL-LPN 03-2017-FAHM-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxELe-02-2017-SAG-1,ocds-lcuori-grxELe-02-2017-SAG-1/3,grxELe-02-2017-SAG-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CC-201-HBCBHSPS-2017-1,ocds-lcuori-7G3mOr-CC-201-HBCBHSPS-2017-1/3,7G3mOr-CC-201-HBCBHSPS-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLemLJ-DGMM-CM-0101-2017-1,ocds-lcuori-PLemLJ-DGMM-CM-0101-2017-1/3,PLemLJ-DGMM-CM-0101-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-COT. 015-2017-1,ocds-lcuori-8L47Pr-COT. 015-2017-1/3,8L47Pr-COT. 015-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-COT. 020-2017-1,ocds-lcuori-8L47Pr-COT. 020-2017-1/3,8L47Pr-COT. 020-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR847R-ICF-SGM-001-2017-2,ocds-lcuori-PR847R-ICF-SGM-001-2017-2/3,PR847R-ICF-SGM-001-2017-2,2.0-FlRo2G5,Donación,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR No. 159-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 159-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 159-DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-WRzbRe-LPR No. 160-DGC-UATSV-2017 -2,ocds-lcuori-WRzbRe-LPR No. 160-DGC-UATSV-2017 -2/3,WRzbRe-LPR No. 160-DGC-UATSV-2017 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-2LAdQr-LP-FV-RVP-007-2017-2,ocds-lcuori-2LAdQr-LP-FV-RVP-007-2017-2/3,2LAdQr-LP-FV-RVP-007-2017-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3oBG-CM-001-2017-1,ocds-lcuori-7G3oBG-CM-001-2017-1/3,7G3oBG-CM-001-2017-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GXmzR-LP-001-2017_CCIVS-2,ocds-lcuori-7GXmzR-LP-001-2017_CCIVS-2/3,7GXmzR-LP-001-2017_CCIVS-2,1-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-0rwYG8-SOLPED-30000508-1,ocds-lcuori-0rwYG8-SOLPED-30000508-1/3,0rwYG8-SOLPED-30000508-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
