ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/unit/name,contracts/0/items/0/unit/value/amount,contracts/0/items/0/unit/value/currency,contracts/0/items/0/description,contracts/0/items/0/quantity,contracts/0/items/0/classification/id,contracts/0/items/0/classification/scheme,contracts/0/items/0/classification/description
ocds-lcuori-6972,ocds-lcuori-6972/3-contract,6972,18881,Caja,42.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR ROJO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",500.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6972,ocds-lcuori-6972/3-contract,6972,18882,Paquete,64.4,HNL,"PAPEL CARBON TAMA?O CARTA PARA MAQUINA DE ESCRIBIR, PAQUETE DE 100 HOJAS, ALTA CALIDAD (ZONA 1)",100.0,14121810,UNSPSC,Papeles carb?n
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19276,Unidad,160.0,HNL,"CUBIERTAS DE INFORME O CARATULAS DE COLORES TAMA?O CARTA, ALTA CALIDAD, RESMA DE 50 UNIDADES (ZONA 1)
",5.0,44122013,UNSPSC,Cubiertas de informe o car?tulas
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19277,Pliego,14.75,HNL,"PLIEGO DE CARTULINA OPALINA TAMA?O 24"" X 36"", ALTA CALIDAD (ZONA 1)",5.0,14111610,UNSPSC,Cartulina
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19278,Unidad,105.0,HNL,"CARTULINAS LINO COLOR BLANCO TAMA?O CARTA RESMAS  DE 50 UNIDADES, ALTA CALIDAD ( ZONA 1)",1.0,14111610,UNSPSC,Cartulina
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19279,Unidad,98.0,HNL,"ORGANIZADOR DE ESCRITORIO, ALTA CALIDAD (ZONA 1)",5.0,44111503,UNSPSC,Bandejas de correspondencia
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19280,Unidad,35.0,HNL,"CARPETA ARCHIVADORA DE VINIL TAMA?O CARTA, TRES ANILLOS DE 1"" COLOR NEGRO, ALTA CALIDAD, (ZONA 1)


",10.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19281,Resma,78.0,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO, ALTA CALIDAD (ZONA 1)",30.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19282,Unidad,7.75,HNL,"NOTAS ADHESIVAS 3X3 PULGADAS, CINCO COLORES DE 100 PAGINAS, ALTA CALIDAD (ZONA 1)

",100.0,14111530,UNSPSC,Notas de papel autoadhesivo
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19283,Resma,29.0,HNL,"RESMA DE 50 HOJAS DE PAPEL CONSTRUCCION TAMA?O CARTA, ALTA CALIDAD (ZONA 1) ",25.0,14111606,UNSPSC,Papel art?stico o papel Kraft
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19284,Paquete,56.0,HNL,"PAPEL CARBON TAMA?O CARTA PARA MAQUINA DE ESCRIBIR, PAQUETE DE 100 HOJAS, ALTA CALIDAD (ZONA 1)",1.0,14121810,UNSPSC,Papeles carb?n
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19285,Unidad,275.0,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O LEGAL COLOR MANILA CON PERFORACION,  FABRICACION NACIONAL (ZONA 1)

",10.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19286,Paquete,87.5,HNL,"CARTULINA OPALINA TAMA?O CARTA, PAQUETE DE 50 HOJAS, ALTA CALIDAD (ZONA 1)",5.0,14111610,UNSPSC,Cartulina
ocds-lcuori-7050,ocds-lcuori-7050/3-contract,7050,19287,Unidad,45.0,HNL,"SOBRE MANILA TAMA?O 15"" X 23.5"" CMS, PAQUETE DE 50 SOBRES, ALTA CALIDAD (ZONA 1)",10.0,44121506,UNSPSC,Sobres est?ndar
ocds-lcuori-6253,ocds-lcuori-6253/3-contract,6253,17162,Caja,117.3,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO LAPIZ 8ML MINIMO HASTA 10ML O 10G MAXIMO CAJA DE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",50.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-6253,ocds-lcuori-6253/3-contract,6253,17163,Caja,10.12,HNL,"CD-R, CAJA DE UNA PIEZA, ALTA CALIDAD (ZONA 1)",500.0,43202001,UNSPSC,Discos compactos (CD)
ocds-lcuori-6253,ocds-lcuori-6253/3-contract,6253,17164,Unidad,2.3,HNL,"REGLA DE PLASTICO TRASPARENTE DE 12"", GRADUADA EN CENTIMETROS, MILIMETROS Y PULGADAS ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO",200.0,41111604,UNSPSC,Reglas
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18900,Unidad,48.07,HNL,"CAJAS PARA ARCHIVO TAMA?O OFICIO, SUSTENTABLE( ZONA 1)",100.0,24112504,UNSPSC,Cajas moldeadas
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18901,Unidad,33.35,HNL,"SOBRES DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD, PAQUETE DE 100 UNIDADES (ZONA 1)",1.0,44121506,UNSPSC,Sobres est?ndar
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18902,Unidad,51.75,HNL,"CUADERNO UNICO PEQUE?O PLASTIFICADO DE 400 PAGINAS, CALIDAD INTERMEDIA (ZONA 1)",50.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18903,Unidad,82.8,HNL,"CUADERNO UNICO GRANDE PLASTIFICADO DE 400 PAGINAS, CALIDAD INTERMEDIA (ZONA 1)",50.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18904,Unidad,9.7175,HNL,"LIBRETAS DE TAQUIGRAFIA MINIMO 70 HOJAS, CALIDAD INTERMEDIA (ZONA 1)",50.0,14111531,UNSPSC,Libros o cuadernos de registro
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18887,Unidad,217.35,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR NEGRO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",30.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18888,Unidad,92.0,HNL,"CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O CARTA TIPO LEITZ, ALTA CALIDAD (ZONA 1)",100.0,44122027,UNSPSC,Clasificadores de documentos
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18889,Unidad,94.875,HNL,"CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O OFICIO TIPO LEITZ, ALTA CALIDAD (ZONA 1)",100.0,44122027,UNSPSC,Clasificadores de documentos
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18890,Caja,27.6,HNL,"BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR NEGRO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",21.0,60121524,UNSPSC,Bol?grafos de gel
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18891,Caja,117.3,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO LAPIZ 8ML MINIMO HASTA 10ML O 10G MAXIMO CAJA DE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)",8.0,44121805,UNSPSC,L?piz corrector
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18892,Unidad,8.165,HNL,"CINTA DUCK TAPE CAFE DE 2"" X HASTA 40 YARDAS DE LARGO PARA SELLAR, ALTA CALIDAD, (ZONA 1)",100.0,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18893,Unidad,12.075,HNL,PEGAMENTO EN BARRA DE 20 A 39 GRAMOS ALTA CALIDAD (ZONA 1),50.0,44121634,UNSPSC,Rollos dispensadores de pegamento
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18894,Paquete,14.49,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,17.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18895,Caja,27.6,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR AZUL, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",21.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18896,Caja,48.3,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR ROJO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",21.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18897,Unidad,8.28,HNL,"MASKING TAPE DE 3/4"" X HASTA 40 YARDAS DE LARGO, FABRICACION NACIONAL (ZONA 1)",100.0,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18898,Unidad,217.35,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR AZUL, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",30.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-6973,ocds-lcuori-6973/3-contract,6973,18899,Unidad,217.35,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR ROJO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",30.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-7051,ocds-lcuori-7051/3-contract,7051,19288,Resma,62.5,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",125.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-7051,ocds-lcuori-7051/3-contract,7051,19289,Resma,76.5,HNL,RESMA DE PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO (ZONA 7) ALTA CALIDAD ,125.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-7008,ocds-lcuori-7008/3-contract,7008,19058,Caja,12.65,HNL,"GRAPAS DE ESTANDAR CAJA DE 5000 UNIDADES, ALTA CALIDAD, (ZONA 1)",30.0,44122107,UNSPSC,Grapas
ocds-lcuori-7008,ocds-lcuori-7008/3-contract,7008,19059,Caja,61.41,HNL,"RESALTADORES FLUORESCENTES GRUESOS AZUL (3MM - 5MM) CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",2.0,44121716,UNSPSC,Resaltadores fluorescentes
ocds-lcuori-7008,ocds-lcuori-7008/3-contract,7008,19060,Resma,92.0,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",5.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-7008,ocds-lcuori-7008/3-contract,7008,19061,Resma,109.25,HNL,"CARPETA FOLDER DE CARTULINA TAMA?O OFICIO COLOR MANILA, RESMA DE 100 UNIDADES, MARCA PROPIA (ZONA 1)",15.0,44122011,UNSPSC,Carpetas para archivos o folder
ocds-lcuori-7008,ocds-lcuori-7008/3-contract,7008,19062,Caja,4.1975,HNL,"CLIP ESTANDAR PEQUE?O COLOR PLATEADO, CAJA DE 100 UNIDADES, ALTA CALIDAD (ZONA 1)",10.0,44122104,UNSPSC,Clips para papel
ocds-lcuori-7008,ocds-lcuori-7008/3-contract,7008,19063,Caja,27.6,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO,CAJA DE 12 UNIDADES,ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",5.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19290,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR NEGRO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",30.0,60121524,UNSPSC,Bol?grafos de gel
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19291,Unidad,10.25,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO BROCHA MAS DE 10ML HASTA 22ML MAXIMO ALTA CALIDAD, (ZONA 1)",6.0,44121802,UNSPSC,L?quido corrector
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19292,Caja,132.0,HNL,"CARPETA COLGANTE TAMA?O OFICIO COLOR VERDE TRADICIONAL, CAJA DE 25 UNIDADES, ALTA CALIDAD (ZONA 1)",2.0,44122017,UNSPSC,Carpetas colgantes
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19293,Unidad,38.0,HNL,"ENGRAPADORA ESTANDAR DE ACERO COLOR NEGRO CAPACIDAD HASTA 25 HOJAS, ALTA CALIDAD, (ZONA 1)",6.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19294,Resma,78.0,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO, ALTA CALIDAD (ZONA 1)",23.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19295,Unidad,10.5,HNL,PEGAMENTO EN BARRA DE 20 A 39 GRAMOS ALTA CALIDAD (ZONA 1),10.0,44121634,UNSPSC,Rollos dispensadores de pegamento
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19296,Paquete,12.6,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,25.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19297,Caja,11.5,HNL,"GRAPAS DE ESTANDAR CAJA DE 5000 UNIDADES, ALTA CALIDAD, (ZONA 1)",10.0,44122107,UNSPSC,Grapas
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19298,Caja,42.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR ROJO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",3.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19299,Caja,58.8,HNL,"MARCADOR PERMANENTE DE PUNTA GRUESA COLOR NEGRO  (3MM - 5MM) CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)",2.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19300,Resma,63.0,HNL,"RESMA DE PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO, ALTA CALIDAD (ZONA 1) ",32.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-7052,ocds-lcuori-7052/3-contract,7052,19301,Unidad,160.0,HNL,"CALCULADORA PARA ESCRITORIO DE 10 DIGITOS SOLAR, ALTA CALIDAD, (ZONA1)",5.0,44101801,UNSPSC,Calculadoras
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19242,Unidad,25.0125,HNL,"TABLA SUJETAPAPEL TAMA?O OFICIO DE FIBRACEL ,ALTA CALIDAD (ZONA 1)",3.0,44122003,UNSPSC,Tablas para sujetar
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19243,Unidad,19.2625,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR NEGRO, ALTA CALIDAD (ZONA 1)",22.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19244,Unidad,19.2625,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR AZUL, ALTA CALIDAD (ZONA 1)",16.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19245,Unidad,19.2625,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR ROJO,  ALTA CALIDAD (ZONA 1)",22.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19246,Unidad,92.0,HNL,"CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O CARTA TIPO LEITZ, ALTA CALIDAD (ZONA 1)",7.0,44122027,UNSPSC,Clasificadores de documentos
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19247,Unidad,94.875,HNL,"CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O OFICIO TIPO LEITZ, ALTA CALIDAD (ZONA 1)",15.0,44122027,UNSPSC,Clasificadores de documentos
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19248,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR NEGRO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",4.0,60121524,UNSPSC,Bol?grafos de gel
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19249,Unidad,19.2625,HNL,"MARCADOR PERMANENTE DE PUNTA FINA (1MM - 2MM) COLOR VERDE, ALTA CALIDAD (ZONA 1)",6.0,44121708,UNSPSC,Marcadores permanentes
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19250,Unidad,11.7875,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO BROCHA MAS DE 10ML HASTA 22ML MAXIMO ALTA CALIDAD, (ZONA 1)",10.0,44121802,UNSPSC,L?quido corrector
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19251,Unidad,12.075,HNL,PEGAMENTO EN BARRA DE 20 A 39 GRAMOS ALTA CALIDAD (ZONA 1),7.0,44121634,UNSPSC,Rollos dispensadores de pegamento
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19252,Paquete,12.6,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,2.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19253,Caja,24.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR AZUL, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",1.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19254,Caja,42.0,HNL,"BOLIGRAFOS DE TINTA DE ACEITE PUNTA FINA COLOR ROJO, CAJA DE 12 UNIDADES, ALTA CALIDAD (ZONA 1)PRODUCTO EXENTO",1.0,44121704,UNSPSC,Bol?grafos o l?piz tinta
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19255,Caja,18.4,HNL,"CD-RW, CAJA DE UNA PIEZA, ALTA CALIDAD (ZONA 1)
",12.0,43202001,UNSPSC,Discos compactos (CD)
ocds-lcuori-7046,ocds-lcuori-7046/3-contract,7046,19256,Unidad,96.6,HNL,"PAPEL BOND BASE 20 TAMA?O LEGAL COLOR BLANCO,RESMA DE 500 UNIDADES, ALTA CALIDAD (ZONA 1)",2.0,14111511,UNSPSC,Papel bond o de escribir
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19302,Unidad,87.4575,HNL,"SOBRE MANILA TAMA?O CARTA, PAQUETE DE 50 SOBRES, ALTA CALIDAD (ZONA 6)",3.0,44121506,UNSPSC,Sobres est?ndar
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19303,Unidad,25.0125,HNL,"TABLA SUJETAPAPEL TAMA?O OFICIO DE FIBRACEL ,ALTA CALIDAD (ZONA 1)",4.0,44122003,UNSPSC,Tablas para sujetar
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19304,Unidad,51.75,HNL,"PERFORADORA DE DOS ORIFICIOS METALICA CAPACIDAD HASTA 20 HOJAS, ALTA CALIDAD (ZONA 1)",6.0,44121611,UNSPSC,Perforadora  de escritorio
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19305,Unidad,36.5125,HNL,"CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O OFICIO TIPO LEITZ, CALIDAD INTERMEDIA (ZONA 1)",50.0,44122027,UNSPSC,Clasificadores de documentos
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19306,Unidad,23.575,HNL,TINTA PARA SELLOS EN BOTE ROLL-ON COLOR NEGRO DE 60CC ALTA CALIDAD (ZONA 1),5.0,44121902,UNSPSC,Tinta china
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19307,Unidad,11.7875,HNL,"CORRECTOR EN LIQUIDO COLOR BLANCO TIPO BROCHA MAS DE 10ML HASTA 22ML MAXIMO ALTA CALIDAD, (ZONA 1)",24.0,44121802,UNSPSC,L?quido corrector
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19308,Bolsa,18.285,HNL,"GOMAS ELASTICAS O HULES GRUESOS NO.33, ALTA CALIDAD, (ZONA 1)",1.0,44122101,UNSPSC,Gomas el?sticas o hules
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19309,Paquete,25.875,HNL,PINZAS SUJETAPAPELES 32MM (PAQUETE DE 12 UNIDADES)ZONA 1,6.0,44111521,UNSPSC,Sujetapapeles
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19310,Paquete,16.3875,HNL,"PINZAS SUJETAPAPELES 25MM PAQUETE 12 UNIDADES, ALTA CALIDAD, (ZONA 1)
",8.0,44111521,UNSPSC,Sujetapapeles
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19311,Unidad,21.85,HNL,"PEGAMENTO EN BARRA DE 40 GRAMOS EN ADELANTE, ALTA CALIDAD (ZONA 1)",36.0,44121634,UNSPSC,Rollos dispensadores de pegamento
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19312,Unidad,8.165,HNL,"CINTA DUCK TAPE CAFE DE 2"" X HASTA 40 YARDAS DE LARGO PARA SELLAR, ALTA CALIDAD, (ZONA 1)",12.0,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19313,Unidad,43.7,HNL,"ENGRAPADORA ESTANDAR DE ACERO COLOR NEGRO CAPACIDAD HASTA 25 HOJAS, ALTA CALIDAD, (ZONA 1)",6.0,44121615,UNSPSC,Grapadoras  de escritorio
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19314,Caja,10.12,HNL,"CD-R, CAJA DE UNA PIEZA, ALTA CALIDAD (ZONA 1)",20.0,43202001,UNSPSC,Discos compactos (CD)
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19315,Paquete,14.49,HNL,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE DE 12 UNIDADES ALTA CALIDAD (ZONA 1) PRODUCTO EXENTO,12.0,44121706,UNSPSC,L?pices grafito normal
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19316,Caja,37.95,HNL,"GRAPAS DE 5/8"" CAJA DE 1000 UNIDADES, ALTA CALIDAD, (ZONA 1)",2.0,44122107,UNSPSC,Grapas
ocds-lcuori-7053,ocds-lcuori-7053/3-contract,7053,19317,Unidad,8.9125,HNL,"NOTAS ADHESIVAS 3X3 PULGADAS, CINCO COLORES DE 100 PAGINAS, ALTA CALIDAD (ZONA 1)

",10.0,14111530,UNSPSC,Notas de papel autoadhesivo
