ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/status,contracts/0/period/startDate,contracts/0/description,contracts/0/statusDetails,contracts/0/value/amount,contracts/0/value/currency,contracts/0/buyer/id,contracts/0/buyer/name
ocds-lcuori-7047,ocds-lcuori-7047/3-contract,7047,7047,902-1-5-0017-2015,goodsOrServices,pending,2015-09-11T11:21:09-06:00,COMPRA DE UTILES DE OFICINA,Impreso,4737.0225,HNL,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-7054,ocds-lcuori-7054/3-contract,7054,7054,801-1-1-0054-2015,goodsOrServices,pending,2015-09-14T10:51:50-06:00,COMPRA DE MATERIALES DE OFICINA SOLICITADOS POR EL ALMACEN CENTRAL TEGUCIGALPA PARA EXISTENCIAS SEGUN REQUISICION No 43320 DE FECHA 16 DE ENERO DE 2015,Impreso,121223.57,HNL,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7048,ocds-lcuori-7048/3-contract,7048,7048,190-1-2-0121-2015,goodsOrServices,pending,2015-09-11T12:00:30-06:00,para abastecerla proveeduria de la regional de comayagua,Impreso,11661.0,HNL,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-7055,ocds-lcuori-7055/3-contract,7055,7055,801-1-1-0055-2015,goodsOrServices,pending,2015-09-14T11:01:31-06:00,COMPRA DE MATERIALES DE OFICINA SOLICITADOS POR EL ALMACEN CENTRAL SEGUN REQUISICION No 43320 DE FECHA 16 DE ENERO DE 2015,Impreso,53621.3145,HNL,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7056,ocds-lcuori-7056/3-contract,7056,7056,50-1-5-0091-2015,goodsOrServices,cancelled,2015-09-14T11:05:17-06:00,5 cajas de fasteners y 1 resma  folders tama?o carta de 100 unidades que seran entregadas en la bodega central de la Secretaria de Educacion  ,Anulado,165.0,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-7057,ocds-lcuori-7057/3-contract,7057,7057,507-1-3-0003-2015,goodsOrServices,pending,2015-09-14T11:07:28-06:00,para el centro de CAI San Pedro Sula,Impreso,262.01,HNL,xK3jEy-byP1K8-wrLByx,DIVISION ADMINISTRATIVA
ocds-lcuori-7058,ocds-lcuori-7058/3-contract,7058,7058,801-1-1-0056-2015,goodsOrServices,pending,2015-09-14T11:08:06-06:00,COMPRA DE MATERIALES DE OFICINA SEGUN REQUISICION No 43320 DE FECHA 16 DE ENERO DE 2015 SOLICITADO POR EL ALMACEN CENTRAL PARA CONTROL DE EXISTENCIAS,Impreso,61967.4855,HNL,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7059,ocds-lcuori-7059/3-contract,7059,7059,50-1-5-0087-2015,goodsOrServices,pending,2015-09-14T11:13:52-06:00,Compra de varios productos para oficina,Elaboracion OC,1257.6000000000001,HNL,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-7060,ocds-lcuori-7060/3-contract,7060,7060,507-1-3-0004-2015,goodsOrServices,pending,2015-09-14T11:14:17-06:00,para ser utilizado en CAI San Pedro Sula,Impreso,5761.5,HNL,xK3jEy-byP1K8-wrLByx,DIVISION ADMINISTRATIVA
ocds-lcuori-7061,ocds-lcuori-7061/3-contract,7061,7061,507-1-3-0005-2015,goodsOrServices,pending,2015-09-14T11:18:55-06:00,para ser utilizado en Cai San Pedro Sula,Impreso,935.64,HNL,xK3jEy-byP1K8-wrLByx,DIVISION ADMINISTRATIVA
ocds-lcuori-10538,ocds-lcuori-10538/3-contract,10538,10538,,goodsOrServices,pending,2015-11-30T17:44:29-06:00,LLANTAS PARA USO EN VEHICULOS SOLICITADO SEGUN REQUISICION SGM 170 2015 PARA DAR CUMPLIMIENTO DE LOS INDICADORES No 1 Y 6 PAPSFOR,Impreso,,,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-7236,ocds-lcuori-7236/3-contract,7236,7236,,goodsOrServices,pending,2015-09-24T11:37:51-06:00,TONER HP Q2612A NEGRO,Elaboracion OC,23722.0275,HNL,yYNRRK-byP1K8-byP1K8,Unidad Central
ocds-lcuori-7264,ocds-lcuori-7264/3-contract,7264,7264,30-1-10-0024-2015,goodsOrServices,pending,2015-09-25T10:19:28-06:00,COMPRA PARA USO DE LAS DIFERENTES OFICINAS DE ESTA SECRETARIA,Impreso,7410.508000000001,HNL,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-5872,ocds-lcuori-5872/3-contract,5872,5872,601-1-1-0006-2015,goodsOrServices,pending,2015-07-01T15:02:00-06:00,Solicitud de Compra mediante Memorando 2165 GAYF 2015 de fecha 30 de Junio de 2015 de la Gerencia Administrativa y Financiera para compra de papel Bond base 20 tama?o Carta y Oficio para uso Institucional Region de San Pedro Sula y Region Tegucigalpa,Elaboracion OC,1421400.0,HNL,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-7324,ocds-lcuori-7324/3-contract,7324,7324,902-1-5-0037-2015,goodsOrServices,pending,2015-09-28T14:45:17-06:00,COMPRA UTILES DE OFICINA,Impreso,547.423,HNL,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-5873,ocds-lcuori-5873/3-contract,5873,5873,601-1-1-0007-2015,goodsOrServices,pending,2015-07-01T15:26:29-06:00,Solicitud de compra de la Gerencia Administrativa y Financiera mediante memorando 2165 GAYF 2015 de fecha 30 de junio 2015 compra de papel para uso Institucional region de San pedro Sula y Tegucigalpa,Impreso,1421400.0,HNL,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-5874,ocds-lcuori-5874/3-contract,5874,5874,200-1-1-0002-2015,goodsOrServices,pending,2015-07-02T10:08:04-06:00,COMPRA DE UTILES DE ESCRITORIO PARA USO DE LA INSTITUCION,Impreso,5448.655000000001,HNL,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5875,ocds-lcuori-5875/3-contract,5875,5875,200-1-1-0003-2015,goodsOrServices,pending,2015-07-02T10:15:25-06:00,COMPRA DE UTILES DE ESCRITORIO PARA CONSUMO DE LA INSTITUCION,Impreso,5271.025000000001,HNL,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5876,ocds-lcuori-5876/3-contract,5876,5876,200-1-1-0004-2015,goodsOrServices,pending,2015-07-02T10:19:48-06:00,COMPRA DE UTILES DE ESCRITORIO PARA CONSUMO DE LA INSTITUCION,Impreso,1316.16,HNL,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5877,ocds-lcuori-5877/3-contract,5877,5877,200-1-1-0005-2015,goodsOrServices,pending,2015-07-02T10:23:57-06:00,COMPRA DE UTILES DE ESCRITORIO PARA CONSUMO DE LA INSTITUCION,Impreso,5102.282,HNL,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5878,ocds-lcuori-5878/3-contract,5878,5878,200-1-1-0006-2015,goodsOrServices,pending,2015-07-02T10:28:16-06:00,COMPRA DE UTILES DE ESCRITORIO PARA CONSUMO DE LA INSTITUCION,Impreso,3285.7110000000002,HNL,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5891,ocds-lcuori-5891/3-contract,5891,5891,71-1-1-0022-2015,goodsOrServices,pending,2015-07-03T15:07:51-06:00,Utiles de oficina,Impreso,2476.617,HNL,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5892,ocds-lcuori-5892/3-contract,5892,5892,,goodsOrServices,cancelled,2015-07-06T13:12:06-06:00,100 Resma folder tama?o carta color amarillo  ,Anulado,7794.0,HNL,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-7880,ocds-lcuori-7880/3-contract,7880,7880,,goodsOrServices,pending,2015-10-15T14:56:18-06:00,CONTA 002,Elaboracion OC,5635.0,HNL,by4dly-byP1K8-QrN6r0,SERVICIOS DE COMPRAS Y SUMINISTROS
ocds-lcuori-7916,ocds-lcuori-7916/3-contract,7916,7916,3-1-1-0231-2015,goodsOrServices,pending,2015-10-16T09:27:17-06:00,MATERIAL DE OFICINA PARA LA DELEGACION REGIONAL DE COMAYAGUA,Impreso,2106.725,HNL,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-7996,ocds-lcuori-7996/3-contract,7996,7996,3-1-1-0251-2015,goodsOrServices,pending,2015-10-19T09:21:18-06:00,MATERIAL DE OFICINA PARA LA DELEGACION DEPARTAMENTAL DE LEMPIRA,Impreso,1831.95,HNL,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-10540,ocds-lcuori-10540/3-contract,10540,10540,,goodsOrServices,pending,2015-11-30T17:46:07-06:00,LLANTAS PARA USO EN VEHICULOS SOLICITADO SEGUN REQUISICION SGM 170 2015 PARA DAR CUMPLIMIENTO DE LOS INDICADORES No 1 Y 6 PAPSFOR,Impreso,,,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-6410,ocds-lcuori-6410/3-contract,6410,6410,,goodsOrServices,cancelled,2015-08-14T13:24:33-06:00,compra de papel para ser utilizado en las diferentes oficinas de esta Direccion,Anulado,6612.5,HNL,nz0RKj-byP1K8-byP1K8,OFICINA DE ADMINISTRACION
ocds-lcuori-5897,ocds-lcuori-5897/3-contract,5897,5897,,goodsOrServices,cancelled,2015-07-07T08:27:51-06:00,100 resma folder de cartulina color manila tama?o carta de 100 unidades,Anulado,7794.0,HNL,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-6450,ocds-lcuori-6450/3-contract,6450,6450,60-37-36-0019-2015,goodsOrServices,pending,2015-08-17T14:21:22-06:00,compra de utiles de oficina para todas las US y deptos de esta region deptal de fco morazan,Impreso,10930.0,HNL,lzlBXK-2rRMKL-nz0RKj,DIRECCION DEPARTAMENTAL DE FRANCISCO MORAZAN
ocds-lcuori-6451,ocds-lcuori-6451/3-contract,6451,6451,100-1-8-0021-2015,goodsOrServices,pending,2015-08-17T14:29:18-06:00,PRODUCTO PARA SER UTILIZADO POR EL PERSONAL DE LA TESORERIA GENERAL DE LA REPUBLICA,Impreso,15592.84,HNL,BzXX7z-byP1K8-5zp8zA,TESORERIA GENERAL DE LA REPUBLICA
ocds-lcuori-6518,ocds-lcuori-6518/3-contract,6518,6518,903-1-10-0015-2015,goodsOrServices,pending,2015-08-20T09:52:24-06:00,PAPELERIA Y UTILES ,Impreso,15702.675,HNL,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-5829,ocds-lcuori-5829/3-contract,5829,5829,100-1-19-0081-2015,goodsOrServices,cancelled,2015-06-07T11:33:19-06:00,Agua para el departamento de recursos humanos de la Secretaria de Cordinacion General del Gobierno,Anulado,57546.0,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5833,ocds-lcuori-5833/3-contract,5833,5833,100-1-19-0085-2015,goodsOrServices,cancelled,2015-06-08T13:39:08-06:00,compra de impresora ,Anulado,8050.0,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5837,ocds-lcuori-5837/3-contract,5837,5837,100-1-19-0089-2015,goodsOrServices,cancelled,2015-06-10T14:03:06-06:00,SOLICITADA POR LA JEFATURA DE COMPRAS DE BANASUPRO,Anulado,46700.0,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5840,ocds-lcuori-5840/3-contract,5840,5840,100-1-19-0091-2015,goodsOrServices,cancelled,2015-06-12T14:06:31-06:00,PAPEL BOND SOLICITADO POR EL GERENTE GENERAL DE BANADESA PARA UNA RAPIDA,Anulado,85.10000000000001,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5839,ocds-lcuori-5839/3-contract,5839,5839,71-1-1-0019-2015,goodsOrServices,pending,2015-06-12T13:39:59-06:00,Papel,Impreso,8280.0,HNL,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5841,ocds-lcuori-5841/3-contract,5841,5841,100-1-19-0092-2015,goodsOrServices,cancelled,2015-06-15T14:10:59-06:00,SUMINISTRO DE AGUA EMBOTELLADA PARA EL III TRIMESTRE DEL A?O 2015 DE LA REGIONAL DE TOCOA,Anulado,46700.0,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5844,ocds-lcuori-5844/3-contract,5844,5844,100-1-19-0095-2015,goodsOrServices,cancelled,2015-06-18T15:08:16-06:00,suministro de agua purificada para el iii trimestre del a?o 2015 para el hospital militar,Anulado,46700.0,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5845,ocds-lcuori-5845/3-contract,5845,5845,100-1-19-0096-2015,goodsOrServices,cancelled,2015-06-18T16:50:54-06:00,AHAHAHHA,Anulado,96.025,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5849,ocds-lcuori-5849/3-contract,5849,5849,100-1-19-0100-2015,goodsOrServices,cancelled,2015-06-24T14:22:53-06:00,SUMINISTRO DE AGUA EMBOTELLADA DEL III TRIMESTRE 2015 PARA INFOP MIRAFLORES,Anulado,46700.0,HNL,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5851,ocds-lcuori-5851/3-contract,5851,5851,10-1-1-0064-2015,goodsOrServices,pending,2015-06-25T11:21:32-06:00,Compra de fasteners metalicos numero 8 de buena calidad,Impreso,14271.5,HNL,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5852,ocds-lcuori-5852/3-contract,5852,5852,200-1-1-0001-2015,goodsOrServices,pending,2015-06-26T11:55:15-06:00,Compra de 300 Resmas de Papel Bond Tama?o Carta y 250 Resmas de Papel Bond Tama?o Oficio,Impreso,42722.5,HNL,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5862,ocds-lcuori-5862/3-contract,5862,5862,190-1-2-0099-2015,goodsOrServices,pending,2015-06-29T10:36:21-06:00,Para uso del personal de la unidad contra delitos tributarios,Impreso,540.5,HNL,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5866,ocds-lcuori-5866/3-contract,5866,5866,1801-1-2-0003-2015,goodsOrServices,pending,2015-06-29T14:51:13-06:00,COMPRA DE 627 RESMAS DE PAPEL TAMA?O CARTA Y 376 TAMA?O OFICIO,Impreso,76890.265,HNL,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-5864,ocds-lcuori-5864/3-contract,5864,5864,1801-1-2-0001-2015,goodsOrServices,cancelled,2015-06-29T12:12:59-06:00,Compra de 800 resmas de papel tama?o carta y 500 tama?o oficio,Anulado,99820.0,HNL,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-5865,ocds-lcuori-5865/3-contract,5865,5865,,goodsOrServices,cancelled,2015-06-29T13:40:03-06:00,Compra de 800 resmas de papel tama?o carta y 500 resmas tama?o oficio,Anulado,99820.0,HNL,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-5869,ocds-lcuori-5869/3-contract,5869,5869,,goodsOrServices,pending,2015-07-01T13:57:28-06:00,solicitud de la Gerencia Administrativa y Financiera mediante memorando 2165 GAYF 2015 de fecha 30 de junio 2015 compra para uso institucional para varias areas del Instituto San Pedro Sula y Tegucigalpa ,Elaboracion OC,1421400.0,HNL,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-5871,ocds-lcuori-5871/3-contract,5871,5871,,goodsOrServices,pending,2015-07-01T14:45:14-06:00,Solicitud de compra de papel bond base 20 tama?o carta y oficio mediante memorando 2165 GAYF 2015 de fecha 30 de junio 2015 de la Gerencia Adnministrativa y Financiera para uso Institucional region de Tegucigalpa y region de San Pedro Sula,Elaboracion OC,,,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-5868,ocds-lcuori-5868/3-contract,5868,5868,,goodsOrServices,cancelled,2015-07-01T11:31:23-06:00,gbuhhuyygyu,Anulado,345.69,HNL,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-5881,ocds-lcuori-5881/3-contract,5881,5881,,goodsOrServices,pending,2015-07-02T11:34:06-06:00,ORDEN DE COMPRA NUMERO 00666,Elaboracion OC,96.60000000000001,HNL,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5882,ocds-lcuori-5882/3-contract,5882,5882,506-1-1-0034-2015,goodsOrServices,pending,2015-07-02T11:47:34-06:00,ORDEN DE COMPRA NUMERO 006668,Elaboracion OC,2860.855,HNL,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5912,ocds-lcuori-5912/3-contract,5912,5912,,goodsOrServices,cancelled,2015-07-08T10:55:28-06:00,100 resmas folder de cartulina tama?o carta,Anulado,7794.0,HNL,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-5880,ocds-lcuori-5880/3-contract,5880,5880,,goodsOrServices,pending,2015-07-02T11:06:35-06:00,ORDEN DE COMPRA NUMERO 00665,Elaboracion OC,307.74,HNL,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5887,ocds-lcuori-5887/3-contract,5887,5887,505-1-1-0005-2015,goodsOrServices,pending,2015-07-02T14:59:52-06:00,Producto sera utilizado en las oficinas centrales del IHAH,Impreso,159.1,HNL,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5888,ocds-lcuori-5888/3-contract,5888,5888,71-1-1-0020-2015,goodsOrServices,pending,2015-07-03T14:50:40-06:00,Utiles de oficina DIECP,Impreso,39685.35,HNL,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5885,ocds-lcuori-5885/3-contract,5885,5885,505-1-1-0003-2015,goodsOrServices,pending,2015-07-02T14:43:15-06:00,Producto que sera utilizado en las oficinas centrales,Impreso,44.844,HNL,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5889,ocds-lcuori-5889/3-contract,5889,5889,71-1-1-0021-2015,goodsOrServices,pending,2015-07-03T14:54:37-06:00,Utiles de oficina,Impreso,1581.25,HNL,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5895,ocds-lcuori-5895/3-contract,5895,5895,,goodsOrServices,pending,2015-07-06T15:16:49-06:00,ALMOHADILLAS DE ENTINTAR PLASTICAS  ALTA CALIDAD,Elaboracion OC,143.0,HNL,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7571,ocds-lcuori-7571/3-contract,7571,7571,,goodsOrServices,pending,2015-10-05T11:04:23-06:00,PAPEL BOND TAMA?O CARTA 40 RESMAS,Elaboracion OC,2797.2000000000003,HNL,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-5894,ocds-lcuori-5894/3-contract,5894,5894,60-22-21-0001-2015,goodsOrServices,pending,2015-07-06T13:15:39-06:00,100 Resma folder tama?o carta color amarillo  ,Impreso,,,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-5901,ocds-lcuori-5901/3-contract,5901,5901,100-1-5-0016-2015,goodsOrServices,cancelled,2015-07-07T14:59:14-06:00,SUMINISTRO DE 62 RESMAS DE PAPEL BOND BASE 20 TAM CARTA PARA USO DE LA DIRECCION GENERAL DE INSTITUCIONES DESCENTRALIZADAS DE LA SEFIN,Anulado,4456.25,HNL,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5905,ocds-lcuori-5905/3-contract,5905,5905,100-1-5-0018-2015,goodsOrServices,cancelled,2015-07-07T15:37:02-06:00,suministro de un disco duro externo de un terabyte para uso en la direccion general de instituciones descentralizadas,Anulado,2012.5,HNL,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5906,ocds-lcuori-5906/3-contract,5906,5906,33-1-1-0003-2015,goodsOrServices,pending,2015-07-07T15:41:46-06:00,OCCONV0052015,Impreso,36636.700000000004,HNL,ZK59Kp-byP1K8-byP1K8,CONVIVIENDA
ocds-lcuori-5910,ocds-lcuori-5910/3-contract,5910,5910,60-26-25-0008-2015,goodsOrServices,pending,2015-07-08T10:44:11-06:00,Materiales que seran utilizados en las diferentes salas y oficinas del hospital Enrique Aguilar Cerrato de Intibuca Intibuca Ejecucion que corresponde al III trimestre de 2015,Elaboracion OC,41201.05,HNL,lzlBXK-DznPKL-QrN6r0,DIRECCION HOSPITAL DR. ENRIQUE AGUILAR CERRATO
ocds-lcuori-5913,ocds-lcuori-5913/3-contract,5913,5913,60-26-25-0009-2015,goodsOrServices,cancelled,2015-07-08T11:03:26-06:00,UTILES DE OFICINA QUE SERAN UTILIZADOS EN LAS DIFERENTES SALAS Y OFICINAS DEL HOSPITAL ENRIQUE AGUILAR CERRATO DE INTIBUCA INTIBUCA EJECUCION QUE CORRESPONDE AL III TRIMESTRE DE 2015,Anulado,18631.751,HNL,lzlBXK-DznPKL-QrN6r0,DIRECCION HOSPITAL DR. ENRIQUE AGUILAR CERRATO
ocds-lcuori-5908,ocds-lcuori-5908/3-contract,5908,5908,280-1-6-0001-2015,goodsOrServices,cancelled,2015-07-08T09:49:33-06:00,Sobres para uso de la Mesa de Ayuda,Anulado,52.164,HNL,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
