ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/datePublished,tender/documents/0/description,tender/documents/0/format,tender/documents/0/title,tender/documents/0/url
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,136175,tenderNotice,2019-07-09T14:17:08.950000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019100-AvisodePrensa.PDF
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,136194,biddingDocuments,2019-07-09T18:02:43.533000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,137908,x_amendment,2019-08-08T18:20:47.213000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019402-EnmiendaoAdendum.PDF
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,138142,x_amendment,2019-08-14T18:02:57.403000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019406-EnmiendaoAdendum.PDF
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,137942,clarifications,2019-08-09T11:53:34.077000-06:00,Aclaratoria,application/pdf,Aclaratoria,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019503-Aclaratoria.PDF
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,138140,clarifications,2019-08-14T18:00:04.780000-06:00,Aclaratoria,application/pdf,Aclaratoria,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019504-Aclaratoria.PDF
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,138141,clarifications,2019-08-14T18:00:17.967000-06:00,Aclaratoria,application/pdf,Aclaratoria,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019505-Aclaratoria.PDF
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,138380,x_recordOpeningTendersReceived,2019-08-19T19:15:13.357000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic42LPN-SEFIN-004-2019607-ActadeRecepcionyAperturadeOfertas.PDF
ocds-lcuori-7G3n9L-LP 005-2019 FUNDAGES HEAC-2,ocds-lcuori-7G3n9L-LP 005-2019 FUNDAGES HEAC-2/4,7G3n9L-LP 005-2019 FUNDAGES HEAC-2,136179,biddingDocuments,2019-07-09T14:45:20.837000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic996LP%20005-2019%20FUNDAGES%20HEAC200-PliegooTerminosdeReferencia.docx
ocds-lcuori-7G3n9L-LP 005-2019 FUNDAGES HEAC-2,ocds-lcuori-7G3n9L-LP 005-2019 FUNDAGES HEAC-2/4,7G3n9L-LP 005-2019 FUNDAGES HEAC-2,142713,x_recordOpeningTendersReceived,2019-11-14T10:33:59.690000-06:00,Acta de Recepcion y Apertura de Ofertas,image/jpeg,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic996LP%20005-2019%20FUNDAGES%20HEAC601-ActadeRecepcionyAperturadeOfertas.jpg
ocds-lcuori-orvPDG-LP-052-HGA-2019-2,ocds-lcuori-orvPDG-LP-052-HGA-2019-2/5,orvPDG-LP-052-HGA-2019-2,136508,tenderNotice,2019-07-15T13:56:32.960000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic95LP-052-HGA-2019100-AvisodePrensa.docx
ocds-lcuori-orvPDG-LP-052-HGA-2019-2,ocds-lcuori-orvPDG-LP-052-HGA-2019-2/5,orvPDG-LP-052-HGA-2019-2,136509,biddingDocuments,2019-07-15T13:58:31.563000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic95LP-052-HGA-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2/6,WRzbRe-LPR-044-DGC-UATSV-2019-2,136510,tenderNotice,2019-07-15T14:21:52.180000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic10LPR-044-DGC-UATSV-2019100-AvisodePrensa.docx
ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2/6,WRzbRe-LPR-044-DGC-UATSV-2019-2,136511,biddingDocuments,2019-07-15T14:22:29.293000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic10LPR-044-DGC-UATSV-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2/6,WRzbRe-LPR-044-DGC-UATSV-2019-2,137097,x_amendment,2019-07-24T17:18:58.673000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic10LPR-044-DGC-UATSV-2019402-EnmiendaoAdendum.pdf
ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2/6,WRzbRe-LPR-044-DGC-UATSV-2019-2,137110,x_amendment,2019-07-25T10:19:38.463000-06:00,Enmienda o Adendum,application/pdf,Enmienda o Adendum,http://h1.honducompras.gob.hn/Docs/Lic10LPR-044-DGC-UATSV-2019403-EnmiendaoAdendum.pdf
ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2/6,WRzbRe-LPR-044-DGC-UATSV-2019-2,142342,x_recordOpeningTendersReceived,2019-11-07T14:15:56.403000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic10LPR-044-DGC-UATSV-2019604-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2/4,kR05rP-LPR-030-UDEIP-INSEP-2019-2,136535,tenderNotice,2019-07-15T15:35:27.083000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic12LPR-030-UDEIP-INSEP-2019100-AvisodePrensa.pdf
ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2/4,kR05rP-LPR-030-UDEIP-INSEP-2019-2,136536,biddingDocuments,2019-07-15T15:35:40.580000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic12LPR-030-UDEIP-INSEP-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2/4,kR05rP-LPR-030-UDEIP-INSEP-2019-2,137584,x_recordOpeningTendersReceived,2019-08-02T15:28:30.300000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic12LPR-030-UDEIP-INSEP-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-orveZR-LP-RDC-20-2019-2,ocds-lcuori-orveZR-LP-RDC-20-2019-2/3,orveZR-LP-RDC-20-2019-2,136610,tenderNotice,2019-07-16T14:35:31.933000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic607LP-RDC-20-2019100-AvisodePrensa.pdf
ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2,ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2/2,2Lm5KL-construccion de calle con Concreto Hidraulico-2,142568,tenderNotice,2019-11-12T11:06:42.743000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic421construccion%20de%20calle%20con%20Concreto%20Hidraulico100-AvisodePrensa.pdf
ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2,ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2/2,2Lm5KL-construccion de calle con Concreto Hidraulico-2,142570,biddingDocuments,2019-11-12T11:07:43.570000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic421construccion%20de%20calle%20con%20Concreto%20Hidraulico200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2,ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2/2,2Lm5KL-construccion de calle con Concreto Hidraulico-2,142571,x_solicitationDocumentAnnexe,2019-11-12T11:08:24.867000-06:00,Anexos al Pliego ,application/pdf,Anexos al Pliego ,http://h1.honducompras.gob.hn/Docs/Lic421construccion%20de%20calle%20con%20Concreto%20Hidraulico1403-AnexosalPliego.pdf
ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2,ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2/4,jRDkQG-CM-265-2019-HMCR--2,136895,tenderNotice,2019-07-22T10:17:07.683000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic104CM-265-2019-HMCR-101-AvisodePrensa.pdf
ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2,ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2/4,jRDkQG-CM-265-2019-HMCR--2,136878,biddingDocuments,2019-07-22T08:33:05.820000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic104CM-265-2019-HMCR-200-PliegooTerminosdeReferencia.docx
ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2,ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2/4,jRDkQG-CM-265-2019-HMCR--2,138243,x_recordOpeningTendersReceived,2019-08-16T14:27:08.887000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic104CM-265-2019-HMCR-602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-7rBxpG-LPública No.23-2019-2,ocds-lcuori-7rBxpG-LPública No.23-2019-2/6,7rBxpG-LPública No.23-2019-2,136919,tenderNotice,2019-07-22T11:34:10.900000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.23-2019100-AvisodePrensa.pdf
ocds-lcuori-7rBxpG-LPública No.23-2019-2,ocds-lcuori-7rBxpG-LPública No.23-2019-2/6,7rBxpG-LPública No.23-2019-2,136921,biddingDocuments,2019-07-22T11:34:32.827000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.23-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-7rBxpG-LPública No.23-2019-2,ocds-lcuori-7rBxpG-LPública No.23-2019-2/6,7rBxpG-LPública No.23-2019-2,143360,x_recordOpeningTendersReceived,2019-11-29T14:24:12.827000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.23-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2/5,MLQnAG-LPriv-031-2019-HGS-2,136960,tenderNotice,2019-07-22T17:20:03.837000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-031-2019-HGS100-AvisodePrensa.docx
ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2/5,MLQnAG-LPriv-031-2019-HGS-2,136961,biddingDocuments,2019-07-22T17:20:30.383000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-031-2019-HGS201-PliegooTerminosdeReferencia.docx
ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2/5,MLQnAG-LPriv-031-2019-HGS-2,139449,x_recordOpeningTendersReceived,2019-09-12T14:27:59.830000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-031-2019-HGS602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,136981,tenderNotice,2019-07-23T10:36:41.400000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-038-2019-HGS100-AvisodePrensa.docx
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,136982,biddingDocuments,2019-07-23T10:38:18.750000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-038-2019-HGS201-PliegooTerminosdeReferencia.docx
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,141306,x_recordOpeningTendersReceived,2019-10-22T14:43:01.673000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-038-2019-HGS602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,141307,x_recordOpeningTendersReceived,2019-10-22T14:43:33.733000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-038-2019-HGS602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,141308,x_recordOpeningTendersReceived,2019-10-22T14:44:05.140000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-038-2019-HGS602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,141309,x_recordOpeningTendersReceived,2019-10-22T14:44:35.740000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic93LPriv-038-2019-HGS602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-orvPDG-LP-064-HGA-2019-2,ocds-lcuori-orvPDG-LP-064-HGA-2019-2/5,orvPDG-LP-064-HGA-2019-2,137004,tenderNotice,2019-07-23T17:16:03.200000-06:00,Aviso de Prensa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic95LP-064-HGA-2019100-AvisodePrensa.docx
ocds-lcuori-orvPDG-LP-064-HGA-2019-2,ocds-lcuori-orvPDG-LP-064-HGA-2019-2/5,orvPDG-LP-064-HGA-2019-2,137005,biddingDocuments,2019-07-23T17:16:17.360000-06:00,Pliego o Terminos de Referencia,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic95LP-064-HGA-2019201-PliegooTerminosdeReferencia.docx
ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2,ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2/6,1RaMPR-SCI-16-COMRURAL-2019-2,142666,tenderNotice,2019-11-13T14:34:42.320000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic703SCI-16-COMRURAL-2019100-AvisodePrensa.pdf
ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2,ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2/6,1RaMPR-SCI-16-COMRURAL-2019-2,142668,biddingDocuments,2019-11-13T14:41:57.030000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic703SCI-16-COMRURAL-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2,ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2/6,1RaMPR-SCI-16-COMRURAL-2019-2,145542,x_recordOpeningTendersReceived,2020-02-24T15:30:40.547000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic703SCI-16-COMRURAL-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-wrVn3r-15-032-2019-2,ocds-lcuori-wrVn3r-15-032-2019-2/4,wrVn3r-15-032-2019-2,139066,tenderNotice,2019-09-05T13:54:35.667000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic9915-032-2019100-AvisodePrensa.pdf
ocds-lcuori-wrVn3r-15-032-2019-2,ocds-lcuori-wrVn3r-15-032-2019-2/4,wrVn3r-15-032-2019-2,139082,biddingDocuments,2019-09-05T15:21:02.507000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic9915-032-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-wrVn3r-15-032-2019-2,ocds-lcuori-wrVn3r-15-032-2019-2/4,wrVn3r-15-032-2019-2,139084,x_recordOpeningTendersReceived,2019-09-05T15:35:07.753000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic9915-032-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-gRN9jG-lpn SS FAHSL 004-2019-2,ocds-lcuori-gRN9jG-lpn SS FAHSL 004-2019-2/2,gRN9jG-lpn SS FAHSL 004-2019-2,142684,biddingDocuments,2019-11-13T16:56:29.203000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic1030lpn%20SS%20FAHSL%20004-2019200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2,ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2/2,ZGqW9r-CD-003-IPM-2019-2,142718,biddingDocuments,2019-11-14T10:43:32.540000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic662CD-003-IPM-2019200-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2,ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2/2,ZGqW9r-CD-003-IPM-2019-2,142723,biddingDocuments,2019-11-14T10:58:38.853000-06:00,Pliego o Terminos de Referencia,application/pdf,Pliego o Terminos de Referencia,http://h1.honducompras.gob.hn/Docs/Lic662CD-003-IPM-2019201-PliegooTerminosdeReferencia.pdf
ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2,ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2/2,ZGqW9r-CD-003-IPM-2019-2,143536,x_recordOpeningTendersReceived,2019-12-05T13:28:54.043000-06:00,Acta de Recepcion y Apertura de Ofertas,application/pdf,Acta de Recepcion y Apertura de Ofertas,http://h1.honducompras.gob.hn/Docs/Lic662CD-003-IPM-2019602-ActadeRecepcionyAperturadeOfertas.pdf
ocds-lcuori-PR8M9r-LPN-IP-004-2019-2,ocds-lcuori-PR8M9r-LPN-IP-004-2019-2/4,PR8M9r-LPN-IP-004-2019-2,137435,tenderNotice,2019-08-01T08:40:37.240000-06:00,Aviso de Prensa,application/pdf,Aviso de Prensa,http://h1.honducompras.gob.hn/Docs/Lic336LPN-IP-004-2019100-AvisodePrensa.pdf
