ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name,planning/budget/budgetBreakdown/0/description
ocds-lcuori-grxELe-467-2019-SAG-1,ocds-lcuori-grxELe-467-2019-SAG-1/2,grxELe-467-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-CM-125-CMNDOPMOP-2019-1,ocds-lcuori-wrV53R-CM-125-CMNDOPMOP-2019-1/2,wrV53R-CM-125-CMNDOPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjPmR-CM-085-DECAD-2019-1,ocds-lcuori-oLjPmR-CM-085-DECAD-2019-1/2,oLjPmR-CM-085-DECAD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrY1dr-CP-SEDS-001-2019-2,ocds-lcuori-mrY1dr-CP-SEDS-001-2019-2/2,mrY1dr-CP-SEDS-001-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DCS-185-2019-1,ocds-lcuori-mGEMGM-SEFIN-DCS-185-2019-1/2,mGEMGM-SEFIN-DCS-185-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-469-2019-SAG-1,ocds-lcuori-grxELe-469-2019-SAG-1/2,grxELe-469-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gGyzvR-CBH-CBO-047-2019-1,ocds-lcuori-gGyzvR-CBH-CBO-047-2019-1/2,gGyzvR-CBH-CBO-047-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gRN9jG-LP SS FAHSL 002 2019-2,ocds-lcuori-gRN9jG-LP SS FAHSL 002 2019-2/2,gRN9jG-LP SS FAHSL 002 2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXa9R-CMA-UDH-170-2019-1,ocds-lcuori-7GXa9R-CMA-UDH-170-2019-1/2,7GXa9R-CMA-UDH-170-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-8L47Pr-CD-016-2019-HO-1,ocds-lcuori-8L47Pr-CD-016-2019-HO-1/2,8L47Pr-CD-016-2019-HO-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRz0xL-CM-SAR-333-2019-1,ocds-lcuori-WRz0xL-CM-SAR-333-2019-1/2,WRz0xL-CM-SAR-333-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXa9R-CM-UDH-114-2019-1,ocds-lcuori-7GXa9R-CM-UDH-114-2019-1/2,7GXa9R-CM-UDH-114-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-141-FN-INAM-1,ocds-lcuori-NLPAVG-2019-141-FN-INAM-1/2,NLPAVG-2019-141-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-50001146-IHSS-SPS-1,ocds-lcuori-vGZWNR-50001146-IHSS-SPS-1/2,vGZWNR-50001146-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDA5r-SOLICITUD 1188-1,ocds-lcuori-jRDA5r-SOLICITUD 1188-1/2,jRDA5r-SOLICITUD 1188-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXa9R-CM-UDH-115-2019-1,ocds-lcuori-7GXa9R-CM-UDH-115-2019-1/2,7GXa9R-CM-UDH-115-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-UTM-117-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-117-2019-1/3,vGZKAR-CM-AMD-UTM-117-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-PR8dYR-248-2019-1,ocds-lcuori-PR8dYR-248-2019-1/2,PR8dYR-248-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-2LAgaR-CBH-CBPC-052-2019-1,ocds-lcuori-2LAgaR-CBH-CBPC-052-2019-1/2,2LAgaR-CBH-CBPC-052-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DGCP-010-2019-1,ocds-lcuori-mGEMGM-SEFIN-DGCP-010-2019-1/2,mGEMGM-SEFIN-DGCP-010-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-10006257-TEG-1,ocds-lcuori-vGZWNR-10006257-TEG-1/2,vGZWNR-10006257-TEG-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-0rw29R-CM-103-1,ocds-lcuori-0rw29R-CM-103-1/2,0rw29R-CM-103-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-0rw29R-CM-134-2019-1,ocds-lcuori-0rw29R-CM-134-2019-1/2,0rw29R-CM-134-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-PR8dYR-275-2019-1,ocds-lcuori-PR8dYR-275-2019-1/2,PR8dYR-275-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rw29R-CM-141-2019-1,ocds-lcuori-0rw29R-CM-141-2019-1/2,0rw29R-CM-141-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-2LAgaR-CBH-CBPC-053-2019-1,ocds-lcuori-2LAgaR-CBH-CBPC-053-2019-1/2,2LAgaR-CBH-CBPC-053-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-ZGqwer-CM-093-BomberosElProgreso-2019-1,ocds-lcuori-ZGqwer-CM-093-BomberosElProgreso-2019-1/2,ZGqwer-CM-093-BomberosElProgreso-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-140-FN-INAM-1,ocds-lcuori-NLPAVG-2019-140-FN-INAM-1/2,NLPAVG-2019-140-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8dYR-249-2019-1,ocds-lcuori-PR8dYR-249-2019-1/2,PR8dYR-249-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rw29R-CM-143-2019-1,ocds-lcuori-0rw29R-CM-143-2019-1/2,0rw29R-CM-143-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-0rw29R-CM-145-2019-1,ocds-lcuori-0rw29R-CM-145-2019-1/2,0rw29R-CM-145-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-0rw29R-CM-146-2019-1,ocds-lcuori-0rw29R-CM-146-2019-1/2,0rw29R-CM-146-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-WRz0xL-CM-SAR-325-2019-1,ocds-lcuori-WRz0xL-CM-SAR-325-2019-1/3,WRz0xL-CM-SAR-325-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rw29R-CM-144-2019-1,ocds-lcuori-0rw29R-CM-144-2019-1/2,0rw29R-CM-144-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-PR8dYR-274-2019-1,ocds-lcuori-PR8dYR-274-2019-1/2,PR8dYR-274-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-143-FN-INAM-1,ocds-lcuori-NLPAVG-2019-143-FN-INAM-1/2,NLPAVG-2019-143-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrVn3r-15-053-2019-2,ocds-lcuori-wrVn3r-15-053-2019-2/2,wrVn3r-15-053-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrVn3r-15-054-2019-2,ocds-lcuori-wrVn3r-15-054-2019-2/2,wrVn3r-15-054-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXa9R-CM-UDH-116-2019-1,ocds-lcuori-7GXa9R-CM-UDH-116-2019-1/2,7GXa9R-CM-UDH-116-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpngL-LP 020-2019-2,ocds-lcuori-ERpngL-LP 020-2019-2/2,ERpngL-LP 020-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30011003-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011003-IHSS-SPS-1/2,vGZWNR-30011003-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-EL-043-3ERBPMOP-2019-1,ocds-lcuori-wrV53R-EL-043-3ERBPMOP-2019-1/2,wrV53R-EL-043-3ERBPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30011005-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011005-IHSS-SPS-1/2,vGZWNR-30011005-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-CS-1047-2019-1,ocds-lcuori-vGZKAR-CM-AMD-CS-1047-2019-1/2,vGZKAR-CM-AMD-CS-1047-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-CS-1049-2019-1,ocds-lcuori-vGZKAR-CM-AMD-CS-1049-2019-1/2,vGZKAR-CM-AMD-CS-1049-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-10006288-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006288-IHSS-SPS-1/2,vGZWNR-10006288-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0687-P-0533-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0687-P-0533-2019-1/2,Zr5B9L-CM-SESAL-NC-0687-P-0533-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-jRDA5r-SOLICITUD1236-1,ocds-lcuori-jRDA5r-SOLICITUD1236-1/2,jRDA5r-SOLICITUD1236-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-890-INP-2019-1,ocds-lcuori-orvwnL-CM-890-INP-2019-1/2,orvwnL-CM-890-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDA5r-solicitud 1176-1,ocds-lcuori-jRDA5r-solicitud 1176-1/2,jRDA5r-solicitud 1176-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-294-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-294-CM-IHT-2019-1/2,PR8Q5r-294-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-251-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-251-MSFYC-2019-1/2,oLjYzr-CM-251-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-SEFIN-DGP-043-2019-1,ocds-lcuori-mGEMGM-SEFIN-DGP-043-2019-1/2,mGEMGM-SEFIN-DGP-043-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-252-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-252-MSFYC-2019-1/2,oLjYzr-CM-252-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-499-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-499-SDN-SGRMSG-2019-1/2,mrYQZr-CM-499-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-253-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-253-MSFYC-2019-1/2,oLjYzr-CM-253-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-254-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-254-MSFYC-2019-1/2,oLjYzr-CM-254-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ZGqKwr-LICITAC-04-2019-FAPVS-2,ocds-lcuori-ZGqKwr-LICITAC-04-2019-FAPVS-2/2,ZGqKwr-LICITAC-04-2019-FAPVS-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-256-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-256-MSFYC-2019-1/2,oLjYzr-CM-256-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-257-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-257-MSFYC-2019-1/2,oLjYzr-CM-257-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-LPN-009-2019 SDN-2,ocds-lcuori-mrYQZr-LPN-009-2019 SDN-2/2,mrYQZr-LPN-009-2019 SDN-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-kR05rP-002-GA-INSEP-2019-2,ocds-lcuori-kR05rP-002-GA-INSEP-2019-2/2,kR05rP-002-GA-INSEP-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-301-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-301-CM-IHT-2019-1/2,PR8Q5r-301-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-lRongG-LPN-002-INM-2019-2,ocds-lcuori-lRongG-LPN-002-INM-2019-2/2,lRongG-LPN-002-INM-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-144-FN-INAM-1,ocds-lcuori-NLPAVG-2019-144-FN-INAM-1/2,NLPAVG-2019-144-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-440-2019-SAG-1,ocds-lcuori-grxELe-440-2019-SAG-1/2,grxELe-440-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ZGqEaG-CD-AMR-004-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-004-2019-2/2,ZGqEaG-CD-AMR-004-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-498-2019-SAG-1,ocds-lcuori-grxELe-498-2019-SAG-1/2,grxELe-498-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-449-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-449-SDN-SGRMSG-2019-1/2,mrYQZr-CM-449-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLnq2r-003-2019-UFTF-2,ocds-lcuori-gLnq2r-003-2019-UFTF-2/2,gLnq2r-003-2019-UFTF-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-PR8Q5r-284-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-284-CM-IHT-2019-1/2,PR8Q5r-284-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Er6z7r-CM-CONEANFO-USE-026-2019-1,ocds-lcuori-Er6z7r-CM-CONEANFO-USE-026-2019-1/2,Er6z7r-CM-CONEANFO-USE-026-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MrM6zL-CM-CONEANFO-SE-016-2019-1,ocds-lcuori-MrM6zL-CM-CONEANFO-SE-016-2019-1/2,MrM6zL-CM-CONEANFO-SE-016-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0722-P-0498-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0722-P-0498-2019-1/2,Zr5B9L-CM-SESAL-NC-0722-P-0498-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0721-P-0514-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0721-P-0514-2019-1/2,Zr5B9L-CM-SESAL-NC-0721-P-0514-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-WRz5vG-Licitacion Publica Nacional N°05-2019-2,ocds-lcuori-WRz5vG-Licitacion Publica Nacional N°05-2019-2/2,WRz5vG-Licitacion Publica Nacional N°05-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-668-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-668-SEDUC-2019-1/3,NrdVGA-CM-668-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED-30000640-1,ocds-lcuori-0rwYG8-SOLPED-30000640-1/2,0rwYG8-SOLPED-30000640-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDA5r-SOLICITUD1141-1,ocds-lcuori-jRDA5r-SOLICITUD1141-1/2,jRDA5r-SOLICITUD1141-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-gLkw4L-CM-613-CBD-2019-1,ocds-lcuori-gLkw4L-CM-613-CBD-2019-1/2,gLkw4L-CM-613-CBD-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GX5MR-COT-062-2019-1,ocds-lcuori-7GX5MR-COT-062-2019-1/2,7GX5MR-COT-062-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-667-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-667-SEDUC-2019-1/3,NrdVGA-CM-667-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-gGyPbL-CM-049-ELCOYOLAR-2019-1,ocds-lcuori-gGyPbL-CM-049-ELCOYOLAR-2019-1/2,gGyPbL-CM-049-ELCOYOLAR-2019-1,1-FMrMgGe,FMrMgGe,Fondo Comun,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED-20002151-1,ocds-lcuori-0rwYG8-SOLPED-20002151-1/2,0rwYG8-SOLPED-20002151-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpWgG-COTIZACION No.SRECI-381-2019-1,ocds-lcuori-ERpWgG-COTIZACION No.SRECI-381-2019-1/2,ERpWgG-COTIZACION No.SRECI-381-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-665-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-665-SEDUC-2019-1/3,NrdVGA-CM-665-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-MLQgWR-CM 330-CBVA-2019-1,ocds-lcuori-MLQgWR-CM 330-CBVA-2019-1/2,MLQgWR-CM 330-CBVA-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rw5YG-32-2019-2,ocds-lcuori-0rw5YG-32-2019-2/2,0rw5YG-32-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQgWR-CM-331-CBVA-2019-1,ocds-lcuori-MLQgWR-CM-331-CBVA-2019-1/2,MLQgWR-CM-331-CBVA-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-915-INP-2015-1,ocds-lcuori-orvwnL-CM-915-INP-2015-1/2,orvwnL-CM-915-INP-2015-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-234-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-234-MSFYC-2019-1/3,oLjYzr-CM-234-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3oBG-CM12-RMSPS-19-1,ocds-lcuori-7G3oBG-CM12-RMSPS-19-1/2,7G3oBG-CM12-RMSPS-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-235-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-235-MSFYC-2019-1/2,oLjYzr-CM-235-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-237-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-237-MSFYC-2019-1/2,oLjYzr-CM-237-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-238-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-238-MSFYC-2019-1/2,oLjYzr-CM-238-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-434-2019-SAG-1,ocds-lcuori-grxELe-434-2019-SAG-1/2,grxELe-434-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3oBG-LP14-RMSPS-19-2,ocds-lcuori-7G3oBG-LP14-RMSPS-19-2/2,7G3oBG-LP14-RMSPS-19-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.052-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.052-DGC-UATSV-2019-2/4,WRzbRe-LPR No.052-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-7G3oBG-LP15-RMSPS-19-2,ocds-lcuori-7G3oBG-LP15-RMSPS-19-2/2,7G3oBG-LP15-RMSPS-19-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.049-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.049-DGC-UATSV-2019-2/3,WRzbRe-LPR No.049-DGC-UATSV-2019-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.050-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.050-DGC-UATSV-2019-2/2,WRzbRe-LPR No.050-DGC-UATSV-2019-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-grxELe-476-2019-SAG-1,ocds-lcuori-grxELe-476-2019-SAG-1/2,grxELe-476-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.053-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.053-DGC-UATSV-2019-2/3,WRzbRe-LPR No.053-DGC-UATSV-2019-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-grxELe-475-2019-SAG-1,ocds-lcuori-grxELe-475-2019-SAG-1/2,grxELe-475-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDkQG-CM-289-2019-HMCR-2,ocds-lcuori-jRDkQG-CM-289-2019-HMCR-2/2,jRDkQG-CM-289-2019-HMCR-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.054-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.054-DGC-UATSV-2019-2/3,WRzbRe-LPR No.054-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-706-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-706-SEDUC-2019-1/3,NrdVGA-CM-706-SEDUC-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.056-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.056-DGC-UATSV-2019-2/2,WRzbRe-LPR No.056-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-702-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-702-SEDUC-2019-1/3,NrdVGA-CM-702-SEDUC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR No.057-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR No.057-DGC-UATSV-2019-2/2,WRzbRe-LPR No.057-DGC-UATSV-2019-2,1.0-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-mGE4eL-CP-IDECOAS-FHIS-14-2019-2,ocds-lcuori-mGE4eL-CP-IDECOAS-FHIS-14-2019-2/2,mGE4eL-CP-IDECOAS-FHIS-14-2019-2,3.0-FkR2qGv,FkR2qGv,Alemania,Prestamo
ocds-lcuori-mGE4eL-CP-IDECOAS-FHIS-15-2019-2,ocds-lcuori-mGE4eL-CP-IDECOAS-FHIS-15-2019-2/2,mGE4eL-CP-IDECOAS-FHIS-15-2019-2,3.0-FkR2qGv,FkR2qGv,Alemania,Prestamo
ocds-lcuori-mGE4eL-CP-IDECOAS-FHIS-16-2019-2,ocds-lcuori-mGE4eL-CP-IDECOAS-FHIS-16-2019-2/2,mGE4eL-CP-IDECOAS-FHIS-16-2019-2,3.0-FkR2qGv,FkR2qGv,Alemania,Prestamo
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-065-2019-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-065-2019-1/2,MrM6zL-CM-CONEANFO-UAF-065-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-yRlwPG-CM-137-BOMBEROS-SRC-2019-1,ocds-lcuori-yRlwPG-CM-137-BOMBEROS-SRC-2019-1/2,yRlwPG-CM-137-BOMBEROS-SRC-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
