ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/type,tender/participationFees/0/value/amount
ocds-lcuori-2LmqDL-CPrN-11-AMDC-78-2019-2,ocds-lcuori-2LmqDL-CPrN-11-AMDC-78-2019-2/7,2LmqDL-CPrN-11-AMDC-78-2019-2,2LmqDL-CPrN-11-AMDC-78-2019-2,document,250.0
ocds-lcuori-ZGqEaG-LPN-AMR-007-2019-2,ocds-lcuori-ZGqEaG-LPN-AMR-007-2019-2/3,ZGqEaG-LPN-AMR-007-2019-2,ZGqEaG-LPN-AMR-007-2019-2,document,2500.0
ocds-lcuori-7rBxpG-LPública No.31-2019-2,ocds-lcuori-7rBxpG-LPública No.31-2019-2/5,7rBxpG-LPública No.31-2019-2,7rBxpG-LPública No.31-2019-2,document,200.0
ocds-lcuori-ZGqEaG-LP-AMR-003-2019-2,ocds-lcuori-ZGqEaG-LP-AMR-003-2019-2/2,ZGqEaG-LP-AMR-003-2019-2,ZGqEaG-LP-AMR-003-2019-2,document,5000.0
ocds-lcuori-orvkNL-LPN No.12-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.12-2019-SEAF-UNAH-2/3,orvkNL-LPN No.12-2019-SEAF-UNAH-2,orvkNL-LPN No.12-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-WRz0xL-LPN-SAR-013-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-013-2019-2/2,WRz0xL-LPN-SAR-013-2019-2,WRz0xL-LPN-SAR-013-2019-2,document,500.0
ocds-lcuori-PGJALo-LPI-100-009-2019-2,ocds-lcuori-PGJALo-LPI-100-009-2019-2/2,PGJALo-LPI-100-009-2019-2,PGJALo-LPI-100-009-2019-2,document,1000.0
ocds-lcuori-2LmqDL-CPrNO-10-AMDC-74-2019-2,ocds-lcuori-2LmqDL-CPrNO-10-AMDC-74-2019-2/3,2LmqDL-CPrNO-10-AMDC-74-2019-2,2LmqDL-CPrNO-10-AMDC-74-2019-2,document,250.0
ocds-lcuori-2LAbkG-LPN No- 001-SEDSE-SEDUC-2019-2,ocds-lcuori-2LAbkG-LPN No- 001-SEDSE-SEDUC-2019-2/2,2LAbkG-LPN No- 001-SEDSE-SEDUC-2019-2,2LAbkG-LPN No- 001-SEDSE-SEDUC-2019-2,document,1000.0
ocds-lcuori-WRz0xL-LPN-SAR-019-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-019-2019-2/3,WRz0xL-LPN-SAR-019-2019-2,WRz0xL-LPN-SAR-019-2019-2,document,500.0
ocds-lcuori-vGZWNR-LPN-019-2019-2,ocds-lcuori-vGZWNR-LPN-019-2019-2/2,vGZWNR-LPN-019-2019-2,vGZWNR-LPN-019-2019-2,document,200.0
ocds-lcuori-gLkXWG-LPUB-013-PIHSESAL-2019-2,ocds-lcuori-gLkXWG-LPUB-013-PIHSESAL-2019-2/2,gLkXWG-LPUB-013-PIHSESAL-2019-2,gLkXWG-LPUB-013-PIHSESAL-2019-2,document,1.0
ocds-lcuori-0rwyzG-MSPS-GA-02-2019-2,ocds-lcuori-0rwyzG-MSPS-GA-02-2019-2/2,0rwyzG-MSPS-GA-02-2019-2,0rwyzG-MSPS-GA-02-2019-2,document,2500.0
ocds-lcuori-vGZWNR-LPN-021-2019-2,ocds-lcuori-vGZWNR-LPN-021-2019-2/3,vGZWNR-LPN-021-2019-2,vGZWNR-LPN-021-2019-2,document,300.0
ocds-lcuori-orvkNL-LPN No.29-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.29-2019-SEAF-UNAH-2/3,orvkNL-LPN No.29-2019-SEAF-UNAH-2,orvkNL-LPN No.29-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-WRz0xL-LPN-SAR-018-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-018-2019-2/2,WRz0xL-LPN-SAR-018-2019-2,WRz0xL-LPN-SAR-018-2019-2,document,500.0
ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2/2,1RaEMR-LP-HJMG-019-2019-2,1RaEMR-LP-HJMG-019-2019-2,document,500.0
ocds-lcuori-PR847R-SUBASTA PUBLICA-DNBE-ICF-001-2019-2,ocds-lcuori-PR847R-SUBASTA PUBLICA-DNBE-ICF-001-2019-2/3,PR847R-SUBASTA PUBLICA-DNBE-ICF-001-2019-2,PR847R-SUBASTA PUBLICA-DNBE-ICF-001-2019-2,document,100.0
ocds-lcuori-kR0qDr-LPN-003-2019-2,ocds-lcuori-kR0qDr-LPN-003-2019-2/4,kR0qDr-LPN-003-2019-2,kR0qDr-LPN-003-2019-2,document,500.0
ocds-lcuori-4LOV1r-DICTA-SAG-LPN-003-2019-2,ocds-lcuori-4LOV1r-DICTA-SAG-LPN-003-2019-2/2,4LOV1r-DICTA-SAG-LPN-003-2019-2,4LOV1r-DICTA-SAG-LPN-003-2019-2,document,200.0
ocds-lcuori-gLkjBr-CPN 002-2019-2,ocds-lcuori-gLkjBr-CPN 002-2019-2/2,gLkjBr-CPN 002-2019-2,gLkjBr-CPN 002-2019-2,document,200.0
ocds-lcuori-7GXmzR-LPN-012-2019 CCIVS -2,ocds-lcuori-7GXmzR-LPN-012-2019 CCIVS -2/3,7GXmzR-LPN-012-2019 CCIVS -2,7GXmzR-LPN-012-2019 CCIVS -2,document,1000.0
ocds-lcuori-7GXmzR-LPN-013-2019 CCIVS -2,ocds-lcuori-7GXmzR-LPN-013-2019 CCIVS -2/3,7GXmzR-LPN-013-2019 CCIVS -2,7GXmzR-LPN-013-2019 CCIVS -2,document,1000.0
ocds-lcuori-7GXmzR-LPN-014-2019 CCIVS -2,ocds-lcuori-7GXmzR-LPN-014-2019 CCIVS -2/3,7GXmzR-LPN-014-2019 CCIVS -2,7GXmzR-LPN-014-2019 CCIVS -2,document,1000.0
ocds-lcuori-kR05rP-LPN-UDEIP-INSEP-001-2019-2,ocds-lcuori-kR05rP-LPN-UDEIP-INSEP-001-2019-2/2,kR05rP-LPN-UDEIP-INSEP-001-2019-2,kR05rP-LPN-UDEIP-INSEP-001-2019-2,document,200.0
ocds-lcuori-WRz0xL-LPN-SAR-011-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-011-2019-2/3,WRz0xL-LPN-SAR-011-2019-2,WRz0xL-LPN-SAR-011-2019-2,document,500.0
ocds-lcuori-kR05rP-CPN-UDEIP-INSEP-001-2019-2,ocds-lcuori-kR05rP-CPN-UDEIP-INSEP-001-2019-2/2,kR05rP-CPN-UDEIP-INSEP-001-2019-2,kR05rP-CPN-UDEIP-INSEP-001-2019-2,document,200.0
ocds-lcuori-7rBxpG-LPública No.33-2019-2,ocds-lcuori-7rBxpG-LPública No.33-2019-2/2,7rBxpG-LPública No.33-2019-2,7rBxpG-LPública No.33-2019-2,document,200.0
ocds-lcuori-7GXmzR-LP-006-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-006-2019 CCIVS -2/3,7GXmzR-LP-006-2019 CCIVS -2,7GXmzR-LP-006-2019 CCIVS -2,document,1000.0
ocds-lcuori-7GXmzR-LP-008-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-008-2019 CCIVS -2/2,7GXmzR-LP-008-2019 CCIVS -2,7GXmzR-LP-008-2019 CCIVS -2,document,1000.0
ocds-lcuori-7GXmzR-LP-009-2019 CCIVS-2,ocds-lcuori-7GXmzR-LP-009-2019 CCIVS-2/2,7GXmzR-LP-009-2019 CCIVS-2,7GXmzR-LP-009-2019 CCIVS-2,document,1000.0
ocds-lcuori-7GXmzR-LP-010-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-010-2019 CCIVS -2/2,7GXmzR-LP-010-2019 CCIVS -2,7GXmzR-LP-010-2019 CCIVS -2,document,1000.0
ocds-lcuori-mrY1dr-LPN-SEDS-009-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-009-2019-2/2,mrY1dr-LPN-SEDS-009-2019-2,mrY1dr-LPN-SEDS-009-2019-2,document,300.0
ocds-lcuori-gGyD4L-LPN-04-2019-HEU-ASOGM-2,ocds-lcuori-gGyD4L-LPN-04-2019-HEU-ASOGM-2/2,gGyD4L-LPN-04-2019-HEU-ASOGM-2,gGyD4L-LPN-04-2019-HEU-ASOGM-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-008-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-008-2019-2/2,mrY1dr-LPN-SEDS-008-2019-2,mrY1dr-LPN-SEDS-008-2019-2,document,300.0
ocds-lcuori-mrY1dr-LPN-SEDS-011-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-011-2019-2/2,mrY1dr-LPN-SEDS-011-2019-2,mrY1dr-LPN-SEDS-011-2019-2,document,300.0
ocds-lcuori-gLn2nL-LPN-CP-003-2019-2,ocds-lcuori-gLn2nL-LPN-CP-003-2019-2/3,gLn2nL-LPN-CP-003-2019-2,gLn2nL-LPN-CP-003-2019-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-OBRAS-003-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-OBRAS-003-2019-2/2,mrY1dr-LPN-SEDS-OBRAS-003-2019-2,mrY1dr-LPN-SEDS-OBRAS-003-2019-2,document,300.0
ocds-lcuori-gRN9jG-LP SS FAHSL 002 2019-2,ocds-lcuori-gRN9jG-LP SS FAHSL 002 2019-2/2,gRN9jG-LP SS FAHSL 002 2019-2,gRN9jG-LP SS FAHSL 002 2019-2,document,300.0
ocds-lcuori-mrYQZr-LPN-009-2019 SDN-2,ocds-lcuori-mrYQZr-LPN-009-2019 SDN-2/2,mrYQZr-LPN-009-2019 SDN-2,mrYQZr-LPN-009-2019 SDN-2,document,500.0
ocds-lcuori-ZGqEaG-CD-AMR-004-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-004-2019-2/2,ZGqEaG-CD-AMR-004-2019-2,ZGqEaG-CD-AMR-004-2019-2,document,500.0
ocds-lcuori-gLnq2r-003-2019-UFTF-2,ocds-lcuori-gLnq2r-003-2019-UFTF-2/2,gLnq2r-003-2019-UFTF-2,gLnq2r-003-2019-UFTF-2,document,1.0
ocds-lcuori-7GXbbr-LPN-MCH-004-2019-2,ocds-lcuori-7GXbbr-LPN-MCH-004-2019-2/2,7GXbbr-LPN-MCH-004-2019-2,7GXbbr-LPN-MCH-004-2019-2,document,2000.0
ocds-lcuori-4LOV1r-DICTA-SAG-LPN-004-2019-2,ocds-lcuori-4LOV1r-DICTA-SAG-LPN-004-2019-2/2,4LOV1r-DICTA-SAG-LPN-004-2019-2,4LOV1r-DICTA-SAG-LPN-004-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.24-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.24-2019-SEAF-UNAH-2/2,orvkNL-LPN No.24-2019-SEAF-UNAH-2,orvkNL-LPN No.24-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-orvkNL-LPN No.16-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.16-2019-SEAF-UNAH-2/2,orvkNL-LPN No.16-2019-SEAF-UNAH-2,orvkNL-LPN No.16-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-orvkNL-LPN No.19-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.19-2019-SEAF-UNAH-2/2,orvkNL-LPN No.19-2019-SEAF-UNAH-2,orvkNL-LPN No.19-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-orvkNL-LPN No.20-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.20-2019-SEAF-UNAH-2/2,orvkNL-LPN No.20-2019-SEAF-UNAH-2,orvkNL-LPN No.20-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-vGZWNR-LPN-017-2019-2,ocds-lcuori-vGZWNR-LPN-017-2019-2/2,vGZWNR-LPN-017-2019-2,vGZWNR-LPN-017-2019-2,document,300.0
ocds-lcuori-orvkNL-LPN No.23-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.23-2019-SEAF-UNAH-2/2,orvkNL-LPN No.23-2019-SEAF-UNAH-2,orvkNL-LPN No.23-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-orvkNL-LPN NO.22-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN NO.22-2019-SEAF-UNAH-2/2,orvkNL-LPN NO.22-2019-SEAF-UNAH-2,orvkNL-LPN NO.22-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-7rBxpG-LPública No.30-2019-2,ocds-lcuori-7rBxpG-LPública No.30-2019-2/3,7rBxpG-LPública No.30-2019-2,7rBxpG-LPública No.30-2019-2,document,200.0
ocds-lcuori-MLQ18L-HBCBH-006-2019-2,ocds-lcuori-MLQ18L-HBCBH-006-2019-2/2,MLQ18L-HBCBH-006-2019-2,MLQ18L-HBCBH-006-2019-2,document,200.0
ocds-lcuori-MLQ18L-HBCBH-007-2019-2,ocds-lcuori-MLQ18L-HBCBH-007-2019-2/2,MLQ18L-HBCBH-007-2019-2,MLQ18L-HBCBH-007-2019-2,document,200.0
ocds-lcuori-orvDGM-LPN-SANAA-DM-18-2019-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-18-2019-2/4,orvDGM-LPN-SANAA-DM-18-2019-2,orvDGM-LPN-SANAA-DM-18-2019-2,document,800.0
ocds-lcuori-1Ra6lr-LP-No.001-2019-CENET-2,ocds-lcuori-1Ra6lr-LP-No.001-2019-CENET-2/3,1Ra6lr-LP-No.001-2019-CENET-2,1Ra6lr-LP-No.001-2019-CENET-2,document,36.8
ocds-lcuori-gLkXWG-LPUB-PEAPIH-001-2019-2,ocds-lcuori-gLkXWG-LPUB-PEAPIH-001-2019-2/2,gLkXWG-LPUB-PEAPIH-001-2019-2,gLkXWG-LPUB-PEAPIH-001-2019-2,document,1400000.0
ocds-lcuori-7GXmzR-LP-005-2019 CCIVS-2,ocds-lcuori-7GXmzR-LP-005-2019 CCIVS-2/3,7GXmzR-LP-005-2019 CCIVS-2,7GXmzR-LP-005-2019 CCIVS-2,document,1000.0
ocds-lcuori-MrMPYR-LPN-CNBS-04-2019-2,ocds-lcuori-MrMPYR-LPN-CNBS-04-2019-2/3,MrMPYR-LPN-CNBS-04-2019-2,MrMPYR-LPN-CNBS-04-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.17-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.17-2019-SEAF-UNAH-2/2,orvkNL-LPN No.17-2019-SEAF-UNAH-2,orvkNL-LPN No.17-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-OBRAS-004-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-OBRAS-004-2019-2/2,mrY1dr-LPN-SEDS-OBRAS-004-2019-2,mrY1dr-LPN-SEDS-OBRAS-004-2019-2,document,300.0
ocds-lcuori-vGZWNR-LPN-025-2019-2,ocds-lcuori-vGZWNR-LPN-025-2019-2/3,vGZWNR-LPN-025-2019-2,vGZWNR-LPN-025-2019-2,document,200.0
ocds-lcuori-ZGqBaR-LPN-MUNIVALLADOLID-01-2019-2,ocds-lcuori-ZGqBaR-LPN-MUNIVALLADOLID-01-2019-2/3,ZGqBaR-LPN-MUNIVALLADOLID-01-2019-2,ZGqBaR-LPN-MUNIVALLADOLID-01-2019-2,document,1000.0
ocds-lcuori-orvkNL-LPN No.25-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.25-2019-SEAF-UNAH-2/2,orvkNL-LPN No.25-2019-SEAF-UNAH-2,orvkNL-LPN No.25-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-vGZWNR-LPN-023-2019-2,ocds-lcuori-vGZWNR-LPN-023-2019-2/4,vGZWNR-LPN-023-2019-2,vGZWNR-LPN-023-2019-2,document,200.0
ocds-lcuori-2LmqDL-COT-10-AMDC-86-2019-2,ocds-lcuori-2LmqDL-COT-10-AMDC-86-2019-2/3,2LmqDL-COT-10-AMDC-86-2019-2,2LmqDL-COT-10-AMDC-86-2019-2,document,200.0
ocds-lcuori-PR847R-ICF-GA-LP-002-2019-2,ocds-lcuori-PR847R-ICF-GA-LP-002-2019-2/4,PR847R-ICF-GA-LP-002-2019-2,PR847R-ICF-GA-LP-002-2019-2,document,500.0
ocds-lcuori-DL9YoL-LPN-05-2019-FAHM-2,ocds-lcuori-DL9YoL-LPN-05-2019-FAHM-2/2,DL9YoL-LPN-05-2019-FAHM-2,DL9YoL-LPN-05-2019-FAHM-2,document,500.0
ocds-lcuori-DL9YoL-LPN-06-2019-FAHM-2,ocds-lcuori-DL9YoL-LPN-06-2019-FAHM-2/3,DL9YoL-LPN-06-2019-FAHM-2,DL9YoL-LPN-06-2019-FAHM-2,document,500.0
ocds-lcuori-0rwm9G-LPN-08-2019-2,ocds-lcuori-0rwm9G-LPN-08-2019-2/3,0rwm9G-LPN-08-2019-2,0rwm9G-LPN-08-2019-2,document,300.0
ocds-lcuori-0rwyzG-MSPS-GPSMU-01-2019-2,ocds-lcuori-0rwyzG-MSPS-GPSMU-01-2019-2/5,0rwyzG-MSPS-GPSMU-01-2019-2,0rwyzG-MSPS-GPSMU-01-2019-2,document,2500.0
ocds-lcuori-MrMPYR-LPN-CNBS-05-2019-2,ocds-lcuori-MrMPYR-LPN-CNBS-05-2019-2/3,MrMPYR-LPN-CNBS-05-2019-2,MrMPYR-LPN-CNBS-05-2019-2,document,200.0
ocds-lcuori-Zr5mWr-LPN No. 06-2019-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 06-2019-SEAPI-UNAH-2/4,Zr5mWr-LPN No. 06-2019-SEAPI-UNAH-2,Zr5mWr-LPN No. 06-2019-SEAPI-UNAH-2,document,1000.0
ocds-lcuori-2LmqDL-LPrNO-38-AMDC-87-2019-2,ocds-lcuori-2LmqDL-LPrNO-38-AMDC-87-2019-2/2,2LmqDL-LPrNO-38-AMDC-87-2019-2,2LmqDL-LPrNO-38-AMDC-87-2019-2,document,200.0
ocds-lcuori-0rwyzG-MSPS-GPSMU-02-2019-2,ocds-lcuori-0rwyzG-MSPS-GPSMU-02-2019-2/4,0rwyzG-MSPS-GPSMU-02-2019-2,0rwyzG-MSPS-GPSMU-02-2019-2,document,2500.0
ocds-lcuori-2LmqDL-LPuNO-04-AMDC-117-2019-2,ocds-lcuori-2LmqDL-LPuNO-04-AMDC-117-2019-2/5,2LmqDL-LPuNO-04-AMDC-117-2019-2,2LmqDL-LPuNO-04-AMDC-117-2019-2,document,500.0
ocds-lcuori-vGZWNR-LPN-026-2019-2,ocds-lcuori-vGZWNR-LPN-026-2019-2/4,vGZWNR-LPN-026-2019-2,vGZWNR-LPN-026-2019-2,document,200.0
ocds-lcuori-orvkNL-LPN No.28-2019-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.28-2019-SEAF-UNAH-2/3,orvkNL-LPN No.28-2019-SEAF-UNAH-2,orvkNL-LPN No.28-2019-SEAF-UNAH-2,document,500.0
ocds-lcuori-gRN9jG-LPN SS FAHSL 006-2019-2,ocds-lcuori-gRN9jG-LPN SS FAHSL 006-2019-2/2,gRN9jG-LPN SS FAHSL 006-2019-2,gRN9jG-LPN SS FAHSL 006-2019-2,document,300.0
ocds-lcuori-gRN9jG-LPN SS FAHSL 007-2019-2,ocds-lcuori-gRN9jG-LPN SS FAHSL 007-2019-2/2,gRN9jG-LPN SS FAHSL 007-2019-2,gRN9jG-LPN SS FAHSL 007-2019-2,document,300.0
ocds-lcuori-Zr5mWr-LPN No. 04-2019-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 04-2019-SEAPI-UNAH-2/2,Zr5mWr-LPN No. 04-2019-SEAPI-UNAH-2,Zr5mWr-LPN No. 04-2019-SEAPI-UNAH-2,document,800.0
ocds-lcuori-2LmqDL-COT-13-AMDC-114-2019-2,ocds-lcuori-2LmqDL-COT-13-AMDC-114-2019-2/4,2LmqDL-COT-13-AMDC-114-2019-2,2LmqDL-COT-13-AMDC-114-2019-2,document,200.0
ocds-lcuori-gRN9jG-LPN SS FAHSL 005 2019-2,ocds-lcuori-gRN9jG-LPN SS FAHSL 005 2019-2/2,gRN9jG-LPN SS FAHSL 005 2019-2,gRN9jG-LPN SS FAHSL 005 2019-2,document,300.0
ocds-lcuori-gRN9jG-LPN SS FAHSL 002-2019-2,ocds-lcuori-gRN9jG-LPN SS FAHSL 002-2019-2/2,gRN9jG-LPN SS FAHSL 002-2019-2,gRN9jG-LPN SS FAHSL 002-2019-2,document,300.0
ocds-lcuori-2LmqDL-CPrNO-15-AMDC-101-2019-2,ocds-lcuori-2LmqDL-CPrNO-15-AMDC-101-2019-2/2,2LmqDL-CPrNO-15-AMDC-101-2019-2,2LmqDL-CPrNO-15-AMDC-101-2019-2,document,250.0
ocds-lcuori-2LmqDL-COT-11-AMDC-88-2019-2,ocds-lcuori-2LmqDL-COT-11-AMDC-88-2019-2/2,2LmqDL-COT-11-AMDC-88-2019-2,2LmqDL-COT-11-AMDC-88-2019-2,document,200.0
ocds-lcuori-kR0qDr-LPN-004-2019-2,ocds-lcuori-kR0qDr-LPN-004-2019-2/3,kR0qDr-LPN-004-2019-2,kR0qDr-LPN-004-2019-2,document,500.0
ocds-lcuori-2LmqDL-LPrNO-39-AMDC-89-2019-2,ocds-lcuori-2LmqDL-LPrNO-39-AMDC-89-2019-2/2,2LmqDL-LPrNO-39-AMDC-89-2019-2,2LmqDL-LPrNO-39-AMDC-89-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-40-AMDC-90-2019-2,ocds-lcuori-2LmqDL-LPrNO-40-AMDC-90-2019-2/2,2LmqDL-LPrNO-40-AMDC-90-2019-2,2LmqDL-LPrNO-40-AMDC-90-2019-2,document,200.0
ocds-lcuori-mGEMGM-LPN-SEFIN-006-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-006-2019-2/2,mGEMGM-LPN-SEFIN-006-2019-2,mGEMGM-LPN-SEFIN-006-2019-2,document,200.0
ocds-lcuori-2LmKVR-LPN-007-2019-INAMI-2,ocds-lcuori-2LmKVR-LPN-007-2019-INAMI-2/3,2LmKVR-LPN-007-2019-INAMI-2,2LmKVR-LPN-007-2019-INAMI-2,document,200.0
ocds-lcuori-kG1kDr-LPN-CENET-VYM-001-2019-2,ocds-lcuori-kG1kDr-LPN-CENET-VYM-001-2019-2/3,kG1kDr-LPN-CENET-VYM-001-2019-2,kG1kDr-LPN-CENET-VYM-001-2019-2,document,36.8
ocds-lcuori-kR0qDr-LPN-008-2019-2,ocds-lcuori-kR0qDr-LPN-008-2019-2/3,kR0qDr-LPN-008-2019-2,kR0qDr-LPN-008-2019-2,document,500.0
ocds-lcuori-MLQ18L-HBCBH-009-2019-2,ocds-lcuori-MLQ18L-HBCBH-009-2019-2/3,MLQ18L-HBCBH-009-2019-2,MLQ18L-HBCBH-009-2019-2,document,200.0
ocds-lcuori-7rBxpG-LPública No.36-2019-2,ocds-lcuori-7rBxpG-LPública No.36-2019-2/3,7rBxpG-LPública No.36-2019-2,7rBxpG-LPública No.36-2019-2,document,200.0
ocds-lcuori-ZGqmnG-LPN-02-ARSA-2019-2,ocds-lcuori-ZGqmnG-LPN-02-ARSA-2019-2/3,ZGqmnG-LPN-02-ARSA-2019-2,ZGqmnG-LPN-02-ARSA-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-41-AMDC-91-2019-2,ocds-lcuori-2LmqDL-LPrNO-41-AMDC-91-2019-2/2,2LmqDL-LPrNO-41-AMDC-91-2019-2,2LmqDL-LPrNO-41-AMDC-91-2019-2,document,200.0
ocds-lcuori-7rBxpG-LPública No.37-2019-2,ocds-lcuori-7rBxpG-LPública No.37-2019-2/2,7rBxpG-LPública No.37-2019-2,7rBxpG-LPública No.37-2019-2,document,200.0
ocds-lcuori-kR05rP-LPR-038-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-038-UDEIP-INSEP-2019-2/4,kR05rP-LPR-038-UDEIP-INSEP-2019-2,kR05rP-LPR-038-UDEIP-INSEP-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-45-AMDC-95-2019-2,ocds-lcuori-2LmqDL-LPrNO-45-AMDC-95-2019-2/2,2LmqDL-LPrNO-45-AMDC-95-2019-2,2LmqDL-LPrNO-45-AMDC-95-2019-2,document,200.0
ocds-lcuori-0rwyzG-MSPS-GI-06-2019-2,ocds-lcuori-0rwyzG-MSPS-GI-06-2019-2/3,0rwyzG-MSPS-GI-06-2019-2,0rwyzG-MSPS-GI-06-2019-2,document,2500.0
ocds-lcuori-0rwyzG-MSPS-GI-07-2019-2,ocds-lcuori-0rwyzG-MSPS-GI-07-2019-2/3,0rwyzG-MSPS-GI-07-2019-2,0rwyzG-MSPS-GI-07-2019-2,document,2500.0
ocds-lcuori-2LmqDL-LPrNO-43-AMDC-93-2019-2,ocds-lcuori-2LmqDL-LPrNO-43-AMDC-93-2019-2/2,2LmqDL-LPrNO-43-AMDC-93-2019-2,2LmqDL-LPrNO-43-AMDC-93-2019-2,document,200.0
ocds-lcuori-2LmqDL-LPrNO-44-AMDC-94-2019-2,ocds-lcuori-2LmqDL-LPrNO-44-AMDC-94-2019-2/2,2LmqDL-LPrNO-44-AMDC-94-2019-2,2LmqDL-LPrNO-44-AMDC-94-2019-2,document,200.0
ocds-lcuori-PR847R-ICF-GA-LPN-005-2019-2,ocds-lcuori-PR847R-ICF-GA-LPN-005-2019-2/3,PR847R-ICF-GA-LPN-005-2019-2,PR847R-ICF-GA-LPN-005-2019-2,document,500.0
ocds-lcuori-mrY1dr-LPN-SEDS-020-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-020-2019-2/2,mrY1dr-LPN-SEDS-020-2019-2,mrY1dr-LPN-SEDS-020-2019-2,document,300.0
ocds-lcuori-ZGqynG-LPN-DNPPCM-BIENES-012-2019-2,ocds-lcuori-ZGqynG-LPN-DNPPCM-BIENES-012-2019-2/2,ZGqynG-LPN-DNPPCM-BIENES-012-2019-2,ZGqynG-LPN-DNPPCM-BIENES-012-2019-2,document,200.0
ocds-lcuori-mrY1dr-LPN-SEDS-014-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-014-2019-2/2,mrY1dr-LPN-SEDS-014-2019-2,mrY1dr-LPN-SEDS-014-2019-2,document,300.0
ocds-lcuori-mrY1dr-LPN-SEDS-015-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-015-2019-2/2,mrY1dr-LPN-SEDS-015-2019-2,mrY1dr-LPN-SEDS-015-2019-2,document,300.0
ocds-lcuori-mrY1dr-LPN-SEDS-016-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-016-2019-2/2,mrY1dr-LPN-SEDS-016-2019-2,mrY1dr-LPN-SEDS-016-2019-2,document,300.0
ocds-lcuori-mrY1dr-LPN-SEDS-013-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-013-2019-2/2,mrY1dr-LPN-SEDS-013-2019-2,mrY1dr-LPN-SEDS-013-2019-2,document,300.0
ocds-lcuori-mrY1dr-LPN-SEDS-018-2019-2,ocds-lcuori-mrY1dr-LPN-SEDS-018-2019-2/2,mrY1dr-LPN-SEDS-018-2019-2,mrY1dr-LPN-SEDS-018-2019-2,document,300.0
ocds-lcuori-ZGqEaG-CD-AMR-005-2019-2,ocds-lcuori-ZGqEaG-CD-AMR-005-2019-2/2,ZGqEaG-CD-AMR-005-2019-2,ZGqEaG-CD-AMR-005-2019-2,document,200.0
ocds-lcuori-KLg9wR-lpn-002-2019-DA-2,ocds-lcuori-KLg9wR-lpn-002-2019-DA-2/4,KLg9wR-lpn-002-2019-DA-2,KLg9wR-lpn-002-2019-DA-2,document,300.0
