ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount,contracts/0/localProcurementCategory
ocds-lcuori-Zr5B9L-C-0729-2016-PE-0620-2016-1,ocds-lcuori-Zr5B9L-C-0729-2016-PE-0620-2016-1/3,Zr5B9L-0603-2016,2016-10-19T00:00:00-06:00,"SERVICIO DE TRANSPORTE PARA MANDAR MUESTRAS DE RABIA,LEPTOSPIROSIS,BRUCELOSIS DE TODAS LAS REGIONES DEPARTAMENTALES DEL PAIS QUE LA ENTREGA SE HAGA UN DIA DESPUES DE HABERLE EN TREGADO LAS MUESTRAS.(LA EMPRESA DEBE TENER SERVICIO DE ARIE FRIO)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0729-2016-PE-0620-2016-1,0603-2016,HNL,36800.0,goodsOrServices
ocds-lcuori-Zr57xG-CM-003-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-003-IMFFAA-2016-1/4,Zr57xG-CM-003-IMFFAA-2016,2016-03-08T00:00:00-06:00,COMPRA DE DESODORANTES PARA PEDIDO DEL CABIE 112,Zr57xG-oLj6LM,Industria Militar,Zr57xG-CM-003-IMFFAA-2016-1,CM-003-IMFFAA-2016,HNL,48000.0,goodsOrServices
ocds-lcuori-Zr57xG-CM-004-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-004-IMFFAA-2016-1/4,Zr57xG-CM-005-IMFFAA-2016,2016-04-08T00:00:00-06:00,COMPRA DE JABON PARA LAVAR ROPA PARA PEDIDO DEL CABIE 112,Zr57xG-oLj6LM,Industria Militar,Zr57xG-CM-004-IMFFAA-2016-1,CM-005-IMFFAA-2016,HNL,31968.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-041-2016-2,ocds-lcuori-jRDkQG-HMCR-041-2016-2/3,jRDkQG-115-2016,2016-03-02T00:00:00-06:00,REACTIVOS,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-041-2016-2,115-2016,HNL,3565.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-041-2016-2,ocds-lcuori-jRDkQG-HMCR-041-2016-2/3,jRDkQG-116-2016,2016-03-02T00:00:00-06:00,REACTIVOS,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-041-2016-2,116-2016,HNL,10120.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-043-2016-2,ocds-lcuori-jRDkQG-HMCR-043-2016-2/3,jRDkQG-146-2016,2016-03-02T00:00:00-06:00,REACTIVOS,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-043-2016-2,146-2016,HNL,40986.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-044-2016-2,ocds-lcuori-jRDkQG-HMCR-044-2016-2/3,jRDkQG-148-2016,2016-03-02T00:00:00-06:00,REACTIVOS,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-044-2016-2,148-2016,HNL,19354.5,goodsOrServices
ocds-lcuori-JLKxGl-SOLPED 40000560-1,ocds-lcuori-JLKxGl-SOLPED 40000560-1/3,JLKxGl-PEDIDO-4400000132,2016-08-16T00:00:00-06:00,"MRLA.EX-No.001-2016

Compra de 2 compresores de 5 Ton. para refrigerante R410, para ser utilizados en la reparacion de dos unidades tipo paquete de la sala de equipos de Transmision CBA, ya que no disponemos de existencias en el almacen electromecanica y los equipos pierden vida util por no estar climatizados como corresponde.

Contacto:    Carlos H. Hernandez  7240 4790/9967 0509
",JLKxGl-PLemLJ,Hondutel - La Ceiba,JLKxGl-SOLPED 40000560-1,PEDIDO-4400000132,HNL,38817.01,goodsOrServices
ocds-lcuori-grxELe-33-2016-SAG-1,ocds-lcuori-grxELe-33-2016-SAG-1/3,grxELe-33-2016-SAG,2016-05-28T00:00:00-06:00,"39100: 7 GALONES DE DESINFECTANTE PARA PISO L.58.00, 11 ROLLOS DE BOLSA PARA PAPELERA L.20.00, 5 BOLSAS PARA BASURA L.7.00, 6 BOLSAS DE DETERGENTE EN POLVO DE 1500 GRAMOS L.61.00, 10 PANAS DE JABON PARA LAVAR TRASTOS L.13.50, 14 PASTILLAS DESODORANTE PARA BAÑO L.10.00, 5 GALONES DE CLORO L.32.50*********",grxELe-MLQALQ,Unidad Central,grxELe-33-2016-SAG-1,33-2016-SAG,HNL,1659.8,goodsOrServices
ocds-lcuori-JLKQxR-COT.017-16-1,ocds-lcuori-JLKQxR-COT.017-16-1/3,JLKQxR-3592,2016-05-09T00:00:00-06:00,33400 PRODUCTOS DE PAPEL Y CARTON,JLKQxR-mrYzL9,Región Departamental de Salud de Olancho No. 15,JLKQxR-COT.017-16-1,3592,HNL,41905.08,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-20001577(2)-1,ocds-lcuori-0rwYG8-SOLPED-20001577(2)-1/3,0rwYG8-PEDIDO-4200001406,2016-12-29T00:00:00-06:00,"SOLICITANTE:ALMACEN GENERAL      MEMORANDUN DAGH-012-2016

PARA EL EFICIENTE DESARROLLO DE LAS ACTIVIDADES DEL DEPARTAMENTO ES INDISPENSABLE EL USO DE LA FOTOCOPIADORA PARA LO CUAL SOLICITAMOS LA REPARACION DE LA MISMA, PUES PRESENTA FALLAS CADA VEZ MAS RECURRENTES Y ESTO IMPOSIBILITA LA EJECUCION DE LAS DIFERENTES ACTIVIDADES AQU DESARROLLADAS.

INFORMACION: JORGE JIMMY SANSUR  228-2117",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-20001577(2)-1,PEDIDO-4200001406,HNL,7785.5,goodsOrServices
ocds-lcuori-4LOxWG-60-2016-2,ocds-lcuori-4LOxWG-60-2016-2/3,4LOxWG-17109-2016,2016-04-22T00:00:00-06:00,LO ANTERIOR ES SOLICITADO POR EL ALMACEN DE MATERIAL MEDICO QUIR. DE ESTE CENTRO ASITENSIAL PARA USO EN CUIDADOS INTENSIVOS POR TIEMPO INDEFINIDO AÑO 2016.,4LOxWG-mrYzL9,Hospital San Felipe,4LOxWG-60-2016-2,17109-2016,HNL,517500.0,goodsOrServices
ocds-lcuori-0rwYG8-SOLPED-20001592-1,ocds-lcuori-0rwYG8-SOLPED-20001592-1/3,0rwYG8-PEDIDO-4200001414,2016-12-29T00:00:00-06:00,"SOLICITANTE:            JESUS ERNESTO SANCHEZ
                        PUBLICIDAD Y PROPAGANDA
JUSTIFICACION:          COMPRA DE 500 UNIDADES FULL COLOR TROQUELADO EN COROPLAS. CONTEMPLADA EN META 7.4
MEMO:                    GNEG No.078-02-2016
CONTACTO:                EMMA DURON        TEL: 7214-2888",0rwYG8-PLemLJ,Unidad Central,0rwYG8-SOLPED-20001592-1,PEDIDO-4200001414,HNL,21735.0,goodsOrServices
ocds-lcuori-MLQmwL-CM-059-2016-1,ocds-lcuori-MLQmwL-CM-059-2016-1/4,MLQmwL-CM-059-2016,2016-03-10T00:00:00-06:00,23200,MLQmwL-gLn5gr,Gerencia Administrativa,MLQmwL-CM-059-2016-1,CM-059-2016,HNL,4600.0,goodsOrServices
ocds-lcuori-orvDGM-046-16-1,ocds-lcuori-orvDGM-046-16-1/3,orvDGM-046-16,2017-01-11T00:00:00-06:00,ASPA PARA CONDENSADOR INVERTIR CS50LSA,orvDGM-jRDVLk,SANAA - Unidad Central,orvDGM-046-16-1,046-16,HNL,743.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-052-2016-2,ocds-lcuori-jRDkQG-HMCR-052-2016-2/3,jRDkQG-135-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-052-2016-2,135-2016,HNL,517040.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-055-2016-2,ocds-lcuori-jRDkQG-HMCR-055-2016-2/3,jRDkQG-229-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-055-2016-2,229-2016,HNL,37030.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-055-2016-2,ocds-lcuori-jRDkQG-HMCR-055-2016-2/3,jRDkQG-230-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-055-2016-2,230-2016,HNL,76130.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-063-2016-2,ocds-lcuori-jRDkQG-HMCR-063-2016-2/3,jRDkQG-242-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-063-2016-2,242-2016,HNL,94440.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-063-2016-2,ocds-lcuori-jRDkQG-HMCR-063-2016-2/3,jRDkQG-243-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-063-2016-2,243-2016,HNL,204125.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-063-2016-2,ocds-lcuori-jRDkQG-HMCR-063-2016-2/3,jRDkQG-244-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-063-2016-2,244-2016,HNL,24288.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-064-2016-2,ocds-lcuori-jRDkQG-HMCR-064-2016-2/3,jRDkQG-212-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-064-2016-2,212-2016,HNL,11100.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-065-2016-2,ocds-lcuori-jRDkQG-HMCR-065-2016-2/3,jRDkQG-213-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-065-2016-2,213-2016,HNL,9947.5,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-067-2016-2,ocds-lcuori-jRDkQG-HMCR-067-2016-2/3,jRDkQG-215-2016,2016-03-08T00:00:00-06:00,MATERIAL MEDICO QUIRURGICO MENOR,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-067-2016-2,215-2016,HNL,37030.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-069-2016-2,ocds-lcuori-jRDkQG-HMCR-069-2016-2/3,jRDkQG-141-2016,2016-03-08T00:00:00-06:00,INSTRUMENTAL MEDICO-QUIRURGICO MENOR Y DE LABORATORIO,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-069-2016-2,141-2016,HNL,450.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-073-2016-2,ocds-lcuori-jRDkQG-HMCR-073-2016-2/3,jRDkQG-156-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-073-2016-2,156-2016,HNL,322000.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-073-2016-2,ocds-lcuori-jRDkQG-HMCR-073-2016-2/3,jRDkQG-157-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-073-2016-2,157-2016,HNL,57339.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-073-2016-2,ocds-lcuori-jRDkQG-HMCR-073-2016-2/3,jRDkQG-159-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-073-2016-2,159-2016,HNL,6361.8,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-253-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-078-2016-2,253-2016,HNL,9000.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-254-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-078-2016-2,254-2016,HNL,3143.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-255-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-078-2016-2,255-2016,HNL,2800.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-256-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-078-2016-2,256-2016,HNL,11200.0,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-257-2016,2016-03-08T00:00:00-06:00,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-078-2016-2,257-2016,HNL,18457.5,goodsOrServices
ocds-lcuori-jRDkQG-HMCR-087-2016-2,ocds-lcuori-jRDkQG-HMCR-087-2016-2/3,jRDkQG-162-2016,2016-03-08T00:00:00-06:00,MATERIAL MEDICO QUIRURGICO MENOR,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,jRDkQG-HMCR-087-2016-2,162-2016,HNL,2475.0,goodsOrServices
ocds-lcuori-mGEMGM-DCS-041-2016-UR-1,ocds-lcuori-mGEMGM-DCS-041-2016-UR-1/3,mGEMGM-062-2016,2016-05-10T00:00:00-06:00,"32 coffe breaks con refresco en lata o jugo, solicitado por la clínica para la feria de la salud.",mGEMGM-NLPKrv,Unidad Central,mGEMGM-DCS-041-2016-UR-1,062-2016,HNL,1840.0,goodsOrServices
ocds-lcuori-kR2qdG-LP-04-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-04-HRSC-2016-2/3,kR2qdG-07,2016-03-15T00:00:00-06:00,39540 OTRO INSTRUMENTAL ACCESORIOS Y MATERIAL MEDICO,kR2qdG-mrYzL9,Hospital Roberto Suazo Córdova ,kR2qdG-LP-04-HRSC-2016-2,07,HNL,221500.0,goodsOrServices
ocds-lcuori-kR2qdG-LP-06-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-06-HRSC-2016-2/3,kR2qdG-14,2016-03-23T00:00:00-06:00,35620 DIESEL,kR2qdG-mrYzL9,Hospital Roberto Suazo Córdova ,kR2qdG-LP-06-HRSC-2016-2,14,HNL,225135.96,goodsOrServices
ocds-lcuori-PR8ooG-CM-55-CONAPID-2016-1,ocds-lcuori-PR8ooG-CM-55-CONAPID-2016-1/4,PR8ooG-15-CONAPID-2016,2016-06-15T00:00:00-06:00,COMPRA DE 100 BOLSAS DE PINTURA CORALON BLANCO,PR8ooG-NrdqVL,Unidad Central,PR8ooG-CM-55-CONAPID-2016-1,15-CONAPID-2016,HNL,12305.0,goodsOrServices
ocds-lcuori-kR2qdG-LP-08-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-08-HRSC-2016-2/3,kR2qdG-05,2016-03-15T00:00:00-06:00,35920 PRODUCTOS FOTOQUIMICOS,kR2qdG-mrYzL9,Hospital Roberto Suazo Córdova ,kR2qdG-LP-08-HRSC-2016-2,05,HNL,405742.43,goodsOrServices
ocds-lcuori-NLP4qL-LPNS-009-2016-2,ocds-lcuori-NLP4qL-LPNS-009-2016-2/3,NLP4qL-CB-001A-2016,2016-04-15T00:00:00-06:00,“Adquisición de un (1) Vehículo Tipo Camión Cisterna para transporte y distribución de agua potable para el  Prestador Agua potable de Danli.”,NLP4qL-NLPKrv,Unidad Administradora de Proyectos,NLP4qL-LPNS-009-2016-2,CB-001A-2016,HNL,1886000.0,goodsOrServices
ocds-lcuori-NLP4qL-LPNS-009-2016-2,ocds-lcuori-NLP4qL-LPNS-009-2016-2/3,NLP4qL-CB-002-2016,2016-04-15T00:00:00-06:00,“Adquisición de un (1) Vehículo Tipo Camión Cisterna para transporte y distribución de agua potable para el  Prestador Agua potable de Danli.”,NLP4qL-NLPKrv,Unidad Administradora de Proyectos,NLP4qL-LPNS-009-2016-2,CB-002-2016,HNL,1886000.0,goodsOrServices
ocds-lcuori-2LAdQr-COT-FV-RVP-09-2016-2,ocds-lcuori-2LAdQr-COT-FV-RVP-09-2016-2/3,2LAdQr-FV-071-2016,2016-05-05T00:00:00-06:00,SUPERVISION DEL PROYECTO,2LAdQr-JLKQxR,Fondo Vial,2LAdQr-COT-FV-RVP-09-2016-2,FV-071-2016,HNL,272070.27,consultingServices
ocds-lcuori-7G3MNr-LPRI 092016-2,ocds-lcuori-7G3MNr-LPRI 092016-2/3,7G3MNr-LPRI 092016,2016-06-06T00:00:00-06:00,COMPRA DE MEDICAMENTOS,7G3MNr-mrYzL9,Hospital Roatán ,7G3MNr-LPRI 092016-2,LPRI 092016,HNL,351750.0,goodsOrServices
ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2,ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2/4,1RaMPR-MCA-THP-10-2016,2016-06-20T00:00:00-06:00,CONSULTORES DE APOYO TECNICO PARA EL TRIBUNAL SUPERIOR DE CUENTAS EN LA AUDITORÍA DE DESEMPEÑO DE LA EMPRESA NACIONAL DE ENERGIA ELECTRICA,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,1RaMPR-IC-UMBRAL-03-2016-2,MCA-THP-10-2016,USD,21000.0,consultingServices
ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2,ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2/4,1RaMPR-MCA-THP-11-2016,2016-06-20T00:00:00-06:00,CONSULTORES DE APOYO TECNICO PARA EL TRIBUNAL SUPERIOR DE CUENTAS EN LA AUDITORÍA DE DESEMPEÑO DE LA EMPRESA NACIONAL DE ENERGIA ELECTRICA,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,1RaMPR-IC-UMBRAL-03-2016-2,MCA-THP-11-2016,USD,24000.0,consultingServices
ocds-lcuori-lRo92L-A-17-2,ocds-lcuori-lRo92L-A-17-2/3,lRo92L-16-22,2016-03-09T00:00:00-06:00,39530 MATERIAL MEDICO QUIRURGICO MENOR,lRo92L-mrYzL9,Hospital Santa Teresa ,lRo92L-A-17-2,16-22,HNL,532950.0,goodsOrServices
ocds-lcuori-MrM6zL-CM-CONEANFO-UPE-004-2016-RP2-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UPE-004-2016-RP2-1/4,MrM6zL-UPE-006-2016,2016-05-12T00:00:00-06:00,"Asesorar y participar en el procesamiento técnico y físico de los materiales bibliográficos y el funcionamiento del fondo bibliográfico y su puesta en uso, ordenando todos sus elementos.",MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,MrM6zL-CM-CONEANFO-UPE-004-2016-RP2-1,UPE-006-2016,HNL,45000.0,goodsOrServices
ocds-lcuori-1Ra6lr-11-2016-1,ocds-lcuori-1Ra6lr-11-2016-1/3,1Ra6lr-10-2016,2016-03-10T00:00:00-06:00,compra de toners,1Ra6lr-4LOZ9r,Centro Nacional de Educación para el  Trabajo,1Ra6lr-11-2016-1,10-2016,HNL,13882.8,goodsOrServices
ocds-lcuori-2LAdQr-COT-FV-RVP-012-2016-2,ocds-lcuori-2LAdQr-COT-FV-RVP-012-2016-2/3,2LAdQr-FV-081-2016,2016-05-13T00:00:00-06:00,CONTRATACION DIRECTA SUPERVISION DE OBRAS,2LAdQr-JLKQxR,Fondo Vial,2LAdQr-COT-FV-RVP-012-2016-2,FV-081-2016,HNL,270512.0,consultingServices
ocds-lcuori-2LAdQr-LP-FV-RVNP-05-2016-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-05-2016-2/3,2LAdQr-FV-076-2016,2016-05-12T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO EN LOS TRAMOS DE LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,2LAdQr-LP-FV-RVNP-05-2016-2,FV-076-2016,HNL,1860510.57,works
