ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-4LOxWG-319-2016-2,ocds-lcuori-4LOxWG-319-2016-2/3,4LOxWG-319-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-182-2016-1,ocds-lcuori-MLQmwL-CM-182-2016-1/3,MLQmwL-CM-182-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0105-2016-PE-0068-2016-1,ocds-lcuori-Zr5B9L-C-0105-2016-PE-0068-2016-1/3,Zr5B9L-C-0105-2016-PE-0068-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-Zr5B9L-C-0545-2016-PE-0462-2016-1,ocds-lcuori-Zr5B9L-C-0545-2016-PE-0462-2016-1/3,Zr5B9L-C-0545-2016-PE-0462-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-PLe00r-CM-22-CONEANFO-PROELEM-2016-1,ocds-lcuori-PLe00r-CM-22-CONEANFO-PROELEM-2016-1/3,PLe00r-CM-22-CONEANFO-PROELEM-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-320-2016-2,ocds-lcuori-4LOxWG-320-2016-2/3,4LOxWG-320-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo9xL-LP-31-2016-2,ocds-lcuori-lRo9xL-LP-31-2016-2/3,lRo9xL-LP-31-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JL7JBr-CM-60-HBCBHR-2016-1,ocds-lcuori-JL7JBr-CM-60-HBCBHR-2016-1/4,JL7JBr-CM-60-HBCBHR-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-321-2016-2,ocds-lcuori-4LOxWG-321-2016-2/3,4LOxWG-321-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrM6zL-CM-CONEANFO-CAP-SP-06-2016-1,ocds-lcuori-MrM6zL-CM-CONEANFO-CAP-SP-06-2016-1/4,MrM6zL-CM-CONEANFO-CAP-SP-06-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DCS-080-2016-UR-1,ocds-lcuori-mGEMGM-DCS-080-2016-UR-1/3,mGEMGM-DCS-080-2016-UR-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo9xL-LP-32-2016-2,ocds-lcuori-lRo9xL-LP-32-2016-2/3,lRo9xL-LP-32-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-110-ONCAE-2016-2,ocds-lcuori-orvPDG-LP-110-ONCAE-2016-2/3,orvPDG-LP-110-ONCAE-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQnAG-073-2016-HGS2-1,ocds-lcuori-MLQnAG-073-2016-HGS2-1/3,MLQnAG-073-2016-HGS2-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo9xL-LP-33-2016-2,ocds-lcuori-lRo9xL-LP-33-2016-2/3,lRo9xL-LP-33-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-322-2016-2,ocds-lcuori-4LOxWG-322-2016-2/3,4LOxWG-322-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo9xL-LP-34-2016-2,ocds-lcuori-lRo9xL-LP-34-2016-2/3,lRo9xL-LP-34-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-78-AMDC-104-2016-2,ocds-lcuori-2LmqDL-LPrNO-78-AMDC-104-2016-2/3,2LmqDL-LPrNO-78-AMDC-104-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-136-2016-1,ocds-lcuori-PR8dYR-136-2016-1/3,PR8dYR-136-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30007222-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007222-IHSS-SPS-1/3,vGZWNR-30007222-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-81-AMDC-108-2016-2,ocds-lcuori-2LmqDL-LPrNO-81-AMDC-108-2016-2/3,2LmqDL-LPrNO-81-AMDC-108-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-323-2016-2,ocds-lcuori-4LOxWG-323-2016-2/3,4LOxWG-323-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-CPR No. 001-DGC-UATSV-2016-2,ocds-lcuori-WRzbRe-CPR No. 001-DGC-UATSV-2016-2/3,WRzbRe-CPR No. 001-DGC-UATSV-2016-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-jRDkQG-HMCR-449-2016-2,ocds-lcuori-jRDkQG-HMCR-449-2016-2/4,jRDkQG-HMCR-449-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-COTIZACION 487-2016-1,ocds-lcuori-4LOxWG-COTIZACION 487-2016-1/3,4LOxWG-COTIZACION 487-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBCH-96-2016-1,ocds-lcuori-PLewkR-HBCBCH-96-2016-1/4,PLewkR-HBCBCH-96-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-137-2016-1,ocds-lcuori-PR8dYR-137-2016-1/3,PR8dYR-137-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-12-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-12-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS PRONADERS-LPRI-12-2016-HO-OBRAS-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVggL-CM-049-CHOLBOMB-2016-1,ocds-lcuori-wrVggL-CM-049-CHOLBOMB-2016-1/4,wrVggL-CM-049-CHOLBOMB-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-COT. 064-2016-1,ocds-lcuori-8L47Pr-COT. 064-2016-1/3,8L47Pr-COT. 064-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjPmR-CM-041-DECAD-2016-1,ocds-lcuori-oLjPmR-CM-041-DECAD-2016-1/3,oLjPmR-CM-041-DECAD-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-50002725-1,ocds-lcuori-0rwYG8-SOLPED-50002725-1/4,0rwYG8-SOLPED-50002725-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-324-2016-2,ocds-lcuori-4LOxWG-324-2016-2/3,4LOxWG-324-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-CM-IHT-085/086-2016-1,ocds-lcuori-KLgDwG-CM-IHT-085/086-2016-1/3,KLgDwG-CM-IHT-085/086-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-325-2016-2,ocds-lcuori-4LOxWG-325-2016-2/3,4LOxWG-325-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-407-2016-1,ocds-lcuori-MLQmwL-CM-407-2016-1/3,MLQmwL-CM-407-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLPAVG-2016-044-FN-INAM-1,ocds-lcuori-NLPAVG-2016-044-FN-INAM-1/3,NLPAVG-2016-044-FN-INAM-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-183-2016-1,ocds-lcuori-MLQmwL-CM-183-2016-1/3,MLQmwL-CM-183-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlZYL-SEP-GA-34-2016-1,ocds-lcuori-yRlZYL-SEP-GA-34-2016-1/3,yRlZYL-SEP-GA-34-2016-1,1-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-PR8dYR-138-2016-1,ocds-lcuori-PR8dYR-138-2016-1/3,PR8dYR-138-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE-COTIZACION No.201-2016-1,ocds-lcuori-ERpWgG-SRE-COTIZACION No.201-2016-1/3,ERpWgG-SRE-COTIZACION No.201-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-COTIZACION 489-2016-1,ocds-lcuori-4LOxWG-COTIZACION 489-2016-1/3,4LOxWG-COTIZACION 489-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmA7L-CP-UAP-ATN-13908-029-2016-1,ocds-lcuori-2LmA7L-CP-UAP-ATN-13908-029-2016-1/4,2LmA7L-CP-UAP-ATN-13908-029-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBCH-97-2016-1,ocds-lcuori-PLewkR-HBCBCH-97-2016-1/4,PLewkR-HBCBCH-97-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-82-AMDC-109-2016-2,ocds-lcuori-2LmqDL-LPrNO-82-AMDC-109-2016-2/3,2LmqDL-LPrNO-82-AMDC-109-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8ooG-CM-139-CONAPID-2016-1,ocds-lcuori-PR8ooG-CM-139-CONAPID-2016-1/4,PR8ooG-CM-139-CONAPID-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-50002712-1,ocds-lcuori-0rwYG8-SOLPED-50002712-1/3,0rwYG8-SOLPED-50002712-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-326-2016-2,ocds-lcuori-4LOxWG-326-2016-2/3,4LOxWG-326-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-84-AMDC-111-2016-2,ocds-lcuori-2LmqDL-LPrNO-84-AMDC-111-2016-2/3,2LmqDL-LPrNO-84-AMDC-111-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0094-2016-PE-0060-2016-1,ocds-lcuori-Zr5B9L-C-0094-2016-PE-0060-2016-1/3,Zr5B9L-C-0094-2016-PE-0060-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-jRDA5r-SOLICITUD 2193-1,ocds-lcuori-jRDA5r-SOLICITUD 2193-1/3,jRDA5r-SOLICITUD 2193-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLPAVG-2016-045-FN-INAM-1,ocds-lcuori-NLPAVG-2016-045-FN-INAM-1/3,NLPAVG-2016-045-FN-INAM-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjPmR-CM-023-DECAD-2016-1,ocds-lcuori-oLjPmR-CM-023-DECAD-2016-1/3,oLjPmR-CM-023-DECAD-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0554-2016-PE-0471-2016-1,ocds-lcuori-Zr5B9L-C-0554-2016-PE-0471-2016-1/3,Zr5B9L-C-0554-2016-PE-0471-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-2LmqDL-LPrNO-86-AMDC-113-2016-2,ocds-lcuori-2LmqDL-LPrNO-86-AMDC-113-2016-2/3,2LmqDL-LPrNO-86-AMDC-113-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQwAR-OC-PROHECO-057-2016-1,ocds-lcuori-MLQwAR-OC-PROHECO-057-2016-1/3,MLQwAR-OC-PROHECO-057-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-13-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-13-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS PRONADERS-LPRI-13-2016-HO-OBRAS-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0095-2016-PE-0061-2016-1,ocds-lcuori-Zr5B9L-C-0095-2016-PE-0061-2016-1/3,Zr5B9L-C-0095-2016-PE-0061-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-WRzdbL-LP-020-2016-HT-2,ocds-lcuori-WRzdbL-LP-020-2016-HT-2/3,WRzdbL-LP-020-2016-HT-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0555-2016-PE-0472-2016-1,ocds-lcuori-Zr5B9L-C-0555-2016-PE-0472-2016-1/3,Zr5B9L-C-0555-2016-PE-0472-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-0rw5YG-12-1-2016-2,ocds-lcuori-0rw5YG-12-1-2016-2/3,0rw5YG-12-1-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-COTIZACION 747-2016-1,ocds-lcuori-4LOxWG-COTIZACION 747-2016-1/3,4LOxWG-COTIZACION 747-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvDGM-024-16-1,ocds-lcuori-orvDGM-024-16-1/3,orvDGM-024-16-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0556-2016-PE-0473-2016-1,ocds-lcuori-Zr5B9L-C-0556-2016-PE-0473-2016-1/3,Zr5B9L-C-0556-2016-PE-0473-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-2LmqDL-LPrNO-88-AMDC-115-2016-2,ocds-lcuori-2LmqDL-LPrNO-88-AMDC-115-2016-2/3,2LmqDL-LPrNO-88-AMDC-115-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR-226-DGC-UATSV-2016-2,ocds-lcuori-WRzbRe-LPR-226-DGC-UATSV-2016-2/3,WRzbRe-LPR-226-DGC-UATSV-2016-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-vGZWNR-30007227-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007227-IHSS-SPS-1/3,vGZWNR-30007227-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-CM-IHT-212-2016-1,ocds-lcuori-KLgDwG-CM-IHT-212-2016-1/4,KLgDwG-CM-IHT-212-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-045-2016-2,ocds-lcuori-MrMagr-LP-045-2016-2/3,MrMagr-LP-045-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NrdVGA-CM-245-SEDUC-2016-1,ocds-lcuori-NrdVGA-CM-245-SEDUC-2016-1/4,NrdVGA-CM-245-SEDUC-2016-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-PLewkR-HBCBCH-50-2016-1,ocds-lcuori-PLewkR-HBCBCH-50-2016-1/4,PLewkR-HBCBCH-50-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kG1ger-Lpub 08-2016-2,ocds-lcuori-kG1ger-Lpub 08-2016-2/3,kG1ger-Lpub 08-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-046-2016-2,ocds-lcuori-MrMagr-LP-046-2016-2/3,MrMagr-LP-046-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0558-2016-PE-0475-2016-1,ocds-lcuori-Zr5B9L-C-0558-2016-PE-0475-2016-1/3,Zr5B9L-C-0558-2016-PE-0475-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-2LmqDL-LPrNO-195-AMDC-248-2016-2,ocds-lcuori-2LmqDL-LPrNO-195-AMDC-248-2016-2/3,2LmqDL-LPrNO-195-AMDC-248-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-519-CM-IHT-2016-1,ocds-lcuori-KLgDwG-519-CM-IHT-2016-1/3,KLgDwG-519-CM-IHT-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-89-AMDC-116-2016-2,ocds-lcuori-2LmqDL-LPrNO-89-AMDC-116-2016-2/3,2LmqDL-LPrNO-89-AMDC-116-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-50002765-1,ocds-lcuori-0rwYG8-SOLPED-50002765-1/3,0rwYG8-SOLPED-50002765-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-196-AMDC-249-2016-2,ocds-lcuori-2LmqDL-LPrNO-196-AMDC-249-2016-2/3,2LmqDL-LPrNO-196-AMDC-249-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR-227-DGC-UATSV-2016-2,ocds-lcuori-WRzbRe-LPR-227-DGC-UATSV-2016-2/3,WRzbRe-LPR-227-DGC-UATSV-2016-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-NLPAVG-2016-047-FN-INAM-1,ocds-lcuori-NLPAVG-2016-047-FN-INAM-1/3,NLPAVG-2016-047-FN-INAM-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-047-2016-2,ocds-lcuori-MrMagr-LP-047-2016-2/3,MrMagr-LP-047-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-048-2016-2,ocds-lcuori-MrMagr-LP-048-2016-2/3,MrMagr-LP-048-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30007226-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007226-IHSS-SPS-1/3,vGZWNR-30007226-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-50002726-1,ocds-lcuori-0rwYG8-SOLPED-50002726-1/3,0rwYG8-SOLPED-50002726-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-DRW78R-CM-018 CBS-1,ocds-lcuori-DRW78R-CM-018 CBS-1/4,DRW78R-CM-018 CBS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orveZR-LP-10-2016-2,ocds-lcuori-orveZR-LP-10-2016-2/3,orveZR-LP-10-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-514-CM-IHT-2016-1,ocds-lcuori-KLgDwG-514-CM-IHT-2016-1/3,KLgDwG-514-CM-IHT-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-049-2016-2,ocds-lcuori-MrMagr-LP-049-2016-2/3,MrMagr-LP-049-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0557-2016-PE-0474-2016-1,ocds-lcuori-Zr5B9L-C-0557-2016-PE-0474-2016-1/3,Zr5B9L-C-0557-2016-PE-0474-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-WRzbRe-LPR-228-DGC-UATSV-2016-2,ocds-lcuori-WRzbRe-LPR-228-DGC-UATSV-2016-2/3,WRzbRe-LPR-228-DGC-UATSV-2016-2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-yRlZYL-SEP-DGSC-10-2016-1,ocds-lcuori-yRlZYL-SEP-DGSC-10-2016-1/3,yRlZYL-SEP-DGSC-10-2016-1,1-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-MrMagr-LP-050-2016-2,ocds-lcuori-MrMagr-LP-050-2016-2/3,MrMagr-LP-050-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-COT. 105-2016-1,ocds-lcuori-8L47Pr-COT. 105-2016-1/3,8L47Pr-COT. 105-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-15-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-15-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS PRONADERS-LPRI-15-2016-HO-OBRAS-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzdbL-056-2016-HT-1,ocds-lcuori-WRzdbL-056-2016-HT-1/3,WRzdbL-056-2016-HT-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-507-CM-IHT-2016-1,ocds-lcuori-KLgDwG-507-CM-IHT-2016-1/3,KLgDwG-507-CM-IHT-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-COT. 069-2016-1,ocds-lcuori-8L47Pr-COT. 069-2016-1/3,8L47Pr-COT. 069-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0559-2016-PE-0476-2016-1,ocds-lcuori-Zr5B9L-C-0559-2016-PE-0476-2016-1/3,Zr5B9L-C-0559-2016-PE-0476-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-yRlZYL-SEP-DGSC-11-2016-1,ocds-lcuori-yRlZYL-SEP-DGSC-11-2016-1/3,yRlZYL-SEP-DGSC-11-2016-1,1-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-Zr5B9L-C-0560-2016-PE-0477-2016-1,ocds-lcuori-Zr5B9L-C-0560-2016-PE-0477-2016-1/3,Zr5B9L-C-0560-2016-PE-0477-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-16-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-16-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS PRONADERS-LPRI-16-2016-HO-OBRAS-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0561-2016-PE-0478-2016-1,ocds-lcuori-Zr5B9L-C-0561-2016-PE-0478-2016-1/3,Zr5B9L-C-0561-2016-PE-0478-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-grxXor-LIC 032 HAME-2016-2,ocds-lcuori-grxXor-LIC 032 HAME-2016-2/3,grxXor-LIC 032 HAME-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAdQr-LP-FV-RVNP-01-2016-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-01-2016-2/3,2LAdQr-LP-FV-RVNP-01-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30007225-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007225-IHSS-SPS-1/3,vGZWNR-30007225-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0562-2016-PE-0479-2016-1,ocds-lcuori-Zr5B9L-C-0562-2016-PE-0479-2016-1/3,Zr5B9L-C-0562-2016-PE-0479-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-oLjPmR-CM-042-DECAD-2016-1,ocds-lcuori-oLjPmR-CM-042-DECAD-2016-1/3,oLjPmR-CM-042-DECAD-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L48vL-CM-040-USINIEH-2016-1,ocds-lcuori-8L48vL-CM-040-USINIEH-2016-1/3,8L48vL-CM-040-USINIEH-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRzbRe-LPR No. 023-DGC-UATSV-2016 -2,ocds-lcuori-WRzbRe-LPR No. 023-DGC-UATSV-2016 -2/3,WRzbRe-LPR No. 023-DGC-UATSV-2016 -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-8L47Pr-COT. 106-2016-1,ocds-lcuori-8L47Pr-COT. 106-2016-1/3,8L47Pr-COT. 106-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30007224-IHSS-SPS-1,ocds-lcuori-vGZWNR-30007224-IHSS-SPS-1/3,vGZWNR-30007224-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-143-2016-1,ocds-lcuori-MLQmwL-CM-143-2016-1/3,MLQmwL-CM-143-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-17-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-17-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS PRONADERS-LPRI-17-2016-HO-OBRAS-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRb6JR-REQ-DM-139-2016-1,ocds-lcuori-XRb6JR-REQ-DM-139-2016-1/3,XRb6JR-REQ-DM-139-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
