ocid,id,awards/0/id,awards/0/documents/0/id,awards/0/documents/0/url,awards/0/documents/0/documentType,awards/0/documents/0/format,awards/0/documents/0/description,awards/0/documents/0/title,awards/0/documents/0/datePublished
ocds-lcuori-jRDkQG-HMCR-067-2016-2,ocds-lcuori-jRDkQG-HMCR-067-2016-2/3,jRDkQG-HMCR-067-2016-2,75361,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-067-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-14T10:17:30.317000-06:00
ocds-lcuori-jRDkQG-HMCR-069-2016-2,ocds-lcuori-jRDkQG-HMCR-069-2016-2/3,jRDkQG-HMCR-069-2016-2,74806,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-069-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-04T08:43:32.060000-06:00
ocds-lcuori-jRDkQG-HMCR-073-2016-2,ocds-lcuori-jRDkQG-HMCR-073-2016-2/3,jRDkQG-HMCR-073-2016-2,75359,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-073-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-14T10:06:18.137000-06:00
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-HMCR-078-2016-2,76509,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-078-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-05-03T10:19:36.727000-06:00
ocds-lcuori-jRDkQG-HMCR-087-2016-2,ocds-lcuori-jRDkQG-HMCR-087-2016-2/3,jRDkQG-HMCR-087-2016-2,75343,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-087-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-14T09:51:10.557000-06:00
ocds-lcuori-jRDkQG-HMCR-088-2016-2,ocds-lcuori-jRDkQG-HMCR-088-2016-2/3,jRDkQG-HMCR-088-2016-2,74615,http://h1.honducompras.gob.hn/Docs/Lic104HMCR-088-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-30T08:09:49.550000-06:00
ocds-lcuori-kR2qdG-LP-04-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-04-HRSC-2016-2/3,kR2qdG-LP-04-HRSC-2016-2,74137,http://h1.honducompras.gob.hn/Docs/Lic102LP-04-HRSC-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-16T11:08:37.873000-06:00
ocds-lcuori-kR2qdG-LP-06-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-06-HRSC-2016-2/3,kR2qdG-LP-06-HRSC-2016-2,75041,http://h1.honducompras.gob.hn/Docs/Lic102LP-06-HRSC-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-07T08:23:36.873000-06:00
ocds-lcuori-kR2qdG-LP-08-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-08-HRSC-2016-2/3,kR2qdG-LP-08-HRSC-2016-2,73840,http://h1.honducompras.gob.hn/Docs/Lic102LP-08-HRSC-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-11T15:31:34.087000-06:00
ocds-lcuori-NLP4qL-LPNS-009-2016-2,ocds-lcuori-NLP4qL-LPNS-009-2016-2/3,NLP4qL-LPNS-009-2016-2,76720,http://h1.honducompras.gob.hn/Docs/Lic222LPNS-009-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-05-05T11:12:53.943000-06:00
ocds-lcuori-7G3MNr-LPRI 092016-2,ocds-lcuori-7G3MNr-LPRI 092016-2/3,7G3MNr-LPRI 092016-2,75545,http://h1.honducompras.gob.hn/Docs/Lic108LPRI%20092016804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-19T15:42:34.637000-06:00
ocds-lcuori-lRojQG-LP-006-16-2,ocds-lcuori-lRojQG-LP-006-16-2/3,lRojQG-LP-006-16-2,73030,http://h1.honducompras.gob.hn/Docs/Lic645LP-006-16803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-02T16:55:30.603000-06:00
ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2,ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2/4,1RaMPR-IC-UMBRAL-03-2016-2,99628,http://h1.honducompras.gob.hn/Docs/Lic703IC-UMBRAL-03-2016804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-05-29T10:21:58.670000-06:00
ocds-lcuori-lRo92L-A-17-2,ocds-lcuori-lRo92L-A-17-2/3,lRo92L-A-17-2,73733,http://h1.honducompras.gob.hn/Docs/Lic89A-17803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-10T14:39:55.350000-06:00
ocds-lcuori-ERpaPr-14-2016-2,ocds-lcuori-ERpaPr-14-2016-2/3,ERpaPr-14-2016-2,74311,http://h1.honducompras.gob.hn/Docs/Lic8814-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-17T18:30:52.563000-06:00
ocds-lcuori-2LmqDL-LPrNO-52-AMDC-70-2016-2,ocds-lcuori-2LmqDL-LPrNO-52-AMDC-70-2016-2/3,2LmqDL-LPrNO-52-AMDC-70-2016-2,76011,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-52-AMDC-70-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-27T08:30:09.790000-06:00
ocds-lcuori-grxXor-LIC PRIVADA 09-HAME-2016-2,ocds-lcuori-grxXor-LIC PRIVADA 09-HAME-2016-2/3,grxXor-LIC PRIVADA 09-HAME-2016-2,73333,http://h1.honducompras.gob.hn/Docs/Lic109LIC%20PRIVADA%2009-HAME-2016803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-04T19:23:42.853000-06:00
ocds-lcuori-wrVn3r-LP01-HSI-2016-2,ocds-lcuori-wrVn3r-LP01-HSI-2016-2/3,wrVn3r-LP01-HSI-2016-2,73644,http://h1.honducompras.gob.hn/Docs/Lic99LP01-HSI-2016803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-09T17:43:45.197000-06:00
ocds-lcuori-grxXor-LIC-PRIVADA 12 HAME-2016-2,ocds-lcuori-grxXor-LIC-PRIVADA 12 HAME-2016-2/3,grxXor-LIC-PRIVADA 12 HAME-2016-2,73337,http://h1.honducompras.gob.hn/Docs/Lic109LIC-PRIVADA%2012%20HAME-2016803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-04T19:33:49.397000-06:00
ocds-lcuori-JLKQxR-LP. 017-16-2,ocds-lcuori-JLKQxR-LP. 017-16-2/3,JLKQxR-LP. 017-16-2,75184,http://h1.honducompras.gob.hn/Docs/Lic79LP.%20017-16803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-11T15:51:01.490000-06:00
ocds-lcuori-JLKQxR-LP. 018-16-2,ocds-lcuori-JLKQxR-LP. 018-16-2/3,JLKQxR-LP. 018-16-2,75186,http://h1.honducompras.gob.hn/Docs/Lic79LP.%20018-16803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-11T15:56:34.287000-06:00
ocds-lcuori-wrVn3r-LP11-HSI-2016-2,ocds-lcuori-wrVn3r-LP11-HSI-2016-2/3,wrVn3r-LP11-HSI-2016-2,76892,http://h1.honducompras.gob.hn/Docs/Lic99LP11-HSI-2016803-ResoluciondelaAdjudicacion.docx,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-05-09T13:21:54.500000-06:00
ocds-lcuori-ERpaPr-21-2016-2,ocds-lcuori-ERpaPr-21-2016-2/3,ERpaPr-21-2016-2,74319,http://h1.honducompras.gob.hn/Docs/Lic8821-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-17T18:44:33.710000-06:00
ocds-lcuori-MrM0xR-LP 003- 2016-2,ocds-lcuori-MrM0xR-LP 003- 2016-2/3,MrM0xR-LP 003- 2016-2,75493,http://h1.honducompras.gob.hn/Docs/Lic640LP%20003-%202016803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-15T18:46:54.910000-06:00
ocds-lcuori-4LOxWG-57-2016-2,ocds-lcuori-4LOxWG-57-2016-2/3,4LOxWG-57-2016-2,75717,http://h1.honducompras.gob.hn/Docs/Lic8357-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-21T15:31:41.300000-06:00
ocds-lcuori-ERpaPr-32-2016-2,ocds-lcuori-ERpaPr-32-2016-2/3,ERpaPr-32-2016-2,74540,http://h1.honducompras.gob.hn/Docs/Lic8832-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-28T19:29:27.580000-06:00
ocds-lcuori-MLQnmG-Lpri-2339-HPL-2016-2,ocds-lcuori-MLQnmG-Lpri-2339-HPL-2016-2/3,MLQnmG-Lpri-2339-HPL-2016-2,74906,http://h1.honducompras.gob.hn/Docs/Lic105Lpri-2339-HPL-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-04T16:39:41.420000-06:00
ocds-lcuori-4LOxWG-72-2016-2,ocds-lcuori-4LOxWG-72-2016-2/3,4LOxWG-72-2016-2,75758,http://h1.honducompras.gob.hn/Docs/Lic8372-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-22T10:03:46.423000-06:00
ocds-lcuori-grxXEr-LP. 020-16-2,ocds-lcuori-grxXEr-LP. 020-16-2/3,grxXEr-LP. 020-16-2,74509,http://h1.honducompras.gob.hn/Docs/Lic97LP.%20020-16802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-28T14:26:16.847000-06:00
ocds-lcuori-grxXEr-LP.022-16-2,ocds-lcuori-grxXEr-LP.022-16-2/3,grxXEr-LP.022-16-2,74503,http://h1.honducompras.gob.hn/Docs/Lic97LP.022-16802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-28T14:18:34.490000-06:00
ocds-lcuori-yRl6pL-002 SSIS PRAF FN 5294 2016-2,ocds-lcuori-yRl6pL-002 SSIS PRAF FN 5294 2016-2/3,yRl6pL-002 SSIS PRAF FN 5294 2016-2,94329,http://h1.honducompras.gob.hn/Docs/Lic232002%20SSIS%20PRAF%20FN%205294%202016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2017-02-06T15:24:49.210000-06:00
ocds-lcuori-4LOxWG-78-2016-2,ocds-lcuori-4LOxWG-78-2016-2/3,4LOxWG-78-2016-2,75770,http://h1.honducompras.gob.hn/Docs/Lic8378-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-22T11:05:26.100000-06:00
ocds-lcuori-4LOxWG-82-2016-2,ocds-lcuori-4LOxWG-82-2016-2/3,4LOxWG-82-2016-2,75737,http://h1.honducompras.gob.hn/Docs/Lic8382-2016802-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-22T08:12:56.593000-06:00
ocds-lcuori-jRDkVG-LP-10-2016-2,ocds-lcuori-jRDkVG-LP-10-2016-2/3,jRDkVG-LP-10-2016-2,73852,http://h1.honducompras.gob.hn/Docs/Lic92LP-10-2016803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-11T17:29:45.350000-06:00
ocds-lcuori-2LAakL-49-2016-2,ocds-lcuori-2LAakL-49-2016-2/3,2LAakL-49-2016-2,74076,http://h1.honducompras.gob.hn/Docs/Lic8149-2016802-ResoluciondelaAdjudicacion.xlsx,awardNotice,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-15T15:53:30.200000-06:00
ocds-lcuori-lRojQG-Lp-017-16-2,ocds-lcuori-lRojQG-Lp-017-16-2/3,lRojQG-Lp-017-16-2,73766,http://h1.honducompras.gob.hn/Docs/Lic645Lp-017-16803-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-10T17:04:41.653000-06:00
ocds-lcuori-ERpaPr-39-2016-2,ocds-lcuori-ERpaPr-39-2016-2/3,ERpaPr-39-2016-2,74692,http://h1.honducompras.gob.hn/Docs/Lic8839-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-30T20:36:48.490000-06:00
ocds-lcuori-2LAakL-65-2016-2,ocds-lcuori-2LAakL-65-2016-2/3,2LAakL-65-2016-2,74093,http://h1.honducompras.gob.hn/Docs/Lic8165-2016802-ResoluciondelaAdjudicacion.xlsx,awardNotice,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-15T16:34:17.877000-06:00
ocds-lcuori-yRlaDr-LP. 006-2016-2,ocds-lcuori-yRlaDr-LP. 006-2016-2/3,yRlaDr-LP. 006-2016-2,77664,http://h1.honducompras.gob.hn/Docs/Lic76LP.%20006-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-05-19T17:14:02.443000-06:00
ocds-lcuori-yRlaDr-LP. 009-2016-2,ocds-lcuori-yRlaDr-LP. 009-2016-2/3,yRlaDr-LP. 009-2016-2,77732,http://h1.honducompras.gob.hn/Docs/Lic76LP.%20009-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-05-20T14:31:55.263000-06:00
ocds-lcuori-2LmqDL-LPrNO-64-AMDC-86-2016-2,ocds-lcuori-2LmqDL-LPrNO-64-AMDC-86-2016-2/3,2LmqDL-LPrNO-64-AMDC-86-2016-2,78414,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-64-AMDC-86-2016803-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-06-01T13:38:32.573000-06:00
ocds-lcuori-7GXMRV-LPN-DGOP-EEPP-002-2016-2,ocds-lcuori-7GXMRV-LPN-DGOP-EEPP-002-2016-2/3,7GXMRV-LPN-DGOP-EEPP-002-2016-2,77651,http://h1.honducompras.gob.hn/Docs/Lic15LPN-DGOP-EEPP-002-2016804-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-05-19T14:37:59.140000-06:00
ocds-lcuori-PLe6mG-HSR- LP-008-2016-2,ocds-lcuori-PLe6mG-HSR- LP-008-2016-2/3,PLe6mG-HSR- LP-008-2016-2,74264,http://h1.honducompras.gob.hn/Docs/Lic85HSR-%20LP-008-2016802-ResoluciondelaAdjudicacion.tif,awardNotice,image/tiff,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-17T13:48:21.317000-06:00
ocds-lcuori-PLe6mG-HSR- LP-1900-2016-2,ocds-lcuori-PLe6mG-HSR- LP-1900-2016-2/3,PLe6mG-HSR- LP-1900-2016-2,74043,http://h1.honducompras.gob.hn/Docs/Lic85HSR-%20LP-1900-2016802-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-03-15T12:00:21.760000-06:00
ocds-lcuori-WRzj0R-LPR-001-2016-2,ocds-lcuori-WRzj0R-LPR-001-2016-2/3,WRzj0R-LPR-001-2016-2,79312,http://h1.honducompras.gob.hn/Docs/Lic154LPR-001-2016807-ResoluciondelaAdjudicacion.jpg,awardNotice,image/jpeg,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-06-14T15:47:41.533000-06:00
ocds-lcuori-WRzbRe-LPR No. 016-DGC-UATSV-2016-2,ocds-lcuori-WRzbRe-LPR No. 016-DGC-UATSV-2016-2/3,WRzbRe-LPR No. 016-DGC-UATSV-2016-2,79588,http://h1.honducompras.gob.hn/Docs/Lic10LPR%20No.%20016-DGC-UATSV-2016803-ResoluciondelaAdjudicacion.PDF,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-06-17T12:57:30.247000-06:00
ocds-lcuori-lRo9xL-LP-16-2016-2,ocds-lcuori-lRo9xL-LP-16-2016-2/3,lRo9xL-LP-16-2016-2,75532,http://h1.honducompras.gob.hn/Docs/Lic101LP-16-2016802-ResoluciondelaAdjudicacion.doc,awardNotice,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-04-19T12:00:36.470000-06:00
ocds-lcuori-gLnXkR-LPN-AMFI-03-2016-2,ocds-lcuori-gLnXkR-LPN-AMFI-03-2016-2/3,gLnXkR-LPN-AMFI-03-2016-2,81522,http://h1.honducompras.gob.hn/Docs/Lic724LPN-AMFI-03-2016805-ResoluciondelaAdjudicacion.pdf,awardNotice,application/pdf,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-07-14T18:26:07.970000-06:00
ocds-lcuori-orvPDG-LP-025-ONCAE-2016-2,ocds-lcuori-orvPDG-LP-025-ONCAE-2016-2/3,orvPDG-LP-025-ONCAE-2016-2,81890,http://h1.honducompras.gob.hn/Docs/Lic95LP-025-ONCAE-2016803-ResoluciondelaAdjudicacion.tif,awardNotice,image/tiff,Resolucion de la Adjudicacion,Resolucion de la Adjudicacion,2016-07-21T15:42:02.850000-06:00
